Data properties:				
Recording date: 2019/11/5				
Recording time: 15:55:27:000 (corresponds to time 0)				
Study: Test1				
Subject: CY				
Recording: CY				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	98	208	340	561
2	306	150	471	524
3	456	117	825	327
4	573	117	866	303
5	689	400	994	224
6	1089	216	801	274
7	1305	266	906	285
8	1572	142	987	192
9	1714	783	1122	213
10	2496	841	987	198
11	3337	341	950	871
12	3679	366	1098	900
13	4045	92	914	864
14	4137	67	956	806
15	4203	200	921	849
16	4403	250	917	286
17	4653	358	949	182
18	5011	350	924	278
19	5361	383	645	291
20	5744	58	565	318
21	5802	133	547	367
22	6044	416	928	196
23	6460	400	900	291
24	6860	183	938	196
25	7043	350	608	276
26	7393	225	511	390
27	7618	275	779	816
28	7893	241	372	618
29	8134	266	339	503
30	8401	67	495	377
31	8467	100	487	424
32	8567	275	225	514
33	8842	166	210	462
34	9008	167	530	332
35	9175	50	690	270
36	9367	375	958	162
37	9741	225	1038	183
38	9966	458	1129	200
39	10424	241	876	285
40	10666	125	597	394
41	10915	117	608	407
42	11032	233	694	408
43	11465	183	730	435
44	11648	192	632	496
45	11840	183	623	537
46	12165	758	511	556
47	13072	583	537	546
48	13863	125	529	536
49	13988	100	516	484
50	14221	133	870	265
51	14355	67	966	230
52	14421	458	1108	228
53	14879	316	895	211
54	15196	225	898	176
55	15421	233	912	141
56	15654	441	767	226
57	16095	366	1082	221
58	16462	316	1130	239
59	16778	208	1081	207
60	16986	749	1119	224
61	17736	58	1142	277
62	17794	450	1136	232
63	18244	208	1137	621
64	18452	58	1112	816
65	18510	75	1138	780
66	18585	233	1123	814
67	18819	50	1103	200
68	18869	58	1113	250
69	18927	191	1098	204
70	19118	258	1137	206
71	19377	833	1062	175
72	20209	358	1027	173
73	20567	350	1108	228
74	20917	192	981	166
75	21109	200	943	128
76	21309	208	1002	139
77	21517	491	908	154
78	22008	275	1126	239
79	22283	341	965	741
80	22624	266	808	557
81	22891	58	1073	813
82	22949	58	1116	766
83	23007	117	1068	821
84	23124	108	1051	322
85	23232	250	1056	287
86	23665	133	1046	233
87	23799	375	1129	230
88	24173	291	889	263
89	24465	783	652	417
90	25381	50	621	442
91	25431	225	630	386
92	25656	216	833	551
93	25872	283	658	490
94	26155	158	688	522
95	26314	341	637	379
96	26655	566	607	451
97	27221	183	940	425
98	27404	200	1090	498
99	27604	783	1084	535
100	28387	183	956	326
101	28570	175	904	236
102	28745	58	709	307
103	28803	142	693	384
104	28945	183	710	353
105	29128	366	494	328
106	29495	58	794	295
107	29553	67	819	323
108	29620	108	833	288
109	29728	291	893	214
110	30019	275	824	263
111	30294	83	776	300
112	30377	217	777	348
113	30594	158	746	400
114	30752	333	920	215
115	31085	183	951	232
116	31268	258	1017	340
117	31527	225	1076	469
118	31751	516	1057	532
119	32268	117	1025	553
120	32384	175	1050	513
121	32559	658	1083	486
122	33217	300	1136	506
123	33517	250	1026	538
124	33767	191	948	548
125	33958	491	1064	888
126	34449	150	1068	926
127	34708	233	1083	479
128	34941	241	568	393
129	35182	225	321	395
130	35407	325	1008	391
131	35732	233	948	329
132	35965	225	717	379
133	36190	283	365	355
134	36473	175	886	333
135	36823	92	885	306
136	36915	908	600	369
137	37822	291	638	446
138	38114	358	558	415
139	38472	216	756	437
140	38688	366	726	282
141	39055	308	618	238
142	39363	608	880	423
143	39971	216	1052	540
144	40187	616	1114	598
145	40803	117	1058	562
146	40920	58	1063	524
147	40978	191	1054	568
148	41170	675	1128	596
149	41844	58	1152	558
150	41903	92	1122	517
151	41994	108	1112	450
152	42102	142	1096	562
153	42244	100	1055	561
154	42344	258	1009	568
155	42602	50	890	412
156	42652	92	894	459
157	42744	166	1112	864
158	42910	50	1083	917
159	42960	58	1126	894
160	43019	175	1111	948
161	43335	75	1141	560
162	43410	67	1116	674
163	43477	250	1146	618
164	43726	558	1173	580
165	44284	175	1133	567
166	44459	391	1139	610
167	45034	500	1131	601
168	45533	158	1071	595
169	45692	75	1082	531
170	45767	108	1117	615
171	45875	50	1134	559
172	45925	300	1133	608
173	46416	225	1134	613
174	46641	225	1087	608
175	46866	416	1118	647
176	47282	242	1108	918
177	47524	141	1111	645
178	47832	67	1143	514
179	48123	50	1104	609
180	48298	783	1090	616
181	49198	358	976	300
182	49556	150	1073	-422
183	49705	167	1108	-493
184	49872	217	981	-292
185	50288	183	771	684
186	50472	241	671	595
187	50713	250	771	590
188	50963	550	633	537
189	51513	466	601	503
190	51979	292	978	249
191	52270	191	1011	189
192	52462	175	1124	152
193	52637	425	772	220
194	53062	433	871	198
195	53495	200	1000	241
196	53694	291	1108	170
197	53986	416	1129	121
198	54402	416	411	552
199	54819	541	481	456
200	55360	233	449	471
201	55593	208	408	512
202	55801	50	308	547
203	55851	208	292	585
204	56060	391	608	884
205	56451	191	671	826
206	56642	133	699	366
207	56776	117	703	327
208	56892	233	711	244
209	57125	242	758	202
210	57367	291	864	181
211	57658	358	1054	169
212	58017	266	993	212
213	58283	200	794	190
214	58599	108	794	195
215	58708	366	705	243
216	59074	58	937	228
217	59132	208	980	220
218	59341	266	1092	180
219	59607	375	1122	138
220	59982	266	1061	851
221	60248	416	1099	886
222	60665	541	1113	163
