System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 gaozh				
Machine Name:	 DESKTOP-D1BOOAD				
Data properties:					
Recording name:	 CY				
Recording date:	 2019/11/5				
Recording time:	 15:55:27				
Recording resolution:	 1280 x 1024				
Export date:	 2019/11/5				
Export time:	 16:06:40				
Participant:	 CY				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282_1.jpg
9971	ImageEnd	16	0	0	6282_1.jpg
10137	InstructionStart	2048	0	0	Instruction Element
13777	KeyPress	4	32	0	Space
13788	InstructionEnd	4096	0	0	Instruction Element
13909	ImageStart	8	0	0	5428_2.jpg
23896	ImageEnd	16	0	0	5428_2.jpg
24046	InstructionStart	2048	0	0	Instruction Element
26855	KeyPress	4	32	0	Space
26864	InstructionEnd	4096	0	0	Instruction Element
26971	ImageStart	8	0	0	1699_1.jpg
36953	ImageEnd	16	0	0	1699_1.jpg
37240	InstructionStart	2048	0	0	Instruction Element
38143	KeyPress	4	32	0	Space
38157	InstructionEnd	4096	0	0	Instruction Element
38277	ImageStart	8	0	0	5273_2.jpg
48249	ImageEnd	16	0	0	5273_2.jpg
48450	InstructionStart	2048	0	0	Instruction Element
51578	KeyPress	4	32	0	Space
51583	InstructionEnd	4096	0	0	Instruction Element
51658	ImageStart	8	0	0	3251_2.jpg
61614	ImageEnd	16	0	0	3251_2.jpg
61812	InstructionStart	2048	0	0	Instruction Element
64107	KeyPress	4	32	0	Space
64130	InstructionEnd	4096	0	0	Instruction Element
64209	ImageStart	8	0	0	1718_3.jpg
74152	ImageEnd	16	0	0	1718_3.jpg
74282	InstructionStart	2048	0	0	Instruction Element
76544	KeyPress	4	32	0	Space
76549	InstructionEnd	4096	0	0	Instruction Element
76620	ImageStart	8	0	0	5274_3.jpg
86576	ImageEnd	16	0	0	5274_3.jpg
86792	InstructionStart	2048	0	0	Instruction Element
88771	KeyPress	4	32	0	Space
88775	InstructionEnd	4096	0	0	Instruction Element
88861	ImageStart	8	0	0	6065_1.jpg
98813	ImageEnd	16	0	0	6065_1.jpg
99003	InstructionStart	2048	0	0	Instruction Element
100742	KeyPress	4	32	0	Space
100748	InstructionEnd	4096	0	0	Instruction Element
100839	ImageStart	8	0	0	2091_1.jpg
110786	ImageEnd	16	0	0	2091_1.jpg
110946	InstructionStart	2048	0	0	Instruction Element
112462	KeyPress	4	32	0	Space
112474	InstructionEnd	4096	0	0	Instruction Element
112552	ImageStart	8	0	0	6272_3.jpg
122498	ImageEnd	16	0	0	6272_3.jpg
122786	InstructionStart	2048	0	0	Instruction Element
126280	KeyPress	4	32	0	Space
126287	InstructionEnd	4096	0	0	Instruction Element
126356	ImageStart	8	0	0	3299_2.jpg
136318	ImageEnd	16	0	0	3299_2.jpg
136500	InstructionStart	2048	0	0	Instruction Element
137770	KeyPress	4	32	0	Space
137787	InstructionEnd	4096	0	0	Instruction Element
137868	ImageStart	8	0	0	2345_1.jpg
147813	ImageEnd	16	0	0	2345_1.jpg
147970	InstructionStart	2048	0	0	Instruction Element
149315	KeyPress	4	32	0	Space
149326	InstructionEnd	4096	0	0	Instruction Element
149396	ImageStart	8	0	0	1771_1.jpg
159357	ImageEnd	16	0	0	1771_1.jpg
159521	InstructionStart	2048	0	0	Instruction Element
161670	KeyPress	4	32	0	Space
161675	InstructionEnd	4096	0	0	Instruction Element
161764	ImageStart	8	0	0	2624_2.jpg
171702	ImageEnd	16	0	0	2624_2.jpg
171847	InstructionStart	2048	0	0	Instruction Element
173555	KeyPress	4	32	0	Space
