System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 08				
Recording date:	 2021/9/22				
Recording time:	 18:28:22				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/22				
Export time:	 19:01:04				
Participant:	 P12				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	5309.jpg
9989	ImageEnd	16	0	0	5309.jpg
10138	InstructionStart	2048	0	0	Instruction Element
10863	KeyPress	4	32	0	Space
10864	InstructionEnd	4096	0	0	Instruction Element
10894	ImageStart	8	0	0	2650.jpg
20868	ImageEnd	16	0	0	2650.jpg
21062	InstructionStart	2048	0	0	Instruction Element
21586	KeyPress	4	32	0	Space
21587	InstructionEnd	4096	0	0	Instruction Element
21615	ImageStart	8	0	0	2576.jpg
31588	ImageEnd	16	0	0	2576.jpg
31611	InstructionStart	2048	0	0	Instruction Element
32181	KeyPress	4	32	0	Space
32182	InstructionEnd	4096	0	0	Instruction Element
32208	ImageStart	8	0	0	5393.jpg
42191	ImageEnd	16	0	0	5393.jpg
42211	InstructionStart	2048	0	0	Instruction Element
43752	KeyPress	4	32	0	Space
43765	InstructionEnd	4096	0	0	Instruction Element
43800	ImageStart	8	0	0	2201.jpg
53786	ImageEnd	16	0	0	2201.jpg
53809	InstructionStart	2048	0	0	Instruction Element
56064	KeyPress	4	32	0	Space
56074	InstructionEnd	4096	0	0	Instruction Element
56109	ImageStart	8	0	0	2450.jpg
66094	ImageEnd	16	0	0	2450.jpg
66112	InstructionStart	2048	0	0	Instruction Element
66616	KeyPress	4	32	0	Space
66620	InstructionEnd	4096	0	0	Instruction Element
66653	ImageStart	8	0	0	2818.jpg
76635	ImageEnd	16	0	0	2818.jpg
76652	InstructionStart	2048	0	0	Instruction Element
77006	KeyPress	4	32	0	Space
77013	InstructionEnd	4096	0	0	Instruction Element
77045	ImageStart	8	0	0	2212.jpg
87040	ImageEnd	16	0	0	2212.jpg
87055	InstructionStart	2048	0	0	Instruction Element
87397	KeyPress	4	32	0	Space
87400	InstructionEnd	4096	0	0	Instruction Element
87435	ImageStart	8	0	0	3621.jpg
97415	ImageEnd	16	0	0	3621.jpg
97433	InstructionStart	2048	0	0	Instruction Element
97821	KeyPress	4	32	0	Space
97822	InstructionEnd	4096	0	0	Instruction Element
97852	ImageStart	8	0	0	3134.jpg
107836	ImageEnd	16	0	0	3134.jpg
107854	InstructionStart	2048	0	0	Instruction Element
108491	KeyPress	4	32	0	Space
108493	InstructionEnd	4096	0	0	Instruction Element
108519	ImageStart	8	0	0	2007.jpg
118506	ImageEnd	16	0	0	2007.jpg
118530	InstructionStart	2048	0	0	Instruction Element
120148	KeyPress	4	32	0	Space
120150	InstructionEnd	4096	0	0	Instruction Element
120182	ImageStart	8	0	0	3471.jpg
130169	ImageEnd	16	0	0	3471.jpg
130219	InstructionStart	2048	0	0	Instruction Element
130711	KeyPress	4	32	0	Space
130713	InstructionEnd	4096	0	0	Instruction Element
130750	ImageStart	8	0	0	1958.jpg
140730	ImageEnd	16	0	0	1958.jpg
140906	InstructionStart	2048	0	0	Instruction Element
141359	KeyPress	4	32	0	Space
141371	InstructionEnd	4096	0	0	Instruction Element
141411	ImageStart	8	0	0	3339.jpg
151386	ImageEnd	16	0	0	3339.jpg
151484	InstructionStart	2048	0	0	Instruction Element
153468	KeyPress	4	32	0	Space
153470	InstructionEnd	4096	0	0	Instruction Element
153500	ImageStart	8	0	0	2797.jpg
163493	ImageEnd	16	0	0	2797.jpg
163515	InstructionStart	2048	0	0	Instruction Element
164276	KeyPress	4	32	0	Space
164277	InstructionEnd	4096	0	0	Instruction Element
164328	ImageStart	8	0	0	3083.jpg
174296	ImageEnd	16	0	0	3083.jpg
174315	InstructionStart	2048	0	0	Instruction Element
174861	KeyPress	4	32	0	Space
174876	InstructionEnd	4096	0	0	Instruction Element
174905	ImageStart	8	0	0	2112.jpg
184885	ImageEnd	16	0	0	2112.jpg
184908	InstructionStart	2048	0	0	Instruction Element
185434	KeyPress	4	32	0	Space
185449	InstructionEnd	4096	0	0	Instruction Element
185481	ImageStart	8	0	0	1653.jpg
195476	ImageEnd	16	0	0	1653.jpg
195678	InstructionStart	2048	0	0	Instruction Element
198314	KeyPress	4	32	0	Space
198317	InstructionEnd	4096	0	0	Instruction Element
198354	ImageStart	8	0	0	3146.jpg
208323	ImageEnd	16	0	0	3146.jpg
208475	InstructionStart	2048	0	0	Instruction Element
209200	KeyPress	4	32	0	Space
209214	InstructionEnd	4096	0	0	Instruction Element
209243	ImageStart	8	0	0	3423.jpg
219226	ImageEnd	16	0	0	3423.jpg
219399	InstructionStart	2048	0	0	Instruction Element
219783	KeyPress	4	32	0	Space
219785	InstructionEnd	4096	0	0	Instruction Element
219933	ImageStart	8	0	0	3359.jpg
229904	ImageEnd	16	0	0	3359.jpg
229928	InstructionStart	2048	0	0	Instruction Element
230411	KeyPress	4	32	0	Space
230417	InstructionEnd	4096	0	0	Instruction Element
230444	ImageStart	8	0	0	3058.jpg
240427	ImageEnd	16	0	0	3058.jpg
240544	InstructionStart	2048	0	0	Instruction Element
241821	KeyPress	4	32	0	Space
241822	InstructionEnd	4096	0	0	Instruction Element
241850	ImageStart	8	0	0	3210.jpg
251829	ImageEnd	16	0	0	3210.jpg
251848	InstructionStart	2048	0	0	Instruction Element
253555	KeyPress	4	32	0	Space
253557	InstructionEnd	4096	0	0	Instruction Element
253606	ImageStart	8	0	0	3434.jpg
263577	ImageEnd	16	0	0	3434.jpg
263595	InstructionStart	2048	0	0	Instruction Element
264128	KeyPress	4	32	0	Space
264128	InstructionEnd	4096	0	0	Instruction Element
264181	ImageStart	8	0	0	5967.jpg
274148	ImageEnd	16	0	0	5967.jpg
274252	InstructionStart	2048	0	0	Instruction Element
274679	KeyPress	4	32	0	Space
274682	InstructionEnd	4096	0	0	Instruction Element
274718	ImageStart	8	0	0	6141.jpg
284711	ImageEnd	16	0	0	6141.jpg
284918	InstructionStart	2048	0	0	Instruction Element
285391	KeyPress	4	32	0	Space
285393	InstructionEnd	4096	0	0	Instruction Element
285430	ImageStart	8	0	0	3403.jpg
295412	ImageEnd	16	0	0	3403.jpg
295581	InstructionStart	2048	0	0	Instruction Element
295975	KeyPress	4	32	0	Space
295979	InstructionEnd	4096	0	0	Instruction Element
296017	ImageStart	8	0	0	1832.jpg
305997	ImageEnd	16	0	0	1832.jpg
306023	InstructionStart	2048	0	0	Instruction Element
306646	KeyPress	4	32	0	Space
306652	InstructionEnd	4096	0	0	Instruction Element
306681	ImageStart	8	0	0	2372.jpg
316655	ImageEnd	16	0	0	2372.jpg
316672	InstructionStart	2048	0	0	Instruction Element
318518	KeyPress	4	32	0	Space
318529	InstructionEnd	4096	0	0	Instruction Element
318563	ImageStart	8	0	0	3327.jpg
328552	ImageEnd	16	0	0	3327.jpg
328581	InstructionStart	2048	0	0	Instruction Element
329209	KeyPress	4	32	0	Space
329213	InstructionEnd	4096	0	0	Instruction Element
329262	ImageStart	8	0	0	2039.jpg
339229	ImageEnd	16	0	0	2039.jpg
339253	InstructionStart	2048	0	0	Instruction Element
339859	KeyPress	4	32	0	Space
339870	InstructionEnd	4096	0	0	Instruction Element
339901	ImageStart	8	0	0	1946.jpg
349887	ImageEnd	16	0	0	1946.jpg
350171	InstructionStart	2048	0	0	Instruction Element
351923	KeyPress	4	32	0	Space
351934	InstructionEnd	4096	0	0	Instruction Element
351988	ImageStart	8	0	0	2403.jpg
361958	ImageEnd	16	0	0	2403.jpg
362152	InstructionStart	2048	0	0	Instruction Element
362680	KeyPress	4	32	0	Space
362682	InstructionEnd	4096	0	0	Instruction Element
362731	ImageStart	8	0	0	1590.jpg
372715	ImageEnd	16	0	0	1590.jpg
372738	InstructionStart	2048	0	0	Instruction Element
