Data properties:

Recording date: 2021/9/22
Recording time: 18:28:22:000 (corresponds to time 0)
Study: Test2
Subject: P12
Recording: Rec 08
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	184	233	443	317	
2	417	267	742	435	
3	684	233	1062	527	
4	917	350	889	438	
5	1267	250	517	323	
6	1517	267	800	409	
7	1784	267	1086	537	
8	2050	267	1144	610	
9	2317	217	947	489	
10	2533	300	1137	614	
11	2833	266	959	482	
12	3100	200	928	455	
13	3299	233	600	407	
14	3533	200	1156	715	
15	3733	383	1144	871	
16	4116	333	640	857	
17	4449	317	1004	872	
18	4766	433	1118	623	
19	5199	265	715	457	
20	5464	366	386	228	
21	5830	200	358	255	
22	6030	600	208	106	
23	6796	167	1026	566	
24	6963	566	1146	645	
25	7812	100	1117	883	
26	7912	366	1173	898	
27	8279	400	964	547	
28	8678	366	640	426	
29	9045	316	359	191	
30	9361	216	986	318	
31	9578	450	501	244	
32	10027	333	748	232	
33	10360	216	652	484	
34	10577	500	443	514	
35	11076	217	475	188	
36	11293	233	917	404	
37	11526	250	1077	547	
38	11776	116	951	508	
39	11892	300	1139	570	
40	12192	600	1133	907	
41	12792	216	1053	504	
42	13008	133	680	342	
43	13141	183	456	209	
44	13325	183	253	191	
45	13508	183	976	445	
46	13691	233	960	477	
47	13924	733	1161	574	
48	14657	200	1187	758	
49	14857	250	1033	555	
50	15107	300	691	292	
51	15406	150	656	254	
52	15556	350	1083	896	
53	15906	183	898	878	
54	16089	266	367	874	
55	16356	400	845	827	
56	16755	350	1093	621	
57	17105	200	1253	904	
58	17305	383	1139	897	
59	17688	233	1174	613	
60	17921	316	1147	580	
61	18238	283	804	462	
62	18521	316	957	482	
63	18837	466	1112	569	
64	19470	150	1118	546	
65	19620	250	596	284	
66	19870	383	648	210	
67	20253	233	290	176	
68	20486	516	705	286	
69	21252	83	762	337	
70	21335	200	862	504	
71	21535	250	596	509	
72	21785	233	747	260	
73	22018	350	1080	162	
74	22368	266	836	204	
75	22634	300	1039	881	
76	22934	283	390	834	
77	23217	250	326	782	
78	23467	283	213	623	
79	23750	116	266	522	
80	23867	167	1002	868	
81	24033	133	1045	870	
82	24167	183	1160	884	
83	24350	450	255	892	
84	24800	200	223	909	
85	24999	266	231	460	
86	25266	233	836	259	
87	25499	366	1165	138	
88	25865	316	1058	874	
89	26182	133	1152	840	
90	26315	316	1118	151	
91	26632	516	1159	151	
92	27148	216	1078	128	
93	27364	516	1122	139	
94	27881	150	1161	129	
95	28030	167	1162	93	
96	28497	17	1145	862	
97	28963	100	1183	893	
98	29063	117	960	815	
99	29180	166	844	836	
100	29346	150	459	798	
