System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 10				
Recording date:	 2021/10/3				
Recording time:	 15:22:51				
Recording resolution:	 1280 x 1024				
Export date:	 2021/10/3				
Export time:	 17:26:11				
Participant:	 p14				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9985	ImageEnd	16	0	0	6282.jpg
10079	InstructionStart	2048	0	0	Instruction Element
12256	KeyPress	4	32	0	Space
12268	InstructionEnd	4096	0	0	Instruction Element
12298	ImageStart	8	0	0	5428.jpg
22287	ImageEnd	16	0	0	5428.jpg
22310	InstructionStart	2048	0	0	Instruction Element
24613	KeyPress	4	32	0	Space
24620	InstructionEnd	4096	0	0	Instruction Element
24647	ImageStart	8	0	0	1699.jpg
34627	ImageEnd	16	0	0	1699.jpg
34645	InstructionStart	2048	0	0	Instruction Element
36120	KeyPress	4	32	0	Space
36122	InstructionEnd	4096	0	0	Instruction Element
36157	ImageStart	8	0	0	5273.jpg
46142	ImageEnd	16	0	0	5273.jpg
46159	InstructionStart	2048	0	0	Instruction Element
47423	KeyPress	4	32	0	Space
47426	InstructionEnd	4096	0	0	Instruction Element
47456	ImageStart	8	0	0	3251.jpg
57438	ImageEnd	16	0	0	3251.jpg
57456	InstructionStart	2048	0	0	Instruction Element
58705	KeyPress	4	32	0	Space
58714	InstructionEnd	4096	0	0	Instruction Element
58748	ImageStart	8	0	0	1718.jpg
68738	ImageEnd	16	0	0	1718.jpg
68943	InstructionStart	2048	0	0	Instruction Element
70146	KeyPress	4	32	0	Space
70154	InstructionEnd	4096	0	0	Instruction Element
70202	ImageStart	8	0	0	5274.jpg
80171	ImageEnd	16	0	0	5274.jpg
80268	InstructionStart	2048	0	0	Instruction Element
82084	KeyPress	4	32	0	Space
82089	InstructionEnd	4096	0	0	Instruction Element
82135	ImageStart	8	0	0	6065.jpg
92114	ImageEnd	16	0	0	6065.jpg
92133	InstructionStart	2048	0	0	Instruction Element
93590	KeyPress	4	32	0	Space
93592	InstructionEnd	4096	0	0	Instruction Element
93636	ImageStart	8	0	0	2091.jpg
103613	ImageEnd	16	0	0	2091.jpg
103638	InstructionStart	2048	0	0	Instruction Element
104593	KeyPress	4	32	0	Space
104595	InstructionEnd	4096	0	0	Instruction Element
104633	ImageStart	8	0	0	6272.jpg
114612	ImageEnd	16	0	0	6272.jpg
114723	InstructionStart	2048	0	0	Instruction Element
117044	KeyPress	4	32	0	Space
117045	InstructionEnd	4096	0	0	Instruction Element
117075	ImageStart	8	0	0	3299.jpg
127057	ImageEnd	16	0	0	3299.jpg
127094	InstructionStart	2048	0	0	Instruction Element
128272	KeyPress	4	32	0	Space
128274	InstructionEnd	4096	0	0	Instruction Element
128303	ImageStart	8	0	0	2345.jpg
138292	ImageEnd	16	0	0	2345.jpg
138317	InstructionStart	2048	0	0	Instruction Element
139973	KeyPress	4	32	0	Space
139977	InstructionEnd	4096	0	0	Instruction Element
140014	ImageStart	8	0	0	1771.jpg
150003	ImageEnd	16	0	0	1771.jpg
150141	InstructionStart	2048	0	0	Instruction Element
152424	KeyPress	4	32	0	Space
152436	InstructionEnd	4096	0	0	Instruction Element
152464	ImageStart	8	0	0	2624.jpg
162452	ImageEnd	16	0	0	2624.jpg
162613	InstructionStart	2048	0	0	Instruction Element
164253	KeyPress	4	32	0	Space
164265	InstructionEnd	4096	0	0	Instruction Element
164299	ImageStart	8	0	0	6112.jpg
174281	ImageEnd	16	0	0	6112.jpg
174367	InstructionStart	2048	0	0	Instruction Element
175792	KeyPress	4	32	0	Space
175795	InstructionEnd	4096	0	0	Instruction Element
175829	ImageStart	8	0	0	5535.jpg
185815	ImageEnd	16	0	0	5535.jpg
185908	InstructionStart	2048	0	0	Instruction Element
187331	KeyPress	4	32	0	Space
187334	InstructionEnd	4096	0	0	Instruction Element
187370	ImageStart	8	0	0	3537.jpg
197349	ImageEnd	16	0	0	3537.jpg
197374	InstructionStart	2048	0	0	Instruction Element
199042	KeyPress	4	32	0	Space
199042	InstructionEnd	4096	0	0	Instruction Element
199070	ImageStart	8	0	0	6147.jpg
209049	ImageEnd	16	0	0	6147.jpg
209066	InstructionStart	2048	0	0	Instruction Element
210946	KeyPress	4	32	0	Space
210950	InstructionEnd	4096	0	0	Instruction Element
210984	ImageStart	8	0	0	5586.jpg
220973	ImageEnd	16	0	0	5586.jpg
221174	InstructionStart	2048	0	0	Instruction Element
222721	KeyPress	4	32	0	Space
222734	InstructionEnd	4096	0	0	Instruction Element
222774	ImageStart	8	0	0	6173.jpg
232751	ImageEnd	16	0	0	6173.jpg
232788	InstructionStart	2048	0	0	Instruction Element
234089	KeyPress	4	32	0	Space
234090	InstructionEnd	4096	0	0	Instruction Element
234117	ImageStart	8	0	0	1736.jpg
244103	ImageEnd	16	0	0	1736.jpg
244174	InstructionStart	2048	0	0	Instruction Element
245822	KeyPress	4	32	0	Space
245823	InstructionEnd	4096	0	0	Instruction Element
245854	ImageStart	8	0	0	6360.jpg
255825	ImageEnd	16	0	0	6360.jpg
255841	InstructionStart	2048	0	0	Instruction Element
257800	KeyPress	4	32	0	Space
257802	InstructionEnd	4096	0	0	Instruction Element
257845	ImageStart	8	0	0	1633.jpg
267813	ImageEnd	16	0	0	1633.jpg
267827	InstructionStart	2048	0	0	Instruction Element
269426	KeyPress	4	32	0	Space
269433	InstructionEnd	4096	0	0	Instruction Element
269460	ImageStart	8	0	0	1871.jpg
279440	ImageEnd	16	0	0	1871.jpg
279459	InstructionStart	2048	0	0	Instruction Element
280761	KeyPress	4	32	0	Space
280764	InstructionEnd	4096	0	0	Instruction Element
280811	ImageStart	8	0	0	2478.jpg
290785	ImageEnd	16	0	0	2478.jpg
290808	InstructionStart	2048	0	0	Instruction Element
291956	KeyPress	4	32	0	Space
291967	InstructionEnd	4096	0	0	Instruction Element
292003	ImageStart	8	0	0	3187.jpg
301990	ImageEnd	16	0	0	3187.jpg
302011	InstructionStart	2048	0	0	Instruction Element
303302	KeyPress	4	32	0	Space
303310	InstructionEnd	4096	0	0	Instruction Element
303344	ImageStart	8	0	0	1635.jpg
313329	ImageEnd	16	0	0	1635.jpg
313428	InstructionStart	2048	0	0	Instruction Element
314542	KeyPress	4	32	0	Space
314545	InstructionEnd	4096	0	0	Instruction Element
314580	ImageStart	8	0	0	6044.jpg
324565	ImageEnd	16	0	0	6044.jpg
324742	InstructionStart	2048	0	0	Instruction Element
326134	KeyPress	4	32	0	Space
326137	InstructionEnd	4096	0	0	Instruction Element
326173	ImageStart	8	0	0	6326.jpg
336162	ImageEnd	16	0	0	6326.jpg
336187	InstructionStart	2048	0	0	Instruction Element
337363	KeyPress	4	32	0	Space
337376	InstructionEnd	4096	0	0	Instruction Element
337412	ImageStart	8	0	0	5303.jpg
347399	ImageEnd	16	0	0	5303.jpg
347533	InstructionStart	2048	0	0	Instruction Element
348289	KeyPress	4	32	0	Space
348298	InstructionEnd	4096	0	0	Instruction Element
348332	ImageStart	8	0	0	1682.jpg
358316	ImageEnd	16	0	0	1682.jpg
358339	InstructionStart	2048	0	0	Instruction Element
359592	KeyPress	4	32	0	Space
359595	InstructionEnd	4096	0	0	Instruction Element
359632	ImageStart	8	0	0	2533.jpg
369605	ImageEnd	16	0	0	2533.jpg
369629	InstructionStart	2048	0	0	Instruction Element
372280	KeyPress	4	32	0	Space
372282	InstructionEnd	4096	0	0	Instruction Element
372313	ImageStart	8	0	0	3595.jpg
382294	ImageEnd	16	0	0	3595.jpg
382314	InstructionStart	2048	0	0	Instruction Element
386042	KeyPress	4	32	0	Space
386044	InstructionEnd	4096	0	0	Instruction Element
386071	ImageStart	8	0	0	5513.jpg
396049	ImageEnd	16	0	0	5513.jpg
396067	InstructionStart	2048	0	0	Instruction Element
