System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 04				
Recording date:	 2021/9/14				
Recording time:	 14:58:09				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/14				
Export time:	 16:59:08				
Participant:	 p07				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9991	ImageEnd	16	0	0	6282.jpg
10008	InstructionStart	2048	0	0	Instruction Element
11340	KeyPress	4	32	0	Space
11342	InstructionEnd	4096	0	0	Instruction Element
11377	ImageStart	8	0	0	5428.jpg
21354	ImageEnd	16	0	0	5428.jpg
21529	InstructionStart	2048	0	0	Instruction Element
22548	KeyPress	4	32	0	Space
22554	InstructionEnd	4096	0	0	Instruction Element
22587	ImageStart	8	0	0	1699.jpg
32572	ImageEnd	16	0	0	1699.jpg
32595	InstructionStart	2048	0	0	Instruction Element
40053	KeyPress	4	32	0	Space
40060	InstructionEnd	4096	0	0	Instruction Element
40088	ImageStart	8	0	0	5273.jpg
50070	ImageEnd	16	0	0	5273.jpg
50087	InstructionStart	2048	0	0	Instruction Element
51388	KeyPress	4	32	0	Space
51391	InstructionEnd	4096	0	0	Instruction Element
51428	ImageStart	8	0	0	3251.jpg
61414	ImageEnd	16	0	0	3251.jpg
61432	InstructionStart	2048	0	0	Instruction Element
70139	KeyPress	4	32	0	Space
70141	InstructionEnd	4096	0	0	Instruction Element
70174	ImageStart	8	0	0	1718.jpg
80154	ImageEnd	16	0	0	1718.jpg
80335	InstructionStart	2048	0	0	Instruction Element
80851	KeyPress	4	32	0	Space
80852	InstructionEnd	4096	0	0	Instruction Element
80883	ImageStart	8	0	0	5274.jpg
90880	ImageEnd	16	0	0	5274.jpg
91029	InstructionStart	2048	0	0	Instruction Element
106483	KeyPress	4	32	0	Space
106485	InstructionEnd	4096	0	0	Instruction Element
106524	ImageStart	8	0	0	6065.jpg
116494	ImageEnd	16	0	0	6065.jpg
116514	InstructionStart	2048	0	0	Instruction Element
118967	KeyPress	4	32	0	Space
118982	InstructionEnd	4096	0	0	Instruction Element
119018	ImageStart	8	0	0	2091.jpg
128999	ImageEnd	16	0	0	2091.jpg
129025	InstructionStart	2048	0	0	Instruction Element
130086	KeyPress	4	32	0	Space
130088	InstructionEnd	4096	0	0	Instruction Element
130123	ImageStart	8	0	0	6272.jpg
140113	ImageEnd	16	0	0	6272.jpg
140351	InstructionStart	2048	0	0	Instruction Element
143976	KeyPress	4	32	0	Space
143979	InstructionEnd	4096	0	0	Instruction Element
144008	ImageStart	8	0	0	3299.jpg
154002	ImageEnd	16	0	0	3299.jpg
154155	InstructionStart	2048	0	0	Instruction Element
175478	KeyPress	4	32	0	Space
175480	InstructionEnd	4096	0	0	Instruction Element
175517	ImageStart	8	0	0	2345.jpg
185502	ImageEnd	16	0	0	2345.jpg
185523	InstructionStart	2048	0	0	Instruction Element
188101	KeyPress	4	32	0	Space
188103	InstructionEnd	4096	0	0	Instruction Element
188149	ImageStart	8	0	0	1771.jpg
198122	ImageEnd	16	0	0	1771.jpg
198222	InstructionStart	2048	0	0	Instruction Element
201464	KeyPress	4	32	0	Space
201466	InstructionEnd	4096	0	0	Instruction Element
201497	ImageStart	8	0	0	2624.jpg
211479	ImageEnd	16	0	0	2624.jpg
211517	InstructionStart	2048	0	0	Instruction Element
219303	KeyPress	4	32	0	Space
219305	InstructionEnd	4096	0	0	Instruction Element
219351	ImageStart	8	0	0	6112.jpg
229324	ImageEnd	16	0	0	6112.jpg
229481	InstructionStart	2048	0	0	Instruction Element
231561	KeyPress	4	32	0	Space
231572	InstructionEnd	4096	0	0	Instruction Element
231604	ImageStart	8	0	0	5535.jpg
241594	ImageEnd	16	0	0	5535.jpg
241839	InstructionStart	2048	0	0	Instruction Element
245279	KeyPress	4	32	0	Space
245280	InstructionEnd	4096	0	0	Instruction Element
245314	ImageStart	8	0	0	3537.jpg
255293	ImageEnd	16	0	0	3537.jpg
255407	InstructionStart	2048	0	0	Instruction Element
256464	KeyPress	4	32	0	Space
256477	InstructionEnd	4096	0	0	Instruction Element
256513	ImageStart	8	0	0	6147.jpg
266497	ImageEnd	16	0	0	6147.jpg
266515	InstructionStart	2048	0	0	Instruction Element
307027	KeyPress	4	32	0	Space
307039	InstructionEnd	4096	0	0	Instruction Element
307067	ImageStart	8	0	0	5586.jpg
317048	ImageEnd	16	0	0	5586.jpg
317122	InstructionStart	2048	0	0	Instruction Element
327849	KeyPress	4	32	0	Space
327863	InstructionEnd	4096	0	0	Instruction Element
327890	ImageStart	8	0	0	6173.jpg
337881	ImageEnd	16	0	0	6173.jpg
337905	InstructionStart	2048	0	0	Instruction Element
341847	KeyPress	4	32	0	Space
341853	InstructionEnd	4096	0	0	Instruction Element
341881	ImageStart	8	0	0	1736.jpg
351863	ImageEnd	16	0	0	1736.jpg
351881	InstructionStart	2048	0	0	Instruction Element
356371	KeyPress	4	32	0	Space
356372	InstructionEnd	4096	0	0	Instruction Element
356406	ImageStart	8	0	0	6360.jpg
366391	ImageEnd	16	0	0	6360.jpg
366415	InstructionStart	2048	0	0	Instruction Element
375217	KeyPress	4	32	0	Space
375232	InstructionEnd	4096	0	0	Instruction Element
375260	ImageStart	8	0	0	1633.jpg
385254	ImageEnd	16	0	0	1633.jpg
385273	InstructionStart	2048	0	0	Instruction Element
387347	KeyPress	4	32	0	Space
387353	InstructionEnd	4096	0	0	Instruction Element
387402	ImageStart	8	0	0	1871.jpg
397380	ImageEnd	16	0	0	1871.jpg
397404	InstructionStart	2048	0	0	Instruction Element
408438	KeyPress	4	32	0	Space
408453	InstructionEnd	4096	0	0	Instruction Element
408480	ImageStart	8	0	0	2478.jpg
418472	ImageEnd	16	0	0	2478.jpg
418617	InstructionStart	2048	0	0	Instruction Element
423529	KeyPress	4	32	0	Space
423531	InstructionEnd	4096	0	0	Instruction Element
423580	ImageStart	8	0	0	3187.jpg
433550	ImageEnd	16	0	0	3187.jpg
433573	InstructionStart	2048	0	0	Instruction Element
434316	KeyPress	4	32	0	Space
434326	InstructionEnd	4096	0	0	Instruction Element
434375	ImageStart	8	0	0	1635.jpg
444344	ImageEnd	16	0	0	1635.jpg
444453	InstructionStart	2048	0	0	Instruction Element
467879	KeyPress	4	32	0	Space
467890	InstructionEnd	4096	0	0	Instruction Element
467945	ImageStart	8	0	0	6044.jpg
477917	ImageEnd	16	0	0	6044.jpg
477941	InstructionStart	2048	0	0	Instruction Element
478679	KeyPress	4	32	0	Space
478680	InstructionEnd	4096	0	0	Instruction Element
478713	ImageStart	8	0	0	6326.jpg
488707	ImageEnd	16	0	0	6326.jpg
488843	InstructionStart	2048	0	0	Instruction Element
494907	KeyPress	4	32	0	Space
494915	InstructionEnd	4096	0	0	Instruction Element
494949	ImageStart	8	0	0	5303.jpg
504935	ImageEnd	16	0	0	5303.jpg
505013	InstructionStart	2048	0	0	Instruction Element
515333	KeyPress	4	32	0	Space
515343	InstructionEnd	4096	0	0	Instruction Element
515391	ImageStart	8	0	0	1682.jpg
525360	ImageEnd	16	0	0	1682.jpg
525435	InstructionStart	2048	0	0	Instruction Element
601370	KeyPress	4	32	0	Space
601385	InstructionEnd	4096	0	0	Instruction Element
601420	ImageStart	8	0	0	2533.jpg
611411	ImageEnd	16	0	0	2533.jpg
611500	InstructionStart	2048	0	0	Instruction Element
615335	KeyPress	4	32	0	Space
615337	InstructionEnd	4096	0	0	Instruction Element
615373	ImageStart	8	0	0	3595.jpg
625360	ImageEnd	16	0	0	3595.jpg
625382	InstructionStart	2048	0	0	Instruction Element
633550	KeyPress	4	32	0	Space
633556	InstructionEnd	4096	0	0	Instruction Element
633591	ImageStart	8	0	0	5513.jpg
643574	ImageEnd	16	0	0	5513.jpg
643593	InstructionStart	2048	0	0	Instruction Element
