Data properties:				
Recording date: 2021/9/14				
Recording time: 14:58:09:000 (corresponds to time 0)				
Study: Test1				
Subject: p07				
Recording: Rec 04				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
0	22	83	614	483
1	105	300	585	506
2	405	350	633	268
3	755	333	970	217
4	1088	250	627	617
5	1338	216	641	364
6	1554	366	629	278
7	1920	283	951	229
8	2204	266	1009	933
9	2470	233	569	868
10	2703	200	1111	239
11	2903	133	1029	205
12	3303	350	1092	205
13	3653	283	1129	195
14	3936	300	1159	163
15	4236	266	955	136
16	4502	316	1102	215
17	4819	316	1140	202
18	5135	300	309	506
19	5435	383	1122	196
20	5818	500	218	486
21	6318	250	181	516
22	6567	250	704	236
23	6817	150	951	194
24	7150	366	968	975
25	7517	250	871	220
26	7766	350	932	104
27	8116	616	909	191
28	8733	150	932	135
29	9432	17	930	172
30	9615	333	937	97
31	9948	317	1129	185
32	10265	167	771	513
33	10432	200	533	535
34	11331	116	626	617
35	12913	17	1001	146
36	13679	267	623	283
37	13946	216	988	195
38	14162	250	1098	210
39	14412	1732	1146	218
40	16144	616	1083	840
41	16761	483	1113	235
42	17461	150	543	645
43	18060	116	870	415
44	18176	1099	860	144
45	19276	499	844	188
46	19992	583	824	290
47	20575	200	656	364
48	20774	333	683	280
49	21274	500	875	182
50	21774	183	700	547
51	21957	366	508	530
52	22324	466	442	519
53	22790	217	634	332
54	23006	467	1053	547
55	23473	516	1023	400
56	23989	516	1098	535
57	24505	666	1076	943
58	25388	366	1111	522
59	25755	400	1038	971
60	26154	250	619	851
61	26404	183	280	846
62	26587	233	910	606
63	26821	233	831	431
64	27054	416	786	876
65	27470	250	799	387
66	27720	250	778	323
67	28103	133	827	295
68	28236	266	1110	578
69	28503	333	1106	535
70	29069	183	983	392
71	29252	283	1083	501
72	29536	183	1120	550
73	29719	266	1050	892
74	29985	250	1085	947
75	30385	283	1030	434
76	30668	366	1085	551
77	31584	133	1110	895
78	31717	233	1076	575
79	31950	183	1069	496
80	32416	34	1072	448
81	32817	100	1099	515
82	32917	300	793	533
83	33216	300	585	528
84	33516	167	529	534
85	33683	283	656	534
86	33966	533	831	527
