System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 07				
Recording date:	 2021/9/22				
Recording time:	 17:34:21				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/22				
Export time:	 18:55:11				
Participant:	 P11				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9975	ImageEnd	16	0	0	6282.jpg
10072	InstructionStart	2048	0	0	Instruction Element
16238	KeyPress	4	32	0	Space
16239	InstructionEnd	4096	0	0	Instruction Element
16265	ImageStart	8	0	0	5428.jpg
26240	ImageEnd	16	0	0	5428.jpg
26465	InstructionStart	2048	0	0	Instruction Element
30139	KeyPress	4	32	0	Space
30143	InstructionEnd	4096	0	0	Instruction Element
30174	ImageStart	8	0	0	1699.jpg
40173	ImageEnd	16	0	0	1699.jpg
40195	InstructionStart	2048	0	0	Instruction Element
43330	KeyPress	4	32	0	Space
43332	InstructionEnd	4096	0	0	Instruction Element
43365	ImageStart	8	0	0	5273.jpg
53353	ImageEnd	16	0	0	5273.jpg
53375	InstructionStart	2048	0	0	Instruction Element
58841	KeyPress	4	32	0	Space
58856	InstructionEnd	4096	0	0	Instruction Element
58888	ImageStart	8	0	0	3251.jpg
68865	ImageEnd	16	0	0	3251.jpg
68885	InstructionStart	2048	0	0	Instruction Element
72763	KeyPress	4	32	0	Space
72765	InstructionEnd	4096	0	0	Instruction Element
72798	ImageStart	8	0	0	1718.jpg
82768	ImageEnd	16	0	0	1718.jpg
82867	InstructionStart	2048	0	0	Instruction Element
87844	KeyPress	4	32	0	Space
87846	InstructionEnd	4096	0	0	Instruction Element
87872	ImageStart	8	0	0	5274.jpg
97855	ImageEnd	16	0	0	5274.jpg
97875	InstructionStart	2048	0	0	Instruction Element
100843	KeyPress	4	32	0	Space
100848	InstructionEnd	4096	0	0	Instruction Element
100874	ImageStart	8	0	0	6065.jpg
110859	ImageEnd	16	0	0	6065.jpg
110882	InstructionStart	2048	0	0	Instruction Element
113841	KeyPress	4	32	0	Space
113842	InstructionEnd	4096	0	0	Instruction Element
113870	ImageStart	8	0	0	2091.jpg
123860	ImageEnd	16	0	0	2091.jpg
123881	InstructionStart	2048	0	0	Instruction Element
128333	KeyPress	4	32	0	Space
128335	InstructionEnd	4096	0	0	Instruction Element
128369	ImageStart	8	0	0	6272.jpg
138346	ImageEnd	16	0	0	6272.jpg
138370	InstructionStart	2048	0	0	Instruction Element
140977	KeyPress	4	32	0	Space
140988	InstructionEnd	4096	0	0	Instruction Element
141023	ImageStart	8	0	0	3299.jpg
151015	ImageEnd	16	0	0	3299.jpg
151031	InstructionStart	2048	0	0	Instruction Element
153955	KeyPress	4	32	0	Space
153956	InstructionEnd	4096	0	0	Instruction Element
153984	ImageStart	8	0	0	2345.jpg
163962	ImageEnd	16	0	0	2345.jpg
164073	InstructionStart	2048	0	0	Instruction Element
167770	KeyPress	4	32	0	Space
167772	InstructionEnd	4096	0	0	Instruction Element
167809	ImageStart	8	0	0	1771.jpg
177784	ImageEnd	16	0	0	1771.jpg
177916	InstructionStart	2048	0	0	Instruction Element
181776	KeyPress	4	32	0	Space
181794	InstructionEnd	4096	0	0	Instruction Element
181830	ImageStart	8	0	0	2624.jpg
191812	ImageEnd	16	0	0	2624.jpg
191837	InstructionStart	2048	0	0	Instruction Element
195345	KeyPress	4	32	0	Space
195346	InstructionEnd	4096	0	0	Instruction Element
195383	ImageStart	8	0	0	6112.jpg
205370	ImageEnd	16	0	0	6112.jpg
205484	InstructionStart	2048	0	0	Instruction Element
209385	KeyPress	4	32	0	Space
209385	InstructionEnd	4096	0	0	Instruction Element
209421	ImageStart	8	0	0	5535.jpg
219401	ImageEnd	16	0	0	5535.jpg
219680	InstructionStart	2048	0	0	Instruction Element
222694	KeyPress	4	32	0	Space
222696	InstructionEnd	4096	0	0	Instruction Element
222742	ImageStart	8	0	0	3537.jpg
232712	ImageEnd	16	0	0	3537.jpg
232853	InstructionStart	2048	0	0	Instruction Element
236080	KeyPress	4	32	0	Space
236082	InstructionEnd	4096	0	0	Instruction Element
236115	ImageStart	8	0	0	6147.jpg
246097	ImageEnd	16	0	0	6147.jpg
246116	InstructionStart	2048	0	0	Instruction Element
248735	KeyPress	4	32	0	Space
248738	InstructionEnd	4096	0	0	Instruction Element
248770	ImageStart	8	0	0	5586.jpg
258757	ImageEnd	16	0	0	5586.jpg
258944	InstructionStart	2048	0	0	Instruction Element
261711	KeyPress	4	32	0	Space
261723	InstructionEnd	4096	0	0	Instruction Element
261754	ImageStart	8	0	0	6173.jpg
271752	ImageEnd	16	0	0	6173.jpg
271855	InstructionStart	2048	0	0	Instruction Element
274443	KeyPress	4	32	0	Space
274458	InstructionEnd	4096	0	0	Instruction Element
274491	ImageStart	8	0	0	1736.jpg
284474	ImageEnd	16	0	0	1736.jpg
284528	InstructionStart	2048	0	0	Instruction Element
286840	KeyPress	4	32	0	Space
286840	InstructionEnd	4096	0	0	Instruction Element
286867	ImageStart	8	0	0	6360.jpg
296855	ImageEnd	16	0	0	6360.jpg
296916	InstructionStart	2048	0	0	Instruction Element
299968	KeyPress	4	32	0	Space
299975	InstructionEnd	4096	0	0	Instruction Element
300006	ImageStart	8	0	0	1633.jpg
309988	ImageEnd	16	0	0	1633.jpg
310010	InstructionStart	2048	0	0	Instruction Element
312580	KeyPress	4	32	0	Space
312584	InstructionEnd	4096	0	0	Instruction Element
312628	ImageStart	8	0	0	1871.jpg
322610	ImageEnd	16	0	0	1871.jpg
322631	InstructionStart	2048	0	0	Instruction Element
325084	KeyPress	4	32	0	Space
325099	InstructionEnd	4096	0	0	Instruction Element
325126	ImageStart	8	0	0	2478.jpg
335124	ImageEnd	16	0	0	2478.jpg
335141	InstructionStart	2048	0	0	Instruction Element
338052	KeyPress	4	32	0	Space
338053	InstructionEnd	4096	0	0	Instruction Element
338087	ImageStart	8	0	0	3187.jpg
348073	ImageEnd	16	0	0	3187.jpg
348091	InstructionStart	2048	0	0	Instruction Element
349988	KeyPress	4	32	0	Space
349990	InstructionEnd	4096	0	0	Instruction Element
350039	ImageStart	8	0	0	1635.jpg
360008	ImageEnd	16	0	0	1635.jpg
360101	InstructionStart	2048	0	0	Instruction Element
361944	KeyPress	4	32	0	Space
361946	InstructionEnd	4096	0	0	Instruction Element
361995	ImageStart	8	0	0	6044.jpg
371958	ImageEnd	16	0	0	6044.jpg
371981	InstructionStart	2048	0	0	Instruction Element
374997	KeyPress	4	32	0	Space
375003	InstructionEnd	4096	0	0	Instruction Element
375032	ImageStart	8	0	0	6326.jpg
385004	ImageEnd	16	0	0	6326.jpg
385053	InstructionStart	2048	0	0	Instruction Element
387899	KeyPress	4	32	0	Space
387901	InstructionEnd	4096	0	0	Instruction Element
387950	ImageStart	8	0	0	5303.jpg
397922	ImageEnd	16	0	0	5303.jpg
397943	InstructionStart	2048	0	0	Instruction Element
399652	KeyPress	4	32	0	Space
399661	InstructionEnd	4096	0	0	Instruction Element
399693	ImageStart	8	0	0	1682.jpg
409663	ImageEnd	16	0	0	1682.jpg
409697	InstructionStart	2048	0	0	Instruction Element
411460	KeyPress	4	32	0	Space
411471	InstructionEnd	4096	0	0	Instruction Element
411504	ImageStart	8	0	0	2533.jpg
421491	ImageEnd	16	0	0	2533.jpg
421610	InstructionStart	2048	0	0	Instruction Element
423299	KeyPress	4	32	0	Space
423300	InstructionEnd	4096	0	0	Instruction Element
423335	ImageStart	8	0	0	3595.jpg
433318	ImageEnd	16	0	0	3595.jpg
433427	InstructionStart	2048	0	0	Instruction Element
435643	KeyPress	4	32	0	Space
435644	InstructionEnd	4096	0	0	Instruction Element
435675	ImageStart	8	0	0	5513.jpg
445644	ImageEnd	16	0	0	5513.jpg
445754	InstructionStart	2048	0	0	Instruction Element
