System Properties:
Operating System:	 Microsoft Windows NT 6.2.9200.0
System User Name:	 gaozh
Machine Name:	 DESKTOP-D1BOOAD

Data properties:

Recording name:	 HZT
Recording date:	 2019/11/13
Recording time:	 10:01:58
Recording resolution:	 1280 x 1024

Export date:	 2019/11/13
Export time:	 10:12:33

Participant:	 HZT
Timestamp	Event	EventKey	Data1	Data2	Descriptor	
466154	InstructionStart	2048	0	0	Instruction Element	
467546	KeyPress	4	32	0	Space	
467565	InstructionEnd	4096	0	0	Instruction Element	
467648	ImageStart	8	0	0	5495_3.jpg	
477609	ImageEnd	16	0	0	5495_3.jpg	
477802	InstructionStart	2048	0	0	Instruction Element	
479197	KeyPress	4	32	0	Space	
479203	InstructionEnd	4096	0	0	Instruction Element	
479296	ImageStart	8	0	0	3495_2.jpg	
489234	ImageEnd	16	0	0	3495_2.jpg	
489596	InstructionStart	2048	0	0	Instruction Element	
490750	KeyPress	4	32	0	Space	
490756	InstructionEnd	4096	0	0	Instruction Element	
490838	ImageStart	8	0	0	6221_1.jpg	
500794	ImageEnd	16	0	0	6221_1.jpg	
501041	InstructionStart	2048	0	0	Instruction Element	
502422	KeyPress	4	32	0	Space	
502428	InstructionEnd	4096	0	0	Instruction Element	
502502	ImageStart	8	0	0	6380_1.jpg	
512455	ImageEnd	16	0	0	6380_1.jpg	
512656	InstructionStart	2048	0	0	Instruction Element	
513990	KeyPress	4	32	0	Space	
514005	InstructionEnd	4096	0	0	Instruction Element	
514092	ImageStart	8	0	0	5222_2.jpg	
524035	ImageEnd	16	0	0	5222_2.jpg	
524203	InstructionStart	2048	0	0	Instruction Element	
525897	KeyPress	4	32	0	Space	
525909	InstructionEnd	4096	0	0	Instruction Element	
526005	ImageStart	8	0	0	2601_2.jpg	
535952	ImageEnd	16	0	0	2601_2.jpg	
536202	InstructionStart	2048	0	0	Instruction Element	
538105	KeyPress	4	32	0	Space	
538113	InstructionEnd	4096	0	0	Instruction Element	
538202	ImageStart	8	0	0	5375_1.jpg	
548156	ImageEnd	16	0	0	5375_1.jpg	
548369	InstructionStart	2048	0	0	Instruction Element	
550017	KeyPress	4	32	0	Space	
550032	InstructionEnd	4096	0	0	Instruction Element	
550089	ImageStart	8	0	0	2512_1.jpg	
560050	ImageEnd	16	0	0	2512_1.jpg	
560246	InstructionStart	2048	0	0	Instruction Element	
561720	KeyPress	4	32	0	Space	
561734	InstructionEnd	4096	0	0	Instruction Element	
561828	ImageStart	8	0	0	6243_1.jpg	
571769	ImageEnd	16	0	0	6243_1.jpg	
571991	InstructionStart	2048	0	0	Instruction Element	
573180	KeyPress	4	32	0	Space	
573192	InstructionEnd	4096	0	0	Instruction Element	
573286	ImageStart	8	0	0	3108_2.jpg	
583237	ImageEnd	16	0	0	3108_2.jpg	
583453	InstructionStart	2048	0	0	Instruction Element	
584781	KeyPress	4	32	0	Space	
584794	InstructionEnd	4096	0	0	Instruction Element	
584859	ImageStart	8	0	0	6086_2.jpg	
594814	ImageEnd	16	0	0	6086_2.jpg	
594909	InstructionStart	2048	0	0	Instruction Element	
596487	KeyPress	4	32	0	Space	
596496	InstructionEnd	4096	0	0	Instruction Element	
