Data properties:				
Recording date: 2021/10/3				
Recording time: 17:02:52:000 (corresponds to time 0)				
Study: Test3				
Subject: P16				
Recording: Rec 12				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
0	396	183	473	263
1	579	300	233	175
2	879	217	673	257
3	1095	399	1041	530
4	1495	300	954	769
5	1794	183	1016	516
6	1978	449	1004	561
7	2427	283	1000	819
8	2710	266	1042	571
9	3160	500	1003	484
10	3659	316	1010	561
11	3975	483	1005	502
12	4458	383	992	751
13	4841	450	1025	484
14	5291	269	1010	589
15	5560	217	1009	803
16	6143	466	1009	561
17	6609	583	1059	601
18	7192	166	1138	534
19	7359	283	1043	913
20	7642	233	1085	501
21	7875	633	1049	539
22	8724	200	1040	505
23	8924	317	1044	561
24	9241	283	561	930
25	9524	217	873	352
26	9741	400	1093	595
27	10140	200	785	393
28	10340	500	560	525
29	10840	450	716	521
30	11290	267	526	532
31	12189	300	605	1192
32	12489	150	538	1221
33	12739	450	754	1283
34	13189	250	546	1232
35	13438	450	749	1184
36	13888	100	751	1145
37	14105	33	603	682
38	14271	83	535	536
39	14355	283	531	492
40	15254	117	587	587
41	15371	299	611	451
42	15669	266	807	326
43	15936	200	358	211
44	16136	183	231	214
45	16319	200	506	168
46	16519	233	761	217
47	16752	266	1026	471
48	17018	117	1061	539
49	17135	250	1132	454
50	17385	216	1094	552
51	17601	300	1091	771
52	17901	583	1103	502
53	18484	250	1090	711
54	18734	250	503	901
55	18984	316	1062	461
56	19733	166	878	340
57	19900	233	1169	476
58	20133	516	1146	443
59	20649	266	1143	731
60	20916	283	1109	428
61	21199	250	444	389
62	21449	116	699	266
63	21565	133	681	299
64	21698	200	602	701
65	21898	450	324	941
66	22348	133	210	906
67	22481	100	260	835
68	23580	183	449	543
69	23763	216	203	798
70	23980	300	266	988
71	24280	283	657	927
72	24563	150	941	541
73	24713	117	939	496
74	24829	466	392	343
75	25296	216	594	572
76	25512	216	303	959
77	25729	316	612	570
78	26045	466	534	540
79	26512	250	898	361
80	26761	483	244	230
81	27244	283	403	378
82	27527	233	653	461
83	27761	250	865	491
84	28011	233	968	278
85	28244	500	1109	255
86	28743	233	1028	280
87	28977	233	961	916
88	29343	83	881	575
89	29643	100	890	264
90	30026	116	916	534
91	30142	233	870	786
92	30376	266	907	386
93	30642	183	937	288
94	30825	350	1117	251
95	31175	216	561	243
96	31391	233	878	407
97	31625	250	972	843
98	31874	217	970	365
99	32091	516	939	335
100	32607	350	426	423
101	33207	167	733	532
102	33373	133	764	579
103	33507	433	879	857
104	33940	200	767	430
105	34139	200	547	389
106	34339	300	1032	265
107	34639	200	808	490
108	34839	333	960	862
109	35172	167	1057	300
110	35638	133	292	291
111	35772	500	662	477
112	36271	200	617	619
113	36471	216	638	534
114	36688	1233	549	524
115	37920	250	644	302
116	38170	266	291	383
117	38436	283	503	853
118	38720	150	549	487
119	38870	150	534	379
120	39019	216	565	226
121	39236	266	895	176
122	39502	233	683	191
123	39736	300	401	383
124	40035	433	569	886
125	40468	333	411	396
126	40802	316	618	212
127	41118	233	869	156
128	41351	1566	1083	244
129	42917	433	1139	247
130	43350	450	1104	242
131	44033	33	1013	192
132	44283	233	1160	241
133	44516	433	973	157
134	44949	316	1039	909
135	45265	200	1113	922
136	45881	17	1061	203
137	46098	33	1053	272
138	46348	400	1051	228
139	46747	167	1125	248
140	46914	466	778	213
141	47380	383	547	375
142	47764	100	486	695
143	47863	117	513	632
144	47980	216	632	554
145	48196	233	698	532
146	48430	217	1102	346
147	48646	133	1127	405
148	48779	333	295	231
149	49113	250	1045	295
150	49362	566	1078	229
151	49929	283	629	378
152	50212	250	913	524
153	50462	216	543	437
154	50678	200	527	378
155	50878	200	390	328
156	51078	366	610	311
157	51444	233	829	391
158	51677	283	1000	542
159	51960	183	1022	501
160	52144	200	1022	408
161	52344	533	1056	192
162	52877	183	1095	207
163	53060	250	1110	386
164	53310	233	1055	863
165	53693	83	1032	756
166	53776	117	1089	391
167	53892	483	1084	248
168	54375	383	1077	160
169	54759	316	1085	256
170	55075	350	1091	357
171	55425	200	1073	825
172	55625	150	1083	753
173	55891	383	1145	424
174	56274	283	1132	926
175	56557	100	1144	723
176	56924	316	938	415
177	57240	233	1147	412
178	57473	416	1126	858
179	57890	600	1144	403
180	58489	600	810	508
181	59089	250	701	526
182	59921	117	542	487
183	60038	383	537	534
184	60421	716	362	557
185	61137	1049	468	545
186	62186	266	682	511
187	62453	183	1018	459
188	62636	200	372	266
189	62836	266	225	190
190	63103	416	459	192
191	63519	183	531	263
192	63702	166	591	380
193	63869	383	679	477
194	64252	283	858	464
195	64535	450	685	462
196	64985	433	734	448
197	65417	433	803	465
198	65851	233	921	470
199	66084	266	1009	502
200	66350	216	1043	593
201	66567	200	1114	455
202	66767	450	1135	346
203	67216	266	1095	512
204	67483	200	1109	471
205	67683	100	1142	345
206	67916	383	1144	348
207	68299	383	1127	779
208	68682	283	1131	396
209	69281	216	885	800
210	69498	383	607	659
211	69881	300	198	539
212	70181	383	1050	499
213	70564	816	678	482
214	71380	300	733	454
215	71680	233	954	727
216	71913	117	1117	853
217	72263	83	1161	314
218	72346	116	1137	359
219	72462	516	813	492
220	72979	466	659	523
221	74694	200	581	278
222	74894	266	260	607
223	75161	416	214	648
224	75577	133	254	944
225	75710	100	272	975
226	75810	200	219	975
227	76010	366	539	880
228	76376	266	583	260
229	76643	250	679	162
230	76893	250	946	211
231	77142	266	1083	195
232	77409	566	1124	194
233	77975	333	1069	904
234	78308	100	1101	588
235	78658	216	1105	232
236	78875	799	1124	199
237	79674	167	1079	210
238	79841	183	1051	1001
239	80024	300	1073	927
240	80324	333	1125	243
241	80657	283	980	196
242	81206	100	684	233
243	81306	250	725	175
244	81556	333	400	493
245	81889	316	977	195
246	82206	300	667	153
247	82506	283	369	538
248	82789	100	351	575
249	82889	483	760	217
250	83372	416	533	366
251	83788	849	515	406
252	84637	316	635	514
253	84954	216	645	480
254	85170	200	616	217
255	85570	17	610	255
256	87669	250	393	431
257	87918	350	546	422
258	88268	699	658	526
259	88968	416	731	372
260	89384	300	890	286
261	89684	416	1011	337
262	90100	250	1007	376
263	90350	400	1108	477
264	90750	350	645	400
265	91100	300	409	344
266	91399	250	567	306
267	91649	300	303	282
268	91949	250	388	399
269	92199	333	485	930
270	92532	600	898	925
271	93132	416	333	972
272	93548	183	643	333
273	93731	266	868	290
274	93998	200	946	282
275	94197	450	1023	368
276	94647	266	986	364
277	94914	133	959	866
278	95047	383	899	874
279	95430	167	919	351
280	95596	100	870	334
281	97495	117	620	474
282	97811	283	667	483
283	98095	250	979	241
284	98344	117	513	427
285	98461	333	531	520
286	98794	216	970	266
287	99011	350	984	196
288	99360	316	711	411
289	99843	283	998	180
290	100310	233	887	225
291	100543	216	1046	167
292	100759	466	326	510
293	101226	816	218	483
294	102042	383	504	535
295	102425	366	403	543
296	102791	266	678	506
297	103058	217	926	262
298	103274	416	1107	144
299	103691	250	1152	188
300	103941	266	1037	826
301	104207	166	942	842
302	104374	266	1039	206
303	104640	216	974	202
304	105190	83	1082	916
305	105273	133	1134	887
306	105406	300	653	902
307	105706	250	368	982
308	105956	133	406	618
309	106089	416	456	544
310	106505	300	302	516
311	106805	217	372	508
312	107022	300	1087	193
313	107322	450	1121	141
314	107771	316	1054	796
315	108088	300	767	496
316	108387	233	669	498
317	109137	167	209	831
318	109603	117	532	949
319	109720	117	534	841
320	110752	217	535	478
321	110969	183	648	280
322	111152	183	302	121
323	111335	233	199	72
