System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 01				
Recording date:	 2021/8/26				
Recording time:	 15:38:28				
Recording resolution:	 1280 x 1024				
Export date:	 2021/8/26				
Export time:	 17:17:55				
Participant:	 Pan				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
3031	ImageStart	8	0	0	6282.jpg
13021	ImageEnd	16	0	0	6282.jpg
13219	InstructionStart	2048	0	0	Instruction Element
16776	KeyPress	4	32	0	Space
16779	InstructionEnd	4096	0	0	Instruction Element
16814	ImageStart	8	0	0	5428.jpg
26804	ImageEnd	16	0	0	5428.jpg
26991	InstructionStart	2048	0	0	Instruction Element
35388	KeyPress	4	32	0	Space
35390	InstructionEnd	4096	0	0	Instruction Element
35418	ImageStart	8	0	0	1699.jpg
45416	ImageEnd	16	0	0	1699.jpg
45439	InstructionStart	2048	0	0	Instruction Element
51478	KeyPress	4	32	0	Space
51480	InstructionEnd	4096	0	0	Instruction Element
51514	ImageStart	8	0	0	5273.jpg
61497	ImageEnd	16	0	0	5273.jpg
61520	InstructionStart	2048	0	0	Instruction Element
63759	KeyPress	4	32	0	Space
63770	InstructionEnd	4096	0	0	Instruction Element
63805	ImageStart	8	0	0	3251.jpg
73791	ImageEnd	16	0	0	3251.jpg
73816	InstructionStart	2048	0	0	Instruction Element
76832	KeyPress	4	32	0	Space
76834	InstructionEnd	4096	0	0	Instruction Element
76870	ImageStart	8	0	0	1718.jpg
86848	ImageEnd	16	0	0	1718.jpg
87033	InstructionStart	2048	0	0	Instruction Element
91624	KeyPress	4	32	0	Space
91626	InstructionEnd	4096	0	0	Instruction Element
91657	ImageStart	8	0	0	5274.jpg
101637	ImageEnd	16	0	0	5274.jpg
101657	InstructionStart	2048	0	0	Instruction Element
102883	KeyPress	4	32	0	Space
102899	InstructionEnd	4096	0	0	Instruction Element
102931	ImageStart	8	0	0	6065.jpg
112904	ImageEnd	16	0	0	6065.jpg
113004	InstructionStart	2048	0	0	Instruction Element
114518	KeyPress	4	32	0	Space
114534	InstructionEnd	4096	0	0	Instruction Element
114570	ImageStart	8	0	0	2091.jpg
124551	ImageEnd	16	0	0	2091.jpg
124708	InstructionStart	2048	0	0	Instruction Element
128024	KeyPress	4	32	0	Space
128033	InstructionEnd	4096	0	0	Instruction Element
128068	ImageStart	8	0	0	6272.jpg
138056	ImageEnd	16	0	0	6272.jpg
138074	InstructionStart	2048	0	0	Instruction Element
140454	KeyPress	4	32	0	Space
140468	InstructionEnd	4096	0	0	Instruction Element
140496	ImageStart	8	0	0	3299.jpg
150468	ImageEnd	16	0	0	3299.jpg
150642	InstructionStart	2048	0	0	Instruction Element
151198	KeyPress	4	32	0	Space
151198	InstructionEnd	4096	0	0	Instruction Element
151227	ImageStart	8	0	0	2345.jpg
161204	ImageEnd	16	0	0	2345.jpg
161228	InstructionStart	2048	0	0	Instruction Element
162576	KeyPress	4	32	0	Space
162579	InstructionEnd	4096	0	0	Instruction Element
162613	ImageStart	8	0	0	1771.jpg
172601	ImageEnd	16	0	0	1771.jpg
172875	InstructionStart	2048	0	0	Instruction Element
173665	KeyPress	4	32	0	Space
173673	InstructionEnd	4096	0	0	Instruction Element
173701	ImageStart	8	0	0	2624.jpg
183696	ImageEnd	16	0	0	2624.jpg
183715	InstructionStart	2048	0	0	Instruction Element
186234	KeyPress	4	32	0	Space
186248	InstructionEnd	4096	0	0	Instruction Element
186280	ImageStart	8	0	0	6112.jpg
196264	ImageEnd	16	0	0	6112.jpg
196283	InstructionStart	2048	0	0	Instruction Element
201510	KeyPress	4	32	0	Space
201523	InstructionEnd	4096	0	0	Instruction Element
201573	ImageStart	8	0	0	5535.jpg
211532	ImageEnd	16	0	0	5535.jpg
211556	InstructionStart	2048	0	0	Instruction Element
213478	KeyPress	4	32	0	Space
213493	InstructionEnd	4096	0	0	Instruction Element
213527	ImageStart	8	0	0	3537.jpg
223511	ImageEnd	16	0	0	3537.jpg
223664	InstructionStart	2048	0	0	Instruction Element
226659	KeyPress	4	32	0	Space
226675	InstructionEnd	4096	0	0	Instruction Element
226706	ImageStart	8	0	0	6147.jpg
236691	ImageEnd	16	0	0	6147.jpg
236891	InstructionStart	2048	0	0	Instruction Element
237468	KeyPress	4	32	0	Space
237481	InstructionEnd	4096	0	0	Instruction Element
237516	ImageStart	8	0	0	5586.jpg
247492	ImageEnd	16	0	0	5586.jpg
247704	InstructionStart	2048	0	0	Instruction Element
249072	KeyPress	4	32	0	Space
249079	InstructionEnd	4096	0	0	Instruction Element
249110	ImageStart	8	0	0	6173.jpg
259092	ImageEnd	16	0	0	6173.jpg
259112	InstructionStart	2048	0	0	Instruction Element
259764	KeyPress	4	32	0	Space
259779	InstructionEnd	4096	0	0	Instruction Element
259924	ImageStart	8	0	0	1736.jpg
269905	ImageEnd	16	0	0	1736.jpg
269927	InstructionStart	2048	0	0	Instruction Element
275767	KeyPress	4	32	0	Space
275777	InstructionEnd	4096	0	0	Instruction Element
275812	ImageStart	8	0	0	6360.jpg
285795	ImageEnd	16	0	0	6360.jpg
285977	InstructionStart	2048	0	0	Instruction Element
286609	KeyPress	4	32	0	Space
286623	InstructionEnd	4096	0	0	Instruction Element
286655	ImageStart	8	0	0	1633.jpg
296646	ImageEnd	16	0	0	1633.jpg
296689	InstructionStart	2048	0	0	Instruction Element
299406	KeyPress	4	32	0	Space
299408	InstructionEnd	4096	0	0	Instruction Element
299443	ImageStart	8	0	0	1871.jpg
309426	ImageEnd	16	0	0	1871.jpg
309450	InstructionStart	2048	0	0	Instruction Element
311332	KeyPress	4	32	0	Space
311355	InstructionEnd	4096	0	0	Instruction Element
311391	ImageStart	8	0	0	2478.jpg
321380	ImageEnd	16	0	0	2478.jpg
321402	InstructionStart	2048	0	0	Instruction Element
321926	KeyPress	4	32	0	Space
321937	InstructionEnd	4096	0	0	Instruction Element
321966	ImageStart	8	0	0	3187.jpg
331963	ImageEnd	16	0	0	3187.jpg
331983	InstructionStart	2048	0	0	Instruction Element
332681	KeyPress	4	32	0	Space
332694	InstructionEnd	4096	0	0	Instruction Element
332724	ImageStart	8	0	0	1635.jpg
342701	ImageEnd	16	0	0	1635.jpg
342751	InstructionStart	2048	0	0	Instruction Element
343374	KeyPress	4	32	0	Space
343388	InstructionEnd	4096	0	0	Instruction Element
343435	ImageStart	8	0	0	6044.jpg
353415	ImageEnd	16	0	0	6044.jpg
353601	InstructionStart	2048	0	0	Instruction Element
354052	KeyPress	4	32	0	Space
354067	InstructionEnd	4096	0	0	Instruction Element
354096	ImageStart	8	0	0	6326.jpg
364087	ImageEnd	16	0	0	6326.jpg
364376	InstructionStart	2048	0	0	Instruction Element
364862	KeyPress	4	32	0	Space
364863	InstructionEnd	4096	0	0	Instruction Element
364892	ImageStart	8	0	0	5303.jpg
374883	ImageEnd	16	0	0	5303.jpg
374900	InstructionStart	2048	0	0	Instruction Element
381178	KeyPress	4	32	0	Space
381185	InstructionEnd	4096	0	0	Instruction Element
381219	ImageStart	8	0	0	1682.jpg
391213	ImageEnd	16	0	0	1682.jpg
391238	InstructionStart	2048	0	0	Instruction Element
391806	KeyPress	4	32	0	Space
391822	InstructionEnd	4096	0	0	Instruction Element
391862	ImageStart	8	0	0	2533.jpg
401841	ImageEnd	16	0	0	2533.jpg
401859	InstructionStart	2048	0	0	Instruction Element
402368	KeyPress	4	32	0	Space
402372	InstructionEnd	4096	0	0	Instruction Element
402409	ImageStart	8	0	0	3595.jpg
412399	ImageEnd	16	0	0	3595.jpg
412674	InstructionStart	2048	0	0	Instruction Element
413187	KeyPress	4	32	0	Space
413189	InstructionEnd	4096	0	0	Instruction Element
413227	ImageStart	8	0	0	5513.jpg
423200	ImageEnd	16	0	0	5513.jpg
423222	InstructionStart	2048	0	0	Instruction Element
