Data properties:				
Recording date: 2021/8/26				
Recording time: 15:38:28:000 (corresponds to time 0)				
Study: Test1				
Subject: Pan				
Recording: Rec 01				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	50	233	722	530
2	283	183	550	519
3	466	316	675	517
4	782	217	873	519
5	999	416	623	497
6	1415	250	812	514
7	1665	266	618	474
8	1931	583	675	495
9	2514	649	610	504
10	3164	166	670	503
11	3330	133	494	461
12	3463	150	989	272
13	3613	866	1145	209
14	4479	266	1130	815
15	4745	250	1102	243
16	4995	350	1114	203
17	5345	235	1000	217
18	5580	766	1138	217
19	6346	200	1126	838
20	6546	117	1187	838
21	6662	466	1164	879
22	7129	400	995	272
23	7528	250	1141	570
24	7778	333	1141	770
25	8112	416	1121	228
26	8528	466	1159	229
27	8994	216	1142	817
28	9211	416	1146	886
29	9627	550	1171	205
30	10177	333	1054	162
31	10510	766	1157	191
32	11276	200	1022	160
33	11476	250	948	186
34	11726	250	941	223
35	11976	616	1068	214
36	12592	217	1075	853
37	12808	500	1136	892
38	13308	200	972	470
39	13508	983	816	515
40	14491	1632	856	510
41	16273	17	1244	-572
42	16639	416	894	502
43	17056	117	1030	320
44	17172	233	1141	267
45	17406	699	1161	215
46	18105	200	1079	183
47	18305	216	1140	697
48	18521	533	1158	826
49	19054	233	1072	483
50	19288	250	1040	237
51	19537	666	1049	190
52	20204	465	1158	216
53	20669	266	1103	196
54	20935	216	1146	796
55	21152	750	1167	834
56	21902	533	1165	232
57	22434	466	897	254
58	22901	450	1045	242
59	23350	300	1122	226
60	23650	283	992	256
61	23933	183	876	241
62	24117	833	1131	232
63	24949	400	1017	224
64	25349	949	851	215
65	26298	516	764	224
66	26815	200	978	226
67	27148	117	936	224
68	27265	183	791	439
69	27448	167	792	487
70	27614	233	485	523
71	27847	483	579	516
72	28331	516	734	509
73	28847	416	801	517
74	29263	350	847	522
75	29613	100	61	909
76	30879	216	570	577
77	31095	200	749	516
78	31295	1099	840	510
79	32677	133	1162	957
80	32811	217	1251	1577
81	34476	100	708	849
82	34926	117	845	411
83	35043	266	861	500
84	35309	333	725	471
85	35642	183	1071	443
86	35825	533	1133	491
87	36358	200	1098	596
88	36558	233	1053	369
89	36791	200	1135	809
90	36991	483	1164	935
91	37474	183	1156	597
92	37657	2598	1155	509
93	40256	183	1169	910
94	40439	883	1151	950
95	41321	450	1155	499
96	41771	183	1122	930
97	41954	200	1057	465
98	42154	183	1026	325
99	42337	400	944	270
100	42737	433	1043	342
101	43170	266	1138	477
102	43437	200	1088	490
103	43636	216	1019	343
104	43853	150	1123	896
105	44003	283	1140	938
106	44286	366	1144	497
107	44652	250	1114	527
108	44902	250	1096	925
109	45152	266	1090	875
110	45419	266	1125	903
111	45685	183	909	436
112	45868	150	795	508
113	46018	333	833	515
114	46351	1266	673	505
115	47617	183	815	510
116	47800	366	708	503
117	48167	2398	833	519
118	50565	250	635	481
119	50815	466	787	501
120	51281	450	856	509
121	51731	166	1029	509
122	51897	316	1136	576
123	52214	250	988	440
124	52464	250	1135	548
125	52714	500	1163	629
126	53213	166	1174	840
127	53380	250	1162	917
128	53630	316	1097	592
129	53946	550	1138	622
130	54496	183	1109	840
131	54679	250	841	253
132	54929	300	620	222
133	55228	250	765	272
134	55478	649	972	382
135	56128	516	1067	489
136	56644	266	978	414
137	56910	100	298	710
138	57577	200	921	465
139	57776	466	1089	495
140	58243	600	985	418
141	58842	483	1097	484
142	59325	216	1099	446
143	59542	167	1094	520
144	59708	200	1084	470
145	59908	166	1080	513
146	60075	483	955	350
147	60558	783	1065	432
