Data properties:				
231	44631	100	1051	172
232	44731	616	829	309
233	45347	541	908	349
234	45888	117	774	275
235	46005	108	762	230
236	46113	191	741	195
237	46304	150	565	262
238	46454	150	563	307
239	46605	241	397	303
240	46846	183	666	218
241	47029	533	751	160
242	47562	233	1073	494
243	47795	75	1124	524
244	47870	216	1166	482
245	48087	75	1145	528
246	48161	275	1131	576
247	48436	67	1172	900
248	48503	58	1136	929
249	48561	67	1117	966
250	48811	208	1099	437
251	49019	233	858	318
252	49253	200	548	338
253	49452	75	304	365
254	49527	58	272	341
255	49586	100	285	385
256	49686	166	1163	569
257	49852	50	1238	486
258	49902	316	1133	535
259	50219	58	1097	552
260	50277	117	1139	500
261	50393	258	284	429
262	50652	350	241	321
263	51001	266	425	303
264	51268	283	529	267
265	51701	133	542	214
266	51834	58	515	363
267	51892	83	524	304
268	51976	58	502	344
269	52034	208	700	378
270	52409	333	716	318
271	52742	183	749	194
272	52925	266	766	139
273	53192	58	964	340
274	53250	258	945	388
275	53508	75	966	356
276	53583	50	916	421
277	53633	83	968	359
278	53716	233	1132	478
279	54091	58	1052	396
280	54149	325	1102	957
281	54474	100	955	457
282	54574	75	992	466
283	54649	200	1160	941
284	54849	100	1128	971
285	54949	225	1097	426
286	55174	350	655	899
287	55523	183	750	906
288	55707	133	850	509
289	55840	425	854	360
290	56264	108	842	307
291	56373	158	753	382
292	56531	516	813	930
293	57047	167	727	982
294	57214	116	1108	870
295	57330	58	1167	802
296	57389	100	981	537
297	57489	125	994	503
298	57614	175	1066	366
299	57788	366	1141	276
300	58763	91	695	474
301	58854	133	547	358
302	58988	83	549	294
303	59071	258	439	177
304	59329	341	403	149
305	59670	350	499	212
306	60020	100	599	362
307	60120	283	1108	352
308	60403	342	966	438
309	60745	150	831	535
310	60895	308	626	458
311	61203	59	549	445
312	61261	58	545	383
313	61469	67	1000	300
314	61536	83	987	464
315	61619	67	1005	410
316	61686	242	1104	295
317	61927	116	478	131
318	62044	108	476	169
319	62152	192	481	118
320	62344	92	1113	192
321	62435	233	1155	180
322	62668	500	1121	279
323	63168	242	1111	315
324	63410	308	1138	851
325	63909	92	759	193
326	64001	625	448	144
327	64625	175	625	299
328	64800	50	627	263
329	64850	242	861	446
330	65092	100	1030	427
331	65192	100	1070	398
332	65292	116	1163	843
333	65408	300	1130	877
334	65708	100	1181	810
335	65808	50	1116	887
336	65858	75	1147	857
337	65933	450	1149	265
338	66382	425	1121	295
339	66807	241	1140	265
340	67049	342	951	300
341	67656	83	763	343
342	67740	75	726	360
343	67815	83	756	390
344	67898	83	887	411
345	67981	117	874	448
346	68098	558	762	387
347	68656	150	694	332
348	68806	100	702	297
349	69064	58	743	185
350	69122	150	709	304
351	69272	67	726	262
352	69339	66	703	292
353	69405	241	971	390
354	69647	192	1143	545
355	69839	66	1121	578
356	69905	75	1152	539
357	69980	200	1038	392
358	70180	183	886	249
359	70363	292	390	251
360	70655	216	571	267
361	70871	58	644	177
362	70929	50	641	215
363	70979	92	648	175
364	71071	316	845	212
365	71387	67	1072	340
366	71454	50	1061	378
367	71504	75	1056	416
368	71579	108	1066	376
369	71687	283	1142	585
370	71970	58	1163	518
371	72029	216	346	487
372	72245	183	261	494
373	72545	291	1092	394
374	72836	308	991	407
375	73144	242	939	258
376	73386	83	656	192
377	73469	216	652	237
378	73686	150	964	955
379	73836	117	1029	987
380	73952	100	1133	965
381	74052	108	1092	997
382	74552	41	353	863
383	74593	117	357	804
384	74710	175	397	309
385	74885	50	410	265
386	74935	350	396	187
387	75285	217	655	175
388	75501	275	1062	378
389	75776	508	687	267
390	76284	167	986	318
391	76451	50	971	358
392	76501	58	1093	405
393	76559	75	1123	359
394	76634	91	1112	396
395	76725	58	1196	481
396	76784	158	1145	572
397	76942	83	1155	523
398	77025	67	560	403
399	77092	50	551	315
400	77142	50	544	382
401	77192	175	552	338
402	77367	75	896	334
403	77441	50	911	287
404	77491	116	904	333
405	77608	233	920	293
406	77841	133	1012	848
407	77974	58	1033	798
408	78033	92	968	803
409	78125	191	888	406
410	78316	233	442	376
411	78549	208	254	520
412	78757	258	442	263
413	79016	225	687	223
414	79240	108	1093	580
415	79349	83	1136	600
416	79432	83	901	501
417	79515	100	883	459
418	79615	58	895	387
419	80148	8	715	300
420	82188	175	658	222
421	82363	266	586	193
422	82630	83	385	219
423	82713	208	382	271
424	82921	100	832	408
425	83021	175	851	369
426	83196	50	897	363
427	83246	316	979	532
428	83562	267	1084	581
429	83829	158	830	382
430	83987	83	791	358
431	84204	275	673	281
432	84478	216	822	360
433	84695	225	1064	583
434	84920	308	1135	632
435	85228	241	1050	928
436	85469	142	1157	958
437	85611	125	1107	1011
438	85736	250	1006	888
439	85986	225	994	559
440	86211	433	994	490
441	86644	125	1072	554
442	86768	50	1093	510
443	86818	125	1065	567
444	86943	266	1125	618
445	87351	83	1154	497
446	87435	67	1112	581
447	87501	308	1208	550
448	87810	108	1068	591
449	87918	58	1105	558
450	87976	67	1091	593
451	88043	208	1123	630
452	88251	275	898	447
453	88526	466	990	479
454	88992	158	991	562
455	89150	225	767	437
456	89375	67	649	218
457	89442	117	647	283
458	89558	108	641	233
459	89666	125	1090	800
460	89792	67	1073	840
461	89858	117	1097	939
462	89975	100	1050	1020
463	90075	83	1110	965
464	90158	142	1097	1003
465	90300	67	1150	963
466	90367	50	1078	900
467	90416	175	1004	929
468	90591	50	1049	880
469	90866	41	1034	388
470	90907	109	966	544
471	91016	58	990	429
472	91074	466	968	508
473	91540	67	709	509
474	91607	67	741	468
475	91857	83	813	427
476	91940	50	723	328
477	91990	100	747	364
478	92281	150	706	406
479	92431	75	718	341
480	92506	117	703	409
481	92623	175	872	595
482	92798	92	913	576
483	92889	141	880	599
484	93031	183	1039	924
485	93214	241	1025	196
486	93455	258	1133	196
487	93714	167	911	189
488	94180	59	907	126
489	94238	158	906	165
490	94396	475	1115	146
491	94871	275	875	213
492	95146	225	711	296
493	95371	250	614	433
494	95621	217	559	493
495	95837	50	521	606
496	95887	66	503	521
497	95954	75	530	587
498	96029	225	765	248
499	96254	175	809	186
500	96428	433	1018	179
501	96861	217	1109	130
502	97078	283	1147	187
503	97362	167	1116	254
504	97777	91	1069	930
505	97869	67	1164	871
506	97936	142	1122	912
507	98311	41	1096	315
508	98352	67	1121	268
509	98419	66	1091	289
510	98485	316	891	321
511	98802	283	1067	185
512	99085	225	695	313
513	99310	250	1112	175
514	99560	433	938	186
515	99993	208	1049	145
516	100201	116	1133	188
517	100317	83	1113	810
518	100401	333	1122	896
519	100734	83	1138	856
520	100817	141	1043	359
521	101134	83	452	344
522	101217	125	467	386
523	101342	158	288	435
524	101500	91	319	468
525	101592	516	416	597
526	102108	117	465	575
527	102224	50	445	636
528	102274	533	476	615
529	102808	183	602	639
530	102991	124	599	578
531	103115	267	601	534
532	103640	50	599	628
533	103690	117	566	543
534	103807	158	597	562
535	103965	59	569	669
536	104024	67	583	609
537	104090	441	573	450
538	104531	441	647	382
539	104972	50	654	337
540	105022	142	543	395
541	105164	75	540	358
542	105239	75	533	419
543	105314	109	545	381
544	105423	416	640	360
545	105839	266	933	462
546	106106	308	1023	522
547	106413	192	1102	600
548	106605	91	696	415
549	106696	67	711	346
550	106763	108	701	402
551	106872	75	599	264
552	106946	83	604	317
553	107029	75	604	258
554	107105	117	503	173
555	107221	117	496	228
556	107338	200	514	168
557	107538	75	578	241
558	107612	66	595	196
559	107679	150	569	251
560	107829	150	396	260
561	107979	50	455	173
562	108029	100	407	254
563	108129	100	432	226
564	108229	59	475	197
565	108412	392	481	200
566	108804	225	482	164
567	109028	125	450	195
568	109153	358	389	256
569	109511	275	898	483
570	109786	325	975	489
571	110111	67	1148	580
572	110177	109	1093	625
573	110286	58	1133	585
574	110344	116	1084	622
575	110460	67	1114	571
576	110527	67	1064	639
577	110594	166	1011	542
578	110760	300	828	439
579	111060	325	668	377
580	111385	125	911	466
581	111510	225	901	500
582	111735	75	1083	561
583	111810	125	1050	598
584	111935	50	1105	539
585	112159	59	1007	406
586	112218	208	982	503
587	112426	275	1116	668
588	112701	183	891	966
589	112884	167	1096	925
590	113050	67	1138	898
591	113117	183	1097	917
592	113300	67	1082	817
593	113367	225	1097	630
594	113592	150	1106	591
595	113741	50	1112	554
596	113791	117	1100	602
597	113908	67	1124	562
598	113975	233	1069	880
599	114208	50	1143	807
600	114258	83	1081	880
601	114341	66	1043	610
602	114408	59	1104	556
603	114466	158	1075	587
604	114624	59	1104	547
605	114683	366	1062	566
606	115049	266	1064	887
607	115315	158	1105	904
608	115474	350	1099	560
609	115823	150	812	496
610	116357	116	1185	467
611	116473	50	1153	497
612	116523	183	1179	471
613	116706	83	681	444
614	116789	50	672	404
615	116839	50	664	447
616	117056	41	710	346
617	117097	67	684	456
618	117164	283	706	403
619	117447	275	813	425
620	117722	117	707	425
621	117839	225	1053	500
622	118063	275	1146	581
623	118338	333	1066	513
624	118671	67	1061	915
625	118738	67	1013	1000
626	118805	116	1035	965
627	118921	100	1110	930
628	119021	67	1057	939
629	119088	200	1056	506
630	119288	75	1070	446
631	119363	83	1063	493
632	119446	58	1026	493
633	119504	333	1073	493
634	119837	58	1041	535
635	119895	92	1127	562
636	119987	150	1134	599
637	120279	42	879	282
638	120320	66	901	251
639	120387	241	749	145
640	120628	358	642	118
641	120986	341	511	294
642	121328	216	309	316
643	121661	100	474	251
644	121761	225	616	235
645	121986	324	614	141
646	122310	175	598	183
647	122485	100	609	133
648	122585	583	654	97
649	123168	200	754	160
650	123368	75	996	310
651	123443	58	1038	234
652	123501	50	1035	318
653	123551	58	1015	398
654	123610	83	929	210
655	123693	75	927	168
656	123934	125	775	147
657	124060	333	713	91
658	124393	191	1122	884
659	124584	200	1140	954
660	124784	50	1174	942
661	124834	117	1120	996
662	125183	42	714	847
663	125225	125	714	929
664	125351	100	734	880
665	125450	250	577	860
666	125700	300	617	201
667	126000	225	643	121
668	126224	150	526	294
669	126374	75	543	241
670	126608	50	893	276
671	126658	192	898	335
672	126849	233	1099	512
673	127082	83	1106	555
674	127166	192	1174	523
675	127358	91	1218	560
676	127449	108	1224	515
677	127558	183	1097	541
678	127741	117	1113	499
679	127857	308	876	420
680	128165	100	695	401
681	128548	8	1256	-1413
682	128806	8	1064	-1243
683	128939	100	543	-481
684	129039	83	486	-378
685	129123	75	481	-326
686	129306	42	485	247
687	129348	266	467	312
688	129614	58	570	277
689	129672	175	628	304
690	129847	250	504	307
691	130097	209	644	326
692	130306	117	1078	485
693	130422	200	1112	438
694	130622	500	1131	397
695	131122	75	1079	457
696	131196	183	1024	471
697	131380	200	370	218
698	131580	258	277	175
699	131838	142	293	126
700	131979	283	1105	432
701	132262	358	1136	415
702	132620	300	1011	511
703	132920	75	979	537
704	132995	283	1013	483
705	133278	175	1051	452
706	133453	250	1122	463
707	133703	100	1050	534
708	134302	33	1120	465
709	134519	92	1151	390
710	134611	133	1158	475
711	134744	92	1130	336
712	134835	175	1148	404
713	135011	83	1100	510
714	135094	225	1091	458
715	135319	75	973	428
716	135543	167	980	467
717	136051	34	1043	543
718	136684	208	1076	915
719	136892	192	1121	884
720	137084	100	1159	858
721	137184	175	1124	509
722	137359	600	1146	445
723	137959	258	1041	515
724	138217	116	1038	559
725	139108	8	1096	493
726	139599	50	1113	579
727	139649	208	1118	506
728	139857	159	1156	451
729	140016	183	1155	414
730	140199	50	1147	346
731	140407	67	961	-241
732	140474	58	953	-73
733	140682	283	1065	118
734	140965	258	831	330
735	141223	258	596	362
736	141481	83	563	402
737	141564	183	572	330
738	141747	183	493	341
739	142106	92	504	323
740	142197	108	556	323
741	142306	241	887	356
742	142547	133	616	422
743	142680	75	585	441
744	142756	67	625	355
745	142822	300	546	472
746	143122	200	515	513
747	143322	191	609	494
748	143513	50	637	436
749	143563	142	638	473
750	143705	191	1062	286
751	143896	192	1140	300
752	144088	333	859	286
753	144421	50	881	235
754	144662	400	572	350
755	145062	108	551	443
756	145171	75	539	390
757	145245	233	624	459
758	145479	192	780	326
759	145670	116	891	305
760	145787	117	907	270
761	145903	108	1073	303
762	146012	183	1098	252
763	146195	66	1095	290
764	146261	175	1089	248
765	146436	483	405	217
766	146919	417	441	300
767	147336	266	467	399
768	147602	250	491	532
769	147852	966	495	573
770	148818	242	523	478
771	149060	125	963	884
772	149185	150	1005	876
773	149334	58	1116	910
774	149393	116	1155	891
775	149768	250	605	412
776	150018	58	626	358
777	150076	259	449	303
778	150334	117	413	202
779	150451	374	389	142
780	150825	59	492	296
781	150884	58	478	413
782	151058	209	617	432
783	151267	300	885	348
784	151567	58	1138	327
785	151775	50	767	300
786	151824	200	559	417
787	152024	209	636	463
788	152233	74	651	412
789	152524	50	745	348
790	152732	134	1531	-70
791	152865	91	2018	-415
792	153898	150	744	195
793	154048	67	747	248
794	154114	125	848	326
795	154239	442	814	291
796	154681	133	729	353
797	154814	267	929	540
798	155081	266	1098	599
799	155347	92	1122	554
800	155439	108	1005	625
801	155547	50	1031	590
802	155597	216	1008	631
803	155813	91	1176	634
804	155905	116	1128	669
805	156171	158	1111	588
806	156330	383	1045	546
807	156713	67	819	502
808	156779	58	804	453
809	156838	75	790	527
810	156913	250	615	396
811	157162	258	580	334
812	157421	641	442	306
813	158062	300	527	348
814	158362	67	563	296
815	158428	125	572	333
816	158686	50	567	265
817	158736	275	563	322
818	159011	50	536	282
819	159061	275	543	331
820	159336	200	606	338
821	159536	50	666	372
822	159586	58	657	413
823	159644	67	664	375
824	159711	117	649	414
825	159827	91	729	421
826	159919	92	722	510
827	160011	75	727	409
828	160086	75	731	531
829	160160	67	856	553
830	160227	50	821	578
831	160277	75	1005	563
832	160352	58	1005	518
833	160410	158	1002	576
834	160568	216	1073	548
835	160785	50	1045	579
836	161002	92	1091	498
837	161093	108	1028	604
838	161201	275	1125	644
839	161693	50	1167	745
840	161743	275	1145	918
841	162017	133	1019	897
842	162151	83	1044	843
843	162234	159	1065	607
844	162393	216	1083	558
845	162609	83	1045	598
846	162693	50	1056	559
847	162742	175	1048	599
848	162917	83	1036	725
849	163000	300	1035	824
850	163300	342	1076	539
851	163642	66	1070	479
852	163709	158	1057	530
853	163866	92	920	538
854	164133	100	1025	376
855	164233	175	446	250
856	164407	208	279	148
857	164616	75	320	216
858	164691	67	626	807
859	164757	50	601	844
860	164807	125	613	811
861	165065	209	692	355
862	165274	249	813	306
863	165782	133	688	358
864	165915	242	511	450
865	166156	116	665	553
866	166273	525	711	542
867	166798	258	804	523
868	167056	166	773	273
869	167222	58	777	236
870	167280	200	887	206
871	167480	333	1118	143
872	167813	258	858	144
873	168072	200	1060	1006
874	168272	75	1092	968
875	168347	158	784	898
876	168505	241	602	878
877	168746	166	623	363
878	168913	216	637	221
879	169129	266	683	169
880	169554	125	542	390
881	169679	75	404	394
882	169754	225	400	438
883	169979	341	377	510
884	170320	316	313	496
885	170637	83	619	351
886	170720	92	633	276
887	170811	208	896	176
888	171020	316	1118	155
889	171336	366	944	128
890	171703	241	1099	148
891	172094	191	858	194
892	172286	250	580	286
893	172535	216	699	189
894	172752	258	821	151
895	173010	208	1038	165
896	173218	233	585	330
897	173451	108	578	367
898	173560	283	495	349
899	173843	50	394	379
900	173893	108	356	485
901	174001	333	354	537
902	174334	191	306	579
903	174526	92	333	515
904	174617	241	382	575
905	174859	125	385	516
906	174984	50	369	603
907	175034	83	385	553
908	175117	50	403	516
909	175167	67	395	469
910	175234	67	389	514
911	175300	225	436	386
912	175525	125	485	378
913	175650	83	568	299
914	175733	83	612	305
915	175816	133	734	180
916	175950	491	1026	131
917	176441	158	830	142
918	176599	358	1112	968
919	176957	100	1166	957
920	177057	50	1102	986
921	177291	42	893	119
922	177333	133	921	65
923	177466	108	1229	33
924	177574	67	1265	-4
925	177640	100	1219	86
926	177740	192	800	84
927	177932	83	543	169
928	178016	50	513	139
929	178066	74	517	182
930	178323	99	506	267
931	178423	491	499	353
932	178914	83	457	329
933	178997	67	465	288
934	179064	133	465	345
935	179322	316	498	399
936	179639	83	345	363
937	179722	67	349	328
938	179789	166	339	371
939	179955	183	358	289
940	180138	58	522	340
941	180197	175	546	418
942	180372	100	1059	510
943	180471	183	1095	496
944	180655	75	1163	472
945	180730	50	1153	536
946	180780	58	1155	487
947	180996	67	670	335
948	181063	150	678	410
949	181213	491	508	483
950	181704	83	555	385
951	181787	109	521	447
952	181896	283	423	320
953	182179	91	350	281
954	182270	50	345	322
955	182320	59	364	290
956	182379	358	291	431
957	182737	59	346	240
958	182795	274	350	299
959	183070	200	877	749
960	183270	108	1081	951
961	183378	75	1118	929
962	183453	291	1136	982
963	183852	575	1181	482
964	184428	233	936	429
965	184819	309	798	325
966	185127	200	652	932
967	185327	167	692	926
968	185494	224	1096	500
969	185718	400	884	367
970	186118	92	1125	476
971	186210	266	1110	520
972	186476	50	1137	480
973	186526	83	1115	532
974	186610	283	975	451
975	186893	250	920	336
976	187142	574	901	304
977	187875	58	1188	395
978	187933	59	1160	469
979	187991	141	1181	441
980	188133	50	1145	424
981	188183	92	1113	493
982	188275	58	1120	398
983	188333	83	1108	488
984	188416	83	1160	478
985	188499	216	1117	479
986	188715	76	1121	426
987	188791	267	932	455
988	189058	108	629	437
989	189165	67	633	327
990	189232	209	638	409
991	189441	124	736	402
992	190307	250	361	462
993	190556	133	370	412
994	190690	192	564	489
995	190881	158	598	468
996	191039	450	572	427
997	191489	150	794	520
998	191639	142	896	505
999	191781	175	1065	235
1000	191955	316	1140	144
1001	192272	150	873	489
1002	192422	75	844	515
1003	192497	783	828	617
1004	193279	283	657	570
1005	193563	275	481	509
1006	193838	300	375	496
1007	194137	141	645	587
1008	194279	75	679	538
1009	194354	83	655	591
1010	194437	191	553	501
1011	194628	258	350	486
1012	194887	383	1006	302
1013	195270	233	991	350
1014	195503	58	955	389
1015	195561	275	932	443
1016	195836	283	1131	209
1017	196119	133	1133	156
1018	196253	216	904	491
1019	196469	117	846	607
1020	196586	50	824	650
1021	196636	225	845	619
1022	196861	83	869	565
1023	196944	150	885	488
1024	197094	67	929	419
1025	197160	200	909	475
1026	197360	258	954	388
1027	197618	383	998	336
1028	198001	67	1116	198
1029	198068	416	1137	165
1030	198484	216	1179	116
1031	198701	241	1103	821
1032	198942	167	1137	855
1033	199109	83	997	854
1034	199192	142	934	875
1035	199334	133	1028	402
1036	199467	50	1025	353
1037	199517	167	1019	389
1038	199825	192	1195	186
1039	200017	100	1197	112
1040	200117	250	1174	139
1041	200367	83	1135	217
1042	200450	350	1150	181
1043	200800	108	1193	131
1044	200908	117	1145	166
1045	201024	58	1133	106
1046	201083	266	1134	169
1047	201349	175	1075	219
1048	201524	50	1046	273
1049	201574	67	1069	228
1050	201641	133	950	134
1051	201774	83	1188	-450
1052	201857	50	1160	-372
1053	201907	133	1182	-400
1054	202040	75	1224	-447
1055	202265	91	1193	-256
1056	202357	67	1053	-84
1057	202423	216	718	452
1058	202815	116	537	313
1059	202931	116	530	429
1060	203048	125	609	411
1061	203297	425	657	396
1062	203722	316	986	541
1063	204039	225	776	454
1064	204263	266	471	246
1065	204530	216	396	227
1066	204746	317	452	312
1067	205063	125	577	312
1068	205188	67	571	250
1069	205255	250	616	311
1070	205505	217	920	468
1071	205721	275	1108	522
1072	205996	208	1146	565
1073	206337	67	1109	448
1074	206404	150	1093	522
1075	206554	133	803	421
1076	206687	125	786	457
1077	206812	208	1076	837
1078	207020	125	1144	976
1079	207145	50	1092	1014
1080	207195	300	1133	965
1081	207495	58	1010	978
1082	207553	50	1047	950
1083	207603	92	1012	957
1084	207695	108	972	969
1085	207803	108	1053	664
1086	207911	150	1057	542
1087	208061	50	1051	488
1088	208111	92	1039	535
1089	208203	275	1068	505
1090	208478	58	1108	449
1091	208536	83	1083	961
1092	208619	50	1040	1053
1093	208669	76	1092	1002
1094	208745	50	1149	968
1095	208795	74	1116	1005
1096	209002	42	1136	535
1097	209044	150	1095	516
1098	209194	208	953	639
1099	209402	83	897	628
1100	209485	259	869	522
1101	209744	200	847	409
1102	209944	66	685	485
1103	210010	191	731	423
1104	210201	350	500	333
1105	210551	67	228	224
1106	210618	50	226	267
1107	210668	50	198	213
1108	210718	109	227	279
1109	210826	67	241	244
1110	210893	83	655	883
1111	210976	150	713	879
1112	211126	191	1086	551
1113	211317	366	1158	547
1114	211684	59	1130	574
1115	211742	233	1064	502
1116	211976	74	1101	537
1117	212050	292	1150	509
1118	212342	291	884	447
1119	212633	76	1037	515
1120	212709	58	1090	531
1121	212766	67	707	411
1122	212974	50	722	386
1123	213024	200	631	304
1124	213374	91	670	319
1125	213465	225	773	361
1126	213691	150	790	322
1127	214032	59	770	374
1128	214091	108	755	307
1129	214199	75	752	345
1130	214274	100	772	314
1131	214374	225	932	397
1132	214599	58	732	374
1133	214657	67	678	366
1134	214724	133	723	383
1135	214857	491	540	340
1136	215348	457	648	340
1137	215806	67	656	264
1138	215872	142	651	339
1139	216014	92	984	446
1140	216106	166	981	485
1141	216272	67	856	410
1142	216339	316	817	408
1143	216655	258	457	215
1144	216913	291	370	139
1145	217205	75	505	215
1146	217280	58	521	287
1147	217338	150	537	248
1148	217488	242	697	354
1149	217730	350	838	414
1150	218079	125	1025	543
1151	218204	83	1015	586
1152	218288	275	1114	618
1153	218562	250	1157	555
1154	218962	75	1176	486
1155	219037	83	1167	529
1156	219120	150	1129	609
1157	219270	50	1153	578
1158	219320	308	1118	626
1159	219628	109	1103	592
1160	219737	250	1172	523
1161	219987	100	1190	488
1162	220087	108	1163	512
1163	220195	75	1010	490
1164	220270	50	963	503
1165	220320	50	1003	494
1166	220536	208	861	424
1167	220744	242	621	345
1168	220986	133	817	402
1169	221119	58	794	448
1170	221177	142	819	402
1171	221319	150	1158	540
1172	221469	224	1153	583
1173	221694	75	1207	556
1174	221769	100	1167	601
1175	221869	257	1133	584
1176	222318	150	1139	525
1177	222469	183	954	475
1178	222652	75	1162	566
1179	222727	50	1189	524
1180	222777	117	1174	576
1181	222893	258	1163	855
1182	223151	50	1114	939
1183	223202	225	1139	901
1184	223426	100	1134	589
1185	223526	791	1162	529
1186	224317	91	1101	522
1187	224408	67	1088	488
1188	224650	41	1157	543
1189	224692	50	1147	583
