System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 07				
Recording date:	 2021/9/22				
Recording time:	 17:47:59				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/22				
Export time:	 18:59:00				
Participant:	 P11				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	5309.jpg
9982	ImageEnd	16	0	0	5309.jpg
10001	InstructionStart	2048	0	0	Instruction Element
15080	KeyPress	4	32	0	Space
15081	InstructionEnd	4096	0	0	Instruction Element
15112	ImageStart	8	0	0	2650.jpg
25105	ImageEnd	16	0	0	2650.jpg
25177	InstructionStart	2048	0	0	Instruction Element
27726	KeyPress	4	32	0	Space
27748	InstructionEnd	4096	0	0	Instruction Element
27784	ImageStart	8	0	0	2576.jpg
37780	ImageEnd	16	0	0	2576.jpg
37802	InstructionStart	2048	0	0	Instruction Element
41239	KeyPress	4	32	0	Space
41240	InstructionEnd	4096	0	0	Instruction Element
41270	ImageStart	8	0	0	5393.jpg
51249	ImageEnd	16	0	0	5393.jpg
51401	InstructionStart	2048	0	0	Instruction Element
53400	KeyPress	4	32	0	Space
53403	InstructionEnd	4096	0	0	Instruction Element
53434	ImageStart	8	0	0	2201.jpg
63409	ImageEnd	16	0	0	2201.jpg
63504	InstructionStart	2048	0	0	Instruction Element
67902	KeyPress	4	32	0	Space
67909	InstructionEnd	4096	0	0	Instruction Element
67955	ImageStart	8	0	0	2450.jpg
77929	ImageEnd	16	0	0	2450.jpg
78208	InstructionStart	2048	0	0	Instruction Element
80086	InstructionEnd	4096	0	0	Instruction Element
80086	KeyPress	4	32	0	Space
80119	ImageStart	8	0	0	2818.jpg
90104	ImageEnd	16	0	0	2818.jpg
90262	InstructionStart	2048	0	0	Instruction Element
93793	KeyPress	4	32	0	Space
93795	InstructionEnd	4096	0	0	Instruction Element
93840	ImageStart	8	0	0	2212.jpg
103815	ImageEnd	16	0	0	2212.jpg
103829	InstructionStart	2048	0	0	Instruction Element
106352	KeyPress	4	32	0	Space
106354	InstructionEnd	4096	0	0	Instruction Element
106398	ImageStart	8	0	0	3621.jpg
116374	ImageEnd	16	0	0	3621.jpg
116525	InstructionStart	2048	0	0	Instruction Element
118750	KeyPress	4	32	0	Space
118751	InstructionEnd	4096	0	0	Instruction Element
118794	ImageStart	8	0	0	3134.jpg
128770	ImageEnd	16	0	0	3134.jpg
128789	InstructionStart	2048	0	0	Instruction Element
130793	KeyPress	4	32	0	Space
130796	InstructionEnd	4096	0	0	Instruction Element
130825	ImageStart	8	0	0	2007.jpg
140798	ImageEnd	16	0	0	2007.jpg
140823	InstructionStart	2048	0	0	Instruction Element
144682	KeyPress	4	32	0	Space
144687	InstructionEnd	4096	0	0	Instruction Element
144721	ImageStart	8	0	0	3471.jpg
154704	ImageEnd	16	0	0	3471.jpg
154772	InstructionStart	2048	0	0	Instruction Element
157671	KeyPress	4	32	0	Space
157672	InstructionEnd	4096	0	0	Instruction Element
157702	ImageStart	8	0	0	1958.jpg
167681	ImageEnd	16	0	0	1958.jpg
167703	InstructionStart	2048	0	0	Instruction Element
170713	KeyPress	4	32	0	Space
170715	InstructionEnd	4096	0	0	Instruction Element
170748	ImageStart	8	0	0	3339.jpg
180722	ImageEnd	16	0	0	3339.jpg
180855	InstructionStart	2048	0	0	Instruction Element
183305	KeyPress	4	32	0	Space
183316	InstructionEnd	4096	0	0	Instruction Element
183348	ImageStart	8	0	0	2797.jpg
193332	ImageEnd	16	0	0	2797.jpg
193507	InstructionStart	2048	0	0	Instruction Element
197086	KeyPress	4	32	0	Space
197101	InstructionEnd	4096	0	0	Instruction Element
197133	ImageStart	8	0	0	3083.jpg
207115	ImageEnd	16	0	0	3083.jpg
207132	InstructionStart	2048	0	0	Instruction Element
209538	KeyPress	4	32	0	Space
209541	InstructionEnd	4096	0	0	Instruction Element
209588	ImageStart	8	0	0	2112.jpg
219553	ImageEnd	16	0	0	2112.jpg
219575	InstructionStart	2048	0	0	Instruction Element
221989	KeyPress	4	32	0	Space
221991	InstructionEnd	4096	0	0	Instruction Element
222036	ImageStart	8	0	0	1653.jpg
232014	ImageEnd	16	0	0	1653.jpg
232033	InstructionStart	2048	0	0	Instruction Element
234226	KeyPress	4	32	0	Space
234226	InstructionEnd	4096	0	0	Instruction Element
234253	ImageStart	8	0	0	3146.jpg
244239	ImageEnd	16	0	0	3146.jpg
244348	InstructionStart	2048	0	0	Instruction Element
246204	KeyPress	4	32	0	Space
246207	InstructionEnd	4096	0	0	Instruction Element
246236	ImageStart	8	0	0	3423.jpg
256220	ImageEnd	16	0	0	3423.jpg
256241	InstructionStart	2048	0	0	Instruction Element
259213	KeyPress	4	32	0	Space
259225	InstructionEnd	4096	0	0	Instruction Element
259255	ImageStart	8	0	0	3359.jpg
269245	ImageEnd	16	0	0	3359.jpg
269264	InstructionStart	2048	0	0	Instruction Element
271396	KeyPress	4	32	0	Space
271409	InstructionEnd	4096	0	0	Instruction Element
271438	ImageStart	8	0	0	3058.jpg
281408	ImageEnd	16	0	0	3058.jpg
281426	InstructionStart	2048	0	0	Instruction Element
284900	KeyPress	4	32	0	Space
284908	InstructionEnd	4096	0	0	Instruction Element
284939	ImageStart	8	0	0	3210.jpg
294936	ImageEnd	16	0	0	3210.jpg
294956	InstructionStart	2048	0	0	Instruction Element
296751	KeyPress	4	32	0	Space
296752	InstructionEnd	4096	0	0	Instruction Element
296800	ImageStart	8	0	0	3434.jpg
306781	ImageEnd	16	0	0	3434.jpg
306803	InstructionStart	2048	0	0	Instruction Element
315803	KeyPress	4	32	0	Space
315814	InstructionEnd	4096	0	0	Instruction Element
315841	ImageStart	8	0	0	5967.jpg
325822	ImageEnd	16	0	0	5967.jpg
325995	InstructionStart	2048	0	0	Instruction Element
329124	KeyPress	4	32	0	Space
329126	InstructionEnd	4096	0	0	Instruction Element
329160	ImageStart	8	0	0	6141.jpg
339153	ImageEnd	16	0	0	6141.jpg
339178	InstructionStart	2048	0	0	Instruction Element
341178	KeyPress	4	32	0	Space
341180	InstructionEnd	4096	0	0	Instruction Element
341216	ImageStart	8	0	0	3403.jpg
351190	ImageEnd	16	0	0	3403.jpg
351357	InstructionStart	2048	0	0	Instruction Element
353469	KeyPress	4	32	0	Space
353470	InstructionEnd	4096	0	0	Instruction Element
353504	ImageStart	8	0	0	1832.jpg
363488	ImageEnd	16	0	0	1832.jpg
363639	InstructionStart	2048	0	0	Instruction Element
365801	KeyPress	4	32	0	Space
365804	InstructionEnd	4096	0	0	Instruction Element
365833	ImageStart	8	0	0	2372.jpg
375823	ImageEnd	16	0	0	2372.jpg
375840	InstructionStart	2048	0	0	Instruction Element
378306	KeyPress	4	32	0	Space
378314	InstructionEnd	4096	0	0	Instruction Element
378350	ImageStart	8	0	0	3327.jpg
388337	ImageEnd	16	0	0	3327.jpg
388567	InstructionStart	2048	0	0	Instruction Element
390478	KeyPress	4	32	0	Space
390488	InstructionEnd	4096	0	0	Instruction Element
390522	ImageStart	8	0	0	2039.jpg
400511	ImageEnd	16	0	0	2039.jpg
400681	InstructionStart	2048	0	0	Instruction Element
403509	KeyPress	4	32	0	Space
403511	InstructionEnd	4096	0	0	Instruction Element
403558	ImageStart	8	0	0	1946.jpg
413518	ImageEnd	16	0	0	1946.jpg
413542	InstructionStart	2048	0	0	Instruction Element
415295	KeyPress	4	32	0	Space
415298	InstructionEnd	4096	0	0	Instruction Element
415332	ImageStart	8	0	0	2403.jpg
425320	ImageEnd	16	0	0	2403.jpg
425344	InstructionStart	2048	0	0	Instruction Element
427660	KeyPress	4	32	0	Space
427661	InstructionEnd	4096	0	0	Instruction Element
427693	ImageStart	8	0	0	1590.jpg
437672	ImageEnd	16	0	0	1590.jpg
437770	InstructionStart	2048	0	0	Instruction Element
