Data properties:				
130	42351	333	1070	243
131	42685	283	1139	228
132	42968	466	956	146
133	43434	216	565	284
134	43650	350	538	417
135	44000	266	1008	264
136	44267	1399	1107	263
137	45666	533	998	264
138	46199	550	1052	270
139	46748	233	753	273
140	46981	433	519	380
141	47415	183	614	444
142	47598	283	478	506
143	47881	266	732	413
144	48147	166	808	323
145	48314	300	815	284
146	48614	266	1070	251
147	48880	283	1125	240
148	49163	466	842	445
149	49630	183	1018	472
150	49813	200	1146	432
151	50013	183	1103	336
152	50196	333	1073	277
153	50529	633	1148	393
154	51162	300	1091	387
155	51462	233	1091	885
156	51695	366	1145	949
157	52061	1183	1145	394
158	53243	216	1093	322
159	53460	216	1060	275
160	53676	350	1037	341
161	54026	250	1045	242
162	54276	333	1069	207
163	54609	866	1097	307
164	55475	200	1028	386
165	55675	133	1018	770
166	55808	100	1060	770
167	55908	167	1037	854
168	56075	150	968	958
169	56224	100	1036	856
170	56324	100	1034	896
171	56424	300	1053	582
172	56724	133	1109	719
173	56857	117	1108	755
174	56974	150	1094	817
175	57124	200	1061	368
176	57324	216	1107	364
177	57540	200	1094	402
178	57740	250	1093	803
179	57990	133	1108	943
180	58123	150	1140	879
181	58273	266	1078	914
182	58540	183	1100	811
183	58723	1233	1146	392
184	59955	100	1101	394
185	60205	150	-553	21
186	60355	333	-643	23
187	60688	483	-620	127
188	61171	500	-457	153
189	61671	233	-293	92
190	61904	333	-335	92
191	62237	250	579	239
192	62487	200	801	494
193	62687	516	843	510
194	63203	150	1031	472
195	63353	200	1108	453
196	63553	516	1153	336
197	64069	150	1174	776
198	64219	333	1147	857
199	64552	233	1147	778
200	64785	2233	1150	314
201	67018	133	1058	299
202	67151	183	585	204
203	67334	167	1041	326
204	67501	516	1148	333
205	68017	117	1142	470
206	68133	133	1159	739
207	68267	550	1139	849
208	68816	266	1125	801
209	69083	300	1124	416
210	69383	450	1144	326
211	70132	233	1136	319
212	70365	400	994	345
213	70765	250	592	244
214	71015	150	596	287
215	71165	316	820	321
216	71481	533	1031	382
217	72014	1482	1158	328
218	73497	799	977	343
219	74296	133	1096	290
220	74429	183	1144	245
221	74613	516	1100	219
222	75129	433	907	216
223	75562	316	1089	212
224	75878	233	930	247
225	76112	150	1131	272
226	76261	250	1136	863
227	76511	316	1142	988
228	76828	266	1107	978
229	77094	183	1128	371
230	77277	250	1132	275
231	77527	666	1111	241
232	78193	383	757	210
233	78576	250	879	729
234	78826	217	1135	839
235	79042	300	1028	270
236	79342	100	958	271
237	79592	216	589	244
238	79808	416	717	231
239	80225	583	856	221
240	80808	200	774	221
241	81008	366	1053	225
242	81374	666	877	209
243	82157	150	901	219
244	82307	433	942	200
245	82740	100	908	219
246	82973	316	687	207
247	83289	749	748	202
248	84039	316	998	226
249	84355	283	802	414
250	84638	217	823	1601
251	84855	416	763	365
252	85271	150	1080	423
253	85421	366	1148	442
254	85788	250	1055	417
255	86037	383	1115	986
256	86420	300	1100	937
257	86720	233	1024	335
258	86953	283	916	245
259	87236	283	697	296
260	87520	233	648	444
261	87753	183	721	520
262	87936	316	1038	499
263	88252	183	1108	496
264	88436	516	1140	437
265	88952	266	1042	341
266	89218	1499	1155	438
267	90717	216	985	376
268	90934	350	651	460
269	91284	266	719	849
270	91550	300	756	289
271	91850	250	446	192
272	92100	250	921	286
273	92350	416	1107	439
274	92766	133	857	635
275	92899	283	755	865
276	93182	183	736	914
277	93365	450	733	958
278	93815	283	1084	954
279	94098	183	1128	959
280	94281	250	978	441
281	94531	266	794	306
282	94798	316	668	270
283	95114	300	869	267
284	95414	383	822	434
285	95797	167	919	426
286	95964	183	1107	232
287	96147	300	1159	232
288	96447	166	1112	888
289	96613	100	1162	839
290	96713	166	1139	933
291	96880	184	1030	883
292	97063	166	890	823
293	97230	100	780	835
294	97330	366	693	538
295	97696	233	622	937
296	97929	350	718	894
297	98279	233	794	456
298	98512	383	902	408
299	98895	233	930	357
300	99128	350	951	793
301	99478	266	1004	808
302	99745	200	1078	857
303	99945	566	1071	220
304	100511	433	1128	197
305	100944	233	1126	813
306	101177	333	1079	873
307	101510	183	1017	838
308	101693	483	1129	880
309	102176	1233	1152	200
310	103409	183	1087	228
311	103592	766	1062	281
312	104358	699	1156	240
313	105058	350	1095	271
314	105408	216	1142	247
315	105624	300	1056	260
316	105924	366	829	424
317	106290	266	687	89
318	106557	400	734	292
319	106956	616	694	496
320	107573	333	530	503
321	107906	433	827	501
322	108339	466	855	396
323	108805	167	959	400
324	108972	616	1150	549
325	109588	166	1208	772
326	109754	333	1146	885
327	110088	433	1144	655
328	110521	133	1087	539
329	110654	416	634	245
330	111070	316	878	914
331	111387	283	946	933
332	111670	233	1034	930
333	111903	716	1102	548
334	112619	583	972	454
335	113202	483	646	349
336	113685	733	1001	369
337	114418	650	1052	429
338	115068	866	1162	521
339	115934	283	995	395
340	116217	350	868	328
341	116566	183	942	509
342	116750	233	723	779
343	116983	283	665	866
344	117266	333	641	910
345	117599	166	630	761
346	117766	416	964	569
347	118182	300	1079	564
348	118482	166	1130	651
349	118648	100	1117	701
350	118748	200	920	567
351	118948	400	838	533
352	119348	283	1106	221
353	119631	150	1149	155
354	119781	216	1146	725
355	119997	233	1140	796
356	120231	749	913	316
357	121080	83	798	422
358	121163	233	796	474
359	121396	133	918	471
360	121530	100	924	428
361	121630	200	919	473
362	121830	600	923	423
363	122429	200	1009	356
364	122629	416	1140	106
365	123045	166	1022	54
366	123212	1099	1257	-46
367	124311	350	1214	-10
368	124794	200	1023	168
369	124994	150	1024	354
370	125144	300	1084	251
371	125444	250	1142	180
372	125693	183	1082	576
373	125877	216	1153	760
374	126093	100	791	451
375	126193	150	780	500
376	126343	400	685	383
377	126743	216	818	327
378	126959	299	995	308
379	127259	183	1032	433
380	127442	250	1068	724
381	127692	483	813	629
382	128174	350	912	455
383	128524	283	1010	603
384	128807	183	883	609
385	128991	166	766	691
386	129157	200	747	829
387	129357	167	717	592
388	129524	233	863	527
389	129757	266	981	534
390	130023	400	1059	206
391	130423	666	1129	193
392	131089	233	1121	785
393	131322	433	1154	943
394	131755	316	1116	219
395	132072	283	1099	179
396	132355	433	1055	208
397	132788	233	994	436
398	133021	117	1037	592
399	133138	133	1059	708
400	133271	233	1030	778
401	133504	216	1029	447
402	133721	283	1045	223
403	134004	316	1097	194
404	134320	400	1010	322
405	134720	266	1079	457
406	134986	250	1114	861
407	135236	300	1073	927
408	135536	450	1078	879
409	135986	300	1137	932
410	136285	250	1147	229
411	136535	366	1149	171
412	136902	300	985	292
413	137201	266	512	276
414	137468	333	587	282
415	137801	433	1062	266
416	138234	266	978	368
417	138501	266	911	488
418	138767	216	997	699
419	138984	117	800	745
420	139100	216	678	480
421	139317	533	554	247
422	139850	433	747	475
423	140283	183	887	452
424	140466	200	1112	490
425	140666	300	1135	529
426	140965	117	1017	574
427	141082	167	1008	628
428	141249	216	989	532
429	141465	283	1037	493
430	141748	167	1038	591
431	141915	200	1108	695
432	142115	150	1098	864
433	142265	350	1152	961
434	142614	133	1062	895
435	142748	133	1084	866
436	142881	500	1151	571
437	143380	166	1166	909
438	143547	250	1156	948
439	143797	266	1120	973
440	144063	166	1017	931
441	144230	266	1031	851
442	144496	133	1008	681
443	144629	167	992	600
444	144796	250	1003	558
445	145046	333	1022	485
446	145379	266	1050	702
447	145645	150	1114	663
448	145795	300	1108	532
449	146262	133	535	355
450	146395	200	605	347
451	146595	316	990	454
452	146911	233	1031	485
453	147144	233	1017	543
454	147378	183	867	690
455	147561	250	522	799
456	147811	300	507	860
457	148110	200	651	939
458	148310	133	190	865
459	148443	100	217	903
460	148543	116	161	862
461	148660	266	506	550
462	148926	333	907	403
463	149260	133	559	416
464	149393	266	420	777
465	149659	266	294	281
466	149926	217	487	285
467	150142	216	751	364
468	150359	450	763	503
469	150808	200	743	427
470	151008	217	1040	262
471	151225	366	1119	239
472	151591	250	991	214
473	151841	350	906	212
474	152191	600	1081	263
475	152790	400	1127	231
476	153190	266	1175	883
477	153457	183	1145	962
478	153640	366	1044	924
479	154006	233	1077	273
480	154239	150	962	174
481	154389	500	874	133
482	154889	366	912	155
483	155255	616	889	205
484	155872	233	973	219
485	156105	283	1067	275
486	156388	183	1051	813
487	156571	117	997	779
488	156688	117	1035	919
489	156804	150	1050	874
490	156954	250	947	297
491	157204	133	895	289
492	157337	266	894	720
493	157604	133	845	755
494	157737	566	870	180
495	158303	266	936	800
496	158569	200	1016	899
497	158769	217	1020	859
498	158986	366	1044	264
499	159352	1615	1105	234
500	160968	633	825	397
501	161601	166	980	439
502	161767	749	1105	472
503	162517	117	980	467
504	162633	167	966	511
505	162800	500	1031	542
506	163299	316	1020	600
507	163616	433	1063	541
508	164049	1782	1147	516
509	165831	150	1179	854
510	165981	100	1147	952
511	166081	250	1196	909
512	166331	133	1159	927
513	166464	533	1109	531
514	166997	167	1016	586
515	167163	216	1039	864
516	167380	133	1064	811
517	167513	266	1061	531
518	167780	450	1129	553
519	168229	283	724	308
520	168512	166	1015	403
521	168679	433	1137	477
522	169112	166	855	402
523	169278	150	813	446
524	169428	117	844	405
525	169545	216	936	613
526	169761	217	795	884
527	169978	166	1032	940
528	170145	100	1099	848
529	170245	200	1038	937
530	170444	266	929	707
531	170711	100	885	706
532	170944	266	412	501
533	171210	250	708	494
534	171460	633	814	469
535	172093	167	1025	274
536	172260	266	1124	253
537	172526	133	779	219
538	172659	300	712	232
539	172959	416	1044	240
540	173376	533	1143	255
541	173909	683	1129	981
542	174591	1482	1153	255
543	176074	283	1112	241
544	176357	200	934	189
545	176557	283	815	141
546	176840	716	715	262
547	177556	117	853	828
548	177673	166	759	851
549	177839	200	741	794
550	178039	167	857	873
551	178206	100	917	941
552	178422	83	906	263
553	178505	283	916	208
554	178788	566	979	201
555	179355	250	996	236
556	179604	916	877	269
557	180520	366	1095	273
558	180887	366	937	219
559	181253	233	979	858
560	181487	316	1091	929
561	181803	150	1040	981
562	181953	133	1008	965
563	182086	183	807	596
564	182269	350	809	560
565	182619	183	1129	736
566	182802	117	1134	786
567	182919	383	1143	203
568	183302	183	1167	714
569	183485	117	1155	832
570	183602	133	1175	775
571	183735	200	1146	832
572	183935	350	944	324
573	184284	283	1123	227
574	184568	1016	1145	185
575	185584	400	1034	234
576	185983	400	938	302
577	186383	216	686	316
578	186599	350	428	370
579	186949	500	332	436
580	187449	233	759	510
581	187682	200	1134	715
582	187882	316	1149	810
583	188198	116	920	442
584	188315	117	906	486
585	188431	566	763	366
586	188998	200	729	331
587	189198	366	694	306
588	189564	183	1083	202
589	189747	366	1159	138
590	190114	150	1181	48
591	190264	583	1236	-24
592	190846	333	1054	203
593	191179	533	760	275
594	191712	250	1068	245
595	191962	366	1119	249
596	192329	300	1151	171
597	192629	483	874	369
598	193111	3464	1148	353
599	196576	200	1176	926
600	196776	250	1151	1008
601	197025	116	1008	989
602	197142	100	1091	877
603	197242	183	879	969
604	197425	266	966	325
605	197691	184	1150	299
606	197876	216	1115	319
607	198092	233	1084	851
608	198326	716	1128	986
609	199042	183	888	954
610	199225	200	593	893
611	199425	200	416	772
612	199625	266	445	143
613	199891	300	590	200
614	200191	216	768	376
615	200408	333	1010	346
616	200741	283	843	327
617	201024	250	558	530
618	201274	333	820	307
619	201607	333	817	882
620	201940	233	831	979
621	202173	250	401	761
622	202423	250	406	276
623	202673	200	346	249
624	202873	216	334	282
625	203089	150	531	303
626	203239	466	695	508
627	203705	150	623	502
628	203855	949	665	496
629	204805	183	760	518
630	204988	733	829	526
631	205721	566	830	471
632	206287	150	910	470
633	206437	333	1135	471
634	206770	316	976	457
635	207086	133	1074	431
636	207220	483	1149	440
637	207703	166	1148	802
638	207868	233	1152	858
639	208101	316	1033	495
640	208418	116	946	506
641	208534	266	968	449
642	208801	200	1005	447
643	209001	450	1130	509
644	209450	183	999	483
645	209634	766	832	618
646	210400	416	1087	522
647	210816	533	1139	558
648	211349	383	1104	371
649	211732	250	1162	447
650	211982	350	1156	515
651	212332	233	887	582
652	212565	250	818	615
653	212814	167	692	453
654	212981	200	506	296
655	213181	217	494	236
656	213397	233	966	306
657	213630	433	1022	304
658	214064	166	1074	305
659	214230	217	1112	313
660	214447	1699	1133	378
661	216145	283	1146	418
662	216428	250	870	481
663	216678	2566	833	506
664	219244	133	883	440
665	219377	266	847	466
666	219644	799	849	525
667	220443	100	835	486
668	220543	383	901	489
669	220926	167	1005	407
670	221093	383	1147	346
671	221476	716	1013	347
672	222192	167	957	420
673	222359	250	879	483
674	222609	100	866	518
675	222709	200	1008	408
676	222908	117	1132	383
677	223025	133	1141	340
678	223158	250	1128	298
679	223408	217	1061	874
680	223625	150	1119	870
681	223775	266	726	784
682	224041	400	652	394
683	224441	183	654	438
684	224624	116	663	492
685	224741	117	670	651
686	224857	100	680	604
687	224957	166	675	664
688	225124	183	663	467
689	225307	216	684	722
690	225523	283	665	494
691	225806	217	667	406
692	226023	166	722	370
693	226190	150	730	413
694	226339	300	825	419
695	226639	233	896	867
696	226872	167	933	883
697	227039	166	1098	917
698	227206	583	1143	952
699	227789	150	1145	385
700	227938	633	1146	306
701	228571	183	1045	304
702	228755	250	983	316
703	229004	316	1055	339
704	229321	133	885	288
705	229454	166	459	151
706	229621	283	260	96
707	229904	167	614	160
708	230070	250	1064	250
709	230320	283	1148	296
710	230603	466	1006	335
711	231070	266	855	447
712	231336	1182	853	513
713	232519	450	974	312
714	232968	416	933	372
715	233385	200	1061	398
716	233585	250	1148	502
717	233835	183	769	571
718	234018	233	614	470
719	234251	150	340	549
720	234401	233	235	610
721	234634	266	1072	866
722	234901	250	698	619
723	235150	200	450	520
724	235350	283	251	574
725	235633	216	883	509
726	235850	183	1079	426
727	236033	233	941	237
728	236266	217	1164	648
729	236483	116	1155	860
730	236599	100	1184	833
731	236699	316	1157	920
732	237016	433	1004	268
733	237449	233	848	438
734	237682	350	1126	540
735	238032	333	1072	354
736	238365	383	1011	243
737	238748	500	932	142
738	239248	783	1071	272
739	240030	583	1111	405
740	240613	200	1009	420
741	240813	316	573	353
742	241130	216	856	232
743	241346	933	991	245
744	242279	400	1062	349
745	242679	899	1037	309
746	243578	383	835	381
747	243961	150	945	346
748	244111	200	1032	175
749	244311	166	1120	124
750	244478	333	1164	138
751	244811	233	1166	722
752	245044	183	1159	784
753	245227	216	1080	168
754	245443	866	1155	131
755	246310	600	1119	158
756	246909	200	1031	181
757	247109	383	925	247
758	247492	167	1008	752
759	247659	183	1111	779
760	247842	281	739	382
761	248123	166	751	309
762	248290	416	1026	157
763	248706	683	1157	131
764	249389	400	1165	829
765	249789	200	1124	787
766	249988	217	1108	143
767	250205	1149	1148	128
768	251354	666	1103	127
769	252020	200	1072	687
770	252220	250	1153	804
771	252470	416	765	334
772	252886	166	866	392
773	253053	283	565	458
774	253336	183	562	539
775	253519	266	613	758
776	253786	133	743	787
777	253919	516	740	483
778	254435	200	994	304
779	254635	200	1122	317
780	254835	816	1151	381
781	255651	133	1107	387
782	255784	216	1023	348
783	256001	749	1150	882
784	256750	500	1154	374
785	257250	133	1099	379
786	257500	17	931	311
787	257783	233	1125	345
788	258016	517	1158	388
789	258533	383	1140	827
790	258916	283	1035	388
791	259199	233	1020	349
792	259432	533	1147	381
793	259965	100	1097	382
794	260065	516	1039	361
795	260582	400	1163	384
796	260982	250	1119	369
797	261231	133	1056	385
798	261365	533	1104	293
799	261898	500	916	233
800	262397	283	1063	225
801	262680	216	1129	345
802	262897	266	1158	383
803	263163	250	1008	335
804	263413	216	1145	879
805	263629	100	1126	929
806	263729	283	1161	932
807	264012	250	1188	874
808	264262	250	1655	811
809	264512	666	925	504
810	265178	150	1176	700
811	265328	200	1154	800
812	265528	666	1155	227
813	266194	283	1856	720
814	266477	400	1064	509
815	267010	133	1147	726
816	267143	333	1150	821
817	267477	183	680	394
818	267660	117	665	441
819	267776	100	769	451
820	267876	117	777	409
821	267993	1166	1162	252
822	269159	166	1137	194
823	269325	316	1007	194
824	269642	500	1116	314
825	270141	117	1377	483
826	270258	150	1797	614
827	270408	450	1200	385
828	270857	333	1160	346
829	271190	616	1133	313
830	271807	167	1202	840
831	271973	1099	1156	860
832	273072	267	1178	199
833	273339	533	1162	233
834	273872	183	1184	692
835	274056	533	1150	800
836	274589	383	1147	213
837	274972	266	1136	804
838	275238	183	830	461
839	275421	300	850	490
840	275721	333	713	511
841	276171	250	837	457
842	276421	250	1006	426
843	276670	200	1086	474
844	276870	233	1140	596
845	277103	383	973	628
846	277487	433	1138	630
847	277920	266	1091	441
848	278186	217	763	270
849	278403	116	746	313
850	278519	150	579	392
851	278669	100	828	365
852	278769	100	846	306
853	278869	383	1060	326
854	279252	150	922	351
855	279402	233	1042	817
856	279635	383	1163	894
857	280018	133	1167	853
858	280151	133	1168	578
859	280285	333	1154	642
860	280618	250	1137	857
861	280868	366	1142	898
862	281234	100	1140	837
863	281784	150	652	152
864	281934	250	661	194
865	282183	183	833	324
866	282367	250	799	768
867	282616	233	891	884
868	282850	183	900	553
869	283033	100	935	548
870	283133	133	939	604
871	283266	217	912	798
872	283483	250	996	784
873	283732	383	945	878
874	284115	266	1115	903
875	284382	383	1148	889
876	284765	366	1119	557
877	285131	200	1015	588
878	285331	100	945	575
879	285431	133	944	617
880	285564	216	1084	569
881	285781	150	1047	440
882	285931	333	1002	443
883	286264	466	1093	512
884	286730	366	824	509
885	287213	416	834	471
886	287630	916	894	536
887	288546	167	1060	541
888	288712	483	1135	578
889	289195	283	748	350
890	289478	233	808	322
891	289712	233	1135	546
892	289945	266	1168	596
893	290211	150	1151	633
894	290361	316	1125	672
895	290678	316	1138	860
896	290994	283	1150	906
897	291277	300	1145	627
898	291577	183	1071	673
899	291760	216	1149	875
900	291977	183	1116	929
901	292160	283	1072	932
902	292443	100	1107	890
903	292543	117	1119	931
904	292660	200	1099	898
905	292859	216	1136	557
906	293076	216	1150	648
907	293292	200	1155	582
908	293492	250	1050	603
909	293742	183	960	519
910	293925	250	688	330
911	294175	167	524	317
912	294342	316	503	204
913	294658	150	929	420
914	294808	183	934	473
915	294991	233	1064	493
916	295224	216	1124	508
917	295441	783	1148	600
918	296224	133	1139	650
919	296357	150	1158	596
920	296507	100	1097	584
921	296607	333	1087	630
922	296940	500	1020	579
923	297440	233	1030	512
924	297673	466	1109	553
925	298139	483	1033	524
926	298622	216	771	495
927	298839	266	860	492
928	299105	133	1078	385
929	299238	200	1146	375
930	299438	216	1126	289
931	299655	117	664	325
932	299771	183	662	388
933	299955	183	1078	313
934	300138	500	1150	334
935	300638	316	1160	396
936	300954	183	1161	765
937	301137	566	1137	924
938	301703	200	1156	879
939	301903	200	1056	355
940	302103	233	1123	346
941	302336	183	744	529
942	302520	133	893	714
943	302653	150	716	695
944	302803	333	661	336
945	303136	199	695	231
946	303335	283	972	212
947	303618	216	1104	269
948	303835	833	1163	343
949	304667	400	1160	405
950	305067	433	1144	328
951	305500	1133	1156	407
952	306633	167	1130	857
953	306799	283	1181	866
954	307082	150	1146	871
955	307232	200	1100	317
956	307432	200	1059	278
957	307632	266	934	278
958	307898	266	623	400
959	308165	367	478	518
960	308531	266	459	319
961	308798	400	833	210
962	309197	167	774	484
963	309364	100	885	486
964	309464	2349	847	526
965	311812	100	728	481
966	311912	216	706	370
967	312129	250	706	457
968	312495	116	675	452
969	312612	550	692	490
970	313162	183	875	522
971	313345	150	788	543
972	313495	416	713	498
973	313911	100	593	488
974	314011	500	851	508
975	314511	266	997	450
976	314777	233	1071	444
977	315010	183	1163	320
978	315193	433	1160	279
979	315626	250	1195	843
980	315876	266	1160	910
981	316143	150	1128	860
982	316293	133	1190	855
983	316426	200	1113	275
984	316626	167	722	122
985	316792	183	637	125
986	316976	216	627	196
987	317192	250	888	232
988	317442	550	1160	278
989	317992	200	1123	881
990	318191	166	697	220
991	318358	233	618	171
992	318591	383	625	127
993	318974	500	616	305
994	319474	433	1144	291
995	319907	183	1175	849
996	320090	100	1214	820
997	320190	316	1158	884
998	320506	133	1068	348
999	320640	117	1066	296
1000	320756	200	1142	275
1001	320956	266	817	174
1002	321223	200	1113	257
1003	321422	117	1159	820
1004	321539	466	1178	872
1005	322005	266	1126	886
1006	322272	116	1165	910
1007	322388	266	1139	878
1008	322655	167	1131	362
1009	322822	783	1151	295
1010	323604	450	1182	747
1011	324054	217	1060	287
1012	324270	200	828	177
1013	324470	166	656	147
1014	324637	300	625	102
1015	324936	100	778	251
1016	325153	116	816	466
1017	325270	200	828	531
1018	325469	100	828	496
1019	325569	150	821	543
1020	325719	183	644	476
1021	325902	133	638	417
1022	326036	699	845	518
1023	326735	100	868	572
1024	326835	216	935	382
1025	327052	200	922	468
1026	327252	183	1090	487
1027	327435	233	1148	511
1028	327668	117	1143	555
1029	327784	100	1186	508
1030	327884	916	1158	540
1031	328800	133	1139	618
1032	328934	250	1144	547
1033	329184	250	942	340
1034	329433	150	1082	760
1035	329583	166	1150	847
1036	329750	366	1167	896
1037	330116	166	1150	625
1038	330283	183	1156	570
1039	330583	83	1151	450
1040	330666	200	1127	482
1041	330866	300	991	441
1042	331165	233	1009	728
1043	331399	100	1064	848
1044	331498	133	1072	738
1045	331632	233	1064	588
1046	331865	150	891	373
1047	332015	117	739	237
1048	332131	117	747	180
1049	332248	516	818	198
1050	332764	283	731	176
1051	333047	183	816	181
1052	333231	200	911	270
1053	333430	350	1024	311
1054	333780	166	1015	355
1055	333947	100	994	289
1056	334180	83	940	319
1057	334263	150	964	415
1058	334613	150	999	342
1059	334763	366	1150	465
1060	335129	533	1158	548
1061	335662	100	1181	511
1062	335762	233	1084	655
1063	335995	266	1090	609
1064	336262	550	1083	568
1065	336811	250	1076	636
1066	337061	100	1058	672
1067	337161	566	1092	599
1068	337728	300	1149	564
1069	338027	283	766	514
1070	338310	283	697	481
1071	338593	500	801	513
1072	339093	516	845	515
1073	339610	166	1110	554
1074	339776	216	1146	521
1075	339993	183	1163	460
1076	340176	183	1154	521
1077	340359	133	1156	599
1078	340492	133	1143	897
1079	340625	100	1139	947
1080	340725	117	1201	884
1081	340842	250	1082	914
1082	341092	100	1049	572
1083	341192	117	1056	518
1084	341308	233	944	379
1085	341541	200	894	426
1086	341741	316	880	263
1087	342058	117	870	311
1088	342174	216	992	352
1089	342391	250	1126	488
1090	342641	133	1172	460
1091	342774	100	1172	417
1092	342874	150	1132	573
1093	343024	150	1048	863
1094	343174	216	965	892
1095	343840	83	915	552
1096	343923	216	1102	546
1097	344140	300	1143	558
1098	344439	133	1139	872
1099	344573	216	1074	936
1100	344789	183	1132	939
1101	344972	333	1189	960
1102	345305	133	1164	474
1103	345439	366	1191	437
1104	345805	100	1163	499
1105	345905	250	1076	425
1106	346155	533	1022	296
1107	346688	116	972	333
1108	346804	150	945	365
1109	346954	216	907	373
1110	347171	183	906	306
1111	347354	333	1054	352
1112	347687	350	1012	411
1113	348037	316	1038	377
1114	348353	416	1079	344
1115	348770	483	1041	305
1116	349253	516	1173	430
1117	349769	100	1178	478
1118	349869	100	1179	442
1119	350102	100	878	394
1120	350202	483	874	489
1121	350685	333	1057	459
1122	351018	150	1027	394
1123	351168	683	1134	163
1124	351851	200	1183	781
1125	352051	150	1143	825
1126	352201	483	833	230
1127	352684	100	836	292
1128	352784	216	1011	224
1129	353000	183	1078	123
1130	353183	400	719	74
1131	353583	283	923	66
1132	353866	217	1027	161
1133	354083	283	1076	202
1134	354366	300	1049	253
1135	354666	250	1084	182
1136	354915	400	1148	169
1137	355315	300	1087	202
1138	355615	200	1106	153
1139	355815	433	1087	194
1140	356248	250	1002	240
1141	356498	183	959	366
1142	356681	250	938	425
1143	356931	117	906	440
1144	357047	250	974	309
1145	357297	183	1025	259
1146	357480	466	1079	169
1147	357947	616	1117	144
1148	358563	450	1155	129
1149	359013	383	1097	140
1150	359396	383	1186	157
1151	359779	316	1188	838
1152	360095	300	1168	904
1153	360395	100	1160	979
1154	360495	183	1147	311
1155	360678	483	1144	219
1156	361161	133	879	339
1157	361294	266	876	397
1158	361561	700	-411	498
1159	362377	83	850	446
1160	362460	100	880	500
1161	362977	133	836	455
1162	363110	133	864	422
1163	363243	333	1110	372
1164	363576	167	1059	230
1165	363743	183	426	153
1166	363926	366	328	129
1167	364292	183	887	139
1168	364476	200	1072	266
1169	364675	133	1054	352
1170	364809	150	874	473
1171	364958	167	839	515
1172	365125	216	560	461
1173	365342	183	679	391
1174	365525	383	907	432
