System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 03				
Recording date:	 2021/9/14				
Recording time:	 14:45:35				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/14				
Export time:	 16:53:21				
Participant:	 Ding				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	2912.jpg
9990	ImageEnd	16	0	0	2912.jpg
10220	InstructionStart	2048	0	0	Instruction Element
10480	KeyPress	4	32	0	Space
10481	InstructionEnd	4096	0	0	Instruction Element
10527	ImageStart	8	0	0	2748.jpg
20505	ImageEnd	16	0	0	2748.jpg
20525	InstructionStart	2048	0	0	Instruction Element
20904	KeyPress	4	32	0	Space
20906	InstructionEnd	4096	0	0	Instruction Element
20942	ImageStart	8	0	0	2990.jpg
30919	ImageEnd	16	0	0	2990.jpg
30942	InstructionStart	2048	0	0	Instruction Element
31315	KeyPress	4	32	0	Space
31323	InstructionEnd	4096	0	0	Instruction Element
31356	ImageStart	8	0	0	3013.jpg
41347	ImageEnd	16	0	0	3013.jpg
41371	InstructionStart	2048	0	0	Instruction Element
41751	KeyPress	4	32	0	Space
41753	InstructionEnd	4096	0	0	Instruction Element
41788	ImageStart	8	0	0	2257.jpg
51766	ImageEnd	16	0	0	2257.jpg
51789	InstructionStart	2048	0	0	Instruction Element
52302	KeyPress	4	32	0	Space
52313	InstructionEnd	4096	0	0	Instruction Element
52346	ImageStart	8	0	0	2972.jpg
62322	ImageEnd	16	0	0	2972.jpg
62482	InstructionStart	2048	0	0	Instruction Element
62801	KeyPress	4	32	0	Space
62807	InstructionEnd	4096	0	0	Instruction Element
62844	ImageStart	8	0	0	2153.jpg
72830	ImageEnd	16	0	0	2153.jpg
72847	InstructionStart	2048	0	0	Instruction Element
76711	KeyPress	4	32	0	Space
76713	InstructionEnd	4096	0	0	Instruction Element
76746	ImageStart	8	0	0	2724.jpg
86732	ImageEnd	16	0	0	2724.jpg
86766	InstructionStart	2048	0	0	Instruction Element
86887	KeyPress	4	32	0	Space
86890	InstructionEnd	4096	0	0	Instruction Element
86917	ImageStart	8	0	0	2281.jpg
96900	ImageEnd	16	0	0	2281.jpg
97098	InstructionStart	2048	0	0	Instruction Element
97578	KeyPress	4	32	0	Space
97580	InstructionEnd	4096	0	0	Instruction Element
97616	ImageStart	8	0	0	2939.jpg
107600	ImageEnd	16	0	0	2939.jpg
107737	InstructionStart	2048	0	0	Instruction Element
107969	KeyPress	4	32	0	Space
107972	InstructionEnd	4096	0	0	Instruction Element
108005	ImageStart	8	0	0	2114.jpg
117987	ImageEnd	16	0	0	2114.jpg
118011	InstructionStart	2048	0	0	Instruction Element
122063	KeyPress	4	32	0	Space
122064	InstructionEnd	4096	0	0	Instruction Element
122098	ImageStart	8	0	0	2840.jpg
132076	ImageEnd	16	0	0	2840.jpg
132096	InstructionStart	2048	0	0	Instruction Element
134202	KeyPress	4	32	0	Space
134213	InstructionEnd	4096	0	0	Instruction Element
134248	ImageStart	8	0	0	2686.jpg
144236	ImageEnd	16	0	0	2686.jpg
144334	InstructionStart	2048	0	0	Instruction Element
147051	KeyPress	4	32	0	Space
147070	InstructionEnd	4096	0	0	Instruction Element
147103	ImageStart	8	0	0	2140.jpg
157093	ImageEnd	16	0	0	2140.jpg
157255	InstructionStart	2048	0	0	Instruction Element
157839	KeyPress	4	32	0	Space
157840	InstructionEnd	4096	0	0	Instruction Element
157869	ImageStart	8	0	0	2684.jpg
167854	ImageEnd	16	0	0	2684.jpg
167871	InstructionStart	2048	0	0	Instruction Element
168316	KeyPress	4	32	0	Space
168323	InstructionEnd	4096	0	0	Instruction Element
168356	ImageStart	8	0	0	2863.jpg
178347	ImageEnd	16	0	0	2863.jpg
178364	InstructionStart	2048	0	0	Instruction Element
178417	KeyPress	4	32	0	Space
178418	InstructionEnd	4096	0	0	Instruction Element
178445	ImageStart	8	0	0	3028.jpg
188426	ImageEnd	16	0	0	3028.jpg
188446	InstructionStart	2048	0	0	Instruction Element
189204	KeyPress	4	32	0	Space
189219	InstructionEnd	4096	0	0	Instruction Element
189251	ImageStart	8	0	0	2889.jpg
199231	ImageEnd	16	0	0	2889.jpg
199256	InstructionStart	2048	0	0	Instruction Element
202386	KeyPress	4	32	0	Space
202388	InstructionEnd	4096	0	0	Instruction Element
202430	ImageStart	8	0	0	5488.jpg
212405	ImageEnd	16	0	0	5488.jpg
212597	InstructionStart	2048	0	0	Instruction Element
212776	KeyPress	4	32	0	Space
212791	InstructionEnd	4096	0	0	Instruction Element
212828	ImageStart	8	0	0	2711.jpg
222806	ImageEnd	16	0	0	2711.jpg
222829	InstructionStart	2048	0	0	Instruction Element
225731	KeyPress	4	32	0	Space
225745	InstructionEnd	4096	0	0	Instruction Element
225778	ImageStart	8	0	0	3279.jpg
235761	ImageEnd	16	0	0	3279.jpg
235784	InstructionStart	2048	0	0	Instruction Element
238365	KeyPress	4	32	0	Space
238376	InstructionEnd	4096	0	0	Instruction Element
238412	ImageStart	8	0	0	6531.jpg
248386	ImageEnd	16	0	0	6531.jpg
248536	InstructionStart	2048	0	0	Instruction Element
249710	KeyPress	4	32	0	Space
249713	InstructionEnd	4096	0	0	Instruction Element
249741	ImageStart	8	0	0	5446.jpg
259727	ImageEnd	16	0	0	5446.jpg
259857	InstructionStart	2048	0	0	Instruction Element
260616	KeyPress	4	32	0	Space
260628	InstructionEnd	4096	0	0	Instruction Element
260656	ImageStart	8	0	0	6254.jpg
270642	ImageEnd	16	0	0	6254.jpg
270661	InstructionStart	2048	0	0	Instruction Element
272756	KeyPress	4	32	0	Space
272761	InstructionEnd	4096	0	0	Instruction Element
272794	ImageStart	8	0	0	3517.jpg
282775	ImageEnd	16	0	0	3517.jpg
282798	InstructionStart	2048	0	0	Instruction Element
282920	KeyPress	4	32	0	Space
282931	InstructionEnd	4096	0	0	Instruction Element
282964	ImageStart	8	0	0	5463.jpg
292962	ImageEnd	16	0	0	5463.jpg
292985	InstructionStart	2048	0	0	Instruction Element
293495	KeyPress	4	32	0	Space
293497	InstructionEnd	4096	0	0	Instruction Element
293531	ImageStart	8	0	0	6198.jpg
303521	ImageEnd	16	0	0	6198.jpg
303543	InstructionStart	2048	0	0	Instruction Element
304550	KeyPress	4	32	0	Space
304563	InstructionEnd	4096	0	0	Instruction Element
304597	ImageStart	8	0	0	6305.jpg
314581	ImageEnd	16	0	0	6305.jpg
314750	InstructionStart	2048	0	0	Instruction Element
315897	KeyPress	4	32	0	Space
315899	InstructionEnd	4096	0	0	Instruction Element
315928	ImageStart	8	0	0	6450.jpg
325906	ImageEnd	16	0	0	6450.jpg
326016	InstructionStart	2048	0	0	Instruction Element
326513	KeyPress	4	32	0	Space
326528	InstructionEnd	4096	0	0	Instruction Element
326561	ImageStart	8	0	0	1895.jpg
336555	ImageEnd	16	0	0	1895.jpg
336718	InstructionStart	2048	0	0	Instruction Element
337128	KeyPress	4	32	0	Space
337129	InstructionEnd	4096	0	0	Instruction Element
337164	ImageStart	8	0	0	6315.jpg
347147	ImageEnd	16	0	0	6315.jpg
347339	InstructionStart	2048	0	0	Instruction Element
348828	KeyPress	4	32	0	Space
348829	InstructionEnd	4096	0	0	Instruction Element
348857	ImageStart	8	0	0	1689.jpg
358843	ImageEnd	16	0	0	1689.jpg
358862	InstructionStart	2048	0	0	Instruction Element
360473	KeyPress	4	32	0	Space
360478	InstructionEnd	4096	0	0	Instruction Element
360526	ImageStart	8	0	0	5990.jpg
370508	ImageEnd	16	0	0	5990.jpg
370689	InstructionStart	2048	0	0	Instruction Element
371262	KeyPress	4	32	0	Space
371263	InstructionEnd	4096	0	0	Instruction Element
371297	ImageStart	8	0	0	6016.jpg
381280	ImageEnd	16	0	0	6016.jpg
381435	InstructionStart	2048	0	0	Instruction Element
