Data properties:				
Recording date: 2021/9/14				
Recording time: 14:45:35:000 (corresponds to time 0)				
Study: Test3				
Subject: Ding				
Recording: Rec 03				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
0	188	150	523	502
1	338	166	723	326
2	504	200	1105	492
3	704	266	1144	561
4	970	333	1086	839
5	1303	183	762	345
6	1487	183	348	157
7	1670	350	197	64
8	2020	183	1063	474
9	2203	183	1145	629
10	2386	200	1048	875
11	2586	116	1012	766
12	2702	400	1005	487
13	3102	366	1082	872
14	3468	216	1122	567
15	3685	366	1078	578
16	4051	450	1130	902
17	4501	350	749	917
18	4851	250	520	895
19	5100	150	653	303
20	5250	268	1116	536
21	5651	83	1073	491
22	5735	133	1056	454
23	5868	283	896	354
24	6151	250	658	237
25	6401	450	1021	502
26	6851	233	1034	877
27	7084	450	761	277
28	7534	217	509	205
29	7750	483	249	101
30	8233	200	2051	1081
31	8433	133	893	788
32	8716	150	748	453
33	8866	333	562	191
34	9199	566	790	219
35	9766	333	675	259
36	10099	267	983	222
37	10365	116	775	285
38	10481	217	675	427
39	10697	216	581	215
40	10914	233	989	433
41	11147	266	987	899
42	11413	217	1071	773
43	11630	266	1102	435
44	11897	233	1088	496
45	12130	233	1077	838
46	12363	167	533	889
47	12529	250	532	181
48	12779	150	699	163
49	12929	216	1008	566
50	13145	216	973	599
51	13362	200	912	896
52	13562	300	872	288
53	13862	216	898	370
54	14228	183	949	485
55	14411	250	933	870
56	14661	233	1126	531
57	14894	217	1101	434
58	15111	333	1081	882
59	15444	133	1096	824
60	15577	433	1106	483
61	16010	266	1165	912
62	16276	150	1120	841
63	16426	233	1160	432
64	16660	233	569	198
65	16893	350	479	311
66	17242	366	496	403
67	17609	216	594	880
68	17825	200	352	952
69	18025	200	593	1203
70	18225	216	377	928
