System Properties:
Operating System:	 Microsoft Windows NT 6.2.9200.0
System User Name:	 gaozh
Machine Name:	 DESKTOP-D1BOOAD

Data properties:

Recording name:	 HZT
Recording date:	 2019/11/13
Recording time:	 9:50:55
Recording resolution:	 1280 x 1024

Export date:	 2019/11/13
Export time:	 10:01:16

Participant:	 HZT
Timestamp	Event	EventKey	Data1	Data2	Descriptor	
164903	ImageStart	8	0	0	2797_1.jpg	
174860	ImageEnd	16	0	0	2797_1.jpg	
175134	InstructionStart	2048	0	0	Instruction Element	
176336	KeyPress	4	32	0	Space	
176346	InstructionEnd	4096	0	0	Instruction Element	
176426	ImageStart	8	0	0	3083_2.jpg	
186374	ImageEnd	16	0	0	3083_2.jpg	
186597	InstructionStart	2048	0	0	Instruction Element	
188115	KeyPress	4	32	0	Space	
188120	InstructionEnd	4096	0	0	Instruction Element	
188213	ImageStart	8	0	0	2112_1.jpg	
198165	ImageEnd	16	0	0	2112_1.jpg	
198356	InstructionStart	2048	0	0	Instruction Element	
199741	KeyPress	4	32	0	Space	
199753	InstructionEnd	4096	0	0	Instruction Element	
199852	ImageStart	8	0	0	1653_2.jpg	
209788	ImageEnd	16	0	0	1653_2.jpg	
210001	InstructionStart	2048	0	0	Instruction Element	
211326	KeyPress	4	32	0	Space	
211335	InstructionEnd	4096	0	0	Instruction Element	
211419	ImageStart	8	0	0	3146_1.jpg	
221376	ImageEnd	16	0	0	3146_1.jpg	
221671	InstructionStart	2048	0	0	Instruction Element	
222994	KeyPress	4	32	0	Space	
223004	InstructionEnd	4096	0	0	Instruction Element	
223078	ImageStart	8	0	0	3423_2.jpg	
233033	ImageEnd	16	0	0	3423_2.jpg	
233221	InstructionStart	2048	0	0	Instruction Element	
234838	KeyPress	4	32	0	Space	
234849	InstructionEnd	4096	0	0	Instruction Element	
234926	ImageStart	8	0	0	3359_3.jpg	
244891	ImageEnd	16	0	0	3359_3.jpg	
245276	InstructionStart	2048	0	0	Instruction Element	
246770	KeyPress	4	32	0	Space	
246787	InstructionEnd	4096	0	0	Instruction Element	
246865	ImageStart	8	0	0	3058_2.jpg	
256828	ImageEnd	16	0	0	3058_2.jpg	
256976	InstructionStart	2048	0	0	Instruction Element	
258488	KeyPress	4	32	0	Space	
258499	InstructionEnd	4096	0	0	Instruction Element	
258586	ImageStart	8	0	0	3210_1.jpg	
268540	ImageEnd	16	0	0	3210_1.jpg	
268681	InstructionStart	2048	0	0	Instruction Element	
270447	KeyPress	4	32	0	Space	
270453	InstructionEnd	4096	0	0	Instruction Element	
270546	ImageStart	8	0	0	3434_3.jpg	
280490	ImageEnd	16	0	0	3434_3.jpg	
280714	InstructionStart	2048	0	0	Instruction Element	
282052	KeyPress	4	32	0	Space	
282068	InstructionEnd	4096	0	0	Instruction Element	
282127	ImageStart	8	0	0	5967_2.jpg	
292091	ImageEnd	16	0	0	5967_2.jpg	
292278	InstructionStart	2048	0	0	Instruction Element	
294868	KeyPress	4	32	0	Space	
294880	InstructionEnd	4096	0	0	Instruction Element	
294954	ImageStart	8	0	0	6141_1.jpg	
304914	ImageEnd	16	0	0	6141_1.jpg	
305091	InstructionStart	2048	0	0	Instruction Element	
306482	KeyPress	4	32	0	Space	
306504	InstructionEnd	4096	0	0	Instruction Element	
306594	ImageStart	8	0	0	3403_2.jpg	
316552	ImageEnd	16	0	0	3403_2.jpg	
316779	InstructionStart	2048	0	0	Instruction Element	
318225	KeyPress	4	32	0	Space	
318239	InstructionEnd	4096	0	0	Instruction Element	
318305	ImageStart	8	0	0	1832_1.jpg	
328267	ImageEnd	16	0	0	1832_1.jpg	
328470	InstructionStart	2048	0	0	Instruction Element	
330319	KeyPress	4	32	0	Space	
330336	InstructionEnd	4096	0	0	Instruction Element	
330425	ImageStart	8	0	0	2372_3.jpg	
340378	ImageEnd	16	0	0	2372_3.jpg	
340592	InstructionStart	2048	0	0	Instruction Element	
342204	KeyPress	4	32	0	Space	
342209	InstructionEnd	4096	0	0	Instruction Element	
342270	ImageStart	8	0	0	3327_2.jpg	
352244	ImageEnd	16	0	0	3327_2.jpg	
352452	InstructionStart	2048	0	0	Instruction Element	
353910	KeyPress	4	32	0	Space	
353923	InstructionEnd	4096	0	0	Instruction Element	
354011	ImageStart	8	0	0	2039_2.jpg	
363958	ImageEnd	16	0	0	2039_2.jpg	
364231	InstructionStart	2048	0	0	Instruction Element	
365982	KeyPress	4	32	0	Space	
365993	InstructionEnd	4096	0	0	Instruction Element	
366082	ImageStart	8	0	0	1946_3.jpg	
376032	ImageEnd	16	0	0	1946_3.jpg	
376298	InstructionStart	2048	0	0	Instruction Element	
377945	KeyPress	4	32	0	Space	
377958	InstructionEnd	4096	0	0	Instruction Element	
378029	ImageStart	8	0	0	2403_2.jpg	
387988	ImageEnd	16	0	0	2403_2.jpg	
388170	InstructionStart	2048	0	0	Instruction Element	
389038	KeyPress	4	32	0	Space	
389051	InstructionEnd	4096	0	0	Instruction Element	
389134	ImageStart	8	0	0	1590_2.jpg	
399078	ImageEnd	16	0	0	1590_2.jpg	
399102	InstructionStart	2048	0	0	Instruction Element	
400493	KeyPress	4	32	0	Space	
400505	InstructionEnd	4096	0	0	Instruction Element	
400586	ImageStart	8	0	0	1924_1.jpg	
410549	ImageEnd	16	0	0	1924_1.jpg	
410734	InstructionStart	2048	0	0	Instruction Element	
412462	KeyPress	4	32	0	Space	
412475	InstructionEnd	4096	0	0	Instruction Element	
412566	ImageStart	8	0	0	2379_2.jpg	
422515	ImageEnd	16	0	0	2379_2.jpg	
422668	InstructionStart	2048	0	0	Instruction Element	
424548	KeyPress	4	32	0	Space	
424553	InstructionEnd	4096	0	0	Instruction Element	
424642	ImageStart	8	0	0	3036_3.jpg	
434602	ImageEnd	16	0	0	3036_3.jpg	
434798	InstructionStart	2048	0	0	Instruction Element	
437137	KeyPress	4	32	0	Space	
437149	InstructionEnd	4096	0	0	Instruction Element	
437238	ImageStart	8	0	0	2776_2.jpg	
447190	ImageEnd	16	0	0	2776_2.jpg	
447396	InstructionStart	2048	0	0	Instruction Element	
450365	KeyPress	4	32	0	Space	
450375	InstructionEnd	4096	0	0	Instruction Element	
450462	ImageStart	8	0	0	2964_1.jpg	
460410	ImageEnd	16	0	0	2964_1.jpg	
460613	InstructionStart	2048	0	0	Instruction Element	
462875	KeyPress	4	32	0	Space	
462898	InstructionEnd	4096	0	0	Instruction Element	
462998	ImageStart	8	0	0	2324_1.jpg	
472940	ImageEnd	16	0	0	2324_1.jpg	
473172	InstructionStart	2048	0	0	Instruction Element	
474988	KeyPress	4	32	0	Space	
474994	InstructionEnd	4096	0	0	Instruction Element	
475078	ImageStart	8	0	0	3579_1.jpg	
485032	ImageEnd	16	0	0	3579_1.jpg	
485248	InstructionStart	2048	0	0	Instruction Element	
486604	KeyPress	4	32	0	Space	
486610	InstructionEnd	4096	0	0	Instruction Element	
486698	ImageStart	8	0	0	5945_1.jpg	
496646	ImageEnd	16	0	0	5945_1.jpg	
496804	InstructionStart	2048	0	0	Instruction Element	
498136	KeyPress	4	32	0	Space	
498148	InstructionEnd	4096	0	0	Instruction Element	
498226	ImageStart	8	0	0	2031_1.jpg	
508188	ImageEnd	16	0	0	2031_1.jpg	
508380	InstructionStart	2048	0	0	Instruction Element	
509643	KeyPress	4	32	0	Space	
509661	InstructionEnd	4096	0	0	Instruction Element	
509726	ImageStart	8	0	0	3447_1.jpg	
519688	ImageEnd	16	0	0	3447_1.jpg	
519916	InstructionStart	2048	0	0	Instruction Element	
521978	KeyPress	4	32	0	Space	
521991	InstructionEnd	4096	0	0	Instruction Element	
522078	ImageStart	8	0	0	2175_2.jpg	
532039	ImageEnd	16	0	0	2175_2.jpg	
532172	InstructionStart	2048	0	0	Instruction Element	
533536	KeyPress	4	32	0	Space	
533541	InstructionEnd	4096	0	0	Instruction Element	
533626	ImageStart	8	0	0	3168_1.jpg	
543578	ImageEnd	16	0	0	3168_1.jpg	
543808	InstructionStart	2048	0	0	Instruction Element	
545450	KeyPress	4	32	0	Space	
545459	InstructionEnd	4096	0	0	Instruction Element	
545517	ImageStart	8	0	0	2302_1.jpg	
555492	ImageEnd	16	0	0	2302_1.jpg	
555715	InstructionStart	2048	0	0	Instruction Element	
557047	KeyPress	4	32	0	Space	
557067	InstructionEnd	4096	0	0	Instruction Element	
557126	ImageStart	8	0	0	3376_2.jpg	
567098	ImageEnd	16	0	0	3376_2.jpg	
567289	InstructionStart	2048	0	0	Instruction Element	
569496	KeyPress	4	32	0	Space	
569505	InstructionEnd	4096	0	0	Instruction Element	
569577	ImageStart	8	0	0	3556_1.jpg	
579534	ImageEnd	16	0	0	3556_1.jpg	
579724	InstructionStart	2048	0	0	Instruction Element	
581828	KeyPress	4	32	0	Space	
581848	InstructionEnd	4096	0	0	Instruction Element	
581935	ImageStart	8	0	0	2236_1.jpg	
591876	ImageEnd	16	0	0	2236_1.jpg	
592083	InstructionStart	2048	0	0	Instruction Element	
594105	KeyPress	4	32	0	Space	
594111	InstructionEnd	4096	0	0	Instruction Element	
