System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 02				
Recording date:	 2021/9/7				
Recording time:	 17:00:50				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/7				
Export time:	 17:44:16				
Participant:	 Zhou				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
3057	ImageStart	8	0	0	6282.jpg
13036	ImageEnd	16	0	0	6282.jpg
13055	InstructionStart	2048	0	0	Instruction Element
20675	KeyPress	4	32	0	Space
20676	InstructionEnd	4096	0	0	Instruction Element
20717	ImageStart	8	0	0	5428.jpg
30701	ImageEnd	16	0	0	5428.jpg
30721	InstructionStart	2048	0	0	Instruction Element
36335	KeyPress	4	32	0	Space
36343	InstructionEnd	4096	0	0	Instruction Element
36387	ImageStart	8	0	0	1699.jpg
46371	ImageEnd	16	0	0	1699.jpg
46389	InstructionStart	2048	0	0	Instruction Element
46511	KeyPress	4	32	0	Space
46513	InstructionEnd	4096	0	0	Instruction Element
46567	ImageStart	8	0	0	5273.jpg
56544	ImageEnd	16	0	0	5273.jpg
56563	InstructionStart	2048	0	0	Instruction Element
61837	KeyPress	4	32	0	Space
61838	InstructionEnd	4096	0	0	Instruction Element
61882	ImageStart	8	0	0	3251.jpg
71860	ImageEnd	16	0	0	3251.jpg
71878	InstructionStart	2048	0	0	Instruction Element
74675	KeyPress	4	32	0	Space
74687	InstructionEnd	4096	0	0	Instruction Element
74735	ImageStart	8	0	0	1718.jpg
84721	ImageEnd	16	0	0	1718.jpg
84741	InstructionStart	2048	0	0	Instruction Element
89262	KeyPress	4	32	0	Space
89263	InstructionEnd	4096	0	0	Instruction Element
89301	ImageStart	8	0	0	5274.jpg
99282	ImageEnd	16	0	0	5274.jpg
99302	InstructionStart	2048	0	0	Instruction Element
100597	KeyPress	4	32	0	Space
100605	InstructionEnd	4096	0	0	Instruction Element
100653	ImageStart	8	0	0	6065.jpg
110648	ImageEnd	16	0	0	6065.jpg
110664	InstructionStart	2048	0	0	Instruction Element
112038	KeyPress	4	32	0	Space
112045	InstructionEnd	4096	0	0	Instruction Element
112087	ImageStart	8	0	0	2091.jpg
122064	ImageEnd	16	0	0	2091.jpg
122084	InstructionStart	2048	0	0	Instruction Element
126434	KeyPress	4	32	0	Space
126448	InstructionEnd	4096	0	0	Instruction Element
126493	ImageStart	8	0	0	6272.jpg
136464	ImageEnd	16	0	0	6272.jpg
136481	InstructionStart	2048	0	0	Instruction Element
137294	KeyPress	4	32	0	Space
137296	InstructionEnd	4096	0	0	Instruction Element
137370	ImageStart	8	0	0	3299.jpg
147339	ImageEnd	16	0	0	3299.jpg
147367	InstructionStart	2048	0	0	Instruction Element
148641	KeyPress	4	32	0	Space
148642	InstructionEnd	4096	0	0	Instruction Element
148682	ImageStart	8	0	0	2345.jpg
158652	ImageEnd	16	0	0	2345.jpg
158665	InstructionStart	2048	0	0	Instruction Element
159300	KeyPress	4	32	0	Space
159307	InstructionEnd	4096	0	0	Instruction Element
159355	ImageStart	8	0	0	1771.jpg
169351	ImageEnd	16	0	0	1771.jpg
169373	InstructionStart	2048	0	0	Instruction Element
178878	KeyPress	4	32	0	Space
178885	InstructionEnd	4096	0	0	Instruction Element
178932	ImageStart	8	0	0	2624.jpg
188915	ImageEnd	16	0	0	2624.jpg
188936	InstructionStart	2048	0	0	Instruction Element
189858	KeyPress	4	32	0	Space
189859	InstructionEnd	4096	0	0	Instruction Element
189918	ImageStart	8	0	0	6112.jpg
199888	ImageEnd	16	0	0	6112.jpg
199903	InstructionStart	2048	0	0	Instruction Element
200657	KeyPress	4	32	0	Space
200658	InstructionEnd	4096	0	0	Instruction Element
200698	ImageStart	8	0	0	5535.jpg
210694	ImageEnd	16	0	0	5535.jpg
210714	InstructionStart	2048	0	0	Instruction Element
213709	KeyPress	4	32	0	Space
213714	InstructionEnd	4096	0	0	Instruction Element
213777	ImageStart	8	0	0	3537.jpg
223745	ImageEnd	16	0	0	3537.jpg
223766	InstructionStart	2048	0	0	Instruction Element
224368	KeyPress	4	32	0	Space
224386	InstructionEnd	4096	0	0	Instruction Element
224454	ImageStart	8	0	0	6147.jpg
234430	ImageEnd	16	0	0	6147.jpg
234444	InstructionStart	2048	0	0	Instruction Element
234953	KeyPress	4	32	0	Space
234955	InstructionEnd	4096	0	0	Instruction Element
235004	ImageStart	8	0	0	5586.jpg
244984	ImageEnd	16	0	0	5586.jpg
245159	InstructionStart	2048	0	0	Instruction Element
246093	KeyPress	4	32	0	Space
246095	InstructionEnd	4096	0	0	Instruction Element
246155	ImageStart	8	0	0	6173.jpg
256128	ImageEnd	16	0	0	6173.jpg
256149	InstructionStart	2048	0	0	Instruction Element
256882	KeyPress	4	32	0	Space
256887	InstructionEnd	4096	0	0	Instruction Element
256940	ImageStart	8	0	0	1736.jpg
266929	ImageEnd	16	0	0	1736.jpg
266950	InstructionStart	2048	0	0	Instruction Element
267767	KeyPress	4	32	0	Space
267781	InstructionEnd	4096	0	0	Instruction Element
267839	ImageStart	8	0	0	6360.jpg
277797	ImageEnd	16	0	0	6360.jpg
277817	InstructionStart	2048	0	0	Instruction Element
278469	KeyPress	4	32	0	Space
278478	InstructionEnd	4096	0	0	Instruction Element
278521	ImageStart	8	0	0	1633.jpg
288498	ImageEnd	16	0	0	1633.jpg
288520	InstructionStart	2048	0	0	Instruction Element
289504	KeyPress	4	32	0	Space
289519	InstructionEnd	4096	0	0	Instruction Element
289564	ImageStart	8	0	0	1871.jpg
299542	ImageEnd	16	0	0	1871.jpg
299559	InstructionStart	2048	0	0	Instruction Element
299745	KeyPress	4	32	0	Space
299747	InstructionEnd	4096	0	0	Instruction Element
300000	ImageStart	8	0	0	2478.jpg
309964	ImageEnd	16	0	0	2478.jpg
309985	InstructionStart	2048	0	0	Instruction Element
310811	KeyPress	4	32	0	Space
310813	InstructionEnd	4096	0	0	Instruction Element
310857	ImageStart	8	0	0	3187.jpg
320840	ImageEnd	16	0	0	3187.jpg
320859	InstructionStart	2048	0	0	Instruction Element
323413	KeyPress	4	32	0	Space
323428	InstructionEnd	4096	0	0	Instruction Element
323491	ImageStart	8	0	0	1635.jpg
333459	ImageEnd	16	0	0	1635.jpg
333475	InstructionStart	2048	0	0	Instruction Element
340502	KeyPress	4	32	0	Space
340517	InstructionEnd	4096	0	0	Instruction Element
340570	ImageStart	8	0	0	6044.jpg
350550	ImageEnd	16	0	0	6044.jpg
350572	InstructionStart	2048	0	0	Instruction Element
352139	KeyPress	4	32	0	Space
352141	InstructionEnd	4096	0	0	Instruction Element
352201	ImageStart	8	0	0	6326.jpg
362178	ImageEnd	16	0	0	6326.jpg
362199	InstructionStart	2048	0	0	Instruction Element
362980	KeyPress	4	32	0	Space
362982	InstructionEnd	4096	0	0	Instruction Element
363035	ImageStart	8	0	0	5303.jpg
373023	ImageEnd	16	0	0	5303.jpg
373045	InstructionStart	2048	0	0	Instruction Element
373693	KeyPress	4	32	0	Space
373702	InstructionEnd	4096	0	0	Instruction Element
373751	ImageStart	8	0	0	1682.jpg
383743	ImageEnd	16	0	0	1682.jpg
383761	InstructionStart	2048	0	0	Instruction Element
384663	KeyPress	4	32	0	Space
384672	InstructionEnd	4096	0	0	Instruction Element
384730	ImageStart	8	0	0	2533.jpg
394548	KeyPress	4	32	0	Space
394703	ImageEnd	16	0	0	2533.jpg
394723	InstructionStart	2048	0	0	Instruction Element
395518	InstructionEnd	4096	0	0	Instruction Element
395564	ImageStart	8	0	0	3595.jpg
405542	ImageEnd	16	0	0	3595.jpg
405556	InstructionStart	2048	0	0	Instruction Element
411819	KeyPress	4	32	0	Space
411823	InstructionEnd	4096	0	0	Instruction Element
411864	ImageStart	8	0	0	5513.jpg
421839	ImageEnd	16	0	0	5513.jpg
421857	InstructionStart	2048	0	0	Instruction Element
