Data properties:				
Recording date: 2021/9/7				
Recording time: 17:00:50:000 (corresponds to time 0)				
Study: Test1				
Subject: Zhou				
Recording: Rec 02				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	100	183	696	557
2	283	633	624	528
3	1199	33	582	505
4	1432	233	837	548
5	1665	200	518	522
6	1865	100	626	484
7	1965	150	623	543
8	2115	250	562	529
9	2731	233	787	535
10	2964	416	541	539
11	3380	200	477	482
12	3580	150	850	335
13	3730	183	1030	170
14	3913	400	1124	168
15	4629	83	719	251
16	5412	185	1025	244
17	5597	400	1092	216
18	5997	100	841	821
19	6097	100	845	779
20	6196	100	822	825
21	6763	17	656	836
22	7012	150	587	773
23	7163	217	828	344
24	7379	366	1085	184
25	7745	100	794	244
26	7845	233	810	278
27	8079	100	1058	177
28	8179	133	1023	215
29	8312	150	757	699
30	8462	117	716	749
31	8578	600	523	511
32	9178	233	627	827
33	9411	183	600	1089
34	10510	283	1028	206
35	10793	167	1003	231
36	10960	450	739	355
37	11410	183	596	559
38	11593	183	577	518
39	11776	100	593	436
40	11876	117	580	400
41	12326	33	641	450
42	12526	133	625	417
43	12659	100	586	539
44	12759	116	634	416
45	12875	200	799	817
46	13075	100	818	410
47	13992	83	475	562
48	14075	267	550	508
49	14341	133	704	525
50	14858	50	677	567
51	15257	117	798	513
52	15374	217	499	519
53	15590	316	558	557
54	15907	283	407	540
55	16440	50	527	446
56	16873	900	542	538
57	17772	300	673	550
58	18072	100	679	479
59	18172	183	667	554
60	18355	117	469	523
61	18472	166	467	570
62	18639	933	549	551
63	19571	183	722	556
64	19754	116	817	560
65	19871	117	537	1163
66	20654	83	713	420
67	20737	200	688	449
68	20937	217	606	399
69	21154	150	1020	239
70	21304	217	1096	250
71	21520	200	1015	175
72	21720	350	967	110
73	22070	283	669	345
74	22353	133	505	382
75	22486	100	532	424
76	22586	266	1064	203
77	23419	266	981	172
78	23685	100	1120	248
79	23785	183	1101	214
80	23968	233	529	505
81	24202	150	333	542
82	24352	133	336	589
83	24485	133	286	633
84	24618	133	675	909
85	24751	216	941	800
86	25218	33	1148	869
87	26266	17	1076	239
88	26682	133	579	354
89	26815	200	628	447
90	27015	117	632	390
91	27449	83	1034	191
92	27532	167	1068	257
93	27698	167	865	929
94	27865	116	1126	835
95	28264	16	1152	685
96	28431	366	1126	224
97	29314	250	1209	34
98	29564	300	987	240
99	29863	300	1100	269
100	30163	583	682	399
101	30746	233	650	360
102	30979	150	718	462
103	31129	150	658	535
104	31279	500	820	546
105	31779	216	576	532
106	31995	133	583	570
107	32129	466	679	562
108	32595	366	827	556
109	32961	183	740	564
110	33144	516	800	560
111	33661	366	764	519
112	34027	200	824	474
113	34227	633	817	531
114	34860	100	847	489
115	34960	150	828	547
116	35110	250	712	583
117	35360	150	434	1779
118	36059	383	872	547
119	36442	117	828	569
120	36559	117	748	385
121	36675	167	1073	456
122	36842	183	1087	544
123	37025	117	1132	497
124	37142	183	923	358
125	37325	183	856	253
126	37508	100	528	262
127	37608	350	534	333
128	37958	217	931	328
129	38174	433	1103	553
130	38607	216	1004	643
131	38824	333	1036	977
132	39157	250	1103	970
133	39407	116	1125	615
134	39524	283	1103	517
135	39807	266	1076	552
136	40073	250	803	902
137	40323	216	1122	462
138	40539	149	1064	530
139	40689	250	545	1641
140	40939	283	952	443
141	41222	233	1079	530
142	41455	100	609	428
143	41555	100	684	473
144	41655	883	642	439
145	42538	250	253	443
146	43653	17	1201	423
147	43820	200	1005	497
148	44020	650	1099	537
149	44669	100	622	769
150	44769	200	642	716
151	44969	533	707	419
152	45635	100	1036	506
153	45735	766	1104	566
154	46501	200	850	426
155	46701	233	719	483
156	46934	216	854	423
157	47151	217	1084	628
158	47367	100	1088	590
159	47467	117	570	407
160	47584	133	608	371
161	47717	166	992	536
162	47884	233	1080	622
163	48117	216	815	420
164	48333	183	659	249
165	48517	166	443	162
166	48683	350	246	441
167	49033	166	374	431
168	49199	117	374	390
169	49316	233	768	800
170	49549	100	783	892
171	49649	166	1074	899
172	49816	216	1098	928
173	50032	117	1089	579
174	50149	400	1098	620
175	50549	200	1018	557
176	50748	300	848	362
177	51048	516	715	279
178	51564	250	779	398
179	51814	216	1043	593
180	52031	400	1107	619
181	52430	150	1089	650
182	52580	250	1018	583
183	52830	166	1086	608
184	52997	266	796	378
185	53263	150	760	318
186	53413	216	676	249
187	53630	250	1045	619
188	53879	766	1109	625
189	54646	266	1069	564
190	54912	250	1030	578
191	55162	183	560	570
192	55345	400	240	408
193	55745	183	932	604
194	55928	100	1098	680
195	56028	183	1120	633
196	57160	50	787	569
197	58393	150	781	596
198	58543	483	439	546
199	59026	316	405	536
200	59342	200	791	521
201	59542	100	1302	-64
202	59642	100	1259	-39
203	59742	466	1221	-69
204	60208	183	657	468
205	60392	583	532	525
206	60974	317	637	536
207	61291	266	511	524
208	61557	500	805	541
209	62057	200	668	301
210	62257	183	1044	182
211	62440	283	1108	101
212	62723	100	793	152
213	62823	300	811	196
214	63123	133	1021	253
215	63256	683	1124	114
216	63939	200	1017	821
217	64139	416	1074	919
218	64555	183	573	572
219	64738	217	523	446
220	64955	133	670	321
221	65088	233	947	247
222	65321	533	1100	139
