System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 08				
Recording date:	 2021/9/22				
Recording time:	 18:39:26				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/22				
Export time:	 19:07:35				
Participant:	 P12				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	2912.jpg
9979	ImageEnd	16	0	0	2912.jpg
10148	InstructionStart	2048	0	0	Instruction Element
10886	KeyPress	4	32	0	Space
10889	InstructionEnd	4096	0	0	Instruction Element
10939	ImageStart	8	0	0	2748.jpg
20907	ImageEnd	16	0	0	2748.jpg
21150	InstructionStart	2048	0	0	Instruction Element
21682	KeyPress	4	32	0	Space
21687	InstructionEnd	4096	0	0	Instruction Element
21724	ImageStart	8	0	0	2990.jpg
31702	ImageEnd	16	0	0	2990.jpg
31727	InstructionStart	2048	0	0	Instruction Element
32974	KeyPress	4	32	0	Space
32977	InstructionEnd	4096	0	0	Instruction Element
33014	ImageStart	8	0	0	3013.jpg
43000	ImageEnd	16	0	0	3013.jpg
43035	InstructionStart	2048	0	0	Instruction Element
43494	KeyPress	4	32	0	Space
43499	InstructionEnd	4096	0	0	Instruction Element
43535	ImageStart	8	0	0	2257.jpg
53520	ImageEnd	16	0	0	2257.jpg
53543	InstructionStart	2048	0	0	Instruction Element
54045	KeyPress	4	32	0	Space
54046	InstructionEnd	4096	0	0	Instruction Element
54075	ImageStart	8	0	0	2972.jpg
64057	ImageEnd	16	0	0	2972.jpg
64071	InstructionStart	2048	0	0	Instruction Element
64534	KeyPress	4	32	0	Space
64544	InstructionEnd	4096	0	0	Instruction Element
64580	ImageStart	8	0	0	2153.jpg
74574	ImageEnd	16	0	0	2153.jpg
74593	InstructionStart	2048	0	0	Instruction Element
75160	KeyPress	4	32	0	Space
75161	InstructionEnd	4096	0	0	Instruction Element
75190	ImageStart	8	0	0	2724.jpg
85171	ImageEnd	16	0	0	2724.jpg
85315	InstructionStart	2048	0	0	Instruction Element
85765	KeyPress	4	32	0	Space
85779	InstructionEnd	4096	0	0	Instruction Element
85815	ImageStart	8	0	0	2281.jpg
95800	ImageEnd	16	0	0	2281.jpg
95920	InstructionStart	2048	0	0	Instruction Element
97294	KeyPress	4	32	0	Space
97296	InstructionEnd	4096	0	0	Instruction Element
97333	ImageStart	8	0	0	2939.jpg
107312	ImageEnd	16	0	0	2939.jpg
107379	InstructionStart	2048	0	0	Instruction Element
109507	KeyPress	4	32	0	Space
109510	InstructionEnd	4096	0	0	Instruction Element
109561	ImageStart	8	0	0	2114.jpg
119536	ImageEnd	16	0	0	2114.jpg
119559	InstructionStart	2048	0	0	Instruction Element
120092	KeyPress	4	32	0	Space
120095	InstructionEnd	4096	0	0	Instruction Element
120131	ImageStart	8	0	0	2840.jpg
130121	ImageEnd	16	0	0	2840.jpg
130144	InstructionStart	2048	0	0	Instruction Element
130708	KeyPress	4	32	0	Space
130711	InstructionEnd	4096	0	0	Instruction Element
130746	ImageStart	8	0	0	2686.jpg
140719	ImageEnd	16	0	0	2686.jpg
140897	InstructionStart	2048	0	0	Instruction Element
141743	KeyPress	4	32	0	Space
141746	InstructionEnd	4096	0	0	Instruction Element
141784	ImageStart	8	0	0	2140.jpg
151777	ImageEnd	16	0	0	2140.jpg
151805	InstructionStart	2048	0	0	Instruction Element
152306	KeyPress	4	32	0	Space
152308	InstructionEnd	4096	0	0	Instruction Element
152343	ImageStart	8	0	0	2684.jpg
162338	ImageEnd	16	0	0	2684.jpg
162361	InstructionStart	2048	0	0	Instruction Element
162932	KeyPress	4	32	0	Space
162944	InstructionEnd	4096	0	0	Instruction Element
162978	ImageStart	8	0	0	2863.jpg
172953	ImageEnd	16	0	0	2863.jpg
172971	InstructionStart	2048	0	0	Instruction Element
173462	KeyPress	4	32	0	Space
173463	InstructionEnd	4096	0	0	Instruction Element
173491	ImageStart	8	0	0	3028.jpg
183475	ImageEnd	16	0	0	3028.jpg
183498	InstructionStart	2048	0	0	Instruction Element
184056	KeyPress	4	32	0	Space
184068	InstructionEnd	4096	0	0	Instruction Element
184110	ImageStart	8	0	0	2889.jpg
194083	ImageEnd	16	0	0	2889.jpg
194102	InstructionStart	2048	0	0	Instruction Element
194672	KeyPress	4	32	0	Space
194674	InstructionEnd	4096	0	0	Instruction Element
194710	ImageStart	8	0	0	5488.jpg
204698	ImageEnd	16	0	0	5488.jpg
204721	InstructionStart	2048	0	0	Instruction Element
205233	KeyPress	4	32	0	Space
205235	InstructionEnd	4096	0	0	Instruction Element
205262	ImageStart	8	0	0	2711.jpg
215235	ImageEnd	16	0	0	2711.jpg
215254	InstructionStart	2048	0	0	Instruction Element
215634	KeyPress	4	32	0	Space
215639	InstructionEnd	4096	0	0	Instruction Element
215796	ImageStart	8	0	0	3279.jpg
225767	ImageEnd	16	0	0	3279.jpg
225815	InstructionStart	2048	0	0	Instruction Element
226196	KeyPress	4	32	0	Space
226203	InstructionEnd	4096	0	0	Instruction Element
226230	ImageStart	8	0	0	6531.jpg
236208	ImageEnd	16	0	0	6531.jpg
236225	InstructionStart	2048	0	0	Instruction Element
236684	KeyPress	4	32	0	Space
236687	InstructionEnd	4096	0	0	Instruction Element
236721	ImageStart	8	0	0	5446.jpg
246707	ImageEnd	16	0	0	5446.jpg
246838	InstructionStart	2048	0	0	Instruction Element
247288	KeyPress	4	32	0	Space
247303	InstructionEnd	4096	0	0	Instruction Element
247338	ImageStart	8	0	0	6254.jpg
257321	ImageEnd	16	0	0	6254.jpg
257428	InstructionStart	2048	0	0	Instruction Element
259473	KeyPress	4	32	0	Space
259488	InstructionEnd	4096	0	0	Instruction Element
259522	ImageStart	8	0	0	3517.jpg
269504	ImageEnd	16	0	0	3517.jpg
269527	InstructionStart	2048	0	0	Instruction Element
271998	KeyPress	4	32	0	Space
272001	InstructionEnd	4096	0	0	Instruction Element
272034	ImageStart	8	0	0	5463.jpg
282019	ImageEnd	16	0	0	5463.jpg
282128	InstructionStart	2048	0	0	Instruction Element
282593	KeyPress	4	32	0	Space
282595	InstructionEnd	4096	0	0	Instruction Element
282628	ImageStart	8	0	0	6198.jpg
292619	ImageEnd	16	0	0	6198.jpg
292638	InstructionStart	2048	0	0	Instruction Element
293025	KeyPress	4	32	0	Space
293041	InstructionEnd	4096	0	0	Instruction Element
293069	ImageStart	8	0	0	6305.jpg
303060	ImageEnd	16	0	0	6305.jpg
303199	InstructionStart	2048	0	0	Instruction Element
303590	KeyPress	4	32	0	Space
303592	InstructionEnd	4096	0	0	Instruction Element
303626	ImageStart	8	0	0	6450.jpg
313621	ImageEnd	16	0	0	6450.jpg
313636	InstructionStart	2048	0	0	Instruction Element
314076	KeyPress	4	32	0	Space
314078	InstructionEnd	4096	0	0	Instruction Element
314112	ImageStart	8	0	0	1895.jpg
324100	ImageEnd	16	0	0	1895.jpg
324223	InstructionStart	2048	0	0	Instruction Element
324713	KeyPress	4	32	0	Space
324723	InstructionEnd	4096	0	0	Instruction Element
324751	ImageStart	8	0	0	6315.jpg
334741	ImageEnd	16	0	0	6315.jpg
334808	InstructionStart	2048	0	0	Instruction Element
335244	KeyPress	4	32	0	Space
335253	InstructionEnd	4096	0	0	Instruction Element
335283	ImageStart	8	0	0	1689.jpg
345271	ImageEnd	16	0	0	1689.jpg
345440	InstructionStart	2048	0	0	Instruction Element
345935	KeyPress	4	32	0	Space
345937	InstructionEnd	4096	0	0	Instruction Element
345972	ImageStart	8	0	0	5990.jpg
355966	ImageEnd	16	0	0	5990.jpg
355990	InstructionStart	2048	0	0	Instruction Element
356465	KeyPress	4	32	0	Space
356465	InstructionEnd	4096	0	0	Instruction Element
356504	ImageStart	8	0	0	6016.jpg
366488	ImageEnd	16	0	0	6016.jpg
366510	InstructionStart	2048	0	0	Instruction Element
