System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 gaozh				
Machine Name:	 DESKTOP-D1BOOAD				
Data properties:					
Recording name:	 WWYX				
Recording date:	 2019/11/5				
Recording time:	 16:53:53				
Recording resolution:	 1280 x 1024				
Export date:	 2019/11/5				
Export time:	 17:05:01				
Participant:	 WWYX				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	2912_2.jpg
9962	ImageEnd	16	0	0	2912_2.jpg
10221	InstructionStart	2048	0	0	Instruction Element
12049	KeyPress	4	32	0	Space
12059	InstructionEnd	4096	0	0	Instruction Element
12121	ImageStart	8	0	0	2748_1.jpg
22089	ImageEnd	16	0	0	2748_1.jpg
22116	InstructionStart	2048	0	0	Instruction Element
23447	KeyPress	4	32	0	Space
23448	InstructionEnd	4096	0	0	Instruction Element
23493	ImageStart	8	0	0	2990_1.jpg
33479	ImageEnd	16	0	0	2990_1.jpg
33663	InstructionStart	2048	0	0	Instruction Element
36701	KeyPress	4	32	0	Space
36712	InstructionEnd	4096	0	0	Instruction Element
36807	ImageStart	8	0	0	3013_1.jpg
46763	ImageEnd	16	0	0	3013_1.jpg
46977	InstructionStart	2048	0	0	Instruction Element
50920	KeyPress	4	32	0	Space
50931	InstructionEnd	4096	0	0	Instruction Element
51025	ImageStart	8	0	0	2257_1.jpg
60963	ImageEnd	16	0	0	2257_1.jpg
61188	InstructionStart	2048	0	0	Instruction Element
64636	KeyPress	4	32	0	Space
64654	InstructionEnd	4096	0	0	Instruction Element
64729	ImageStart	8	0	0	2972_3.jpg
74697	ImageEnd	16	0	0	2972_3.jpg
74910	InstructionStart	2048	0	0	Instruction Element
76295	KeyPress	4	32	0	Space
76307	InstructionEnd	4096	0	0	Instruction Element
76397	ImageStart	8	0	0	2153_2.jpg
86357	ImageEnd	16	0	0	2153_2.jpg
86516	InstructionStart	2048	0	0	Instruction Element
88204	KeyPress	4	32	0	Space
88214	InstructionEnd	4096	0	0	Instruction Element
88305	ImageStart	8	0	0	2724_1.jpg
98256	ImageEnd	16	0	0	2724_1.jpg
98461	InstructionStart	2048	0	0	Instruction Element
101638	KeyPress	4	32	0	Space
101646	InstructionEnd	4096	0	0	Instruction Element
101718	ImageStart	8	0	0	2281_1.jpg
111684	ImageEnd	16	0	0	2281_1.jpg
111933	InstructionStart	2048	0	0	Instruction Element
114564	KeyPress	4	32	0	Space
114569	InstructionEnd	4096	0	0	Instruction Element
114650	ImageStart	8	0	0	2939_1.jpg
124600	ImageEnd	16	0	0	2939_1.jpg
124760	InstructionStart	2048	0	0	Instruction Element
126702	KeyPress	4	32	0	Space
126708	InstructionEnd	4096	0	0	Instruction Element
126797	ImageStart	8	0	0	2114_3.jpg
136744	ImageEnd	16	0	0	2114_3.jpg
136947	InstructionStart	2048	0	0	Instruction Element
140382	KeyPress	4	32	0	Space
140403	InstructionEnd	4096	0	0	Instruction Element
140501	ImageStart	8	0	0	2840_2.jpg
150445	ImageEnd	16	0	0	2840_2.jpg
150620	InstructionStart	2048	0	0	Instruction Element
152623	KeyPress	4	32	0	Space
152630	InstructionEnd	4096	0	0	Instruction Element
152709	ImageStart	8	0	0	2686_3.jpg
162665	ImageEnd	16	0	0	2686_3.jpg
162883	InstructionStart	2048	0	0	Instruction Element
166963	KeyPress	4	32	0	Space
166981	InstructionEnd	4096	0	0	Instruction Element
167057	ImageStart	8	0	0	2140_1.jpg
177028	ImageEnd	16	0	0	2140_1.jpg
177356	InstructionStart	2048	0	0	Instruction Element
