System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 05				
Recording date:	 2021/9/14				
Recording time:	 16:23:48				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/14				
Export time:	 16:57:12				
Participant:	 P09				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	5309.jpg
9977	ImageEnd	16	0	0	5309.jpg
10137	InstructionStart	2048	0	0	Instruction Element
11578	KeyPress	4	32	0	Space
11581	InstructionEnd	4096	0	0	Instruction Element
11616	ImageStart	8	0	0	2650.jpg
21605	ImageEnd	16	0	0	2650.jpg
21641	InstructionStart	2048	0	0	Instruction Element
22772	KeyPress	4	32	0	Space
22774	InstructionEnd	4096	0	0	Instruction Element
22811	ImageStart	8	0	0	2576.jpg
32799	ImageEnd	16	0	0	2576.jpg
32953	InstructionStart	2048	0	0	Instruction Element
33935	KeyPress	4	32	0	Space
33938	InstructionEnd	4096	0	0	Instruction Element
33972	ImageStart	8	0	0	5393.jpg
43947	ImageEnd	16	0	0	5393.jpg
43967	InstructionStart	2048	0	0	Instruction Element
45012	KeyPress	4	32	0	Space
45026	InstructionEnd	4096	0	0	Instruction Element
45054	ImageStart	8	0	0	2201.jpg
55043	ImageEnd	16	0	0	2201.jpg
55063	InstructionStart	2048	0	0	Instruction Element
57947	KeyPress	4	32	0	Space
57950	InstructionEnd	4096	0	0	Instruction Element
57988	ImageStart	8	0	0	2450.jpg
67972	ImageEnd	16	0	0	2450.jpg
68087	InstructionStart	2048	0	0	Instruction Element
69689	KeyPress	4	32	0	Space
69701	InstructionEnd	4096	0	0	Instruction Element
69736	ImageStart	8	0	0	2818.jpg
79720	ImageEnd	16	0	0	2818.jpg
79743	InstructionStart	2048	0	0	Instruction Element
80939	KeyPress	4	32	0	Space
80952	InstructionEnd	4096	0	0	Instruction Element
81000	ImageStart	8	0	0	2212.jpg
90960	ImageEnd	16	0	0	2212.jpg
90979	InstructionStart	2048	0	0	Instruction Element
92038	KeyPress	4	32	0	Space
92053	InstructionEnd	4096	0	0	Instruction Element
92081	ImageStart	8	0	0	3621.jpg
102053	ImageEnd	16	0	0	3621.jpg
102073	InstructionStart	2048	0	0	Instruction Element
103512	KeyPress	4	32	0	Space
103521	InstructionEnd	4096	0	0	Instruction Element
103578	ImageStart	8	0	0	3134.jpg
113547	ImageEnd	16	0	0	3134.jpg
113684	InstructionStart	2048	0	0	Instruction Element
115018	KeyPress	4	32	0	Space
115028	InstructionEnd	4096	0	0	Instruction Element
115056	ImageStart	8	0	0	2007.jpg
125036	ImageEnd	16	0	0	2007.jpg
125245	InstructionStart	2048	0	0	Instruction Element
126374	KeyPress	4	32	0	Space
126376	InstructionEnd	4096	0	0	Instruction Element
126422	ImageStart	8	0	0	3471.jpg
136406	ImageEnd	16	0	0	3471.jpg
136431	InstructionStart	2048	0	0	Instruction Element
137859	KeyPress	4	32	0	Space
137871	InstructionEnd	4096	0	0	Instruction Element
137906	ImageStart	8	0	0	1958.jpg
147880	ImageEnd	16	0	0	1958.jpg
147981	InstructionStart	2048	0	0	Instruction Element
149184	KeyPress	4	32	0	Space
149186	InstructionEnd	4096	0	0	Instruction Element
149224	ImageStart	8	0	0	3339.jpg
159204	ImageEnd	16	0	0	3339.jpg
159313	InstructionStart	2048	0	0	Instruction Element
160390	KeyPress	4	32	0	Space
160392	InstructionEnd	4096	0	0	Instruction Element
160428	ImageStart	8	0	0	2797.jpg
170405	ImageEnd	16	0	0	2797.jpg
170430	InstructionStart	2048	0	0	Instruction Element
171713	KeyPress	4	32	0	Space
171728	InstructionEnd	4096	0	0	Instruction Element
171763	ImageStart	8	0	0	3083.jpg
181742	ImageEnd	16	0	0	3083.jpg
181809	InstructionStart	2048	0	0	Instruction Element
182910	KeyPress	4	32	0	Space
182912	InstructionEnd	4096	0	0	Instruction Element
182968	ImageStart	8	0	0	2112.jpg
192943	ImageEnd	16	0	0	2112.jpg
193123	InstructionStart	2048	0	0	Instruction Element
194362	KeyPress	4	32	0	Space
194372	InstructionEnd	4096	0	0	Instruction Element
194418	ImageStart	8	0	0	1653.jpg
204383	ImageEnd	16	0	0	1653.jpg
204408	InstructionStart	2048	0	0	Instruction Element
206298	KeyPress	4	32	0	Space
206300	InstructionEnd	4096	0	0	Instruction Element
206334	ImageStart	8	0	0	3146.jpg
216315	ImageEnd	16	0	0	3146.jpg
216338	InstructionStart	2048	0	0	Instruction Element
217740	KeyPress	4	32	0	Space
217743	InstructionEnd	4096	0	0	Instruction Element
217779	ImageStart	8	0	0	3423.jpg
227765	ImageEnd	16	0	0	3423.jpg
227907	InstructionStart	2048	0	0	Instruction Element
232059	KeyPress	4	32	0	Space
232060	InstructionEnd	4096	0	0	Instruction Element
232194	ImageStart	8	0	0	3359.jpg
242190	ImageEnd	16	0	0	3359.jpg
242342	InstructionStart	2048	0	0	Instruction Element
243597	KeyPress	4	32	0	Space
243600	InstructionEnd	4096	0	0	Instruction Element
243634	ImageStart	8	0	0	3058.jpg
253614	ImageEnd	16	0	0	3058.jpg
253631	InstructionStart	2048	0	0	Instruction Element
255565	KeyPress	4	32	0	Space
255579	InstructionEnd	4096	0	0	Instruction Element
255611	ImageStart	8	0	0	3210.jpg
265596	ImageEnd	16	0	0	3210.jpg
265621	InstructionStart	2048	0	0	Instruction Element
267243	KeyPress	4	32	0	Space
267244	InstructionEnd	4096	0	0	Instruction Element
267272	ImageStart	8	0	0	3434.jpg
277269	ImageEnd	16	0	0	3434.jpg
277293	InstructionStart	2048	0	0	Instruction Element
278933	KeyPress	4	32	0	Space
278948	InstructionEnd	4096	0	0	Instruction Element
279001	ImageStart	8	0	0	5967.jpg
288970	ImageEnd	16	0	0	5967.jpg
289089	InstructionStart	2048	0	0	Instruction Element
290643	KeyPress	4	32	0	Space
290647	InstructionEnd	4096	0	0	Instruction Element
290674	ImageStart	8	0	0	6141.jpg
300646	ImageEnd	16	0	0	6141.jpg
300874	InstructionStart	2048	0	0	Instruction Element
302063	KeyPress	4	32	0	Space
302065	InstructionEnd	4096	0	0	Instruction Element
302116	ImageStart	8	0	0	3403.jpg
312091	ImageEnd	16	0	0	3403.jpg
312158	InstructionStart	2048	0	0	Instruction Element
313322	KeyPress	4	32	0	Space
313333	InstructionEnd	4096	0	0	Instruction Element
313389	ImageStart	8	0	0	1832.jpg
323359	ImageEnd	16	0	0	1832.jpg
323604	InstructionStart	2048	0	0	Instruction Element
324808	KeyPress	4	32	0	Space
324810	InstructionEnd	4096	0	0	Instruction Element
324838	ImageStart	8	0	0	2372.jpg
334825	ImageEnd	16	0	0	2372.jpg
334840	InstructionStart	2048	0	0	Instruction Element
336507	KeyPress	4	32	0	Space
336510	InstructionEnd	4096	0	0	Instruction Element
336545	ImageStart	8	0	0	3327.jpg
346522	ImageEnd	16	0	0	3327.jpg
346541	InstructionStart	2048	0	0	Instruction Element
347821	KeyPress	4	32	0	Space
347824	InstructionEnd	4096	0	0	Instruction Element
347856	ImageStart	8	0	0	2039.jpg
357842	ImageEnd	16	0	0	2039.jpg
357899	InstructionStart	2048	0	0	Instruction Element
359188	KeyPress	4	32	0	Space
359198	InstructionEnd	4096	0	0	Instruction Element
359227	ImageStart	8	0	0	1946.jpg
369221	ImageEnd	16	0	0	1946.jpg
369401	InstructionStart	2048	0	0	Instruction Element
370340	KeyPress	4	32	0	Space
370341	InstructionEnd	4096	0	0	Instruction Element
370369	ImageStart	8	0	0	2403.jpg
380349	ImageEnd	16	0	0	2403.jpg
380408	InstructionStart	2048	0	0	Instruction Element
381664	KeyPress	4	32	0	Space
381666	InstructionEnd	4096	0	0	Instruction Element
381713	ImageStart	8	0	0	1590.jpg
391690	ImageEnd	16	0	0	1590.jpg
391795	InstructionStart	2048	0	0	Instruction Element
