Data properties:				
149	42569	216	820	198
150	42785	350	814	246
151	43135	100	939	176
152	43385	183	929	163
153	43568	433	968	170
154	44001	316	1088	250
155	44317	233	1004	215
156	44551	283	1142	238
157	44834	416	1017	192
158	45250	300	699	468
159	45550	133	728	518
160	45683	300	898	372
161	45983	133	1058	376
162	46116	199	1061	206
163	46315	184	743	215
164	46499	250	444	234
165	46749	100	445	149
166	46849	100	436	199
167	46949	167	373	199
168	47115	316	819	404
169	47432	133	905	446
170	47565	200	1045	364
171	47765	100	1048	230
172	47865	283	1064	267
173	48148	150	1088	368
174	48298	766	1102	418
175	49064	100	1065	461
176	49164	716	1127	437
177	49880	400	1129	988
178	50280	133	963	994
179	51012	17	1183	868
180	52078	267	1075	247
181	52345	167	1048	205
182	52512	200	905	679
183	52711	166	883	437
184	53411	17	1072	280
185	53561	200	1144	724
186	53760	250	1090	830
187	54010	350	1148	440
188	54360	167	1142	373
189	54527	116	1074	289
190	54643	433	1067	253
191	55076	333	1116	457
192	55409	100	1154	451
193	55776	133	1169	363
194	55909	266	775	513
195	56176	117	787	559
196	56292	100	793	504
197	56392	100	744	562
198	56492	133	783	550
199	56625	167	1107	479
200	57192	200	745	417
201	57391	200	454	215
202	57591	333	490	181
203	57924	150	1069	877
204	58074	150	1162	855
205	58224	117	1126	889
206	58341	166	1119	980
207	58507	200	927	999
208	58707	116	928	383
209	58824	183	1020	532
210	59007	100	1052	553
211	59107	433	795	500
212	59540	117	998	966
213	59657	183	982	1013
214	59840	233	791	1034
215	60073	150	1082	907
216	60223	117	1129	829
217	61788	83	1176	379
218	62221	100	1063	322
219	62321	150	1070	373
220	62471	116	1150	324
221	62588	100	1110	366
222	62688	300	1164	327
223	62988	100	1125	344
224	63087	117	1141	296
225	63204	183	1143	362
226	63387	150	1010	423
227	63837	117	1106	452
228	64087	100	1091	946
229	64187	200	1117	858
230	64387	183	1128	354
231	64686	117	1083	381
232	64803	416	495	214
233	65519	17	1067	405
234	66019	216	1077	365
235	66235	183	1099	434
236	67068	33	743	461
237	68051	100	870	206
238	68150	300	846	262
239	68450	200	935	231
240	68917	16	728	272
241	69083	116	950	256
242	69200	133	1044	267
243	69333	267	1127	971
244	69599	183	1108	1026
245	70032	66	1155	646
246	71232	116	1127	304
247	71348	267	941	235
248	71615	150	891	312
249	72014	34	1157	231
250	72447	416	1137	278
251	72980	17	1140	271
252	73646	300	1132	283
253	73946	133	955	289
254	74080	133	953	224
255	74213	350	1108	272
256	74563	199	1103	693
257	76978	233	644	280
258	77211	116	626	349
259	77327	133	583	325
260	77627	67	599	340
261	77827	133	584	340
262	77960	167	820	341
263	78127	133	946	330
264	80508	17	713	511
265	80642	400	735	497
266	81041	200	946	434
267	81241	266	1053	455
268	81508	300	1103	499
269	81807	233	1138	493
270	82174	166	1035	445
271	82340	183	1085	1016
272	82524	100	1147	1025
273	83190	100	1102	920
274	83290	183	1134	947
275	83473	216	703	974
276	83690	100	838	919
277	84872	84	465	550
278	84955	166	744	820
279	85122	100	701	511
280	85222	100	673	446
281	86321	117	744	322
282	86438	117	810	905
283	86554	100	797	860
284	87354	17	880	779
285	87903	133	943	389
286	88037	216	716	479
287	88719	17	1178	-15
288	89052	117	1127	852
289	89169	133	1097	919
290	89302	150	1133	893
291	89452	233	897	921
292	89685	117	1085	385
293	90335	50	1036	300
294	90551	1049	1143	168
295	91601	483	1164	250
296	92084	167	1163	860
297	92250	116	1148	929
298	92367	133	1143	974
299	92666	50	977	906
300	93016	50	1138	318
301	93416	1066	1125	177
302	94482	316	1038	225
303	94798	267	1020	321
304	95065	200	1139	239
305	95265	200	1129	182
306	95465	133	1096	198
307	95598	233	1048	307
308	95831	100	1063	254
309	96047	150	1092	162
310	96198	166	616	508
311	96364	100	567	573
312	96464	283	731	511
313	96747	116	938	343
314	96864	100	961	398
315	96963	166	926	340
316	97130	117	999	370
317	97247	100	1018	324
318	97346	167	1101	270
319	97513	583	1127	199
320	98096	133	1171	826
321	98229	100	1223	800
322	98329	150	1143	918
323	98479	150	734	933
324	98629	117	686	562
325	98746	116	719	520
326	98862	400	829	532
327	99262	183	1054	499
328	99445	150	1080	437
329	99595	150	808	454
330	99745	183	555	270
331	99928	283	397	191
332	100211	233	828	400
333	100444	833	932	373
334	101277	167	1088	469
335	101444	333	1152	550
336	101777	300	1022	486
337	102076	100	1187	550
338	102343	16	1185	877
339	102976	117	1092	712
340	103092	216	1085	596
341	103309	133	1082	549
342	103442	267	1151	855
343	103709	216	1110	900
344	104891	167	1164	808
345	105058	267	695	829
346	105324	167	977	862
347	106323	50	1193	384
348	106657	133	982	967
349	106790	200	1096	892
350	107956	33	1152	554
351	108155	100	837	950
352	108255	133	803	975
353	108389	117	795	907
354	108988	17	638	288
355	111103	100	775	541
356	111203	200	793	503
357	111403	150	712	518
358	111553	100	693	561
359	111653	200	700	520
360	111853	883	842	538
361	112736	166	639	468
362	112903	383	714	509
363	113286	133	791	549
364	113419	183	1116	170
365	113602	183	1182	126
366	113785	200	1148	877
367	113985	416	1167	789
368	114402	116	954	809
369	115234	267	1136	220
370	115501	200	1073	204
371	115701	117	736	611
372	115817	117	727	752
373	115934	133	833	703
374	116067	233	1140	157
375	116300	150	1154	114
376	116450	100	1091	274
377	116550	100	1041	240
378	116650	433	1086	274
379	117083	100	1007	278
380	117183	250	1081	284
381	117433	849	1148	131
382	118282	100	1173	73
383	118382	816	1159	116
384	119198	183	1145	198
385	119382	100	1155	252
386	119482	2065	1160	117
387	121713	1066	1167	94
388	122779	183	1157	138
389	122963	383	1172	97
390	123346	233	680	451
391	123579	233	794	554
392	123812	117	853	407
393	123929	150	844	305
394	124079	366	1081	197
395	124445	133	1038	306
396	124578	283	1036	235
397	124861	183	1024	337
398	125045	883	1136	129
399	125927	683	1099	133
400	126610	450	1123	184
401	127060	699	1151	142
402	127759	266	1083	435
403	128026	200	1093	937
404	128226	416	1151	952
405	128642	116	1158	191
406	128759	849	1147	133
407	129608	250	1114	159
408	129858	116	1093	204
409	129975	200	1065	767
410	130175	100	1036	888
411	130275	216	1071	828
412	130491	150	906	587
413	130641	150	940	551
414	130791	250	802	489
415	131041	200	618	275
416	131241	600	1106	161
417	131840	233	1041	216
418	132273	100	968	543
419	132373	117	979	634
420	132490	300	1008	566
421	132790	350	1015	489
422	133139	167	949	1023
423	133306	166	897	964
424	134539	216	820	530
425	134755	117	1032	502
426	135771	317	1042	490
427	136088	266	1119	526
428	136354	133	1176	519
429	137237	300	1031	550
430	137536	117	1117	475
431	137653	117	980	501
432	138070	16	873	560
433	138253	17	830	565
434	138436	133	828	417
435	138569	100	1077	631
436	138669	216	1162	512
437	140002	183	1170	544
438	140185	233	1138	487
439	140818	16	-242	760
440	141018	150	1153	974
441	141168	216	1166	921
442	141834	100	1133	914
443	141934	200	1138	949
444	142134	350	1134	999
445	142483	100	1178	936
446	142583	150	1115	616
447	142733	266	1135	528
448	143149	167	1209	513
449	143616	133	1027	464
450	143749	233	906	502
451	143982	183	838	469
452	144166	700	763	444
453	144865	600	824	500
454	145465	183	954	297
455	145648	183	1076	224
456	145831	133	886	160
457	145964	100	886	205
458	146064	183	888	154
459	146248	348	895	192
460	146596	250	979	287
461	146846	183	1035	286
462	147029	283	1090	219
463	147312	350	972	189
464	147662	283	930	133
465	147945	266	1088	233
466	148212	150	1055	217
467	148361	416	1130	239
468	148778	133	1158	186
469	148911	200	1145	150
470	149111	150	1125	229
471	149261	100	1160	184
472	149361	150	1126	238
473	149511	133	1126	195
474	149644	217	1125	243
475	149860	200	1137	189
476	150060	200	1146	240
477	150260	133	1123	881
478	150393	283	1140	971
479	150677	100	1067	836
480	150910	266	1042	304
481	151176	466	633	400
482	151642	266	1074	330
483	152042	83	1105	219
484	152126	200	1126	178
485	152325	100	1118	256
486	152741	133	731	638
487	152875	183	573	559
488	153058	183	509	541
489	153241	133	481	500
490	153375	233	894	776
491	153608	167	876	848
492	153774	133	944	876
493	154906	34	923	409
494	155123	17	1024	231
495	155706	433	767	539
496	156139	217	979	494
497	156356	100	1079	476
498	156455	100	1038	489
499	156555	200	748	418
500	156755	150	518	318
501	156905	217	533	366
502	157122	233	841	405
503	157355	100	1028	465
504	157455	150	1011	527
505	157605	216	1068	483
506	157821	350	1124	491
507	158171	283	1028	529
508	158454	100	1098	520
509	158554	167	1072	583
510	158721	117	1112	497
511	158837	166	1059	531
512	159004	183	1184	1013
513	159187	300	1162	914
514	159487	100	1075	887
515	159587	150	1136	888
516	159737	150	1153	841
517	159886	200	1152	896
518	160086	100	1134	848
519	160186	183	1243	866
520	160369	100	1207	897
521	160469	100	1249	786
522	160569	216	1210	891
523	160786	100	1150	702
524	161852	17	1139	484
525	162035	166	1113	822
526	162201	150	1190	969
527	162351	166	1142	964
528	163017	33	985	1015
529	163350	100	1037	860
530	163450	184	976	590
531	164967	83	954	574
532	165049	216	924	856
533	165266	116	1111	636
534	165898	101	1005	560
535	165999	166	667	433
536	166165	116	698	388
537	166282	550	795	530
538	166831	300	1070	210
539	167131	100	783	166
540	167231	117	775	206
541	167348	316	713	197
542	167664	250	626	474
543	167914	283	427	489
544	168197	150	647	473
545	168347	250	737	190
546	168597	316	1073	262
547	168913	266	918	215
548	169180	166	979	190
549	169346	566	1130	273
550	169912	250	960	198
551	170162	183	1140	342
552	170346	167	1115	950
553	170512	549	1141	1006
554	171062	100	858	985
555	171162	183	893	937
556	171345	383	1060	305
557	171728	633	1129	290
558	172361	250	856	151
559	172611	283	967	224
560	172893	267	827	212
561	173160	167	1090	313
562	173327	100	1062	1047
563	173426	467	1115	1042
564	173893	167	1028	982
565	174060	150	1090	961
566	174209	133	1175	961
567	174343	133	1163	995
568	174476	250	1159	955
569	174726	317	851	944
570	175042	267	1152	997
571	175309	566	1122	323
572	175875	400	1129	1022
573	176275	100	1163	791
574	176474	200	1135	276
575	176674	100	1153	222
576	176774	150	808	317
577	176924	233	813	509
578	177274	217	724	489
579	177490	183	773	500
580	177673	166	860	403
581	177840	183	1155	175
582	178023	166	1168	132
583	178190	133	1167	883
584	178323	616	1153	831
585	178939	167	1043	396
586	179355	133	1220	138
587	179689	100	660	471
588	179789	183	634	359
589	179972	349	1058	309
590	180321	216	967	990
591	180538	267	1124	862
592	180804	150	1143	763
593	180954	216	1034	984
594	181170	100	974	874
595	182053	16	756	1005
596	182203	83	725	1135
597	182286	167	866	1145
598	182453	116	904	1166
599	182569	200	700	1124
600	182769	200	290	1086
601	182969	217	967	1079
602	183186	199	1054	972
603	183385	167	969	1054
604	183552	117	1032	948
605	183669	117	999	981
606	183786	166	913	498
607	183952	383	1054	308
608	184335	217	1113	251
609	184552	133	339	490
610	184685	150	366	595
611	184835	133	995	392
612	185184	183	1135	193
613	185368	283	1161	161
614	186067	17	893	524
615	186900	83	776	391
616	186983	300	721	395
617	187283	100	751	309
618	187383	383	697	378
619	187766	333	781	501
620	188099	166	752	391
621	188265	183	1003	289
622	188449	117	1060	319
623	188565	133	412	204
624	188698	267	371	278
625	188965	233	334	216
626	189198	233	943	297
627	189431	300	943	261
628	189731	183	588	235
629	189914	183	1101	350
630	190098	166	1142	334
631	190264	100	1145	278
632	190364	1083	1123	397
633	191447	350	1103	362
634	191797	250	1148	948
635	192047	200	1137	1029
636	192248	283	935	1048
637	192530	250	678	993
638	192780	199	820	1022
639	192980	134	917	984
640	193113	283	1155	963
641	193663	50	1142	903
642	193829	100	930	359
643	193929	100	967	340
644	194029	183	937	289
645	194213	183	503	240
646	194396	233	408	204
647	194629	167	272	495
648	194795	100	309	532
649	194895	200	517	294
650	195761	433	761	262
651	196444	84	741	321
652	197060	233	957	278
653	197294	266	1122	283
654	197560	300	1152	346
655	197860	350	1037	312
656	198210	117	827	383
657	198326	100	792	473
658	198426	150	847	349
659	198576	200	858	458
660	198776	100	893	364
661	198876	283	1014	420
662	199159	133	1032	301
663	199292	133	762	443
664	199425	150	727	501
665	199575	483	1025	333
666	200058	200	1107	274
667	200258	233	557	285
668	200492	400	1121	928
669	200891	200	1137	869
670	201091	100	1063	894
671	201191	166	1173	854
672	201358	150	1171	498
673	201507	183	1107	527
674	201691	200	989	537
675	201891	100	918	500
676	201990	100	871	523
677	202090	266	957	410
678	202357	433	1084	417
679	202790	167	1099	353
680	202957	316	1131	396
681	203273	183	1113	431
682	203456	150	1131	497
683	203606	250	1156	537
684	203856	283	1116	498
685	204472	83	1054	486
686	204555	234	1154	504
687	204789	366	1096	471
688	205155	500	1142	386
689	205655	199	894	521
690	205854	267	1149	484
691	206121	416	1115	358
692	206537	216	811	516
693	206754	200	827	560
694	206953	100	807	617
695	208085	17	670	510
696	208619	133	1005	564
697	208752	150	1112	566
698	208902	616	794	547
699	209518	133	1021	471
700	209651	200	1108	340
701	209851	100	864	302
702	210301	50	796	335
703	210867	83	671	377
704	210950	516	664	302
705	211467	233	815	362
706	211700	150	696	350
707	211850	150	824	420
708	212000	117	871	390
709	212116	249	489	367
710	212366	200	585	374
711	212566	233	682	434
712	212799	133	644	480
713	212932	200	918	469
714	213132	283	928	409
715	213415	133	1070	284
716	213548	350	1070	333
717	213898	133	1168	311
718	214032	433	1135	339
719	214465	600	1097	325
720	215064	233	1144	377
721	215297	466	1120	964
722	215764	217	934	941
723	215980	116	980	927
724	216096	117	1192	898
725	216213	483	1151	374
726	216696	316	992	383
727	217013	117	1127	381
728	217129	100	1127	346
729	217229	233	1145	395
730	217745	183	1161	326
731	218079	150	789	467
732	218228	150	794	408
733	218378	117	777	443
734	218495	200	955	407
735	218695	233	1096	332
736	218928	100	1129	346
737	219028	100	1103	299
738	219128	150	1075	350
739	219278	100	1118	281
740	219378	200	972	409
741	219578	100	800	424
742	219677	266	798	519
743	219944	100	826	420
744	220044	200	803	521
745	220244	166	1053	478
746	220410	283	1106	538
747	220694	183	1114	574
748	220877	216	467	525
749	221093	250	255	582
750	221343	250	1087	701
751	221593	183	1038	920
752	221776	216	1114	955
753	221993	116	932	386
754	222109	150	934	341
755	222259	250	915	197
756	222509	416	1033	483
757	222925	100	1081	489
758	223025	200	1091	547
759	223225	100	1118	602
760	223325	217	942	555
761	223541	117	1172	631
762	223658	533	1118	650
763	224191	117	474	556
764	224308	100	470	618
765	224408	183	271	616
766	224590	117	288	559
767	224707	149	758	469
768	224857	117	1102	573
769	224974	100	1124	607
770	225074	300	1110	546
771	225373	100	980	313
772	225473	133	964	356
773	225606	333	953	251
774	225940	366	624	428
775	226306	233	365	528
776	226539	149	371	390
777	226689	100	442	316
778	226789	600	641	385
779	227389	100	610	431
780	229104	217	243	603
781	229321	183	1093	626
782	229504	150	1177	640
783	229654	283	1147	670
784	229937	366	1158	558
785	230304	166	828	499
786	230470	100	796	583
787	231203	17	858	374
788	231636	100	1000	188
789	231736	149	743	334
790	231885	183	1106	144
791	232069	483	1152	122
792	232552	333	988	202
793	232885	200	959	250
794	233085	167	866	360
795	233684	133	1051	774
796	233817	100	1055	734
797	233917	133	778	785
798	236732	117	804	487
799	236848	100	724	415
800	236948	216	848	320
801	237514	33	941	431
802	238264	216	937	358
803	238480	167	958	843
804	238647	100	1010	834
805	238747	100	1036	764
806	238847	166	1059	809
807	239013	166	1031	313
808	239663	83	1128	132
809	240146	100	1138	847
810	240246	150	1156	771
811	240396	216	1076	224
812	240745	366	1118	150
813	241112	300	741	575
814	241411	100	684	607
815	242462	34	987	421
816	242745	250	749	242
817	242995	116	547	432
818	243678	133	1068	372
819	243811	217	1064	331
820	244028	117	1085	263
821	244144	200	1137	414
822	244344	433	1120	368
823	244777	167	1127	978
824	244944	233	1088	960
825	245177	283	851	907
826	245460	133	1052	865
827	245593	350	804	303
828	245943	167	773	261
829	246110	533	1076	355
830	246643	217	893	273
831	246859	367	1144	438
832	247226	150	1125	478
833	247376	100	1058	355
834	247476	333	1133	389
835	247809	533	1135	439
836	248725	33	1172	396
837	248991	317	1139	398
838	249308	183	1124	331
839	249824	17	974	419
840	250007	550	1028	400
841	250723	350	1027	429
842	251073	400	999	390
843	251473	117	1017	355
844	251590	233	973	353
845	251823	200	864	290
846	252023	167	882	325
847	252189	150	707	481
848	252339	217	674	527
849	252556	283	843	421
850	252839	167	898	321
851	253005	266	1096	201
852	253272	100	1098	240
853	253372	133	1167	264
854	253505	117	1166	213
855	253622	333	1138	244
856	253955	167	1161	212
857	254121	250	1151	269
858	254371	250	1133	189
859	254621	333	1152	241
860	254954	167	1128	287
861	255121	100	1153	248
862	255221	783	1129	285
863	256003	350	1139	246
864	256353	650	1138	190
865	257003	216	1128	251
866	257219	1049	1139	202
867	258269	383	1150	274
868	258652	217	1238	807
869	258868	117	1135	932
870	258985	100	1057	898
871	259085	116	1052	942
872	259201	200	1139	829
873	259401	183	1083	276
874	259585	166	1029	171
875	259751	300	856	394
876	260051	233	885	294
877	260284	267	406	291
878	260551	250	295	313
879	260800	299	987	250
880	261100	300	817	324
881	261400	433	995	203
882	261833	133	725	477
883	261966	99	673	456
884	262065	100	735	487
885	262165	100	901	395
886	262265	217	917	301
887	262481	150	1156	274
888	262631	116	1139	309
889	262748	400	750	464
890	263147	100	769	388
891	263247	166	743	489
892	263414	283	973	482
893	263697	216	731	342
894	263914	200	518	370
895	264114	266	622	283
896	264380	266	536	306
897	264646	200	432	326
898	264846	167	334	309
899	265013	233	629	218
900	265246	183	670	176
901	265429	416	696	204
902	265845	183	654	265
903	266029	100	654	224
904	266129	583	562	278
905	266712	200	693	428
906	266912	133	861	474
907	267045	216	714	235
908	267261	433	678	220
909	267694	266	939	506
910	267960	266	1000	450
911	268226	300	1042	436
912	268526	283	1100	649
913	268809	250	1036	474
914	269059	367	1128	644
915	269426	233	976	532
916	269659	133	873	500
917	269792	350	858	373
918	270142	183	598	397
919	270325	200	968	568
920	270525	433	1111	659
921	270958	383	1091	621
922	271341	250	1128	950
923	271590	133	1151	909
924	271724	100	1137	615
925	271824	368	1138	650
926	272191	150	1142	609
927	272341	267	1138	664
928	272608	100	1124	715
929	272708	250	1122	609
930	272958	133	1134	643
931	273091	100	1171	609
932	273191	233	1139	649
933	273424	150	758	586
934	273791	333	809	564
935	274124	450	838	527
936	274873	466	786	536
937	275340	100	815	488
938	275439	117	779	528
939	275556	133	843	540
940	275689	133	857	507
941	275823	250	610	517
942	276072	300	701	537
943	276372	200	1040	571
944	276572	200	1144	601
945	276772	167	1117	554
946	276939	317	1129	614
947	277255	150	1047	642
948	277405	183	1123	542
949	277588	167	977	490
950	277755	333	1139	611
951	278088	233	1152	901
952	278321	150	1120	953
953	278471	150	1133	596
954	278621	100	1155	519
955	278721	550	1142	558
956	279271	333	1141	601
957	279604	100	1107	717
958	279704	200	1152	604
959	279904	167	1088	645
960	280071	217	1116	624
961	280287	116	528	524
962	280403	200	521	484
963	280603	183	261	414
964	280786	233	1063	627
965	281020	650	1006	562
966	281669	267	1066	516
967	281936	232	932	412
968	282168	366	1012	541
969	282534	100	1034	473
970	282634	217	1028	545
971	282850	117	1103	537
972	282967	100	1095	576
973	283067	183	1097	532
974	283250	100	1134	513
975	283350	100	1080	572
976	283450	333	942	512
977	283783	500	1082	583
978	284849	150	1003	694
979	284999	300	959	714
980	285299	216	876	711
981	285915	117	841	645
982	286032	116	874	594
983	286148	266	771	612
984	286414	333	787	674
985	286748	150	712	630
986	286897	283	668	372
987	287181	233	1037	279
988	287414	183	1133	247
989	287597	150	1094	236
990	287747	316	521	467
991	288063	283	501	432
992	288346	150	1013	873
993	288496	183	1179	910
994	288680	400	1184	873
995	289079	183	1124	875
996	289263	216	1181	861
997	289479	266	1088	356
998	289745	100	1147	220
999	289845	150	1122	287
1000	289995	117	1118	920
1001	290112	100	1134	887
1002	290212	100	1114	926
1003	290845	17	1133	286
1004	290994	267	890	248
1005	291261	100	1107	234
1006	291361	200	1072	243
1007	291894	150	430	391
1008	292626	101	1051	411
1009	292727	183	1137	378
1010	292910	216	1093	215
1011	293126	300	896	200
1012	293426	283	741	286
1013	293709	100	685	355
1014	293809	183	697	296
1015	293992	150	552	396
1016	294142	133	563	441
1017	294276	133	600	434
1018	294409	350	1164	341
1019	294759	133	1154	256
1020	294892	150	1154	316
1021	295042	166	1158	367
1022	295208	100	1164	315
1023	295308	150	1111	435
1024	295841	100	954	434
1025	295941	150	982	497
1026	296441	83	996	507
1027	296524	300	1057	523
1028	296824	183	865	577
1029	297007	433	821	618
1030	297440	116	937	589
1031	297556	100	932	636
1032	297656	167	903	542
1033	297823	99	504	422
1034	297922	150	522	499
1035	298073	233	539	429
1036	298306	166	631	485
1037	298472	216	745	364
1038	298688	200	664	312
1039	298888	217	741	221
1040	299105	300	814	251
1041	299405	133	894	257
1042	299538	216	915	223
1043	299754	250	1035	234
1044	300004	250	925	274
1045	300254	416	849	296
1046	300670	100	847	424
1047	300987	333	1039	414
1048	301320	200	1045	478
1049	301520	133	1062	418
1050	301653	183	1167	364
1051	301836	200	1184	243
1052	302036	183	1004	230
1053	302219	300	856	192
1054	302519	366	915	198
1055	302885	133	904	234
1056	303019	383	1134	261
1057	303402	666	1159	311
1058	304068	183	1192	358
1059	304251	816	1165	288
1060	305067	566	1163	253
1061	305633	250	993	232
1062	305883	200	1152	220
1063	306083	216	917	229
1064	306300	200	1124	279
1065	306500	283	1114	314
1066	306782	150	1109	768
1067	306933	216	1127	877
1068	307149	267	1165	853
1069	307416	483	802	523
1070	307899	100	808	558
1071	307999	450	821	517
1072	308449	233	1080	503
1073	308682	366	1125	512
1074	309265	167	807	490
1075	309432	217	1073	824
1076	309648	350	1168	850
1077	309998	350	1120	536
1078	310348	167	804	388
1079	310514	266	746	210
1080	310781	117	994	497
1081	310897	150	1007	456
1082	311047	133	1068	554
1083	311180	100	1081	599
1084	311280	100	1099	458
1085	311380	100	1091	409
1086	311480	150	1086	459
1087	311630	150	954	400
1088	311780	216	920	413
1089	311997	200	1058	471
1090	312196	283	968	458
1091	312479	133	1006	449
1092	312612	250	1095	505
1093	312862	433	1139	503
1094	313295	233	1104	505
1095	313529	283	1150	512
1096	313812	583	1156	477
1097	314578	150	1128	602
1098	314728	150	1118	938
1099	314878	183	1096	620
1100	315061	649	1139	510
1101	316693	116	1020	593
1102	316810	300	1121	535
1103	317642	16	994	636
1104	317842	17	1234	902
1105	318092	150	1076	945
1106	318242	216	1099	669
1107	318459	216	763	594
1108	318675	216	798	632
1109	318891	167	920	567
1110	319058	266	1126	572
1111	319325	117	1116	518
1112	319441	217	996	352
1113	319658	200	865	268
1114	319857	150	908	256
1115	320007	100	1022	290
1116	320307	33	1043	297
1117	320973	133	1194	420
1118	321107	117	1170	472
1119	321223	100	1134	510
1120	321323	300	1155	448
1121	321623	100	1137	484
1122	321723	250	1173	422
1123	321973	133	1104	506
1124	322439	150	1162	478
1125	322756	100	1185	474
1126	322855	167	1084	594
1127	323022	266	1067	731
1128	323289	366	1112	1086
1129	323655	100	1012	1075
1130	324255	150	1004	451
1131	324404	150	954	403
1132	324554	250	1141	477
1133	324804	233	1117	507
1134	325037	116	1148	451
1135	325154	250	1163	484
1136	325404	167	757	435
1137	325803	366	633	329
1138	326169	250	670	690
1139	326419	150	1113	688
1140	326919	17	1175	527
1141	327069	134	1130	504
1142	327203	100	1094	544
1143	327302	133	1133	522
1144	327435	283	609	497
1145	327718	266	512	459
1146	327985	250	491	411
1147	328235	100	461	470
1148	328634	433	486	453
1149	329068	167	745	515
1150	329234	449	812	563
1151	329683	167	777	467
1152	329850	150	1080	213
1153	330000	183	1084	163
1154	330183	566	602	213
1155	330750	167	993	242
1156	330916	183	1040	175
1157	331099	100	782	200
1158	332765	133	1098	138
1159	332898	116	1055	280
1160	333014	183	756	197
1161	333198	250	727	261
1162	333448	117	749	206
1163	333565	233	442	251
1164	333797	100	1055	120
1165	333898	100	1033	148
1166	333997	100	1101	129
1167	334097	383	1055	153
1168	334480	600	1131	186
1169	335080	216	1122	227
1170	335297	216	881	457
1171	335513	200	1091	250
1172	335713	116	1128	202
1173	335829	400	1163	197
1174	336229	150	1129	860
1175	336379	133	1071	926
1176	336512	100	1031	926
1177	336612	200	1082	972
