System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 05				
Recording date:	 2021/9/14				
Recording time:	 16:11:37				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/14				
Export time:	 16:58:10				
Participant:	 P09				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9983	ImageEnd	16	0	0	6282.jpg
10133	InstructionStart	2048	0	0	Instruction Element
11843	KeyPress	4	32	0	Space
11844	InstructionEnd	4096	0	0	Instruction Element
11873	ImageStart	8	0	0	5428.jpg
21843	ImageEnd	16	0	0	5428.jpg
21863	InstructionStart	2048	0	0	Instruction Element
22729	KeyPress	4	32	0	Space
22731	InstructionEnd	4096	0	0	Instruction Element
22767	ImageStart	8	0	0	1699.jpg
32752	ImageEnd	16	0	0	1699.jpg
32873	InstructionStart	2048	0	0	Instruction Element
35060	KeyPress	4	32	0	Space
35062	InstructionEnd	4096	0	0	Instruction Element
35095	ImageStart	8	0	0	5273.jpg
45083	ImageEnd	16	0	0	5273.jpg
45102	InstructionStart	2048	0	0	Instruction Element
46708	KeyPress	4	32	0	Space
46710	InstructionEnd	4096	0	0	Instruction Element
46743	ImageStart	8	0	0	3251.jpg
56732	ImageEnd	16	0	0	3251.jpg
56832	InstructionStart	2048	0	0	Instruction Element
58825	KeyPress	4	32	0	Space
58835	InstructionEnd	4096	0	0	Instruction Element
58864	ImageStart	8	0	0	1718.jpg
68857	ImageEnd	16	0	0	1718.jpg
68876	InstructionStart	2048	0	0	Instruction Element
70663	KeyPress	4	32	0	Space
70678	InstructionEnd	4096	0	0	Instruction Element
70711	ImageStart	8	0	0	5274.jpg
80700	ImageEnd	16	0	0	5274.jpg
80808	InstructionStart	2048	0	0	Instruction Element
82407	KeyPress	4	32	0	Space
82409	InstructionEnd	4096	0	0	Instruction Element
82436	ImageStart	8	0	0	6065.jpg
92434	ImageEnd	16	0	0	6065.jpg
92700	InstructionStart	2048	0	0	Instruction Element
94117	KeyPress	4	32	0	Space
94119	InstructionEnd	4096	0	0	Instruction Element
94169	ImageStart	8	0	0	2091.jpg
104145	ImageEnd	16	0	0	2091.jpg
104252	InstructionStart	2048	0	0	Instruction Element
105742	KeyPress	4	32	0	Space
105750	InstructionEnd	4096	0	0	Instruction Element
105785	ImageStart	8	0	0	6272.jpg
115775	ImageEnd	16	0	0	6272.jpg
115803	InstructionStart	2048	0	0	Instruction Element
117397	KeyPress	4	32	0	Space
117410	InstructionEnd	4096	0	0	Instruction Element
117437	ImageStart	8	0	0	3299.jpg
127429	ImageEnd	16	0	0	3299.jpg
127447	InstructionStart	2048	0	0	Instruction Element
128948	KeyPress	4	32	0	Space
128955	InstructionEnd	4096	0	0	Instruction Element
128990	ImageStart	8	0	0	2345.jpg
138978	ImageEnd	16	0	0	2345.jpg
139146	InstructionStart	2048	0	0	Instruction Element
140948	KeyPress	4	32	0	Space
140959	InstructionEnd	4096	0	0	Instruction Element
140996	ImageStart	8	0	0	1771.jpg
150982	ImageEnd	16	0	0	1771.jpg
151134	InstructionStart	2048	0	0	Instruction Element
154107	KeyPress	4	32	0	Space
154110	InstructionEnd	4096	0	0	Instruction Element
154146	ImageStart	8	0	0	2624.jpg
164136	ImageEnd	16	0	0	2624.jpg
164315	InstructionStart	2048	0	0	Instruction Element
165647	KeyPress	4	32	0	Space
165661	InstructionEnd	4096	0	0	Instruction Element
165688	ImageStart	8	0	0	6112.jpg
175679	ImageEnd	16	0	0	6112.jpg
175694	InstructionStart	2048	0	0	Instruction Element
176991	KeyPress	4	32	0	Space
177004	InstructionEnd	4096	0	0	Instruction Element
177034	ImageStart	8	0	0	5535.jpg
187024	ImageEnd	16	0	0	5535.jpg
187258	InstructionStart	2048	0	0	Instruction Element
188605	KeyPress	4	32	0	Space
188612	InstructionEnd	4096	0	0	Instruction Element
188642	ImageStart	8	0	0	3537.jpg
198629	ImageEnd	16	0	0	3537.jpg
198790	InstructionStart	2048	0	0	Instruction Element
200219	KeyPress	4	32	0	Space
200233	InstructionEnd	4096	0	0	Instruction Element
200262	ImageStart	8	0	0	6147.jpg
210237	ImageEnd	16	0	0	6147.jpg
210491	InstructionStart	2048	0	0	Instruction Element
212424	KeyPress	4	32	0	Space
212425	InstructionEnd	4096	0	0	Instruction Element
212452	ImageStart	8	0	0	5586.jpg
222445	ImageEnd	16	0	0	5586.jpg
222464	InstructionStart	2048	0	0	Instruction Element
224102	KeyPress	4	32	0	Space
224109	InstructionEnd	4096	0	0	Instruction Element
224144	ImageStart	8	0	0	6173.jpg
234135	ImageEnd	16	0	0	6173.jpg
234159	InstructionStart	2048	0	0	Instruction Element
235512	KeyPress	4	32	0	Space
235521	InstructionEnd	4096	0	0	Instruction Element
235570	ImageStart	8	0	0	1736.jpg
245538	ImageEnd	16	0	0	1736.jpg
245571	InstructionStart	2048	0	0	Instruction Element
247007	KeyPress	4	32	0	Space
247021	InstructionEnd	4096	0	0	Instruction Element
247048	ImageStart	8	0	0	6360.jpg
257043	ImageEnd	16	0	0	6360.jpg
257166	InstructionStart	2048	0	0	Instruction Element
258481	KeyPress	4	32	0	Space
258494	InstructionEnd	4096	0	0	Instruction Element
258527	ImageStart	8	0	0	1633.jpg
268503	ImageEnd	16	0	0	1633.jpg
268582	InstructionStart	2048	0	0	Instruction Element
270084	KeyPress	4	32	0	Space
270086	InstructionEnd	4096	0	0	Instruction Element
270119	ImageStart	8	0	0	1871.jpg
280097	ImageEnd	16	0	0	1871.jpg
280114	InstructionStart	2048	0	0	Instruction Element
281644	KeyPress	4	32	0	Space
281659	InstructionEnd	4096	0	0	Instruction Element
281693	ImageStart	8	0	0	2478.jpg
291674	ImageEnd	16	0	0	2478.jpg
291694	InstructionStart	2048	0	0	Instruction Element
294010	KeyPress	4	32	0	Space
294011	InstructionEnd	4096	0	0	Instruction Element
294038	ImageStart	8	0	0	3187.jpg
304016	ImageEnd	16	0	0	3187.jpg
304033	InstructionStart	2048	0	0	Instruction Element
305398	KeyPress	4	32	0	Space
305401	InstructionEnd	4096	0	0	Instruction Element
305431	ImageStart	8	0	0	1635.jpg
315409	ImageEnd	16	0	0	1635.jpg
315431	InstructionStart	2048	0	0	Instruction Element
316883	KeyPress	4	32	0	Space
316890	InstructionEnd	4096	0	0	Instruction Element
316928	ImageStart	8	0	0	6044.jpg
326912	ImageEnd	16	0	0	6044.jpg
327026	InstructionStart	2048	0	0	Instruction Element
328712	KeyPress	4	32	0	Space
328719	InstructionEnd	4096	0	0	Instruction Element
328754	ImageStart	8	0	0	6326.jpg
338739	ImageEnd	16	0	0	6326.jpg
338757	InstructionStart	2048	0	0	Instruction Element
340208	KeyPress	4	32	0	Space
340210	InstructionEnd	4096	0	0	Instruction Element
340240	ImageStart	8	0	0	5303.jpg
350223	ImageEnd	16	0	0	5303.jpg
350237	InstructionStart	2048	0	0	Instruction Element
351468	KeyPress	4	32	0	Space
351471	InstructionEnd	4096	0	0	Instruction Element
351508	ImageStart	8	0	0	1682.jpg
361485	ImageEnd	16	0	0	1682.jpg
361507	InstructionStart	2048	0	0	Instruction Element
362920	KeyPress	4	32	0	Space
362922	InstructionEnd	4096	0	0	Instruction Element
362960	ImageStart	8	0	0	2533.jpg
372951	ImageEnd	16	0	0	2533.jpg
372973	InstructionStart	2048	0	0	Instruction Element
374770	KeyPress	4	32	0	Space
374772	InstructionEnd	4096	0	0	Instruction Element
374808	ImageStart	8	0	0	3595.jpg
384795	ImageEnd	16	0	0	3595.jpg
384820	InstructionStart	2048	0	0	Instruction Element
386492	KeyPress	4	32	0	Space
386492	InstructionEnd	4096	0	0	Instruction Element
386519	ImageStart	8	0	0	5513.jpg
396506	ImageEnd	16	0	0	5513.jpg
396532	InstructionStart	2048	0	0	Instruction Element
