Data properties:				
84	24993	651	481	426
85	25644	433	702	270
86	26077	100	1636	1232
87	26926	167	1192	517
88	27093	316	910	331
89	27409	466	944	240
90	27876	283	958	867
91	28159	150	648	851
92	28309	333	1068	896
93	28642	200	903	238
94	28842	333	1123	110
95	29175	383	874	184
96	29675	33	840	239
97	29891	183	720	314
98	30074	333	922	878
99	30407	366	1066	881
100	30774	250	679	793
101	31023	483	570	365
102	31506	150	-1545	1553
103	31656	100	-1763	1564
104	31989	283	810	519
105	32273	283	1087	241
106	32556	233	1088	894
107	32789	316	1052	811
108	33105	516	1149	118
109	33622	150	776	466
110	33771	216	903	509
111	33988	566	1154	83
112	34738	200	1131	110
113	34937	216	1092	821
114	35154	250	1131	860
115	35404	233	865	847
116	35637	133	1126	216
117	35953	233	1168	47
118	36186	117	1138	107
119	36303	100	1128	306
120	36586	100	1123	411
121	36686	383	1139	123
122	37069	433	1067	223
123	37502	383	961	401
124	37885	233	977	894
125	38118	200	985	822
126	38318	283	1096	224
127	38601	250	1132	137
128	38851	416	1132	861
129	39401	200	1169	157
130	39601	300	1131	112
131	39900	350	468	491
132	40250	283	431	893
133	40533	183	471	916
134	40716	266	748	902
135	40983	266	787	555
136	41249	316	933	423
137	41566	133	997	293
138	41699	200	1128	142
139	41899	300	1156	114
140	42349	167	816	521
141	42815	150	276	390
142	42965	833	752	522
143	43798	383	892	476
144	44181	233	797	281
145	44414	167	1144	520
146	44580	416	1042	913
147	44997	266	1085	869
148	45263	183	1026	951
149	45446	250	1097	430
150	45696	183	1007	459
151	45879	200	1093	618
152	46079	333	1101	931
153	46412	200	1125	905
154	46612	200	978	950
155	46812	183	540	880
156	46995	416	463	270
157	47412	283	794	224
158	47695	250	1022	919
159	47945	216	831	930
160	48161	133	589	590
161	48294	266	520	907
162	48561	400	671	329
163	48960	400	1133	515
164	49360	166	1112	616
165	49527	250	1160	937
166	49777	183	1129	895
167	49960	550	1143	494
168	50509	316	1157	893
169	50826	383	1028	558
170	51209	566	658	276
171	51775	216	939	985
172	51992	250	1046	430
173	52241	233	859	347
174	52475	383	475	283
175	52858	433	890	377
176	53291	233	823	301
177	53524	250	825	909
178	53774	516	746	637
179	54290	383	782	532
180	54673	266	1140	311
181	54939	200	1152	238
182	55139	266	1127	912
183	55406	366	1120	848
184	55772	133	1021	833
185	55905	166	519	853
186	56072	183	1070	286
187	56255	400	1159	219
188	56655	183	1176	175
189	56838	183	871	202
190	57021	200	1085	374
191	57221	183	1147	288
192	57404	183	1149	236
193	57588	583	459	143
194	58171	383	373	109
195	58554	117	1142	395
196	58670	200	1154	353
197	58870	400	982	461
198	59270	233	1154	200
199	59503	350	1142	859
200	59853	433	828	841
201	60286	300	1009	501
202	60585	266	1081	477
203	61035	33	908	19
204	61335	200	1119	610
205	61535	250	1115	255
206	61785	217	1168	798
207	62001	316	1101	841
208	62317	333	1022	424
209	62651	233	861	860
210	62884	283	803	482
211	63167	150	872	876
212	64000	216	864	351
213	64216	316	1155	195
214	64533	166	646	208
215	64699	200	696	444
216	64899	183	935	245
217	65082	216	1139	583
218	65299	216	1105	926
219	65515	433	1109	969
220	65948	383	1137	578
221	66331	100	1103	621
222	66564	183	457	925
223	66748	300	349	469
224	67047	233	568	218
225	67281	300	382	233
226	67580	300	322	546
227	67880	233	764	983
228	68113	366	1106	972
229	68480	333	593	932
230	68813	266	246	906
231	69079	350	1170	657
232	69429	566	990	438
233	69995	200	722	419
234	70195	483	640	247
235	70678	500	812	195
236	71178	266	988	443
237	71444	600	804	252
238	72044	416	735	317
239	72460	233	719	775
240	72693	300	1090	932
241	72993	250	789	344
242	73243	250	323	738
243	73493	483	261	416
244	73976	183	425	675
245	74159	250	395	859
246	74559	167	390	150
247	74725	166	622	235
248	74892	550	749	524
249	75441	183	424	887
250	75625	183	233	837
251	75808	566	262	212
252	76374	233	237	879
253	76607	117	530	895
254	76724	133	762	875
255	76857	183	1006	923
256	77040	167	1104	922
257	77207	216	1058	591
258	77423	183	715	882
259	77607	166	542	893
260	77773	167	433	916
261	77940	233	552	223
262	78173	200	520	297
263	78373	283	777	340
264	78656	316	663	200
265	78972	200	894	455
266	79172	283	955	600
267	79455	350	943	908
268	79805	133	986	814
269	79938	666	989	513
270	80604	250	1074	614
271	80854	133	1116	730
272	80987	117	1135	676
273	81104	233	1102	899
274	81337	250	1121	965
275	81837	17	1138	686
276	81970	200	1157	626
277	82170	266	1121	655
278	82436	300	963	954
279	82736	200	769	955
280	82936	216	1017	469
281	83152	316	993	501
282	83469	333	484	402
283	83802	250	334	352
284	84052	250	993	632
285	84302	200	895	519
286	84502	350	376	236
287	84851	183	1204	693
288	85035	233	1136	662
289	85268	550	1096	633
290	85817	217	785	478
291	86750	316	831	586
292	87066	283	634	550
293	87349	100	671	750
294	87916	183	631	582
295	88099	283	830	534
296	88382	283	1463	632
297	88665	117	2506	121
298	88782	116	2446	138
299	88898	233	2046	83
300	89132	150	2269	76
301	89281	100	2305	73
302	89614	200	795	527
303	89814	383	440	473
304	90197	200	600	500
305	90398	216	836	539
306	90614	150	-506	725
307	90764	117	-549	752
308	90881	100	-606	745
309	90981	167	-538	749
310	91147	117	702	762
311	91680	466	691	417
312	92147	616	689	574
313	92763	400	709	528
314	93162	117	834	313
315	93279	350	1134	195
316	93629	200	1145	874
317	93829	183	1099	913
318	94162	233	1149	172
319	94395	233	1133	80
320	94628	266	1158	834
321	94895	216	791	461
322	95111	266	747	261
323	95378	217	683	850
324	95594	217	775	848
325	95811	200	792	778
326	96011	333	928	188
327	96344	383	1084	116
328	96727	383	1151	107
329	97110	283	1157	610
330	97393	250	1124	869
331	97643	233	1061	312
332	97876	433	543	465
333	98309	216	949	891
334	98526	516	1120	863
335	99042	266	963	841
336	99309	466	1130	213
337	99775	233	893	218
338	100008	283	779	205
339	100291	283	308	361
340	100575	283	1102	221
341	100858	117	1082	858
342	101158	183	1019	872
343	101341	300	882	865
344	101641	300	1052	359
345	101940	400	1097	119
346	102340	250	919	841
347	102590	183	787	780
348	102773	516	784	194
349	103290	500	741	488
350	103789	250	927	554
351	104039	416	1086	939
352	104456	100	1043	896
353	104555	216	984	910
354	104772	217	638	869
355	104989	183	509	815
356	105172	350	535	240
357	105521	167	576	299
358	105688	350	224	163
359	106038	317	1059	525
360	106354	133	1088	639
361	106488	167	1112	984
362	106654	150	1096	897
363	106804	466	633	891
364	107270	167	1143	735
365	107437	350	1115	600
366	107787	300	891	496
367	108087	250	682	380
368	108336	217	1099	650
369	108703	167	1068	684
370	108869	300	1113	915
371	109169	400	736	900
372	109569	283	437	885
373	109852	266	1073	620
374	110268	200	1011	914
375	110468	233	586	896
376	110702	233	365	887
377	110935	200	560	849
378	111135	316	1085	918
379	111451	200	751	858
380	111651	183	588	798
381	111834	216	573	279
382	112051	167	591	340
383	112217	167	567	435
384	112384	166	608	796
385	112550	200	564	768
386	112750	267	998	828
387	113017	183	1062	929
388	113350	183	1030	898
389	113533	483	861	882
390	114482	117	779	637
391	114599	450	851	530
392	115049	216	1107	597
393	115265	200	788	216
394	115465	248	698	114
395	115714	166	921	950
396	115880	383	1105	954
397	116263	200	655	879
398	116463	333	499	237
399	116796	400	719	148
400	117379	183	559	853
401	117562	333	407	280
402	117895	266	612	189
403	118162	183	710	137
404	118345	250	574	881
405	118595	166	574	804
406	118761	316	681	114
407	119078	233	897	315
408	119311	233	1098	590
409	119544	266	1094	988
410	119811	216	1104	953
411	120027	167	967	945
412	120194	467	1104	623
413	120843	250	961	450
414	121093	250	901	913
415	121343	699	1110	975
416	122042	167	1052	1107
417	122209	133	1068	972
418	122342	217	449	907
419	122559	283	257	877
420	122842	433	1030	963
421	123275	300	1128	963
422	123575	233	1033	953
423	123808	167	698	956
424	123975	350	367	915
425	124324	167	272	393
426	124491	433	192	339
427	124924	333	631	421
428	125257	117	828	565
429	125973	100	502	569
430	126073	100	500	499
431	126173	183	498	557
432	126356	150	702	517
433	126506	283	1058	499
434	126789	183	1169	931
435	126973	216	1106	882
436	127339	217	1113	549
437	127555	316	1017	897
438	127872	100	1342	1215
439	128388	83	1344	807
440	128471	150	1184	809
441	128621	150	262	742
442	128771	433	298	190
443	129204	117	508	231
444	129521	216	442	142
445	129737	166	928	456
446	129904	217	1120	517
447	130120	483	1145	414
448	130603	183	1117	485
449	130787	300	1077	452
450	131086	233	1029	861
451	131320	450	1103	907
452	131769	650	829	922
453	132419	167	1102	913
454	132585	316	1058	508
455	133052	133	1054	585
456	133185	217	1034	885
457	133401	283	1067	925
458	133685	233	1074	592
459	133918	283	907	498
460	134201	283	729	405
461	134484	350	1139	433
462	134834	266	565	311
463	135100	283	248	272
464	135383	217	1116	546
465	135600	466	1134	436
466	136066	350	1106	890
467	136416	183	1094	471
468	136599	217	761	526
469	136816	350	693	538
470	137166	166	721	316
471	137482	250	372	227
472	137732	233	540	876
473	137965	200	1075	866
474	138165	267	804	840
475	138431	200	880	847
476	138631	316	1071	891
477	138948	316	1122	264
478	139264	183	1146	330
479	139447	350	821	338
480	139914	316	826	825
481	140230	116	802	298
482	140597	100	825	314
483	140697	250	894	930
484	141096	116	449	321
485	141379	233	234	370
486	141613	233	305	520
487	141846	166	383	529
488	142012	266	1004	303
489	142279	200	1159	344
490	142479	416	1083	897
491	142895	300	518	916
492	143328	266	1082	303
493	143595	233	940	286
494	143828	200	775	296
495	144028	266	325	126
496	144294	316	448	392
497	144610	383	500	593
498	144994	333	496	935
499	145327	250	466	909
500	145577	232	1003	869
501	145809	400	965	318
502	146209	866	1128	323
503	147191	166	830	413
504	147358	383	817	491
505	147741	166	1090	605
506	147907	200	539	361
507	148107	300	270	151
508	148407	333	1104	691
509	148740	233	1047	876
510	148973	233	1121	901
511	149207	166	999	795
512	149373	716	1028	546
513	150089	383	1020	822
514	150472	183	1017	508
515	150655	216	1066	542
516	150872	200	1122	599
517	151072	283	1081	625
518	151355	266	789	586
519	151621	550	607	400
520	152171	166	415	785
521	152337	200	321	880
522	152537	283	133	84
523	152820	283	383	893
524	153103	300	745	893
525	153403	133	727	818
526	153536	266	1087	942
527	153803	316	1131	614
528	154119	316	774	480
529	154436	266	600	406
530	154702	350	1015	601
531	155052	250	1013	555
532	155302	350	900	555
533	155651	100	1048	580
534	155901	233	1046	563
535	156134	749	928	580
536	156884	266	606	409
537	157150	233	362	262
538	157383	216	236	175
539	157600	200	635	543
540	157800	167	844	513
541	157966	133	877	263
542	158099	267	939	170
543	158366	216	1141	117
544	158582	266	819	166
545	158849	216	697	151
546	159065	216	1021	160
547	159282	383	1071	918
548	159665	316	947	888
549	159981	283	1040	944
550	160264	233	1029	174
551	160498	384	1088	196
552	161049	200	1163	164
553	161248	250	1059	928
554	161498	266	662	866
555	161765	367	443	286
556	162131	383	387	469
557	162514	233	505	888
558	162864	100	613	836
559	162964	100	632	761
560	163064	100	755	157
561	163164	117	713	214
562	165612	100	483	922
563	165829	217	322	906
564	166045	117	398	875
565	166678	266	1154	188
566	166945	583	1154	129
567	167528	183	609	160
568	167711	183	1054	111
569	167894	266	938	140
570	168161	150	794	417
571	169077	100	1150	493
572	169177	216	1120	602
573	169393	433	1140	914
574	169826	516	1127	487
575	170343	167	1155	745
576	170509	183	1102	469
577	170692	250	1135	965
578	170942	333	760	931
579	171275	333	494	353
580	171608	300	375	257
581	172075	150	368	461
582	172225	200	448	958
583	172425	583	382	831
584	173008	133	897	850
585	173141	416	380	258
586	173557	266	547	462
587	173957	333	666	873
588	174290	183	913	916
589	174473	117	1047	930
590	174590	300	946	388
591	174890	383	1076	514
592	175389	216	929	541
593	175606	250	849	367
594	175856	166	1038	842
595	176022	233	1135	946
596	176256	183	1202	442
597	176439	600	1142	439
598	177038	266	854	399
599	177305	600	650	372
600	177904	750	728	342
601	178654	250	846	446
602	178904	400	839	505
603	179304	100	1812	1381
604	179837	83	1198	331
605	179920	250	974	178
606	180170	233	1130	158
607	180403	515	1096	855
608	180918	283	953	869
609	181201	250	1164	157
610	181451	216	1166	82
611	181667	333	981	412
612	182000	200	862	890
613	182200	250	935	930
614	182450	150	1153	345
615	182600	450	1149	137
616	183050	266	1120	896
617	183316	117	1059	923
618	183633	783	1120	177
619	184415	133	1112	887
620	184549	500	1081	864
621	185048	117	1055	909
622	185281	183	957	918
623	185465	333	772	911
624	185798	100	483	961
625	185898	100	734	947
626	185998	183	642	557
627	186531	183	931	233
628	186714	266	951	131
629	187097	50	867	571
630	187280	83	1022	924
631	187363	133	878	967
632	187496	117	910	944
633	187613	183	905	749
634	187796	117	884	696
635	187913	316	541	572
636	188229	217	1097	194
637	188446	233	1161	114
638	188846	150	963	858
639	188996	100	1637	1269
640	189512	83	704	422
641	189595	150	827	494
642	189745	150	833	369
643	189895	316	1095	516
644	190211	266	471	208
645	190478	266	1141	755
646	190744	150	1110	956
647	191011	516	1086	519
648	191527	266	1133	934
649	191910	217	1007	851
650	192127	250	1105	527
651	192376	316	802	445
652	192693	166	844	570
653	192859	200	863	890
654	193176	233	898	948
655	193409	383	1038	945
656	193992	50	1088	931
657	194242	183	348	933
658	194425	216	154	887
659	194641	167	130	232
660	194808	283	144	199
661	195241	316	175	883
662	195558	133	512	876
663	195691	250	588	413
664	195941	216	653	488
665	196157	166	687	634
666	196324	117	725	571
667	196440	333	623	958
668	196773	100	882	529
669	196873	150	857	559
670	197023	283	919	564
671	197423	83	947	613
672	197506	183	939	536
673	197689	183	899	947
674	197872	283	925	983
675	198156	233	900	942
676	198389	466	890	585
677	198855	333	804	542
678	199188	350	525	521
679	199538	316	920	866
680	199854	133	865	623
681	199988	233	745	551
682	200221	250	855	515
683	200471	350	1134	566
684	200820	183	761	391
685	201154	133	668	337
686	201287	117	585	371
687	201403	183	1130	655
688	201587	250	1147	537
689	201836	233	1122	929
690	202070	216	1113	845
691	202286	150	1125	601
692	202436	167	1107	641
693	202603	266	1150	879
694	202869	200	1000	833
695	203069	166	994	915
696	203236	150	735	911
697	203386	300	577	284
698	203685	183	386	159
699	203868	216	922	427
700	204085	450	1045	574
701	204535	183	948	914
702	204718	116	1088	928
703	205018	300	527	914
704	205317	217	735	920
705	205534	217	609	296
706	205751	117	1149	484
707	205867	200	1133	521
708	206067	267	859	458
709	206334	250	564	280
710	206583	117	1021	466
711	206883	183	1163	539
712	207066	550	1122	887
713	207616	216	1049	529
714	207832	216	731	409
715	208782	600	1124	578
716	209381	266	1044	840
717	209648	183	849	691
718	209831	200	577	301
719	210031	300	297	142
720	210447	200	579	309
721	210647	283	695	516
722	210930	333	686	318
723	211263	150	578	368
724	211413	283	445	407
725	211696	283	497	225
726	212112	466	398	567
727	212579	266	474	930
728	212845	233	510	820
729	213078	183	1044	898
730	213262	250	581	280
731	213511	216	520	195
732	213728	283	740	910
733	214011	266	976	913
734	214277	150	1084	888
735	214427	400	1063	392
736	214827	400	932	916
737	215227	316	1082	961
738	215543	433	850	959
739	215976	200	866	420
740	216176	150	887	500
741	216326	250	897	542
742	216576	100	742	881
743	217558	400	1128	415
744	218108	83	1020	439
745	218191	266	943	468
746	218458	400	940	917
747	218991	100	985	420
748	219091	383	958	443
749	219474	150	964	869
750	219624	300	1135	936
751	219923	216	1117	408
752	220140	350	770	379
753	220490	266	572	340
754	220756	300	458	429
755	221206	100	603	758
756	221306	266	748	492
757	221689	100	1060	467
758	221789	183	1058	553
759	221972	483	1151	640
760	222455	416	1116	919
761	222871	233	947	854
762	223104	300	537	930
763	223404	133	632	326
764	223537	316	320	102
765	223854	150	468	316
766	224004	150	467	378
767	224154	333	312	130
768	224487	383	508	419
769	224870	266	815	398
770	225286	150	560	358
771	225436	150	346	185
772	225586	200	740	961
773	225786	233	736	833
774	226019	150	757	415
775	226169	300	722	390
776	226469	216	761	753
777	226685	133	726	732
778	226818	316	746	394
779	227135	250	760	839
780	227385	466	778	383
781	227851	200	813	454
782	228051	233	985	882
783	228284	183	1066	572
784	228467	250	1109	634
785	228717	283	1139	957
786	229000	233	1094	918
787	229233	183	1101	608
788	229417	316	754	496
789	229733	250	1032	576
790	229983	699	1137	627
791	230682	216	1084	610
792	230899	150	999	558
793	231049	167	1100	647
794	231216	200	1084	612
795	231415	500	1002	540
796	233114	266	646	309
797	233381	167	1896	50
798	233547	133	1785	155
799	233680	216	1305	401
800	233897	383	938	524
801	234280	300	857	532
802	234580	167	868	424
803	234746	433	756	222
804	235179	117	596	404
805	235413	216	542	508
806	235629	383	725	279
807	236012	316	742	157
808	236329	200	735	909
809	236528	250	735	792
810	236778	316	786	219
811	237095	200	948	543
812	237295	216	1146	363
813	237511	566	1058	909
814	238077	333	1099	335
815	238411	200	1040	328
816	238610	500	942	436
817	239110	350	924	919
818	239460	167	1083	943
819	239626	400	473	948
820	240026	150	627	929
821	240176	216	1111	917
822	240392	200	1173	359
823	240592	216	1138	312
824	240992	150	1138	299
825	241142	383	813	219
826	241525	266	730	310
827	241791	233	730	204
828	242025	300	828	449
829	242324	233	816	404
830	242558	217	946	411
831	242774	183	1118	316
832	242957	350	1039	880
833	243307	166	1036	940
834	243474	350	1120	304
835	243823	283	1073	916
836	244107	133	594	800
837	244240	250	457	553
838	244490	167	353	493
839	244656	250	682	530
840	244906	616	850	517
841	245522	166	829	435
842	245689	283	1139	164
843	245972	200	1167	128
844	246172	133	1142	833
845	246305	150	1098	854
846	246455	183	1119	786
847	246638	100	1135	191
848	246871	266	1157	124
849	247138	283	1051	781
850	247421	200	1062	155
851	247621	316	1172	100
852	247937	383	1151	142
853	248320	200	1158	938
854	248520	333	652	914
855	248853	383	507	570
856	249236	250	789	481
857	249486	200	731	469
858	249686	283	576	966
859	249969	167	650	889
860	250269	116	655	776
861	250385	266	619	638
862	250652	250	740	894
863	250902	350	1012	878
864	251385	266	657	898
865	251651	283	1053	896
866	251934	233	1198	206
867	252168	350	1142	106
868	252517	383	1116	870
869	252900	266	1178	168
870	253167	333	1142	125
871	253500	183	1167	165
872	253683	250	1137	879
873	253933	450	1100	787
874	254383	300	1139	860
875	254682	167	1204	164
876	254849	616	1151	142
877	255465	433	796	340
878	255898	216	388	284
879	256115	200	459	863
880	256431	266	328	298
881	256698	366	304	444
882	257064	350	365	200
883	257414	283	1047	557
884	257697	167	1090	530
885	257864	150	1139	622
886	258013	250	1089	913
887	258380	150	1079	868
888	258530	400	1133	571
889	258930	250	1105	917
890	259179	266	801	943
891	259446	200	421	909
892	259646	283	212	943
893	259929	266	1087	948
894	260329	83	1111	1025
895	260412	216	973	976
896	260628	533	309	246
897	261161	566	194	982
898	261728	233	382	441
899	261961	250	388	224
900	262211	333	576	422
901	262544	216	831	697
902	262760	233	942	533
903	262993	233	966	493
904	263227	266	1047	930
905	263493	333	1132	981
906	263826	266	782	956
907	264226	83	843	907
908	264309	233	813	940
909	264542	300	954	950
910	264842	466	1069	965
911	265308	283	1108	528
912	265591	333	1140	559
913	267174	533	823	493
914	267707	366	606	531
915	268073	150	759	539
916	268223	466	861	533
917	268689	233	1031	191
918	268922	266	1152	164
919	269189	233	1130	921
920	269422	166	1149	821
921	269755	433	1149	163
922	270188	200	479	663
923	270388	283	297	665
924	270671	383	445	921
925	271054	250	978	276
926	271304	266	1024	862
927	271571	166	1104	841
928	271737	300	608	865
929	272037	250	1136	818
930	272287	183	1209	173
931	272470	300	1152	154
932	272770	150	999	846
933	273070	200	924	732
934	273269	100	751	794
935	273369	233	774	373
936	273603	183	992	272
937	273786	266	1083	282
938	274052	233	1015	916
939	274285	300	1108	874
940	274585	350	1149	202
941	274935	250	525	956
942	275185	216	539	879
943	275401	250	278	919
944	275651	200	1079	610
945	275851	500	1054	259
946	276351	350	861	341
947	276700	266	857	882
948	276967	283	1119	919
949	277250	283	1166	219
950	277533	216	1162	96
951	277983	217	1118	896
952	278199	383	1124	828
953	278582	250	734	455
954	278832	333	664	513
955	279165	117	964	456
956	279432	117	675	117
957	279548	566	296	104
958	280115	250	743	914
959	280365	300	1095	953
960	280664	217	1103	576
961	280881	283	1136	600
962	281164	650	1112	639
963	281814	233	1040	973
964	282047	266	1110	963
965	282313	200	801	936
966	282513	333	1110	627
967	282846	383	1010	564
968	283229	366	845	380
969	283596	150	825	975
970	283745	483	820	934
971	284229	250	821	975
972	284478	250	1059	960
973	284728	266	416	879
974	284995	233	382	109
975	285228	167	287	104
976	285394	100	244	108
977	285711	83	343	180
978	285794	250	729	202
979	286044	233	932	989
980	286277	200	957	928
981	286477	200	1088	940
982	286676	366	847	906
983	287043	233	954	536
984	287276	300	821	262
985	287709	83	1043	718
986	287792	416	1041	653
987	288209	366	1040	911
988	288575	233	418	891
989	288808	200	1079	973
990	289008	500	1132	962
991	290174	250	682	475
992	290424	250	-49	279
993	290674	200	388	587
994	290874	250	672	549
995	291123	216	561	551
996	292539	166	517	547
997	292705	200	431	584
998	292905	350	356	595
999	293255	500	483	594
1000	293755	100	531	445
1001	293855	233	1005	430
1002	294088	300	1095	956
1003	294388	216	862	860
1004	294604	233	1079	944
1005	294837	233	1127	482
1006	295070	200	1126	532
1007	295270	266	1129	580
1008	295537	283	1110	955
1009	295820	150	880	939
1010	295970	200	825	497
1011	296170	233	637	518
1012	296403	283	798	342
1013	296686	133	789	241
1014	296819	316	1044	526
1015	297136	283	744	730
1016	297419	250	738	953
1017	297669	300	800	840
1018	297969	283	987	921
1019	298252	316	1082	942
1020	298568	200	981	928
1021	298768	350	589	929
1022	299118	100	400	407
1023	299351	266	1086	441
1024	299617	217	1134	549
1025	299834	300	1109	933
1026	300134	200	1014	933
1027	300333	450	364	383
1028	300783	466	190	314
1029	301250	466	210	975
1030	301849	200	1132	959
1031	302049	283	1157	544
1032	302332	316	1110	501
1033	302649	166	1068	528
1034	302815	233	1120	555
1035	303048	383	1122	923
1036	303431	483	1088	528
1037	303914	416	801	524
1038	304331	166	776	355
1039	304497	266	1112	153
1040	304764	250	1098	903
1041	305163	83	1034	862
1042	305247	300	613	880
1043	305546	233	575	807
1044	305780	233	1119	181
1045	306013	233	1172	88
1046	306246	167	1134	939
1047	306562	100	1080	834
1048	306662	233	927	261
1049	306896	266	633	390
1050	307162	216	800	481
1051	307378	250	854	933
1052	307628	350	923	842
1053	307978	400	995	215
1054	308378	167	1034	839
1055	308694	133	1082	886
1056	308828	233	370	884
1057	309061	266	285	454
1058	309327	266	1161	171
1059	309594	283	1138	108
1060	309877	266	1114	893
1061	310143	400	1059	219
1062	310543	266	954	876
1063	310809	333	964	814
1064	311142	200	1134	869
1065	311342	266	1079	182
1066	311609	400	1152	78
1067	312009	250	1132	118
1068	312425	150	1064	934
1069	312575	216	1118	854
1070	312791	300	1074	150
1071	313091	316	358	413
1072	313408	216	254	512
1073	313624	266	276	882
1074	313891	433	236	459
1075	314324	150	240	533
1076	314474	167	593	531
1077	314640	300	774	529
1078	314940	133	865	249
1079	315240	133	1150	56
1080	315373	250	394	430
1081	315623	300	462	544
1082	315923	200	587	867
1083	316122	233	481	912
1084	316356	316	464	524
1085	316672	200	482	657
1086	317038	83	565	491
1087	317122	167	923	184
1088	317288	216	1157	130
1089	317505	300	1064	884
1090	317805	266	1094	910
1091	318071	183	837	890
1092	318254	233	1163	149
1093	318487	550	1149	98
1094	319037	283	1181	78
1095	319320	283	888	303
1096	319603	266	833	255
1097	319870	183	547	503
1098	320170	83	398	830
1099	320253	150	425	805
1100	320403	200	959	193
1101	320603	300	1167	87
1102	320902	400	1017	860
1103	321302	749	923	309
1104	322201	333	966	213
1105	322534	316	1093	923
1106	322851	383	1128	187
1107	323234	899	803	283
1108	324133	217	970	926
1109	324350	300	1111	913
1110	324650	183	916	365
1111	324833	183	882	287
1112	325016	266	781	488
1113	325283	200	776	437
1114	325483	183	1102	655
1115	325666	216	357	199
1116	325882	217	258	102
1117	326099	100	1008	928
1118	326315	133	1084	914
1119	326448	166	1151	612
1120	326615	316	1110	634
1121	326931	283	1118	935
1122	327215	183	1014	935
1123	327398	266	787	905
1124	327664	266	603	926
1125	327931	316	909	918
1126	328247	166	1092	926
1127	328414	266	1122	599
1128	328680	150	980	562
1129	328830	250	652	423
1130	329080	400	361	178
1131	329480	350	751	474
1132	329829	167	822	548
1133	329996	183	915	621
1134	330179	250	382	878
1135	330429	316	259	820
1136	330862	350	245	97
1137	331212	200	306	114
1138	331412	233	389	827
1139	331645	233	917	950
1140	331878	117	1072	875
1141	331995	183	1016	536
1142	332178	316	631	407
1143	332494	300	464	308
1144	332794	150	1103	611
1145	332944	483	1037	671
1146	333427	416	1015	915
1147	333843	167	1026	965
1148	334010	316	731	922
1149	334326	183	462	811
1150	334509	167	488	853
1151	334676	300	368	237
1152	334976	283	1046	601
1153	335259	183	799	499
1154	335442	300	653	528
1155	335742	283	760	406
1156	336025	166	1053	507
1157	336192	200	477	264
1158	336391	117	247	233
1159	336708	266	1146	528
1160	336974	183	1072	586
1161	337158	383	1105	897
1162	337541	316	700	877
1163	337857	216	1091	535
1164	338074	333	917	492
1165	338407	383	1052	566
1166	338790	250	867	503
1167	339040	233	374	201
1168	339273	167	274	124
1169	339439	166	963	539
1170	339606	333	1043	630
1171	339939	100	1000	647
1172	340039	333	977	521
1173	340372	200	870	460
1174	340572	250	535	325
1175	340822	383	356	199
1176	341205	183	585	405
1177	341388	117	680	487
1178	341704	133	774	495
1179	341838	316	647	901
1180	342154	233	956	916
1181	342387	183	926	851
1182	342570	183	939	562
1183	342754	316	915	478
1184	343070	100	959	809
1185	343320	366	1034	906
1186	343686	183	1036	947
1187	343869	200	1129	633
1188	344069	533	1136	525
1189	344602	316	1103	894
1190	344919	516	1093	559
