System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 10				
Recording date:	 2021/10/3				
Recording time:	 15:45:17				
Recording resolution:	 1280 x 1024				
Export date:	 2021/10/3				
Export time:	 17:33:38				
Participant:	 p14				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	2912.jpg
9976	ImageEnd	16	0	0	2912.jpg
10100	InstructionStart	2048	0	0	Instruction Element
11466	KeyPress	4	32	0	Space
11468	InstructionEnd	4096	0	0	Instruction Element
11503	ImageStart	8	0	0	2748.jpg
21488	ImageEnd	16	0	0	2748.jpg
21583	InstructionStart	2048	0	0	Instruction Element
22748	KeyPress	4	32	0	Space
22750	InstructionEnd	4096	0	0	Instruction Element
22784	ImageStart	8	0	0	2990.jpg
32771	ImageEnd	16	0	0	2990.jpg
33050	InstructionStart	2048	0	0	Instruction Element
35167	KeyPress	4	32	0	Space
35178	InstructionEnd	4096	0	0	Instruction Element
35214	ImageStart	8	0	0	3013.jpg
45193	ImageEnd	16	0	0	3013.jpg
45211	InstructionStart	2048	0	0	Instruction Element
46888	KeyPress	4	32	0	Space
46889	InstructionEnd	4096	0	0	Instruction Element
46919	ImageStart	8	0	0	2257.jpg
56904	ImageEnd	16	0	0	2257.jpg
56979	InstructionStart	2048	0	0	Instruction Element
58137	KeyPress	4	32	0	Space
58140	InstructionEnd	4096	0	0	Instruction Element
58175	ImageStart	8	0	0	2972.jpg
68162	ImageEnd	16	0	0	2972.jpg
68184	InstructionStart	2048	0	0	Instruction Element
69387	KeyPress	4	32	0	Space
69390	InstructionEnd	4096	0	0	Instruction Element
69423	ImageStart	8	0	0	2153.jpg
79410	ImageEnd	16	0	0	2153.jpg
79573	InstructionStart	2048	0	0	Instruction Element
81054	KeyPress	4	32	0	Space
81060	InstructionEnd	4096	0	0	Instruction Element
81089	ImageStart	8	0	0	2724.jpg
91067	ImageEnd	16	0	0	2724.jpg
91205	InstructionStart	2048	0	0	Instruction Element
92581	KeyPress	4	32	0	Space
92582	InstructionEnd	4096	0	0	Instruction Element
92611	ImageStart	8	0	0	2281.jpg
102599	ImageEnd	16	0	0	2281.jpg
102807	InstructionStart	2048	0	0	Instruction Element
103820	KeyPress	4	32	0	Space
103829	InstructionEnd	4096	0	0	Instruction Element
103857	ImageStart	8	0	0	2939.jpg
113856	ImageEnd	16	0	0	2939.jpg
113958	InstructionStart	2048	0	0	Instruction Element
115327	KeyPress	4	32	0	Space
115329	InstructionEnd	4096	0	0	Instruction Element
115367	ImageStart	8	0	0	2114.jpg
125349	ImageEnd	16	0	0	2114.jpg
125378	InstructionStart	2048	0	0	Instruction Element
127543	KeyPress	4	32	0	Space
127545	InstructionEnd	4096	0	0	Instruction Element
127586	ImageStart	8	0	0	2840.jpg
137565	ImageEnd	16	0	0	2840.jpg
137586	InstructionStart	2048	0	0	Instruction Element
139178	KeyPress	4	32	0	Space
139185	InstructionEnd	4096	0	0	Instruction Element
139220	ImageStart	8	0	0	2686.jpg
149212	ImageEnd	16	0	0	2686.jpg
149386	InstructionStart	2048	0	0	Instruction Element
150449	KeyPress	4	32	0	Space
150459	InstructionEnd	4096	0	0	Instruction Element
150493	ImageStart	8	0	0	2140.jpg
160474	ImageEnd	16	0	0	2140.jpg
160498	InstructionStart	2048	0	0	Instruction Element
161526	KeyPress	4	32	0	Space
161536	InstructionEnd	4096	0	0	Instruction Element
161575	ImageStart	8	0	0	2684.jpg
171546	ImageEnd	16	0	0	2684.jpg
171680	InstructionStart	2048	0	0	Instruction Element
172925	KeyPress	4	32	0	Space
172926	InstructionEnd	4096	0	0	Instruction Element
172962	ImageStart	8	0	0	2863.jpg
182951	ImageEnd	16	0	0	2863.jpg
182976	InstructionStart	2048	0	0	Instruction Element
184506	KeyPress	4	32	0	Space
184519	InstructionEnd	4096	0	0	Instruction Element
184553	ImageStart	8	0	0	3028.jpg
194536	ImageEnd	16	0	0	3028.jpg
194635	InstructionStart	2048	0	0	Instruction Element
195455	KeyPress	4	32	0	Space
195469	InstructionEnd	4096	0	0	Instruction Element
195502	ImageStart	8	0	0	2889.jpg
205485	ImageEnd	16	0	0	2889.jpg
205622	InstructionStart	2048	0	0	Instruction Element
206844	KeyPress	4	32	0	Space
206844	InstructionEnd	4096	0	0	Instruction Element
206873	ImageStart	8	0	0	5488.jpg
216843	ImageEnd	16	0	0	5488.jpg
216870	InstructionStart	2048	0	0	Instruction Element
218318	KeyPress	4	32	0	Space
218332	InstructionEnd	4096	0	0	Instruction Element
218380	ImageStart	8	0	0	2711.jpg
228351	ImageEnd	16	0	0	2711.jpg
228376	InstructionStart	2048	0	0	Instruction Element
230201	KeyPress	4	32	0	Space
230203	InstructionEnd	4096	0	0	Instruction Element
230233	ImageStart	8	0	0	3279.jpg
240220	ImageEnd	16	0	0	3279.jpg
240236	InstructionStart	2048	0	0	Instruction Element
241257	KeyPress	4	32	0	Space
241266	InstructionEnd	4096	0	0	Instruction Element
241296	ImageStart	8	0	0	6531.jpg
251288	ImageEnd	16	0	0	6531.jpg
251458	InstructionStart	2048	0	0	Instruction Element
253011	KeyPress	4	32	0	Space
253014	InstructionEnd	4096	0	0	Instruction Element
253046	ImageStart	8	0	0	5446.jpg
263036	ImageEnd	16	0	0	5446.jpg
263054	InstructionStart	2048	0	0	Instruction Element
264571	KeyPress	4	32	0	Space
264576	InstructionEnd	4096	0	0	Instruction Element
264614	ImageStart	8	0	0	6254.jpg
274606	ImageEnd	16	0	0	6254.jpg
274830	InstructionStart	2048	0	0	Instruction Element
276014	KeyPress	4	32	0	Space
276016	InstructionEnd	4096	0	0	Instruction Element
276046	ImageStart	8	0	0	3517.jpg
286036	ImageEnd	16	0	0	3517.jpg
286059	InstructionStart	2048	0	0	Instruction Element
287220	KeyPress	4	32	0	Space
287222	InstructionEnd	4096	0	0	Instruction Element
287256	ImageStart	8	0	0	5463.jpg
297235	ImageEnd	16	0	0	5463.jpg
297440	InstructionStart	2048	0	0	Instruction Element
298641	KeyPress	4	32	0	Space
298655	InstructionEnd	4096	0	0	Instruction Element
298685	ImageStart	8	0	0	6198.jpg
308667	ImageEnd	16	0	0	6198.jpg
308851	InstructionStart	2048	0	0	Instruction Element
310276	KeyPress	4	32	0	Space
310288	InstructionEnd	4096	0	0	Instruction Element
310322	ImageStart	8	0	0	6305.jpg
320302	ImageEnd	16	0	0	6305.jpg
320321	InstructionStart	2048	0	0	Instruction Element
321955	KeyPress	4	32	0	Space
321967	InstructionEnd	4096	0	0	Instruction Element
322008	ImageStart	8	0	0	6450.jpg
331993	ImageEnd	16	0	0	6450.jpg
332011	InstructionStart	2048	0	0	Instruction Element
333354	KeyPress	4	32	0	Space
333366	InstructionEnd	4096	0	0	Instruction Element
333404	ImageStart	8	0	0	1895.jpg
343381	ImageEnd	16	0	0	1895.jpg
343407	InstructionStart	2048	0	0	Instruction Element
344507	KeyPress	4	32	0	Space
344519	InstructionEnd	4096	0	0	Instruction Element
344550	ImageStart	8	0	0	6315.jpg
354530	ImageEnd	16	0	0	6315.jpg
354552	InstructionStart	2048	0	0	Instruction Element
356593	KeyPress	4	32	0	Space
356595	InstructionEnd	4096	0	0	Instruction Element
356632	ImageStart	8	0	0	1689.jpg
366618	ImageEnd	16	0	0	1689.jpg
366707	InstructionStart	2048	0	0	Instruction Element
367628	KeyPress	4	32	0	Space
367628	InstructionEnd	4096	0	0	Instruction Element
367656	ImageStart	8	0	0	5990.jpg
377642	ImageEnd	16	0	0	5990.jpg
377955	InstructionStart	2048	0	0	Instruction Element
379296	KeyPress	4	32	0	Space
379298	InstructionEnd	4096	0	0	Instruction Element
379333	ImageStart	8	0	0	6016.jpg
389312	ImageEnd	16	0	0	6016.jpg
389361	InstructionStart	2048	0	0	Instruction Element
