System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 02				
Recording date:	 2021/9/7				
Recording time:	 17:14:32				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/7				
Export time:	 17:42:08				
Participant:	 Zhou				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
3055	ImageStart	8	0	0	5309.jpg
13042	ImageEnd	16	0	0	5309.jpg
13059	InstructionStart	2048	0	0	Instruction Element
14424	KeyPress	4	32	0	Space
14426	InstructionEnd	4096	0	0	Instruction Element
14469	ImageStart	8	0	0	2650.jpg
24446	ImageEnd	16	0	0	2650.jpg
24462	InstructionStart	2048	0	0	Instruction Element
25288	KeyPress	4	32	0	Space
25291	InstructionEnd	4096	0	0	Instruction Element
25331	ImageStart	8	0	0	2576.jpg
35319	ImageEnd	16	0	0	2576.jpg
35337	InstructionStart	2048	0	0	Instruction Element
35978	KeyPress	4	32	0	Space
35991	InstructionEnd	4096	0	0	Instruction Element
36047	ImageStart	8	0	0	5393.jpg
46033	ImageEnd	16	0	0	5393.jpg
46052	InstructionStart	2048	0	0	Instruction Element
46734	KeyPress	4	32	0	Space
46736	InstructionEnd	4096	0	0	Instruction Element
46788	ImageStart	8	0	0	2201.jpg
56775	ImageEnd	16	0	0	2201.jpg
56789	InstructionStart	2048	0	0	Instruction Element
60743	KeyPress	4	32	0	Space
60755	InstructionEnd	4096	0	0	Instruction Element
60794	ImageStart	8	0	0	2450.jpg
70781	ImageEnd	16	0	0	2450.jpg
70951	InstructionStart	2048	0	0	Instruction Element
71768	KeyPress	4	32	0	Space
71771	InstructionEnd	4096	0	0	Instruction Element
71823	ImageStart	8	0	0	2818.jpg
81801	ImageEnd	16	0	0	2818.jpg
81822	InstructionStart	2048	0	0	Instruction Element
82609	KeyPress	4	32	0	Space
82612	InstructionEnd	4096	0	0	Instruction Element
82651	ImageStart	8	0	0	2212.jpg
92642	ImageEnd	16	0	0	2212.jpg
92664	InstructionStart	2048	0	0	Instruction Element
93998	KeyPress	4	32	0	Space
94008	InstructionEnd	4096	0	0	Instruction Element
94049	ImageStart	8	0	0	3621.jpg
104025	ImageEnd	16	0	0	3621.jpg
104047	InstructionStart	2048	0	0	Instruction Element
104957	KeyPress	4	32	0	Space
104972	InstructionEnd	4096	0	0	Instruction Element
105028	ImageStart	8	0	0	3134.jpg
115017	ImageEnd	16	0	0	3134.jpg
115038	InstructionStart	2048	0	0	Instruction Element
116187	KeyPress	4	32	0	Space
116189	InstructionEnd	4096	0	0	Instruction Element
116240	ImageStart	8	0	0	2007.jpg
126229	ImageEnd	16	0	0	2007.jpg
126249	InstructionStart	2048	0	0	Instruction Element
127371	KeyPress	4	32	0	Space
127380	InstructionEnd	4096	0	0	Instruction Element
127436	ImageStart	8	0	0	3471.jpg
137415	ImageEnd	16	0	0	3471.jpg
137437	InstructionStart	2048	0	0	Instruction Element
138342	KeyPress	4	32	0	Space
138345	InstructionEnd	4096	0	0	Instruction Element
138407	ImageStart	8	0	0	1958.jpg
148391	ImageEnd	16	0	0	1958.jpg
148412	InstructionStart	2048	0	0	Instruction Element
149646	KeyPress	4	32	0	Space
149647	InstructionEnd	4096	0	0	Instruction Element
149684	ImageStart	8	0	0	3339.jpg
159665	ImageEnd	16	0	0	3339.jpg
159682	InstructionStart	2048	0	0	Instruction Element
160413	KeyPress	4	32	0	Space
160415	InstructionEnd	4096	0	0	Instruction Element
160458	ImageStart	8	0	0	2797.jpg
170446	ImageEnd	16	0	0	2797.jpg
170464	InstructionStart	2048	0	0	Instruction Element
171297	KeyPress	4	32	0	Space
171299	InstructionEnd	4096	0	0	Instruction Element
171348	ImageStart	8	0	0	3083.jpg
181328	ImageEnd	16	0	0	3083.jpg
181349	InstructionStart	2048	0	0	Instruction Element
182032	KeyPress	4	32	0	Space
182033	InstructionEnd	4096	0	0	Instruction Element
182070	ImageStart	8	0	0	2112.jpg
192059	ImageEnd	16	0	0	2112.jpg
192077	InstructionStart	2048	0	0	Instruction Element
192927	KeyPress	4	32	0	Space
192929	InstructionEnd	4096	0	0	Instruction Element
192968	ImageStart	8	0	0	1653.jpg
202946	ImageEnd	16	0	0	1653.jpg
202968	InstructionStart	2048	0	0	Instruction Element
203812	KeyPress	4	32	0	Space
203818	InstructionEnd	4096	0	0	Instruction Element
203859	ImageStart	8	0	0	3146.jpg
213833	ImageEnd	16	0	0	3146.jpg
213853	InstructionStart	2048	0	0	Instruction Element
215136	KeyPress	4	32	0	Space
215136	InstructionEnd	4096	0	0	Instruction Element
215187	ImageStart	8	0	0	3423.jpg
225163	ImageEnd	16	0	0	3423.jpg
225183	InstructionStart	2048	0	0	Instruction Element
231722	KeyPress	4	32	0	Space
231724	InstructionEnd	4096	0	0	Instruction Element
231861	ImageStart	8	0	0	3359.jpg
241834	ImageEnd	16	0	0	3359.jpg
241852	InstructionStart	2048	0	0	Instruction Element
242509	KeyPress	4	32	0	Space
242519	InstructionEnd	4096	0	0	Instruction Element
242585	ImageStart	8	0	0	3058.jpg
252550	ImageEnd	16	0	0	3058.jpg
252571	InstructionStart	2048	0	0	Instruction Element
253222	KeyPress	4	32	0	Space
253236	InstructionEnd	4096	0	0	Instruction Element
253274	ImageStart	8	0	0	3210.jpg
263263	ImageEnd	16	0	0	3210.jpg
263435	InstructionStart	2048	0	0	Instruction Element
263860	KeyPress	4	32	0	Space
263861	InstructionEnd	4096	0	0	Instruction Element
263897	ImageStart	8	0	0	3434.jpg
273882	ImageEnd	16	0	0	3434.jpg
273905	InstructionStart	2048	0	0	Instruction Element
282935	KeyPress	4	32	0	Space
282937	InstructionEnd	4096	0	0	Instruction Element
282995	ImageStart	8	0	0	5967.jpg
292965	ImageEnd	16	0	0	5967.jpg
292987	InstructionStart	2048	0	0	Instruction Element
293734	KeyPress	4	32	0	Space
293737	InstructionEnd	4096	0	0	Instruction Element
293794	ImageStart	8	0	0	6141.jpg
303761	ImageEnd	16	0	0	6141.jpg
303783	InstructionStart	2048	0	0	Instruction Element
304402	KeyPress	4	32	0	Space
304411	InstructionEnd	4096	0	0	Instruction Element
304450	ImageStart	8	0	0	3403.jpg
314430	ImageEnd	16	0	0	3403.jpg
314450	InstructionStart	2048	0	0	Instruction Element
315074	KeyPress	4	32	0	Space
315084	InstructionEnd	4096	0	0	Instruction Element
315135	ImageStart	8	0	0	1832.jpg
325120	ImageEnd	16	0	0	1832.jpg
325137	InstructionStart	2048	0	0	Instruction Element
325797	KeyPress	4	32	0	Space
325800	InstructionEnd	4096	0	0	Instruction Element
325853	ImageStart	8	0	0	2372.jpg
335835	ImageEnd	16	0	0	2372.jpg
335852	InstructionStart	2048	0	0	Instruction Element
336433	KeyPress	4	32	0	Space
336439	InstructionEnd	4096	0	0	Instruction Element
336482	ImageStart	8	0	0	3327.jpg
346462	ImageEnd	16	0	0	3327.jpg
346482	InstructionStart	2048	0	0	Instruction Element
347276	KeyPress	4	32	0	Space
347285	InstructionEnd	4096	0	0	Instruction Element
347327	ImageStart	8	0	0	2039.jpg
357302	ImageEnd	16	0	0	2039.jpg
357324	InstructionStart	2048	0	0	Instruction Element
357947	KeyPress	4	32	0	Space
357955	InstructionEnd	4096	0	0	Instruction Element
358021	ImageStart	8	0	0	1946.jpg
367991	ImageEnd	16	0	0	1946.jpg
368055	InstructionStart	2048	0	0	Instruction Element
368798	KeyPress	4	32	0	Space
368800	InstructionEnd	4096	0	0	Instruction Element
368841	ImageStart	8	0	0	2403.jpg
378826	ImageEnd	16	0	0	2403.jpg
378848	InstructionStart	2048	0	0	Instruction Element
380101	KeyPress	4	32	0	Space
380115	InstructionEnd	4096	0	0	Instruction Element
380163	ImageStart	8	0	0	1590.jpg
390153	ImageEnd	16	0	0	1590.jpg
390174	InstructionStart	2048	0	0	Instruction Element
