Data properties:				
Recording date: 2021/9/7				
Recording time: 17:14:32:000 (corresponds to time 0)				
Study: Test2				
Subject: Zhou				
Recording: Rec 02				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	200	100	610	529
2	300	216	656	507
3	516	100	603	530
4	616	100	608	487
5	716	183	825	549
6	899	167	879	534
7	1066	516	510	519
8	1582	100	395	544
9	2065	83	523	512
10	2149	233	576	536
11	2382	133	630	590
12	2682	300	652	542
13	2982	117	721	534
14	3381	83	671	508
15	3465	166	493	328
16	3631	217	1042	561
17	4197	217	997	538
18	4414	233	1117	581
19	4647	233	976	527
20	4880	250	942	502
21	5130	216	1075	600
22	5480	17	1114	712
23	5863	100	1153	605
24	5963	233	1145	676
25	6196	100	758	1157
26	7545	350	595	487
27	7895	117	599	448
28	8195	433	506	363
29	8628	366	500	410
30	9161	167	575	416
31	9328	333	454	346
32	9661	167	946	546
33	9827	233	926	515
34	10060	133	734	487
35	10194	167	708	444
36	10360	250	956	520
37	10610	317	650	395
38	10926	217	953	560
39	11143	233	955	523
40	11376	217	1088	634
41	11593	233	953	520
42	11826	400	1113	666
43	12226	150	965	446
44	12376	150	899	502
45	12526	116	994	508
46	12642	100	1017	556
47	12742	350	1083	658
48	13092	217	953	562
49	13308	166	728	536
50	13475	317	676	535
51	13791	250	515	534
52	14041	183	762	546
53	14224	500	816	568
54	14724	183	1023	592
55	14907	183	1122	595
56	15091	166	657	285
57	15257	350	576	205
58	15607	183	672	220
59	15790	183	1054	551
60	15973	450	1113	602
61	16423	167	896	515
62	16590	100	896	554
63	16690	133	952	521
64	16823	133	984	460
65	16956	100	1108	619
66	17056	133	1104	564
67	17189	317	1057	525
68	17506	383	1136	610
69	17889	267	851	520
70	18155	216	1058	553
71	18372	150	1118	576
72	18522	100	1090	628
73	18622	133	1097	589
74	18755	250	772	419
75	19005	433	632	210
76	19821	17	504	287
77	20519	316	675	293
78	20835	233	1009	895
79	21068	216	1100	925
80	21801	100	830	888
81	21901	100	996	938
82	22001	133	947	903
83	22134	250	457	861
84	22384	217	1066	573
85	22601	216	1140	634
86	22817	200	1138	578
87	23017	283	824	447
88	23300	117	813	495
89	23417	100	810	456
90	23517	200	810	500
91	23716	666	1117	610
92	24383	216	844	493
93	24599	117	809	511
94	24716	383	646	537
95	25099	433	826	552
96	25532	183	728	325
97	25715	133	1005	228
98	25848	316	1142	146
99	26165	233	1126	872
100	26398	200	1165	880
101	26598	117	1114	846
102	26714	117	1138	209
103	27064	83	1112	132
104	27147	266	1047	123
105	27414	416	1134	132
106	27830	117	1071	124
107	28163	17	950	150
108	28513	167	1128	118
109	28680	350	849	259
110	29029	166	1043	162
111	29196	416	1139	140
112	29612	500	1091	137
113	30112	366	1147	161
114	30478	466	805	257
115	30945	183	904	317
116	31128	200	1136	152
117	31494	117	922	154
118	31611	300	909	199
119	31911	166	725	304
120	32077	100	723	252
121	32177	350	726	291
122	32527	100	656	290
123	32627	250	649	325
124	32877	100	650	362
125	32977	1083	678	339
126	34059	416	642	342
127	34476	100	688	269
128	34575	1050	674	337
129	35625	167	730	528
130	35792	166	829	543
131	35958	283	813	577
132	36241	167	663	440
133	36408	116	1104	225
134	36525	833	1144	141
135	37357	166	926	278
136	37524	100	933	327
137	37624	250	944	293
138	37874	150	1025	243
139	38024	316	1134	147
140	38340	266	1103	185
141	38607	183	1064	865
142	38790	133	1087	923
143	38923	283	1133	902
144	39206	150	1090	874
145	39356	133	876	426
146	39489	100	874	478
147	39589	766	1137	154
148	40355	150	958	192
149	40505	183	929	220
150	40689	116	528	350
151	40805	250	516	407
152	41055	216	995	345
153	41271	150	1091	218
154	41421	133	1104	164
155	41555	1599	1140	142
156	43154	233	1146	178
157	43387	183	1111	812
158	43570	166	1109	855
159	43736	117	1141	177
160	43853	117	1142	129
161	43970	183	1130	164
162	44336	83	1120	673
163	44419	133	1106	830
164	44553	266	1105	879
165	44819	183	1141	878
166	45002	216	967	315
167	45219	266	565	534
168	45485	350	617	466
169	45835	200	629	430
170	46035	300	878	342
171	46335	583	686	526
172	46918	100	737	473
173	47018	183	996	464
174	47201	183	1123	532
175	47384	116	1161	515
176	47501	183	784	319
177	47684	233	826	255
178	47917	250	1112	563
179	48167	200	1121	529
180	48367	167	951	425
181	48533	416	829	322
182	48950	200	1102	544
183	49149	100	1149	505
184	49249	150	1130	538
185	49399	200	1100	615
186	49599	366	1137	541
187	49966	433	1135	913
188	50399	233	992	433
189	50632	633	764	291
190	51265	183	709	306
191	51448	300	754	236
192	51748	200	628	401
193	51948	200	684	423
194	52147	283	725	253
195	52431	266	723	205
196	52697	383	496	314
197	53080	183	492	364
198	53263	466	510	325
199	53730	183	483	403
200	53913	216	478	445
201	54129	150	1040	528
202	54279	433	1125	543
203	54712	150	651	516
204	54862	117	623	493
205	54979	200	789	536
206	55179	166	1003	956
207	55345	233	1135	927
208	55578	117	1168	913
209	55695	183	991	930
210	55878	466	1126	912
211	56494	200	1113	489
212	56694	333	1128	526
213	58176	200	858	563
214	58376	350	686	558
215	58859	300	757	567
216	59159	283	664	557
217	59442	366	840	549
218	59808	516	578	564
219	60325	716	813	533
220	61041	133	1060	437
221	61174	217	1140	275
222	61391	166	1175	278
223	61557	216	1140	838
224	61773	200	1154	890
225	61973	233	914	430
226	62207	150	1100	347
227	62356	167	1118	227
228	62523	283	492	155
229	62806	250	526	343
230	63056	216	892	471
231	63272	250	950	525
232	63522	366	1061	449
233	63889	283	1082	903
234	64172	350	1146	870
235	64521	183	1109	868
236	64705	333	977	393
237	65038	150	1144	305
238	65188	200	1053	958
239	65387	167	1028	925
240	65554	283	1104	908
241	65837	150	1161	864
242	65987	300	968	907
243	66287	216	1041	912
244	66503	183	916	932
245	66687	183	1084	874
246	66870	200	454	851
247	67070	200	411	812
248	67270	150	1102	378
249	67419	600	1154	244
250	68019	216	1088	528
251	68235	316	1107	853
252	68552	233	1137	880
253	68785	167	1065	507
254	68952	516	1144	239
255	69468	133	1122	327
256	69601	750	1140	288
257	70351	150	1101	379
258	70500	383	1128	338
259	70883	300	539	219
260	71183	216	751	546
261	71400	100	735	511
262	71500	150	669	557
263	71650	400	844	550
264	72049	216	982	422
265	72266	266	1120	543
266	72532	400	1141	632
267	72932	250	933	395
268	73182	100	418	431
269	73282	100	377	397
270	73382	216	269	526
271	73598	216	704	308
272	73815	550	810	261
273	74364	250	1099	640
274	74614	183	1140	674
275	74797	183	1144	939
276	74981	166	1125	985
277	75147	117	1173	972
278	75264	133	1012	1016
279	75397	183	1029	932
280	75580	300	1129	618
281	75880	233	956	995
282	76113	250	1033	973
283	76363	133	839	945
284	76496	183	1120	963
285	76929	117	1156	936
286	77046	799	1147	592
287	77845	250	1138	680
288	78095	283	1088	965
289	78378	250	400	959
290	78628	300	394	314
291	78928	383	949	431
292	79311	266	1115	684
293	79577	100	941	1035
294	79677	133	887	992
295	79810	200	625	906
296	80010	133	616	832
297	80143	333	536	348
298	80476	1615	658	329
299	82092	816	750	548
300	82908	167	936	570
301	83075	233	1070	579
302	83308	200	1101	638
303	83508	216	1141	662
304	83724	600	1144	969
305	84324	117	933	979
306	84440	200	928	938
307	84640	167	819	978
308	84807	117	870	968
309	84923	133	796	966
310	85056	183	1121	911
311	85240	400	1149	949
312	85639	150	1161	587
313	85789	301	1144	641
314	86090	233	1065	563
315	86323	283	1111	665
316	86606	100	1153	612
317	86706	366	1135	662
318	87073	266	1082	600
319	87339	250	1007	510
320	87589	183	944	463
321	87772	400	1131	648
322	88172	100	1094	672
323	88272	383	1014	522
324	88655	150	954	546
325	88805	167	1030	472
326	88971	233	781	351
327	89204	383	660	261
328	89588	450	939	581
329	90037	683	1121	656
330	90720	283	708	346
331	91003	566	745	317
332	91570	150	978	487
333	91820	167	972	477
334	91986	100	805	462
335	92086	117	792	497
336	92203	317	817	456
337	92786	166	728	537
338	92952	166	623	521
339	93119	133	688	498
340	93252	183	685	563
341	93435	150	674	510
342	93585	766	696	576
343	94351	133	990	376
344	94701	233	1124	148
345	94934	250	891	266
346	95184	166	1127	228
347	95350	250	1119	185
348	95600	300	1145	230
349	95900	350	1033	261
350	96250	366	1110	210
351	96616	283	1092	911
352	96899	150	1118	982
353	97049	183	1155	899
354	97232	200	1021	515
355	97432	283	932	911
356	97715	133	834	788
357	97849	200	1070	296
358	98048	400	914	245
359	98448	183	836	233
360	98631	183	1117	207
361	98815	216	1130	153
362	99031	150	1130	251
363	99181	133	1171	242
364	99314	483	1133	221
365	99797	200	1138	181
366	99997	333	1156	270
367	100330	200	1009	288
368	100530	250	901	317
369	100780	366	364	400
370	101146	400	973	291
371	101546	150	906	260
372	101696	150	878	288
373	101846	183	652	482
374	102029	283	551	522
375	102312	233	766	298
376	102545	1649	799	245
377	104194	100	798	198
378	104294	167	676	509
379	104461	749	792	553
380	105210	100	702	433
381	105310	116	730	381
382	105426	216	1019	566
383	105643	183	1106	650
384	105826	249	1140	673
385	106076	100	992	549
386	106176	100	944	572
387	106276	183	867	482
388	106459	399	636	364
389	106859	150	996	506
390	107009	167	1008	598
391	107175	183	1024	557
392	107358	1349	1125	682
393	108707	200	1180	970
394	108907	616	1119	929
395	109523	266	1168	941
396	109790	216	1025	893
397	110006	183	1077	913
398	110190	167	1030	908
399	110356	133	1108	851
400	110489	466	1156	642
401	110956	166	1150	601
402	111122	100	1158	648
403	111222	150	1109	859
404	111372	166	1145	916
405	111539	117	576	818
406	111655	133	535	927
407	111789	166	589	965
408	111955	300	1065	913
409	112255	100	1065	861
410	112355	100	1078	909
411	112455	167	1101	840
412	112621	300	1028	597
413	112921	266	986	499
414	113188	100	582	883
415	113288	250	591	847
416	113537	167	568	775
417	113704	116	613	458
418	113820	100	613	493
419	113920	533	781	424
420	114453	167	1113	614
421	114620	100	1133	646
422	114720	100	1160	616
423	114820	316	1141	658
424	115136	150	1157	596
425	115286	350	765	526
426	115636	200	684	524
427	115836	133	705	491
428	115969	500	681	518
429	116468	283	1037	506
430	116752	250	768	260
431	117001	183	715	188
432	117185	400	466	277
433	117584	133	601	313
434	117718	116	680	242
435	117834	233	697	186
436	118067	749	1042	505
437	118817	133	1104	599
438	118950	316	1140	634
439	119266	133	1087	470
440	119400	133	1102	608
441	119533	633	1138	657
442	120166	350	1122	536
443	120516	600	1134	664
444	121115	250	1085	596
445	121365	116	968	524
446	121482	100	993	488
447	121582	200	1069	934
448	121781	233	1095	551
449	122014	616	1137	606
450	122631	350	1099	529
451	122980	217	1144	674
452	123197	483	1158	954
453	123680	316	1058	917
454	123996	233	900	913
455	124230	266	1115	938
456	124496	200	1162	939
457	124696	183	1002	955
458	124879	266	962	929
459	125146	383	691	865
460	125529	100	1012	912
461	125629	166	988	944
462	125795	150	1099	883
463	125945	150	1076	926
464	126095	150	1152	925
465	126245	100	1188	892
466	126345	150	1145	922
467	126495	233	756	586
468	126728	250	845	529
469	126978	700	680	537
470	127677	200	1055	640
471	127877	216	1098	518
472	128094	416	1114	486
473	128626	316	1076	526
474	128943	550	1132	421
475	129493	366	1088	448
476	129859	183	1063	526
477	130042	300	829	478
478	130342	133	1023	491
479	130475	233	1087	448
480	130709	100	1062	993
481	130809	283	1126	852
482	131092	117	1177	815
483	131208	100	1152	893
484	131308	116	1108	889
485	131425	100	1152	921
486	131524	117	1178	888
487	131641	217	1156	929
488	131858	683	1129	409
489	132540	266	978	496
490	132807	216	1103	523
491	133023	283	1144	446
492	133306	366	1127	873
493	133673	233	1011	537
494	133906	250	559	362
495	134156	250	594	356
496	134406	183	1123	558
497	134589	566	1114	461
498	135155	100	1124	408
499	135255	300	668	428
500	135555	183	1082	518
501	135738	767	1132	463
502	136505	183	974	383
503	136688	200	1008	346
504	136888	150	1140	427
505	137038	650	1128	463
506	137687	416	804	512
507	138103	533	688	531
508	138636	133	946	377
509	138770	200	1085	334
510	138970	167	1074	293
511	139136	183	692	322
512	139319	183	418	261
513	139503	250	370	185
514	139752	216	742	322
515	139969	183	774	283
516	140152	150	805	369
517	140302	283	1008	302
518	140585	167	993	339
519	140752	816	1118	363
520	141568	233	973	334
521	141801	133	768	410
522	141934	100	768	375
523	142034	150	890	395
524	142184	167	881	358
525	142351	166	1076	331
526	142517	233	1120	362
527	142750	117	1087	769
528	142867	250	1084	899
529	143117	233	856	864
530	143350	100	1113	846
531	143450	100	1101	900
532	143550	183	1155	876
533	143733	616	1125	368
534	144349	750	1083	882
535	145099	533	936	874
536	145632	150	824	579
537	145782	300	881	308
