System Properties:
Operating System:	 Microsoft Windows NT 6.2.9200.0
System User Name:	 gaozh
Machine Name:	 DESKTOP-D1BOOAD

Data properties:

Recording name:	 HMH
Recording date:	 2019/11/13
Recording time:	 11:26:34
Recording resolution:	 1280 x 1024

Export date:	 2019/11/13
Export time:	 11:36:50

Participant:	 HMH
Timestamp	Event	EventKey	Data1	Data2	Descriptor	
0	ImageStart	8	0	0	2912_2.jpg	
9978	ImageEnd	16	0	0	2912_2.jpg	
10255	InstructionStart	2048	0	0	Instruction Element	
11096	KeyPress	4	32	0	Space	
11102	InstructionEnd	4096	0	0	Instruction Element	
11191	ImageStart	8	0	0	2748_1.jpg	
21135	ImageEnd	16	0	0	2748_1.jpg	
21277	InstructionStart	2048	0	0	Instruction Element	
22776	KeyPress	4	32	0	Space	
22782	InstructionEnd	4096	0	0	Instruction Element	
22851	ImageStart	8	0	0	2990_1.jpg	
32815	ImageEnd	16	0	0	2990_1.jpg	
32916	InstructionStart	2048	0	0	Instruction Element	
34632	KeyPress	4	32	0	Space	
34637	InstructionEnd	4096	0	0	Instruction Element	
34704	ImageStart	8	0	0	3013_1.jpg	
44670	ImageEnd	16	0	0	3013_1.jpg	
44880	InstructionStart	2048	0	0	Instruction Element	
45653	KeyPress	4	32	0	Space	
45675	InstructionEnd	4096	0	0	Instruction Element	
45740	ImageStart	8	0	0	2257_1.jpg	
55714	ImageEnd	16	0	0	2257_1.jpg	
55922	InstructionStart	2048	0	0	Instruction Element	
57013	KeyPress	4	32	0	Space	
57018	InstructionEnd	4096	0	0	Instruction Element	
57083	ImageStart	8	0	0	2972_3.jpg	
67045	ImageEnd	16	0	0	2972_3.jpg	
67256	InstructionStart	2048	0	0	Instruction Element	
68177	KeyPress	4	32	0	Space	
68185	InstructionEnd	4096	0	0	Instruction Element	
68229	ImageStart	8	0	0	2153_2.jpg	
78201	ImageEnd	16	0	0	2153_2.jpg	
78445	InstructionStart	2048	0	0	Instruction Element	
79501	KeyPress	4	32	0	Space	
79510	InstructionEnd	4096	0	0	Instruction Element	
79583	ImageStart	8	0	0	2724_1.jpg	
89546	ImageEnd	16	0	0	2724_1.jpg	
89761	InstructionStart	2048	0	0	Instruction Element	
90688	KeyPress	4	32	0	Space	
90702	InstructionEnd	4096	0	0	Instruction Element	
90757	ImageStart	8	0	0	2281_1.jpg	
100729	ImageEnd	16	0	0	2281_1.jpg	
100790	InstructionStart	2048	0	0	Instruction Element	
101918	KeyPress	4	32	0	Space	
101925	InstructionEnd	4096	0	0	Instruction Element	
102009	ImageStart	8	0	0	2939_1.jpg	
111966	ImageEnd	16	0	0	2939_1.jpg	
112173	InstructionStart	2048	0	0	Instruction Element	
113533	KeyPress	4	32	0	Space	
113552	InstructionEnd	4096	0	0	Instruction Element	
113641	ImageStart	8	0	0	2114_3.jpg	
123589	ImageEnd	16	0	0	2114_3.jpg	
123750	InstructionStart	2048	0	0	Instruction Element	
124727	KeyPress	4	32	0	Space	
124751	InstructionEnd	4096	0	0	Instruction Element	
124824	ImageStart	8	0	0	2840_2.jpg	
134795	ImageEnd	16	0	0	2840_2.jpg	
134999	InstructionStart	2048	0	0	Instruction Element	
136625	KeyPress	4	32	0	Space	
136631	InstructionEnd	4096	0	0	Instruction Element	
136696	ImageStart	8	0	0	2686_3.jpg	
146658	ImageEnd	16	0	0	2686_3.jpg	
146907	InstructionStart	2048	0	0	Instruction Element	
147782	KeyPress	4	32	0	Space	
147795	InstructionEnd	4096	0	0	Instruction Element	
147866	ImageStart	8	0	0	2140_1.jpg	
157826	ImageEnd	16	0	0	2140_1.jpg	
158004	InstructionStart	2048	0	0	Instruction Element	
161370	KeyPress	4	32	0	Space	
161392	InstructionEnd	4096	0	0	Instruction Element	
161456	ImageStart	8	0	0	2684_2.jpg	
171422	ImageEnd	16	0	0	2684_2.jpg	
171516	InstructionStart	2048	0	0	Instruction Element	
172746	KeyPress	4	32	0	Space	
172760	InstructionEnd	4096	0	0	Instruction Element	
172848	ImageStart	8	0	0	2863_2.jpg	
182792	ImageEnd	16	0	0	2863_2.jpg	
183071	InstructionStart	2048	0	0	Instruction Element	
184142	KeyPress	4	32	0	Space	
184154	InstructionEnd	4096	0	0	Instruction Element	
184258	ImageStart	8	0	0	3028_2.jpg	
194201	ImageEnd	16	0	0	3028_2.jpg	
194396	InstructionStart	2048	0	0	Instruction Element	
195605	KeyPress	4	32	0	Space	
195611	InstructionEnd	4096	0	0	Instruction Element	
195682	ImageStart	8	0	0	2889_2.jpg	
205655	ImageEnd	16	0	0	2889_2.jpg	
205961	InstructionStart	2048	0	0	Instruction Element	
206985	KeyPress	4	32	0	Space	
207001	InstructionEnd	4096	0	0	Instruction Element	
207079	ImageStart	8	0	0	5488_2.jpg	
217050	ImageEnd	16	0	0	5488_2.jpg	
217219	InstructionStart	2048	0	0	Instruction Element	
218565	KeyPress	4	32	0	Space	
218573	InstructionEnd	4096	0	0	Instruction Element	
218643	ImageStart	8	0	0	2711_2.jpg	
228605	ImageEnd	16	0	0	2711_2.jpg	
228759	InstructionStart	2048	0	0	Instruction Element	
230091	KeyPress	4	32	0	Space	
230110	InstructionEnd	4096	0	0	Instruction Element	
230185	ImageStart	8	0	0	3279_2.jpg	
240153	ImageEnd	16	0	0	3279_2.jpg	
240304	InstructionStart	2048	0	0	Instruction Element	
240999	KeyPress	4	32	0	Space	
241017	InstructionEnd	4096	0	0	Instruction Element	
241096	ImageStart	8	0	0	6531_3.jpg	
251048	ImageEnd	16	0	0	6531_3.jpg	
251240	InstructionStart	2048	0	0	Instruction Element	
252421	KeyPress	4	32	0	Space	
252437	InstructionEnd	4096	0	0	Instruction Element	
252527	ImageStart	8	0	0	5446_1.jpg	
262486	ImageEnd	16	0	0	5446_1.jpg	
262672	InstructionStart	2048	0	0	Instruction Element	
263576	KeyPress	4	32	0	Space	
263581	InstructionEnd	4096	0	0	Instruction Element	
263666	ImageStart	8	0	0	6254_3.jpg	
273606	ImageEnd	16	0	0	6254_3.jpg	
273778	InstructionStart	2048	0	0	Instruction Element	
274736	KeyPress	4	32	0	Space	
274738	InstructionEnd	4096	0	0	Instruction Element	
274820	ImageStart	8	0	0	3517_2.jpg	
284778	ImageEnd	16	0	0	3517_2.jpg	
285082	InstructionStart	2048	0	0	Instruction Element	
285902	KeyPress	4	32	0	Space	
285907	InstructionEnd	4096	0	0	Instruction Element	
285983	ImageStart	8	0	0	5463_2.jpg	
295740	KeyPress	4	32	0	Space	
295953	ImageEnd	16	0	0	5463_2.jpg	
296186	InstructionStart	2048	0	0	Instruction Element	
297529	KeyPress	4	32	0	Space	
297550	InstructionEnd	4096	0	0	Instruction Element	
297624	ImageStart	8	0	0	6198_1.jpg	
307595	ImageEnd	16	0	0	6198_1.jpg	
307788	InstructionStart	2048	0	0	Instruction Element	
308806	KeyPress	4	32	0	Space	
308814	InstructionEnd	4096	0	0	Instruction Element	
308877	ImageStart	8	0	0	6305_1.jpg	
318838	ImageEnd	16	0	0	6305_1.jpg	
319048	InstructionStart	2048	0	0	Instruction Element	
320381	KeyPress	4	32	0	Space	
320392	InstructionEnd	4096	0	0	Instruction Element	
320456	ImageStart	8	0	0	6450_1.jpg	
330419	ImageEnd	16	0	0	6450_1.jpg	
330589	InstructionStart	2048	0	0	Instruction Element	
332252	KeyPress	4	32	0	Space	
332265	InstructionEnd	4096	0	0	Instruction Element	
332355	ImageStart	8	0	0	1895_2.jpg	
342309	ImageEnd	16	0	0	1895_2.jpg	
342501	InstructionStart	2048	0	0	Instruction Element	
343320	KeyPress	4	32	0	Space	
343338	InstructionEnd	4096	0	0	Instruction Element	
343382	ImageStart	8	0	0	6315_3.jpg	
353355	ImageEnd	16	0	0	6315_3.jpg	
353539	InstructionStart	2048	0	0	Instruction Element	
355354	KeyPress	4	32	0	Space	
355360	InstructionEnd	4096	0	0	Instruction Element	
355443	ImageStart	8	0	0	1689_3.jpg	
365408	ImageEnd	16	0	0	1689_3.jpg	
365578	InstructionStart	2048	0	0	Instruction Element	
367004	KeyPress	4	32	0	Space	
367016	InstructionEnd	4096	0	0	Instruction Element	
367081	ImageStart	8	0	0	5990_2.jpg	
377046	ImageEnd	16	0	0	5990_2.jpg	
377278	InstructionStart	2048	0	0	Instruction Element	
378295	KeyPress	4	32	0	Space	
378300	InstructionEnd	4096	0	0	Instruction Element	
378391	ImageStart	8	0	0	6016_2.jpg	
388341	ImageEnd	16	0	0	6016_2.jpg	
388498	InstructionStart	2048	0	0	Instruction Element	
390763	KeyPress	4	32	0	Space	
390768	InstructionEnd	4096	0	0	Instruction Element	
390866	ImageStart	8	0	0	5435_3.jpg	
400815	ImageEnd	16	0	0	5435_3.jpg	
401001	InstructionStart	2048	0	0	Instruction Element	
401805	KeyPress	4	32	0	Space	
401810	InstructionEnd	4096	0	0	Instruction Element	
401906	ImageStart	8	0	0	5355_1.jpg	
411846	ImageEnd	16	0	0	5355_1.jpg	
412009	InstructionStart	2048	0	0	Instruction Element	
413290	KeyPress	4	32	0	Space	
413312	InstructionEnd	4096	0	0	Instruction Element	
413404	ImageStart	8	0	0	6245_3.jpg	
423356	ImageEnd	16	0	0	6245_3.jpg	
423561	InstructionStart	2048	0	0	Instruction Element	
424892	KeyPress	4	32	0	Space	
424910	InstructionEnd	4096	0	0	Instruction Element	
424988	ImageStart	8	0	0	5247_2.jpg	
434951	ImageEnd	16	0	0	5247_2.jpg	
435237	InstructionStart	2048	0	0	Instruction Element	
442085	KeyPress	4	32	0	Space	
442093	InstructionEnd	4096	0	0	Instruction Element	
442180	ImageStart	8	0	0	6518_3.jpg	
452122	ImageEnd	16	0	0	6518_3.jpg	
452257	InstructionStart	2048	0	0	Instruction Element	
453211	KeyPress	4	32	0	Space	
453214	InstructionEnd	4096	0	0	Instruction Element	
453264	ImageStart	8	0	0	5495_3.jpg	
463236	ImageEnd	16	0	0	5495_3.jpg	
463400	InstructionStart	2048	0	0	Instruction Element	
464312	KeyPress	4	32	0	Space	
464317	InstructionEnd	4096	0	0	Instruction Element	
464463	ImageStart	8	0	0	3495_2.jpg	
474402	ImageEnd	16	0	0	3495_2.jpg	
474589	InstructionStart	2048	0	0	Instruction Element	
475546	KeyPress	4	32	0	Space	
475561	InstructionEnd	4096	0	0	Instruction Element	
475650	ImageStart	8	0	0	6221_1.jpg	
485588	ImageEnd	16	0	0	6221_1.jpg	
485739	InstructionStart	2048	0	0	Instruction Element	
488279	KeyPress	4	32	0	Space	
488285	InstructionEnd	4096	0	0	Instruction Element	
488373	ImageStart	8	0	0	6380_1.jpg	
498323	ImageEnd	16	0	0	6380_1.jpg	
498459	InstructionStart	2048	0	0	Instruction Element	
499463	KeyPress	4	32	0	Space	
499469	InstructionEnd	4096	0	0	Instruction Element	
499552	ImageStart	8	0	0	5222_2.jpg	
509516	ImageEnd	16	0	0	5222_2.jpg	
509727	InstructionStart	2048	0	0	Instruction Element	
510765	KeyPress	4	32	0	Space	
510783	InstructionEnd	4096	0	0	Instruction Element	
510875	ImageStart	8	0	0	2601_2.jpg	
520829	ImageEnd	16	0	0	2601_2.jpg	
521043	InstructionStart	2048	0	0	Instruction Element	
522348	KeyPress	4	32	0	Space	
522354	InstructionEnd	4096	0	0	Instruction Element	
522451	ImageStart	8	0	0	5375_1.jpg	
532392	ImageEnd	16	0	0	5375_1.jpg	
532526	InstructionStart	2048	0	0	Instruction Element	
533639	KeyPress	4	32	0	Space	
533660	InstructionEnd	4096	0	0	Instruction Element	
533747	ImageStart	8	0	0	2512_1.jpg	
543698	ImageEnd	16	0	0	2512_1.jpg	
543831	InstructionStart	2048	0	0	Instruction Element	
547075	KeyPress	4	32	0	Space	
547093	InstructionEnd	4096	0	0	Instruction Element	
547182	ImageStart	8	0	0	6243_1.jpg	
557139	ImageEnd	16	0	0	6243_1.jpg	
557197	InstructionStart	2048	0	0	Instruction Element	
558279	KeyPress	4	32	0	Space	
558291	InstructionEnd	4096	0	0	Instruction Element	
