System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 06				
Recording date:	 2021/9/22				
Recording time:	 16:54:44				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/22				
Export time:	 18:52:55				
Participant:	 P10				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9981	ImageEnd	16	0	0	6282.jpg
10002	InstructionStart	2048	0	0	Instruction Element
16949	KeyPress	4	32	0	Space
16961	InstructionEnd	4096	0	0	Instruction Element
17013	ImageStart	8	0	0	5428.jpg
26978	ImageEnd	16	0	0	5428.jpg
27172	InstructionStart	2048	0	0	Instruction Element
34156	KeyPress	4	32	0	Space
34158	InstructionEnd	4096	0	0	Instruction Element
34194	ImageStart	8	0	0	1699.jpg
44184	ImageEnd	16	0	0	1699.jpg
44447	InstructionStart	2048	0	0	Instruction Element
48111	KeyPress	4	32	0	Space
48113	InstructionEnd	4096	0	0	Instruction Element
48154	ImageStart	8	0	0	5273.jpg
58128	ImageEnd	16	0	0	5273.jpg
58147	InstructionStart	2048	0	0	Instruction Element
60337	KeyPress	4	32	0	Space
60340	InstructionEnd	4096	0	0	Instruction Element
60374	ImageStart	8	0	0	3251.jpg
70357	ImageEnd	16	0	0	3251.jpg
70376	InstructionStart	2048	0	0	Instruction Element
72434	KeyPress	4	32	0	Space
72435	InstructionEnd	4096	0	0	Instruction Element
72462	ImageStart	8	0	0	1718.jpg
82439	ImageEnd	16	0	0	1718.jpg
82454	InstructionStart	2048	0	0	Instruction Element
84553	KeyPress	4	32	0	Space
84566	InstructionEnd	4096	0	0	Instruction Element
84609	ImageStart	8	0	0	5274.jpg
94595	ImageEnd	16	0	0	5274.jpg
94618	InstructionStart	2048	0	0	Instruction Element
96661	KeyPress	4	32	0	Space
96662	InstructionEnd	4096	0	0	Instruction Element
96691	ImageStart	8	0	0	6065.jpg
106673	ImageEnd	16	0	0	6065.jpg
106788	InstructionStart	2048	0	0	Instruction Element
110499	KeyPress	4	32	0	Space
110501	InstructionEnd	4096	0	0	Instruction Element
110535	ImageStart	8	0	0	2091.jpg
120527	ImageEnd	16	0	0	2091.jpg
120616	InstructionStart	2048	0	0	Instruction Element
124603	KeyPress	4	32	0	Space
124606	InstructionEnd	4096	0	0	Instruction Element
124639	ImageStart	8	0	0	6272.jpg
134620	ImageEnd	16	0	0	6272.jpg
134638	InstructionStart	2048	0	0	Instruction Element
138932	KeyPress	4	32	0	Space
138945	InstructionEnd	4096	0	0	Instruction Element
138995	ImageStart	8	0	0	3299.jpg
148962	ImageEnd	16	0	0	3299.jpg
148988	InstructionStart	2048	0	0	Instruction Element
152050	KeyPress	4	32	0	Space
152062	InstructionEnd	4096	0	0	Instruction Element
152090	ImageStart	8	0	0	2345.jpg
162073	ImageEnd	16	0	0	2345.jpg
162132	InstructionStart	2048	0	0	Instruction Element
166284	KeyPress	4	32	0	Space
166285	InstructionEnd	4096	0	0	Instruction Element
166319	ImageStart	8	0	0	1771.jpg
176302	ImageEnd	16	0	0	1771.jpg
176319	InstructionStart	2048	0	0	Instruction Element
181580	KeyPress	4	32	0	Space
181582	InstructionEnd	4096	0	0	Instruction Element
181617	ImageStart	8	0	0	2624.jpg
191605	ImageEnd	16	0	0	2624.jpg
191632	InstructionStart	2048	0	0	Instruction Element
195029	KeyPress	4	32	0	Space
195037	InstructionEnd	4096	0	0	Instruction Element
195065	ImageStart	8	0	0	6112.jpg
205048	ImageEnd	16	0	0	6112.jpg
205069	InstructionStart	2048	0	0	Instruction Element
207470	KeyPress	4	32	0	Space
207472	InstructionEnd	4096	0	0	Instruction Element
207508	ImageStart	8	0	0	5535.jpg
217489	ImageEnd	16	0	0	5535.jpg
217526	InstructionStart	2048	0	0	Instruction Element
219824	KeyPress	4	32	0	Space
219834	InstructionEnd	4096	0	0	Instruction Element
219862	ImageStart	8	0	0	3537.jpg
229847	ImageEnd	16	0	0	3537.jpg
229865	InstructionStart	2048	0	0	Instruction Element
232597	KeyPress	4	32	0	Space
232613	InstructionEnd	4096	0	0	Instruction Element
232641	ImageStart	8	0	0	6147.jpg
242619	ImageEnd	16	0	0	6147.jpg
242637	InstructionStart	2048	0	0	Instruction Element
244899	KeyPress	4	32	0	Space
244908	InstructionEnd	4096	0	0	Instruction Element
244943	ImageStart	8	0	0	5586.jpg
254933	ImageEnd	16	0	0	5586.jpg
255043	InstructionStart	2048	0	0	Instruction Element
258457	KeyPress	4	32	0	Space
258458	InstructionEnd	4096	0	0	Instruction Element
258487	ImageStart	8	0	0	6173.jpg
268484	ImageEnd	16	0	0	6173.jpg
268629	InstructionStart	2048	0	0	Instruction Element
270683	KeyPress	4	32	0	Space
270689	InstructionEnd	4096	0	0	Instruction Element
270722	ImageStart	8	0	0	1736.jpg
280706	ImageEnd	16	0	0	1736.jpg
280730	InstructionStart	2048	0	0	Instruction Element
284605	KeyPress	4	32	0	Space
284619	InstructionEnd	4096	0	0	Instruction Element
284647	ImageStart	8	0	0	6360.jpg
294635	ImageEnd	16	0	0	6360.jpg
294833	InstructionStart	2048	0	0	Instruction Element
297175	KeyPress	4	32	0	Space
297177	InstructionEnd	4096	0	0	Instruction Element
297211	ImageStart	8	0	0	1633.jpg
307199	ImageEnd	16	0	0	1633.jpg
307216	InstructionStart	2048	0	0	Instruction Element
310334	KeyPress	4	32	0	Space
310335	InstructionEnd	4096	0	0	Instruction Element
310372	ImageStart	8	0	0	1871.jpg
320353	ImageEnd	16	0	0	1871.jpg
320484	InstructionStart	2048	0	0	Instruction Element
325524	KeyPress	4	32	0	Space
325532	InstructionEnd	4096	0	0	Instruction Element
325568	ImageStart	8	0	0	2478.jpg
335561	ImageEnd	16	0	0	2478.jpg
335584	InstructionStart	2048	0	0	Instruction Element
338394	KeyPress	4	32	0	Space
338409	InstructionEnd	4096	0	0	Instruction Element
338441	ImageStart	8	0	0	3187.jpg
348435	ImageEnd	16	0	0	3187.jpg
348451	InstructionStart	2048	0	0	Instruction Element
351673	KeyPress	4	32	0	Space
351676	InstructionEnd	4096	0	0	Instruction Element
351719	ImageStart	8	0	0	1635.jpg
361698	ImageEnd	16	0	0	1635.jpg
361722	InstructionStart	2048	0	0	Instruction Element
366164	KeyPress	4	32	0	Space
366173	InstructionEnd	4096	0	0	Instruction Element
366217	ImageStart	8	0	0	6044.jpg
376192	ImageEnd	16	0	0	6044.jpg
376302	InstructionStart	2048	0	0	Instruction Element
378540	KeyPress	4	32	0	Space
378554	InstructionEnd	4096	0	0	Instruction Element
378584	ImageStart	8	0	0	6326.jpg
388568	ImageEnd	16	0	0	6326.jpg
388586	InstructionStart	2048	0	0	Instruction Element
391066	KeyPress	4	32	0	Space
391068	InstructionEnd	4096	0	0	Instruction Element
391105	ImageStart	8	0	0	5303.jpg
401092	ImageEnd	16	0	0	5303.jpg
401287	InstructionStart	2048	0	0	Instruction Element
403765	KeyPress	4	32	0	Space
403767	InstructionEnd	4096	0	0	Instruction Element
403800	ImageStart	8	0	0	1682.jpg
413795	ImageEnd	16	0	0	1682.jpg
413951	InstructionStart	2048	0	0	Instruction Element
418138	KeyPress	4	32	0	Space
418138	InstructionEnd	4096	0	0	Instruction Element
418166	ImageStart	8	0	0	2533.jpg
428147	ImageEnd	16	0	0	2533.jpg
428191	InstructionStart	2048	0	0	Instruction Element
431115	KeyPress	4	32	0	Space
431116	InstructionEnd	4096	0	0	Instruction Element
431151	ImageStart	8	0	0	3595.jpg
441135	ImageEnd	16	0	0	3595.jpg
441195	InstructionStart	2048	0	0	Instruction Element
444918	KeyPress	4	32	0	Space
444922	InstructionEnd	4096	0	0	Instruction Element
444972	ImageStart	8	0	0	5513.jpg
454940	ImageEnd	16	0	0	5513.jpg
455053	InstructionStart	2048	0	0	Instruction Element
