Data properties:

Recording date: 2019/11/13
Recording time: 11:16:26:000 (corresponds to time 0)
Study: Test2
Subject: HMH
Recording: HMH
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	50	208	533	511	
2	258	191	628	482	
3	591	133	439	300	
4	724	200	308	217	
5	924	83	827	368	
6	1007	100	808	398	
7	1107	133	1000	561	
8	1240	58	1066	515	
9	1299	308	1069	635	
10	1607	233	633	525	
11	1840	233	713	862	
12	2073	225	1049	887	
13	2298	83	546	926	
14	2381	441	578	871	
15	2823	83	840	621	
16	2906	208	816	659	
17	3114	208	932	542	
18	3322	133	661	410	
19	3456	50	670	359	
20	3506	175	666	415	
21	3681	166	1046	836	
22	3847	183	1067	870	
23	4030	450	514	802	
24	4638	50	587	239	
25	4688	125	577	304	
26	4813	75	582	269	
27	4888	183	573	311	
28	5071	458	569	537	
29	5529	266	923	593	
30	5796	125	1133	664	
31	5921	116	1086	666	
32	6037	50	1136	604	
33	6087	83	1099	638	
34	6170	250	761	490	
35	6420	466	400	276	
36	6887	92	298	832	
37	6978	75	314	904	
38	7053	141	336	868	
39	7195	175	896	842	
40	7370	58	986	776	
41	7428	83	903	851	
42	7511	117	958	845	
43	7628	183	1088	855	
44	7811	266	845	491	
45	8077	67	507	357	
46	8144	92	492	267	
47	8236	150	498	307	
48	8386	75	493	270	
49	8460	58	483	315	
50	8519	408	309	228	
51	8927	83	492	282	
52	9010	67	501	220	
53	9077	100	509	273	
54	9177	241	654	356	
55	9418	650	872	466	
56	10068	67	926	396	
57	10134	141	890	465	
58	10276	283	609	556	
59	10559	125	558	437	
60	10684	92	567	380	
61	10776	50	572	419	
62	11001	649	558	427	
63	11650	100	736	425	
64	11750	75	753	376	
65	11825	175	441	180	
66	12000	250	550	177	
67	12250	100	822	239	
68	12350	125	819	286	
69	12474	100	984	451	
70	12574	158	989	494	
71	12733	400	1077	584	
72	13132	167	1105	761	
73	13299	233	1059	851	
74	13532	158	876	670	
75	13690	225	893	579	
76	13915	225	965	540	
77	14140	92	1079	591	
78	14232	75	1107	554	
79	14307	100	677	241	
80	14406	58	683	156	
81	14465	241	682	216	
82	14706	400	453	826	
83	15106	208	832	830	
84	15314	308	1099	881	
85	15739	175	632	339	
86	15914	183	672	292	
87	16097	75	686	228	
88	16172	275	695	262	
89	16447	58	687	195	
90	16505	150	695	269	
91	16796	550	650	578	
92	17346	516	731	526	
93	17862	75	723	485	
94	17937	67	766	383	
95	18004	1466	740	474	
96	19636	266	715	429	
97	19903	283	596	431	
98	20186	167	522	182	
99	20352	316	300	142	
100	20669	125	655	255	
101	20794	50	648	296	
102	20844	125	716	291	
103	20969	100	1023	557	
104	21068	125	998	594	
105	21193	200	1060	592	
106	21393	408	690	816	
107	22109	83	543	338	
108	22193	133	550	387	
109	22326	791	609	423	
110	23117	67	529	395	
111	23184	67	530	341	
112	23250	58	533	376	
113	23309	275	970	188	
114	23583	200	1079	137	
115	23783	341	1125	133	
116	24125	191	715	329	
117	24316	275	620	288	
118	24591	183	1082	169	
119	24774	233	1123	139	
120	25008	300	770	766	
121	25307	92	973	193	
122	25399	216	1008	148	
123	25615	150	937	140	
124	25765	233	792	157	
125	25998	366	847	132	
126	26365	308	1116	107	
127	26673	624	719	703	
128	27497	175	526	626	
129	27672	67	410	512	
130	27739	175	400	552	
131	27914	275	413	483	
132	28189	300	786	277	
133	28489	250	819	243	
134	28738	566	836	210	
135	29479	1424	836	201	
136	30904	183	642	417	
137	31087	100	557	379	
138	31187	67	525	431	
139	31253	67	560	370	
140	31528	75	547	295	
141	31603	799	543	344	
142	32402	566	645	327	
143	33102	275	660	332	
144	33377	83	698	401	
145	33460	133	724	330	
146	33710	325	619	444	
147	34035	258	633	408	
148	34293	341	619	458	
149	34634	266	801	417	
150	34901	142	585	434	
151	35042	83	605	400	
152	35126	316	564	441	
153	35442	92	807	562	
154	35534	108	844	520	
155	35642	283	966	295	
156	35925	266	1081	156	
157	36191	416	1112	112	
158	36608	108	740	301	
159	36716	116	725	340	
160	36833	117	461	434	
161	36949	58	472	344	
162	37008	108	471	444	
163	37116	75	481	395	
164	37191	83	789	480	
165	37274	67	798	412	
166	37341	100	782	489	
167	37441	92	876	440	
168	37532	175	886	476	
169	37707	575	1062	204	
170	38282	67	963	300	
171	38348	67	991	266	
172	38415	92	969	310	
173	38507	67	825	383	
174	38573	75	849	329	
175	38648	67	562	461	
176	38715	100	577	419	
177	38815	83	970	388	
178	38898	92	995	357	
179	38990	83	960	418	
180	39073	192	1009	708	
181	39264	175	1140	150	
182	39439	333	1120	117	
183	39772	100	964	388	
184	39872	183	942	438	
185	40056	58	841	715	
186	40114	67	876	705	
187	40180	50	848	745	
188	40230	50	856	709	
189	40280	67	859	754	
190	40347	325	1105	830	
191	40672	225	530	852	
192	40897	92	490	455	
193	40988	67	491	284	
194	41055	158	491	444	
195	41213	1024	708	457	
196	42237	50	684	520	
197	42287	158	704	490	
198	42446	100	718	408	
199	42546	50	710	444	
200	42595	50	734	418	
201	42645	1099	724	452	
202	43920	58	837	409	
203	43978	333	802	400	
204	44311	216	803	502	
205	44527	83	803	459	
206	44611	316	633	431	
207	44927	67	646	347	
208	45227	58	593	273	
209	45285	816	555	389	
210	46418	133	728	256	
211	46551	275	871	270	
212	46826	67	988	467	
213	46893	75	1017	420	
214	46967	133	1008	464	
215	47101	208	1134	486	
216	47309	100	1086	502	
217	47409	266	565	286	
218	47675	475	1110	447	
219	48150	175	610	333	
220	48325	166	651	313	
221	48491	117	1127	542	
222	48608	167	1087	557	
223	48775	158	626	345	
224	48933	192	623	382	
225	49124	100	989	427	
226	49224	92	984	465	
227	49316	58	999	408	
228	49374	50	992	450	
229	49424	258	1049	503	
230	49682	441	1103	506	
231	50124	67	1059	500	
232	50190	67	494	365	
233	50257	308	511	313	
234	50565	308	849	382	
235	50873	117	602	739	
236	50990	133	620	708	
237	51264	92	544	356	
238	51356	208	883	875	
239	51564	50	1092	885	
240	51614	158	1065	911	
241	51772	167	1088	873	
242	51939	108	541	794	
243	52047	500	515	823	
244	52988	91	575	312	
245	53080	67	627	233	
246	53146	75	622	299	
247	53221	50	620	224	
248	53271	83	613	277	
249	53355	67	631	241	
250	53421	283	625	276	
251	53846	50	714	174	
252	53896	108	696	280	
253	54004	75	711	246	
254	54079	92	696	297	
255	54171	849	712	255	
256	55020	100	726	202	
257	55120	217	706	259	
258	55337	116	713	207	
259	55453	125	710	262	
260	55578	125	720	221	
261	55703	158	576	359	
262	55861	75	563	395	
263	55936	100	526	592	
264	56036	58	530	633	
265	56094	92	537	595	
266	56186	75	614	471	
267	56261	225	616	426	
268	56486	1058	505	371	
269	57543	58	360	199	
270	57602	50	360	234	
271	57652	75	349	171	
272	57727	208	414	109	
273	57935	250	462	93	
274	58185	466	689	441	
275	58651	183	864	464	
276	58834	50	888	434	
277	58884	50	863	481	
278	58934	100	897	452	
279	59034	458	967	451	
280	59492	108	1068	334	
281	59600	300	1108	285	
282	59900	183	607	226	
283	60083	275	454	149	
284	60358	233	393	109	
285	60591	175	355	137	
286	60766	83	359	172	
287	60849	117	473	138	
288	60966	91	481	198	
289	61058	416	651	335	
290	61474	241	739	434	
291	61890	75	746	515	
292	61965	166	741	575	
293	62132	283	819	573	
294	62415	92	992	433	
295	62507	125	1035	399	
296	62632	100	990	440	
297	62731	58	1047	341	
298	62790	192	1109	275	
299	62981	241	782	224	
300	63223	833	1129	209	
301	64056	283	592	163	
302	64339	67	753	222	
303	64406	50	769	164	
304	64455	92	766	206	
305	64689	75	915	388	
306	64764	108	881	438	
307	64872	92	860	807	
308	64963	125	819	831	
309	65088	266	858	881	
310	65355	92	1067	866	
311	65446	50	1114	804	
312	65496	150	1058	863	
313	65646	133	506	814	
314	65780	183	434	869	
315	65963	125	781	573	
316	66088	391	827	549	
317	66479	92	1073	836	
318	66571	117	1107	805	
319	66687	92	1061	846	
320	66779	158	1112	797	
321	66937	158	810	604	
322	67095	50	750	638	
323	67145	200	785	614	
324	67345	133	589	332	
325	67478	241	567	373	
326	68211	533	539	353	
327	68744	67	574	340	
328	68811	92	560	300	
329	68902	116	527	194	
330	69019	100	531	131	
331	69119	100	799	163	
332	69219	83	803	126	
333	69302	67	798	168	
334	69369	550	462	140	
335	70476	674	858	156	
336	71151	192	1040	359	
337	71342	866	994	418	
338	72209	166	1034	513	
339	72375	158	1052	481	
340	72533	183	1036	518	
341	72716	108	1070	484	
342	72825	108	1074	620	
343	72933	50	1113	580	
344	72983	441	1103	615	
345	73424	92	1125	576	
346	73782	216	837	290	
347	73999	258	752	315	
348	74257	191	979	495	
349	74448	100	1058	579	
350	74548	150	1118	540	
351	74698	233	1070	572	
352	74932	75	892	378	
353	75006	67	908	296	
354	75073	391	896	338	
355	75465	108	573	264	
356	75573	108	584	225	
357	75681	200	1033	380	
358	75881	117	1013	431	
359	75998	75	1074	615	
360	76072	58	1091	561	
361	76131	83	1055	606	
362	76214	425	616	336	
363	76639	108	626	281	
364	76747	141	613	326	
365	76888	192	692	319	
366	77080	67	712	275	
367	77147	233	695	322	
368	77546	116	611	571	
369	77663	208	554	837	
370	77871	225	963	900	
371	78096	133	1069	942	
372	78229	150	388	891	
373	78379	350	391	856	
374	78729	233	670	475	
375	78962	716	667	376	
376	79678	58	670	415	
377	79737	100	702	366	
378	79961	425	675	374	
379	80386	67	770	379	
380	80453	75	778	334	
381	80528	67	771	377	
382	80594	175	547	265	
383	80769	150	533	209	
384	80919	208	411	224	
385	81127	50	409	188	
386	81177	175	408	245	
387	81352	325	264	210	
388	81810	233	591	141	
389	82193	125	300	175	
390	82518	183	595	135	
391	82701	167	830	314	
392	82868	50	792	379	
393	82918	116	760	332	
394	83034	50	740	365	
395	83509	216	574	263	
396	84109	125	683	250	
397	84233	133	686	291	
398	84367	308	797	396	
399	84675	533	967	519	
400	85208	75	990	482	
401	85283	341	968	519	
402	85624	433	1090	626	
403	86057	58	1125	610	
404	86115	100	1115	660	
405	86215	58	1128	621	
406	86274	50	1099	670	
407	86324	200	1136	625	
408	86524	83	978	536	
409	86607	158	948	569	
410	86765	92	823	450	
411	86857	50	833	381	
412	87032	283	721	343	
413	87315	167	1016	487	
414	87481	50	967	543	
415	87664	67	1094	514	
416	87731	150	1064	601	
417	87881	67	1124	651	
418	87948	67	1068	653	
419	88014	266	608	425	
420	88281	100	666	885	
421	88381	67	709	863	
422	88447	250	1012	861	
423	88847	75	431	815	
424	89047	67	539	248	
425	89113	50	544	199	
426	89163	166	537	253	
427	89330	625	609	143	
428	89955	158	592	79	
429	90321	133	522	266	
430	90454	58	573	260	
431	90512	275	597	367	
432	90787	66	598	311	
433	90854	316	568	370	
434	91170	67	601	347	
435	91237	300	569	365	
436	91537	216	586	319	
437	91753	117	568	350	
438	91870	158	688	350	
439	92028	116	1054	177	
440	92145	508	1117	165	
441	92653	250	957	186	
442	92902	325	1124	197	
443	93394	75	904	355	
444	93469	75	869	401	
445	93544	183	923	870	
446	93727	100	888	903	
447	93827	58	489	890	
448	93885	17	521	840	
449	93902	92	485	872	
450	94127	108	416	520	
451	94235	67	403	475	
452	94302	183	402	531	
453	94485	108	428	498	
454	94593	191	966	740	
455	94784	108	1072	845	
456	94893	108	1031	868	
457	95001	133	635	857	
458	95134	100	578	876	
459	95234	258	513	451	
460	95492	100	482	474	
461	95592	158	357	375	
462	95751	608	1000	186	
463	96358	125	1127	185	
464	96483	83	1102	233	
465	96891	58	785	601	
466	96950	58	795	674	
467	97258	75	615	780	
468	97333	216	768	811	
469	97549	117	788	767	
470	97666	133	764	794	
471	97799	92	1047	833	
472	97891	125	1088	807	
473	98016	100	818	422	
474	98116	100	785	447	
475	98215	83	816	371	
476	98299	83	658	403	
477	98382	150	660	367	
478	98532	325	632	411	
479	98857	83	656	355	
480	98940	441	636	419	
481	99381	67	638	365	
482	99448	674	621	425	
483	100122	175	1064	196	
484	100297	283	1125	194	
485	100764	83	1079	731	
486	100847	67	1039	729	
487	100914	116	1025	800	
488	101030	308	486	608	
489	101338	75	526	565	
490	101413	75	471	644	
491	101488	241	460	588	
492	101730	175	803	314	
493	101905	50	821	265	
494	101955	150	795	309	
495	102104	633	640	386	
496	102737	133	629	426	
497	102871	200	651	388	
498	103070	58	690	334	
499	103129	175	654	404	
500	103304	208	460	285	
501	103512	150	985	511	
502	103662	92	1062	606	
503	103753	91	1098	596	
504	103845	217	1078	658	
505	104061	83	1126	614	
506	104145	92	1111	649	
507	104236	100	1072	669	
508	104336	50	1121	570	
509	104386	58	1060	663	
510	104444	67	856	514	
511	104511	225	869	457	
512	104736	233	715	394	
513	104969	358	1011	559	
514	105461	83	1102	565	
515	105544	100	1073	600	
516	105644	899	1102	652	
517	106660	108	753	470	
518	106768	100	768	437	
519	106868	258	656	857	
520	107126	233	1023	871	
521	107359	208	514	784	
522	107567	308	910	577	
523	107876	233	691	384	
524	108109	408	441	289	
525	108517	92	440	245	
526	108767	42	220	218	
527	108808	200	217	183	
528	109008	133	255	161	
529	109141	408	192	107	
530	109741	42	529	181	
531	109783	216	543	266	
532	109999	191	674	342	
533	110191	50	677	289	
534	110241	183	679	324	
535	110424	158	705	387	
536	110582	100	746	342	
537	110682	358	703	364	
538	111040	58	689	397	
539	111265	100	691	315	
540	111615	699	677	363	
541	112472	58	703	389	
542	112531	624	669	354	
543	113155	83	698	321	
544	113238	275	658	406	
545	113513	691	601	421	
546	114204	92	528	342	
547	114296	108	525	269	
548	114404	117	670	214	
549	114521	291	687	173	
550	114812	333	744	141	
551	115146	100	740	189	
552	115245	283	747	139	
553	115528	83	746	179	
