Data properties:				
383	135358	133	763	884
384	135491	133	762	934
385	135624	333	1069	997
386	135957	283	1008	475
387	136240	233	621	266
388	136474	166	730	144
389	136640	350	369	301
390	136990	333	658	186
391	137323	200	364	273
392	137656	483	307	272
393	138139	233	529	273
394	138539	83	183	326
395	138622	133	189	362
396	138755	233	428	257
397	138989	333	650	191
398	139322	400	957	379
399	139721	600	1080	533
400	140321	200	834	391
401	140654	283	820	231
402	140937	333	1168	682
403	141270	567	1156	984
404	141837	316	1075	985
405	142153	333	1117	625
406	142486	433	1038	466
407	142919	150	1187	669
408	143286	83	2245	1487
409	143369	100	2500	1565
410	143469	316	2004	1662
411	143786	133	1837	1647
412	144069	167	1981	1646
413	144235	133	2412	1714
414	144369	216	2186	1691
415	144585	166	1737	1255
416	144868	83	845	549
417	144951	166	653	535
418	145351	333	757	529
419	145684	266	704	548
420	145951	600	836	546
421	146550	200	1127	532
422	146750	316	1171	432
423	147066	350	1136	957
424	147416	250	2078	1634
425	147666	333	2206	1653
426	147999	183	1035	708
427	148466	149	1165	469
428	148615	650	1161	433
429	149265	216	1130	560
430	149481	333	1160	478
431	149814	150	1169	849
432	149964	516	1025	517
433	150481	483	587	349
434	150964	283	1096	580
435	151247	267	1120	974
436	151514	533	1099	925
437	152046	216	1137	592
438	152446	200	1128	857
439	152646	716	1138	951
440	153362	233	1094	935
441	153595	316	1128	503
442	153912	316	1116	559
443	154228	366	1157	445
444	154595	233	818	388
445	154828	300	546	228
446	155128	150	791	996
447	155278	166	757	960
448	155444	200	347	902
449	155644	416	314	241
450	156227	166	1095	507
451	156660	83	732	603
452	156743	200	610	554
453	156943	633	672	563
454	157842	133	671	515
455	157975	849	658	563
456	158825	216	779	417
457	159041	250	402	206
458	159291	449	254	120
459	159741	216	888	278
460	159957	283	1144	312
461	160241	233	1116	991
462	160474	366	1132	928
463	160840	200	1179	328
464	161257	183	839	371
465	161440	300	561	981
466	161740	300	765	898
467	162039	400	594	455
468	162439	233	765	400
469	162672	316	767	303
470	162989	350	459	379
471	163338	416	514	518
472	164021	150	501	364
473	164171	450	626	484
474	164621	516	736	364
475	165137	233	480	830
476	165370	200	620	933
477	165570	183	744	894
478	165753	250	764	402
479	166003	350	756	316
480	166353	416	714	844
481	166769	699	778	334
482	167469	483	791	878
483	167952	117	814	332
484	168068	166	814	386
485	168235	216	989	339
486	168451	100	994	400
487	168551	166	801	452
488	168718	167	793	367
489	168884	633	767	597
490	169517	117	803	447
491	170450	67	722	784
492	170900	216	697	578
493	171116	117	656	632
494	171350	233	710	560
495	172382	117	493	980
496	172499	400	573	613
497	173031	83	800	689
498	173115	150	810	559
499	173265	933	875	592
500	174331	250	862	590
501	174780	150	680	537
502	174930	450	739	585
503	175380	666	878	563
504	176046	233	1106	636
505	176279	233	365	297
506	176746	433	581	368
507	177179	483	995	608
508	177662	233	1035	991
509	177895	166	1075	919
510	178061	283	1107	671
511	178345	183	1029	581
512	178528	433	544	379
513	178961	117	927	565
514	179077	583	999	600
515	179860	233	1047	922
516	180277	83	1105	567
517	180360	366	1098	611
518	180726	300	1067	551
519	181026	183	994	603
520	181209	317	1035	866
521	181526	183	1081	629
522	181709	150	1025	591
523	181859	283	1082	538
524	182142	400	1181	626
525	182542	233	987	545
526	182775	233	1046	568
527	183008	316	693	450
528	183325	183	447	296
529	183508	183	870	535
530	183691	117	1145	968
531	183808	250	1110	928
532	184058	216	1143	954
533	184274	250	821	935
534	184524	216	511	928
535	184740	267	578	924
536	185007	283	197	881
537	185290	300	740	905
538	185590	466	1072	942
539	186223	133	1154	898
540	186356	216	742	629
541	186572	416	684	548
542	187305	300	749	468
543	188337	50	813	594
544	189136	83	757	462
545	189220	316	799	456
546	189536	233	632	476
547	189769	450	723	491
548	190219	1016	882	526
549	191235	166	876	634
550	191518	667	899	485
551	192184	466	883	526
552	192867	183	909	474
553	193367	749	726	533
554	194116	417	723	489
555	194533	166	643	310
556	194699	233	1119	177
557	194932	183	400	356
558	195116	316	1146	132
559	195432	117	1191	132
560	195549	250	848	135
561	195798	183	783	104
562	195981	217	1027	78
563	196198	283	1192	86
564	196481	167	847	23
565	196648	183	787	49
566	196831	183	1148	64
567	197014	316	831	48
568	197331	216	1010	66
569	197547	150	996	241
570	197697	100	1019	57
571	197797	483	1209	88
572	198280	483	1142	145
573	198763	300	1206	121
574	199229	266	1193	124
575	199496	633	1021	88
576	200129	267	1095	1008
577	200395	866	1139	961
578	201261	200	882	962
579	201461	183	1033	980
580	201644	316	1143	186
581	201961	316	1198	112
582	202510	83	1193	1000
583	202594	433	1127	973
584	203027	333	1159	131
585	203360	666	1134	961
586	204026	383	815	966
587	204409	316	1080	113
588	204725	250	705	528
589	204975	166	847	560
590	205692	83	829	471
591	205775	616	838	542
592	206391	216	786	435
593	206607	333	438	310
594	206940	550	359	231
595	207490	450	304	380
596	207940	466	360	381
597	208406	283	1056	533
598	208689	400	898	452
599	209089	749	1083	554
600	209838	283	874	443
601	210122	300	1127	494
602	210421	766	1140	1002
603	211188	233	958	995
604	211421	316	1062	533
605	211737	250	1126	539
606	211987	250	882	397
607	212237	383	837	365
608	212620	350	1122	1004
609	212970	450	775	967
610	213419	266	728	984
611	213686	350	800	411
612	214036	233	764	352
613	214269	533	655	979
614	214802	316	649	422
615	215118	316	735	364
616	215435	516	1109	527
617	215951	233	1150	516
618	216184	133	902	378
619	216501	233	654	364
620	217017	1249	689	567
621	218549	233	717	511
622	218782	566	693	555
623	220081	217	324	559
624	220298	283	460	538
625	220581	416	515	545
626	220997	316	751	502
627	221680	383	776	507
628	222063	300	823	558
629	222613	700	877	508
630	223562	100	916	479
631	223662	949	864	512
632	224611	466	618	493
633	225078	266	555	506
634	226377	566	687	501
635	226943	116	682	592
636	227060	200	1160	272
637	227260	133	1093	309
638	227510	133	1107	343
639	228259	400	993	393
640	228659	333	1130	229
641	228992	316	1159	149
642	229541	200	1135	250
643	229741	217	1123	773
644	229958	333	1167	137
645	230524	267	975	358
646	230790	267	1143	204
647	231057	133	1125	291
648	231190	283	1165	982
649	231473	250	1216	241
650	231723	233	1186	174
651	232089	117	1224	99
652	232206	433	1201	137
653	232756	83	1061	1161
654	232839	483	1161	864
655	233322	633	1123	910
656	233955	250	1157	227
657	234205	233	1162	142
658	234654	150	1135	172
659	234804	483	1124	267
660	235287	450	1085	938
661	235737	300	1115	878
662	236037	483	1129	218
663	236520	433	1119	915
664	236953	133	924	417
665	237302	150	978	362
666	237802	100	900	328
667	237902	250	737	578
668	238152	799	673	589
669	238951	433	544	577
670	239384	283	1145	210
671	239667	833	1285	-59
672	240500	183	1260	-11
673	240683	183	663	476
674	241033	483	694	605
675	241516	200	703	492
676	241716	333	388	256
677	242049	283	1033	611
678	242332	400	1102	635
679	242732	100	1124	607
680	242832	317	1046	606
681	243149	383	847	491
682	243532	150	994	573
683	243681	317	814	486
684	243998	200	973	673
685	244198	849	1111	1012
686	245047	550	1116	645
687	245597	533	1131	1033
688	246130	333	1112	594
689	246463	1016	1077	615
690	247479	500	1044	593
691	247978	233	844	543
692	248212	316	968	981
693	248528	333	1000	1009
694	248861	216	924	644
695	249078	416	1009	611
696	249494	266	1051	1033
697	249761	217	1030	997
698	249977	166	1085	1023
699	250144	233	1027	677
700	250377	233	1023	600
701	250610	233	968	872
702	250843	533	1004	994
703	251376	366	1002	637
704	252175	866	685	534
705	253041	316	1115	646
706	253358	316	1123	981
707	253674	216	1087	921
708	253891	216	1095	966
709	254107	466	1099	627
710	254574	233	1094	968
711	254807	266	1076	923
712	255073	433	1091	674
713	255506	133	1101	611
714	255640	349	1098	938
715	255989	350	1122	996
716	256339	933	1110	622
717	257505	117	866	459
718	257621	233	481	329
719	257855	350	304	225
720	258204	183	2198	1557
721	258388	167	2365	1593
722	258554	283	1043	666
723	258837	483	740	454
724	259320	216	498	379
725	259537	316	281	242
726	259853	316	370	422
727	260170	350	596	776
728	260520	116	707	565
729	260636	216	718	499
730	260852	383	556	419
731	261236	616	775	550
732	261852	233	410	325
733	262085	283	289	235
734	262368	633	1104	654
735	263001	233	799	601
736	263234	233	734	622
737	263468	100	734	669
738	263867	33	816	790
739	264133	84	805	732
740	264217	183	766	828
741	264550	200	870	701
742	264750	133	885	621
743	265000	133	814	565
744	265283	250	773	545
745	265533	233	725	554
746	265766	100	749	590
747	265982	83	793	628
748	266066	116	758	605
749	266182	200	716	571
750	266382	100	764	543
751	266482	367	864	615
752	266849	199	658	610
753	267198	16	695	555
754	267481	83	801	596
755	267564	516	786	561
756	268081	233	1044	506
757	268314	450	593	370
758	268764	266	429	486
759	269030	283	1014	511
760	269313	416	1088	495
761	269730	483	702	504
762	270213	216	1042	509
763	270546	83	1095	534
764	270629	233	1107	455
765	270862	383	1141	565
766	271245	200	860	453
767	271445	433	566	285
768	271878	450	1029	485
769	272328	250	250	504
770	272578	267	580	402
771	272844	300	568	275
772	273144	266	877	573
773	273410	300	350	546
774	273843	266	728	477
775	274110	367	1006	501
776	274476	267	767	565
777	274743	383	542	361
778	275126	266	536	245
779	275392	150	773	506
780	275542	200	772	584
781	275742	317	524	953
782	276059	133	597	427
783	276192	383	1082	490
784	276575	417	1020	976
785	276991	233	1052	1016
786	277224	433	1102	568
787	277658	433	652	425
788	278090	466	532	586
789	278557	216	554	617
790	279006	383	712	568
791	279389	117	725	527
792	279506	266	712	576
793	279773	250	885	536
794	280022	383	322	266
795	280405	417	231	191
796	280822	366	1068	674
797	281188	533	1096	983
798	281721	267	1135	1025
799	281988	250	1133	711
800	282237	133	1114	652
801	282487	383	728	466
802	282870	499	897	975
803	283370	267	1046	683
804	283636	183	1122	690
805	283819	216	603	597
806	284036	350	553	533
807	284386	383	554	939
808	284769	433	601	551
809	285202	317	572	503
810	285518	216	524	577
811	285735	333	878	597
812	286068	150	763	520
813	286551	83	709	511
814	286634	300	690	565
815	286934	266	692	892
816	287201	516	737	531
817	287950	233	753	410
818	288183	583	703	561
819	288766	416	463	428
820	289182	600	280	219
821	290131	900	706	563
822	291031	433	663	580
823	291464	100	540	523
824	291564	183	534	571
825	292131	266	737	593
826	292397	200	873	579
827	292596	417	836	610
828	293596	66	923	615
829	293796	16	823	618
830	294095	17	949	1088
831	294362	16	742	661
832	294562	117	697	580
833	294679	383	671	613
834	295545	216	862	585
835	295961	217	709	565
836	296178	99	753	603
837	296277	350	845	588
838	296810	701	854	583
839	297511	300	926	453
840	297811	150	1060	414
841	297961	333	658	510
842	298294	200	508	617
843	298494	349	901	529
844	298843	233	1061	427
845	299077	250	791	396
846	299326	100	815	311
847	299426	366	734	252
848	299793	183	1110	347
849	299976	183	1034	989
850	300159	250	752	954
851	300409	283	784	302
852	300692	850	1073	424
853	301891	200	1138	913
854	302091	250	1129	430
855	302341	183	1082	403
856	302524	266	986	444
857	302791	316	1054	412
858	303107	433	1100	404
859	303540	100	1126	371
860	303757	17	1160	1539
861	304023	150	1116	927
862	304173	166	1083	991
863	304340	583	1112	1025
864	304923	233	409	731
865	305156	416	277	533
866	305572	383	828	488
867	305956	316	1042	471
868	306272	649	1042	426
869	306921	583	932	379
870	307504	799	690	605
871	308304	133	1037	337
872	308437	450	1073	277
873	308887	233	1062	852
874	309120	117	1107	911
875	309237	100	1100	946
876	309337	183	1111	909
877	309520	133	1148	914
878	309653	499	1132	214
879	310153	267	633	598
880	310419	216	828	480
881	310635	283	937	949
882	310919	533	1070	912
883	311452	533	1142	204
884	311985	383	567	831
885	312368	366	614	936
886	312734	616	443	952
887	313351	300	654	481
888	313900	150	736	464
889	314050	350	718	558
890	314400	350	789	499
891	314749	316	679	565
892	315066	183	1014	307
893	315249	117	1100	237
894	315366	100	1125	203
895	315466	666	1106	243
896	316132	167	844	448
897	316848	183	540	584
898	317031	233	1121	245
899	317265	183	1152	855
900	317448	649	1111	887
901	318097	200	1106	425
902	318297	233	791	554
903	318530	466	546	569
904	318997	216	954	549
905	319213	117	1101	618
906	319330	200	1141	587
907	319530	450	1091	1065
908	319979	133	1127	1021
909	320113	150	1097	683
910	320263	333	1086	597
911	320596	216	549	492
912	320812	350	375	326
913	321162	217	417	1018
914	321379	216	337	944
915	321595	133	225	600
916	321728	283	214	556
917	322011	416	225	605
918	322428	200	1140	580
919	322628	366	946	529
920	322994	183	1008	550
921	323177	200	148	611
922	323377	983	165	558
923	324576	200	178	540
924	324776	300	233	624
925	325076	250	277	436
926	325326	283	273	512
927	325609	167	1000	546
928	325776	133	373	600
929	325909	117	361	636
930	326025	366	334	899
931	326392	300	309	927
932	326692	216	1097	849
933	326908	250	710	1023
934	327158	299	430	323
935	327457	366	651	530
936	327823	283	720	1046
937	328106	183	782	964
938	328289	116	1037	574
939	328406	333	889	547
940	328739	416	759	967
941	329572	216	745	555
942	329788	300	692	609
943	332020	17	726	481
944	332154	83	723	522
945	332237	483	652	594
946	332720	300	533	593
947	333019	316	861	364
948	333336	183	696	620
949	333852	233	619	610
950	334085	1099	653	632
951	335185	166	646	499
952	335351	133	1061	309
953	335484	183	1103	250
954	335668	533	1153	210
955	336200	250	1083	976
956	336450	150	1101	912
957	336600	233	977	289
958	336833	266	904	348
959	337100	333	1096	267
960	337433	300	855	398
961	337733	300	691	426
962	338032	250	1016	300
963	338282	466	1112	259
964	338749	266	934	341
965	339015	783	1136	225
966	339981	83	1176	221
967	340064	233	1107	946
968	340298	166	1128	900
969	340464	866	1109	259
970	341330	633	928	197
971	342179	17	896	625
972	342346	250	859	393
973	342596	416	674	470
974	343012	266	1015	437
975	343279	516	990	380
976	343795	783	1127	224
977	344578	100	1094	239
978	344961	333	1027	247
979	345294	217	728	601
980	345511	316	518	592
981	345827	183	633	377
982	346010	117	1071	675
983	346127	100	1095	608
984	346227	683	1127	698
985	346910	350	1076	704
986	347259	400	1114	1045
987	347659	666	1124	696
988	348325	200	1113	985
989	348525	200	1096	1027
990	348725	316	580	197
991	349041	333	339	205
992	349375	300	805	470
993	349674	333	970	612
994	350008	200	935	556
995	350207	749	752	284
996	350957	216	788	330
997	351173	283	832	434
998	351456	466	817	997
999	351923	150	842	1053
1000	352073	266	1019	1004
1001	352339	250	584	974
1002	352589	283	252	922
1003	352872	383	392	321
1004	353255	100	848	400
1005	353638	116	1143	502
1006	353755	184	1637	1378
1007	353938	100	1493	1337
1008	354338	200	615	250
1009	354538	616	694	205
1010	355387	117	761	178
1011	355504	483	716	238
1012	355987	450	656	556
1013	356436	150	620	597
1014	356886	117	730	516
1015	357003	566	669	582
1016	357569	583	939	485
1017	358152	550	697	543
1018	358701	616	1085	628
1019	359318	250	686	647
1020	359568	366	769	362
1021	359934	500	732	442
1022	360433	316	784	353
1023	360750	267	1007	1043
1024	361017	266	717	947
1025	361283	117	679	971
1026	361400	283	717	968
1027	361683	133	697	1027
1028	361816	416	1107	1020
1029	362232	200	757	968
1030	362432	100	702	961
1031	362532	316	736	984
1032	362849	266	695	612
1033	363115	250	691	685
1034	363365	450	1117	647
1035	363815	450	692	661
1036	364264	450	1103	674
1037	364714	600	672	709
1038	365314	266	1112	640
1039	365580	500	1140	619
1040	366080	216	908	346
1041	366562	467	882	453
1042	367229	183	934	900
1043	367562	183	682	534
1044	367745	483	501	601
1045	368228	250	1043	302
1046	368478	799	1109	205
1047	369277	350	1074	234
1048	369627	266	1044	965
1049	369894	516	1115	967
1050	370410	333	1184	203
1051	370743	100	1148	223
1052	371026	117	1072	121
1053	371143	100	1045	193
1054	371243	1366	1129	223
1055	372725	83	1063	255
1056	372808	200	1052	220
1057	373008	333	996	241
1058	373341	400	1076	228
1059	373741	250	891	387
1060	373991	316	537	439
1061	374307	166	648	482
1062	374474	233	384	404
1063	374707	233	1002	279
1064	374940	300	1024	937
1065	375240	283	954	921
1066	375523	333	931	893
1067	375856	133	964	840
1068	375989	217	992	278
1069	376206	216	993	216
1070	376422	283	955	814
1071	376706	300	1066	226
1072	377005	366	1115	164
1073	377372	283	1084	209
1074	377655	633	1008	240
1075	378288	750	674	605
1076	379037	216	848	325
1077	379254	350	1069	212
1078	379604	183	898	245
1079	379787	200	911	278
1080	379987	683	1124	218
1081	380969	250	1053	278
1082	381219	683	803	324
1083	381902	217	1053	1078
1084	382118	316	1068	1022
1085	382435	333	952	315
1086	382768	250	1091	238
1087	383018	316	1125	213
1088	383334	433	1088	1027
1089	384201	233	1171	185
1090	384434	533	1098	976
1091	384967	283	1123	1023
1092	385250	300	1065	216
1093	385549	333	1104	1037
1094	385883	166	1146	987
1095	386482	467	800	319
1096	387298	167	1029	236
1097	387465	217	1133	220
1098	387947	83	1005	246
1099	388030	183	975	292
1100	388213	100	1001	254
1101	388779	333	1114	187
1102	389112	184	764	641
1103	389296	366	568	593
1104	389662	250	645	504
1105	389912	217	1031	693
1106	390129	283	1112	690
1107	390528	233	1008	613
1108	390761	300	742	528
1109	391061	350	214	173
1110	391411	217	1157	671
1111	391628	316	1099	726
1112	391944	450	1124	1028
1113	392394	617	1087	1023
1114	393010	350	1092	704
1115	393360	267	925	635
1116	393627	250	975	691
1117	393876	467	947	1024
1118	394343	633	986	726
1119	394976	466	1059	688
1120	395442	217	1022	672
1121	395659	483	785	565
1122	396142	283	622	470
1123	396425	233	1005	664
1124	396658	450	1053	687
1125	397358	316	904	396
1126	397674	250	605	164
1127	397924	200	542	388
1128	398124	250	736	529
1129	398374	267	717	481
1130	398640	433	349	301
1131	399490	83	521	308
1132	399573	200	552	454
1133	399773	233	687	582
1134	400406	350	829	642
1135	400755	117	851	582
1136	401288	883	816	622
1137	402171	216	706	473
1138	402388	117	1109	629
1139	402504	167	1145	583
1140	402671	267	1057	671
1141	402937	383	693	475
1142	403321	133	380	303
1143	403753	150	364	301
1144	403903	167	485	330
1145	404070	516	444	325
1146	405136	433	828	545
1147	405569	300	897	530
1148	405869	200	973	503
1149	406069	317	1085	601
1150	406385	266	1105	921
1151	406652	250	1067	966
1152	406902	316	1049	680
1153	407218	283	1091	602
1154	407501	100	1124	545
1155	407601	267	1123	896
1156	407868	217	1082	960
1157	408084	400	934	921
1158	408484	483	939	585
1159	408967	216	834	528
1160	409183	200	868	875
1161	409383	317	882	910
1162	409700	183	898	597
1163	409883	233	1096	869
1164	410116	133	1120	622
1165	410516	83	940	438
1166	410599	700	606	424
1167	411299	200	707	955
1168	411499	233	339	953
1169	411732	366	576	1012
1170	412381	100	636	342
1171	412481	300	739	601
1172	412781	332	833	593
1173	413412	83	787	525
1174	413496	100	843	524
1175	413596	716	839	578
1176	414312	116	683	572
1177	414428	366	652	601
1178	414961	216	746	542
1179	415178	183	835	549
1180	415361	150	849	583
1181	415511	400	656	583
1182	415911	100	697	612
1183	416011	350	719	570
1184	416361	233	711	532
1185	416827	167	766	649
1186	417143	300	711	633
1187	417443	183	625	620
1188	417626	516	542	604
1189	418143	266	531	642
1190	418409	333	553	680
1191	418742	200	584	955
