System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 04				
Recording date:	 2021/9/14				
Recording time:	 15:14:39				
Recording resolution:	 1280 x 1024				
Export date:	 2021/9/14				
Export time:	 16:56:25				
Participant:	 p07				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	5309.jpg
9982	ImageEnd	16	0	0	5309.jpg
10013	InstructionStart	2048	0	0	Instruction Element
11358	KeyPress	4	32	0	Space
11368	InstructionEnd	4096	0	0	Instruction Element
11402	ImageStart	8	0	0	2650.jpg
21386	ImageEnd	16	0	0	2650.jpg
21666	InstructionStart	2048	0	0	Instruction Element
30077	KeyPress	4	32	0	Space
30082	InstructionEnd	4096	0	0	Instruction Element
30119	ImageStart	8	0	0	2576.jpg
40105	ImageEnd	16	0	0	2576.jpg
40123	InstructionStart	2048	0	0	Instruction Element
42431	KeyPress	4	32	0	Space
42432	InstructionEnd	4096	0	0	Instruction Element
42459	ImageStart	8	0	0	5393.jpg
52443	ImageEnd	16	0	0	5393.jpg
52610	InstructionStart	2048	0	0	Instruction Element
53123	KeyPress	4	32	0	Space
53129	InstructionEnd	4096	0	0	Instruction Element
53164	ImageStart	8	0	0	2201.jpg
63143	ImageEnd	16	0	0	2201.jpg
63240	InstructionStart	2048	0	0	Instruction Element
65509	KeyPress	4	32	0	Space
65511	InstructionEnd	4096	0	0	Instruction Element
65557	ImageStart	8	0	0	2450.jpg
75527	ImageEnd	16	0	0	2450.jpg
75682	InstructionStart	2048	0	0	Instruction Element
80301	KeyPress	4	32	0	Space
80303	InstructionEnd	4096	0	0	Instruction Element
80335	ImageStart	8	0	0	2818.jpg
90318	ImageEnd	16	0	0	2818.jpg
90603	InstructionStart	2048	0	0	Instruction Element
91077	KeyPress	4	32	0	Space
91079	InstructionEnd	4096	0	0	Instruction Element
91129	ImageStart	8	0	0	2212.jpg
101097	ImageEnd	16	0	0	2212.jpg
101117	InstructionStart	2048	0	0	Instruction Element
107725	KeyPress	4	32	0	Space
107728	InstructionEnd	4096	0	0	Instruction Element
107763	ImageStart	8	0	0	3621.jpg
117746	ImageEnd	16	0	0	3621.jpg
117769	InstructionStart	2048	0	0	Instruction Element
122474	KeyPress	4	32	0	Space
122476	InstructionEnd	4096	0	0	Instruction Element
122508	ImageStart	8	0	0	3134.jpg
132498	ImageEnd	16	0	0	3134.jpg
132520	InstructionStart	2048	0	0	Instruction Element
133271	KeyPress	4	32	0	Space
133273	InstructionEnd	4096	0	0	Instruction Element
133320	ImageStart	8	0	0	2007.jpg
143290	ImageEnd	16	0	0	2007.jpg
143472	InstructionStart	2048	0	0	Instruction Element
146195	KeyPress	4	32	0	Space
146205	InstructionEnd	4096	0	0	Instruction Element
146234	ImageStart	8	0	0	3471.jpg
156219	ImageEnd	16	0	0	3471.jpg
156362	InstructionStart	2048	0	0	Instruction Element
158549	KeyPress	4	32	0	Space
158551	InstructionEnd	4096	0	0	Instruction Element
158588	ImageStart	8	0	0	1958.jpg
168579	ImageEnd	16	0	0	1958.jpg
168817	InstructionStart	2048	0	0	Instruction Element
175690	KeyPress	4	32	0	Space
175691	InstructionEnd	4096	0	0	Instruction Element
175726	ImageStart	8	0	0	3339.jpg
185712	ImageEnd	16	0	0	3339.jpg
185736	InstructionStart	2048	0	0	Instruction Element
194271	KeyPress	4	32	0	Space
194273	InstructionEnd	4096	0	0	Instruction Element
194320	ImageStart	8	0	0	2797.jpg
204296	ImageEnd	16	0	0	2797.jpg
204461	InstructionStart	2048	0	0	Instruction Element
206109	KeyPress	4	32	0	Space
206112	InstructionEnd	4096	0	0	Instruction Element
206152	ImageStart	8	0	0	3083.jpg
216140	ImageEnd	16	0	0	3083.jpg
216245	InstructionStart	2048	0	0	Instruction Element
226652	KeyPress	4	32	0	Space
226668	InstructionEnd	4096	0	0	Instruction Element
226704	ImageStart	8	0	0	2112.jpg
236680	ImageEnd	16	0	0	2112.jpg
236704	InstructionStart	2048	0	0	Instruction Element
241175	KeyPress	4	32	0	Space
241176	InstructionEnd	4096	0	0	Instruction Element
241211	ImageStart	8	0	0	1653.jpg
251195	ImageEnd	16	0	0	1653.jpg
251219	InstructionStart	2048	0	0	Instruction Element
252573	KeyPress	4	32	0	Space
252580	InstructionEnd	4096	0	0	Instruction Element
252616	ImageStart	8	0	0	3146.jpg
262607	ImageEnd	16	0	0	3146.jpg
262765	InstructionStart	2048	0	0	Instruction Element
267729	KeyPress	4	32	0	Space
267740	InstructionEnd	4096	0	0	Instruction Element
267781	ImageStart	8	0	0	3423.jpg
277765	ImageEnd	16	0	0	3423.jpg
277786	InstructionStart	2048	0	0	Instruction Element
279429	KeyPress	4	32	0	Space
279430	InstructionEnd	4096	0	0	Instruction Element
279458	ImageStart	8	0	0	3359.jpg
289452	ImageEnd	16	0	0	3359.jpg
289725	InstructionStart	2048	0	0	Instruction Element
297161	KeyPress	4	32	0	Space
297163	InstructionEnd	4096	0	0	Instruction Element
297191	ImageStart	8	0	0	3058.jpg
307177	ImageEnd	16	0	0	3058.jpg
307259	InstructionStart	2048	0	0	Instruction Element
307821	KeyPress	4	32	0	Space
307834	InstructionEnd	4096	0	0	Instruction Element
307861	ImageStart	8	0	0	3210.jpg
317859	ImageEnd	16	0	0	3210.jpg
318037	InstructionStart	2048	0	0	Instruction Element
318640	KeyPress	4	32	0	Space
318656	InstructionEnd	4096	0	0	Instruction Element
318687	ImageStart	8	0	0	3434.jpg
328672	ImageEnd	16	0	0	3434.jpg
328694	InstructionStart	2048	0	0	Instruction Element
334923	KeyPress	4	32	0	Space
334925	InstructionEnd	4096	0	0	Instruction Element
334960	ImageStart	8	0	0	5967.jpg
344944	ImageEnd	16	0	0	5967.jpg
345059	InstructionStart	2048	0	0	Instruction Element
345583	KeyPress	4	32	0	Space
345598	InstructionEnd	4096	0	0	Instruction Element
345631	ImageStart	8	0	0	6141.jpg
355621	ImageEnd	16	0	0	6141.jpg
355744	InstructionStart	2048	0	0	Instruction Element
357198	KeyPress	4	32	0	Space
357208	InstructionEnd	4096	0	0	Instruction Element
357236	ImageStart	8	0	0	3403.jpg
367221	ImageEnd	16	0	0	3403.jpg
367239	InstructionStart	2048	0	0	Instruction Element
367899	KeyPress	4	32	0	Space
367910	InstructionEnd	4096	0	0	Instruction Element
367945	ImageStart	8	0	0	1832.jpg
377932	ImageEnd	16	0	0	1832.jpg
377954	InstructionStart	2048	0	0	Instruction Element
378761	KeyPress	4	32	0	Space
378771	InstructionEnd	4096	0	0	Instruction Element
378806	ImageStart	8	0	0	2372.jpg
388796	ImageEnd	16	0	0	2372.jpg
388819	InstructionStart	2048	0	0	Instruction Element
389325	KeyPress	4	32	0	Space
389327	InstructionEnd	4096	0	0	Instruction Element
389375	ImageStart	8	0	0	3327.jpg
399360	ImageEnd	16	0	0	3327.jpg
399505	InstructionStart	2048	0	0	Instruction Element
401755	KeyPress	4	32	0	Space
401769	InstructionEnd	4096	0	0	Instruction Element
401803	ImageStart	8	0	0	2039.jpg
411783	ImageEnd	16	0	0	2039.jpg
411963	InstructionStart	2048	0	0	Instruction Element
421966	InstructionEnd	4096	0	0	Instruction Element
421967	KeyPress	4	32	0	Space
422001	ImageStart	8	0	0	1946.jpg
431974	ImageEnd	16	0	0	1946.jpg
432073	InstructionStart	2048	0	0	Instruction Element
433772	KeyPress	4	32	0	Space
433783	InstructionEnd	4096	0	0	Instruction Element
433820	ImageStart	8	0	0	2403.jpg
443806	ImageEnd	16	0	0	2403.jpg
443997	InstructionStart	2048	0	0	Instruction Element
444538	KeyPress	4	32	0	Space
444553	InstructionEnd	4096	0	0	Instruction Element
444600	ImageStart	8	0	0	1590.jpg
454579	ImageEnd	16	0	0	1590.jpg
454735	InstructionStart	2048	0	0	Instruction Element
