System Properties:
Operating System:	 Microsoft Windows NT 6.2.9200.0
System User Name:	 gaozh
Machine Name:	 DESKTOP-D1BOOAD

Data properties:

Recording name:	 HMH
Recording date:	 2019/11/13
Recording time:	 11:06:06
Recording resolution:	 1280 x 1024

Export date:	 2019/11/13
Export time:	 11:15:58

Participant:	 HMH
Timestamp	Event	EventKey	Data1	Data2	Descriptor	
0	ImageStart	8	0	0	6282_1.jpg	
9975	ImageEnd	16	0	0	6282_1.jpg	
10127	InstructionStart	2048	0	0	Instruction Element	
15883	KeyPress	4	32	0	Space	
15901	InstructionEnd	4096	0	0	Instruction Element	
15973	ImageStart	8	0	0	5428_2.jpg	
25938	ImageEnd	16	0	0	5428_2.jpg	
26220	InstructionStart	2048	0	0	Instruction Element	
27139	KeyPress	4	32	0	Space	
27147	InstructionEnd	4096	0	0	Instruction Element	
27223	ImageStart	8	0	0	1699_1.jpg	
37187	ImageEnd	16	0	0	1699_1.jpg	
37404	InstructionStart	2048	0	0	Instruction Element	
38457	KeyPress	4	32	0	Space	
38466	InstructionEnd	4096	0	0	Instruction Element	
38550	ImageStart	8	0	0	5273_2.jpg	
48511	ImageEnd	16	0	0	5273_2.jpg	
48781	InstructionStart	2048	0	0	Instruction Element	
49668	KeyPress	4	32	0	Space	
49683	InstructionEnd	4096	0	0	Instruction Element	
49757	ImageStart	8	0	0	3251_2.jpg	
59713	ImageEnd	16	0	0	3251_2.jpg	
59906	InstructionStart	2048	0	0	Instruction Element	
60808	KeyPress	4	32	0	Space	
60813	InstructionEnd	4096	0	0	Instruction Element	
60886	ImageStart	8	0	0	1718_3.jpg	
70853	ImageEnd	16	0	0	1718_3.jpg	
71041	InstructionStart	2048	0	0	Instruction Element	
72472	KeyPress	4	32	0	Space	
72480	InstructionEnd	4096	0	0	Instruction Element	
72564	ImageStart	8	0	0	5274_3.jpg	
82511	ImageEnd	16	0	0	5274_3.jpg	
82657	InstructionStart	2048	0	0	Instruction Element	
83597	KeyPress	4	32	0	Space	
83599	InstructionEnd	4096	0	0	Instruction Element	
83658	ImageStart	8	0	0	6065_1.jpg	
93622	ImageEnd	16	0	0	6065_1.jpg	
93863	InstructionStart	2048	0	0	Instruction Element	
