Data properties:

Recording date: 2019/11/13
Recording time: 11:06:06:000 (corresponds to time 0)
Study: Test1
Subject: HMH
Recording: HMH
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
736	207766	241	611	345	
737	208008	291	405	355	
738	208299	166	429	387	
739	208466	58	680	275	
740	208524	100	700	235	
741	208624	375	953	212	
742	208999	67	1064	246	
743	209066	133	1078	284	
744	209199	933	1116	302	
745	210131	117	952	235	
746	210248	108	956	197	
747	210356	183	748	248	
748	210706	208	718	284	
749	210914	67	539	414	
750	210981	75	545	361	
751	211056	100	535	431	
752	211331	8	1092	354	
753	211481	42	936	894	
754	211522	58	892	896	
755	211581	100	915	925	
756	211680	75	634	864	
757	211755	108	640	828	
758	211864	291	686	813	
759	212155	291	1035	873	
760	212447	92	740	417	
761	212538	175	747	376	
762	212713	58	672	271	
763	212771	158	677	318	
764	212930	133	684	281	
765	213063	58	677	324	
766	213637	42	670	275	
767	213679	208	655	334	
768	213887	666	654	296	
769	214553	50	642	239	
770	214603	116	635	303	
771	214928	674	627	269	
772	215778	125	661	292	
773	215903	58	653	242	
774	215961	67	659	302	
775	216027	50	613	342	
776	216077	566	561	539	
777	216644	67	437	383	
778	216710	233	465	473	
779	216943	67	462	422	
780	217010	75	465	468	
781	217227	433	804	230	
782	217660	50	763	276	
783	217710	208	804	236	
784	217918	441	673	338	
785	218359	383	571	384	
786	218742	275	640	387	
787	219017	125	507	458	
788	219142	300	353	278	
789	219442	233	742	428	
790	219675	250	947	506	
791	219925	308	1063	491	
792	220233	241	1104	484	
793	220474	233	810	548	
794	220707	275	742	531	
795	220982	300	1077	515	
796	221399	283	1007	684	
797	221682	233	775	539	
798	221915	233	428	336	
799	222148	208	364	315	
800	222531	200	646	451	
801	222731	333	834	516	
802	223064	108	1008	518	
803	223172	67	1054	480	
804	223239	83	1021	504	
805	223322	58	1051	479	
806	223381	258	1093	494	
807	223639	308	746	517	
808	223947	191	364	241	
809	224138	350	280	132	
810	224488	158	398	251	
811	224647	58	690	447	
812	224705	67	717	421	
813	224771	233	723	468	
814	225004	258	893	508	
815	225263	466	1073	502	
816	225729	58	1120	463	
817	225787	58	750	521	
818	225846	117	776	492	
819	225962	483	758	531	
820	226587	341	437	430	
821	226928	125	984	864	
822	227053	108	1017	819	
823	227161	125	1038	783	
824	227286	183	641	810	
825	227469	616	702	546	
826	228086	92	473	685	
827	228177	67	477	761	
828	228244	117	474	680	
829	228361	158	395	896	
830	228519	50	362	850	
831	228569	66	354	951	
832	228635	58	344	912	
833	228694	92	382	936	
834	228952	383	663	329	
835	229335	67	670	289	
836	229401	125	661	335	
837	229810	8	612	369	
838	230143	841	588	369	
839	230984	350	424	206	
840	231333	350	373	167	
841	231683	275	321	143	
842	231958	75	457	229	
843	232033	83	451	266	
844	232116	192	498	295	
845	232308	291	841	261	
846	232599	866	1030	275	
847	233465	67	1086	386	
848	233532	133	1111	360	
849	233665	275	1111	403	
850	233940	316	639	364	
851	234256	358	992	321	
852	234615	375	1088	327	
853	235256	67	1089	330	
854	235322	117	1107	374	
855	235805	400	1141	391	
856	236205	183	1085	366	
857	236388	608	792	289	
858	236996	175	856	284	
859	237171	150	1099	337	
860	237321	250	943	859	
861	237812	75	578	815	
862	237887	167	442	868	
863	238054	216	1069	904	
864	238270	366	1106	929	
865	238637	525	1107	408	
866	239161	641	1032	306	
867	239803	67	692	293	
868	239869	58	709	256	
869	239928	133	707	293	
870	240061	958	777	299	
871	241018	1499	658	338	
872	242517	167	912	327	
873	242684	83	912	291	
874	242767	58	712	268	
875	242825	150	697	221	
876	242975	50	633	200	
877	243025	158	652	249	
878	243184	208	863	211	
879	243392	241	909	205	
880	243633	550	1073	348	
881	244183	142	1053	392	
882	244324	175	890	742	
883	244499	475	631	835	
884	245157	325	958	334	
885	245482	316	1102	349	
886	245798	125	790	248	
887	245923	58	796	194	
888	245982	158	793	248	
889	246140	783	772	153	
890	246923	50	755	220	
891	246973	250	771	184	
892	247222	108	1014	314	
893	247331	117	1053	294	
894	247447	200	648	313	
895	247647	283	474	383	
896	247930	183	660	290	
897	248113	266	925	242	
898	248380	1366	1109	350	
899	249862	167	1127	318	
900	250029	475	964	780	
901	250503	325	626	831	
902	251345	50	828	432	
903	251395	191	797	455	
904	251586	75	607	462	
905	251661	58	596	398	
906	251919	350	649	457	
907	252269	258	469	472	
908	252527	316	668	412	
909	252844	67	549	363	
910	252910	91	531	286	
911	253002	133	549	350	
912	253285	241	535	365	
913	253526	233	628	365	
914	253760	683	635	182	
915	254551	58	629	173	
916	254609	67	758	237	
917	254676	325	764	283	
918	255000	200	1029	384	
919	255200	351	1100	409	
920	255692	600	1109	513	
921	256292	58	1097	562	
922	256350	50	1143	512	
923	256400	741	1122	560	
924	257142	208	975	880	
925	257350	242	1094	914	
926	257591	108	485	834	
927	257700	191	445	860	
928	257891	633	1104	520	
929	258524	308	863	455	
930	258832	142	1062	810	
931	258974	67	1048	861	
932	259040	75	1087	897	
933	259115	92	1057	920	
934	259207	150	496	854	
935	259357	83	485	791	
936	259698	50	614	465	
937	259748	125	633	434	
938	260239	167	732	390	
939	260406	50	731	432	
940	260456	158	737	396	
941	260614	799	718	432	
942	261414	58	736	371	
943	261472	192	732	412	
944	261663	1449	748	455	
945	263112	67	772	403	
946	263179	108	756	461	
947	263287	241	966	443	
948	263529	150	867	434	
949	263679	425	585	386	
950	264220	383	571	394	
951	264603	216	568	350	
952	264820	208	981	179	
953	265028	391	1102	150	
954	265419	516	837	146	
955	265935	225	1078	156	
956	266160	608	1116	156	
957	266926	75	875	755	
958	267001	58	964	689	
959	267060	92	900	813	
960	267151	341	410	866	
961	267493	108	751	862	
962	267601	50	788	904	
963	267651	216	778	856	
964	267867	491	711	855	
965	268359	83	1015	865	
966	268442	125	1048	887	
967	268567	225	1107	873	
968	268792	58	1073	915	
969	268850	50	1124	878	
970	268900	142	1064	856	
971	269042	208	958	216	
972	269250	183	653	265	
973	269850	208	670	235	
974	270058	100	672	286	
975	270649	541	654	358	
976	271190	291	795	361	
977	271482	300	491	449	
978	271781	83	778	339	
979	271865	141	764	377	
980	272006	416	814	715	
981	272423	508	738	483	
982	272931	358	920	313	
983	273289	250	591	291	
984	273539	75	621	262	
985	273614	108	611	301	
986	273722	50	630	262	
987	273772	491	604	300	
988	274263	58	608	261	
989	274321	58	626	293	
990	274380	983	752	332	
991	275362	58	777	249	
992	275421	150	757	341	
993	275570	275	706	330	
994	275845	83	273	411	
995	275929	83	285	448	
996	276012	191	233	412	
997	276203	100	420	494	
998	276303	67	429	427	
999	276370	50	422	481	
1000	276420	208	551	482	
1001	276628	133	798	203	
1002	276761	175	826	160	
1003	276936	533	888	94	
1004	277469	316	1023	170	
1005	277786	250	1113	190	
1006	278036	142	988	780	
1007	278177	67	1018	742	
1008	278244	108	678	834	
1009	278352	58	701	805	
1010	278410	75	662	843	
1011	278485	100	588	478	
1012	278585	66	581	423	
1013	278652	108	581	466	
1014	278760	291	873	207	
1015	279376	266	993	171	
1016	279643	225	1118	205	
1017	279868	683	690	390	
1018	280550	233	1062	247	
1019	280784	233	1012	805	
1020	281017	208	697	838	
1021	281225	200	744	826	
1022	281425	83	668	389	
1023	281508	1324	682	352	
1024	283365	808	555	403	
1025	284173	533	633	490	
1026	284706	50	599	501	
1027	284756	308	596	463	
1028	285206	92	608	436	
1029	285297	50	594	472	
1030	285347	50	596	423	
1031	285564	83	615	388	
1032	285647	183	622	459	
1033	285830	275	637	420	
1034	286105	358	721	347	
1035	286463	591	701	403	
1036	287054	458	378	290	
1037	287512	125	612	381	
1038	287637	167	708	400	
1039	287804	208	917	392	
1040	288012	758	1065	185	
1041	288770	241	977	559	
1042	289011	58	887	738	
1043	289070	67	918	717	
1044	289136	191	877	772	
1045	289328	275	859	827	
1046	289603	67	1024	843	
1047	289811	67	1059	833	
