Data properties:

Recording date: 2019/11/13
Recording time: 09:39:19:000 (corresponds to time 0)
Study: Test1
Subject: HZT
Recording: HZT
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
299	73578	183	405	313	
300	73761	150	482	198	
301	73911	175	290	894	
302	74086	50	260	848	
303	74136	325	300	917	
304	74461	58	339	905	
305	74519	58	585	874	
306	74577	83	559	807	
307	74661	108	588	833	
308	74769	142	454	263	
309	74910	75	472	227	
310	74985	350	464	135	
311	75335	300	601	262	
312	75635	142	932	491	
313	75777	58	954	565	
314	75835	50	950	480	
315	75885	316	1136	588	
316	76201	241	1162	681	
317	76443	217	1153	913	
318	76659	766	1149	875	
319	77425	216	798	836	
320	77642	50	393	781	
321	77692	142	437	857	
322	77833	75	425	725	
323	77908	58	429	850	
324	77967	67	334	848	
325	78033	100	334	796	
326	78133	150	399	340	
327	78283	266	457	200	
328	78550	241	386	903	
329	78791	175	424	805	
330	78966	458	1110	911	
331	79424	58	1154	910	
332	79482	58	1099	894	
333	79541	200	1114	705	
334	79741	141	1067	575	
335	79882	67	1103	531	
336	79949	241	1149	783	
337	80190	200	1159	918	
338	80390	375	1159	591	
339	80765	300	1173	645	
340	81065	50	1200	592	
341	81115	824	1165	657	
342	81939	50	1150	620	
343	82230	183	1000	552	
344	82414	50	929	517	
345	82730	316	741	712	
346	83047	350	972	497	
347	83396	175	1128	500	
348	83571	266	1139	438	
349	83838	250	1133	483	
350	84087	217	864	524	
351	84304	266	307	224	
352	84571	233	180	294	
353	84804	175	165	371	
354	84979	341	182	441	
355	85320	283	346	219	
356	85603	300	193	277	
357	85903	258	179	321	
358	86161	533	203	235	
359	86694	225	324	209	
360	86919	191	368	187	
361	87110	375	450	325	
362	87485	216	704	662	
363	87702	242	1042	536	
364	87943	783	1156	446	
365	88726	266	1159	906	
366	88992	1474	1172	861	
367	90466	50	1231	861	
368	90516	675	1185	864	
369	91191	225	1163	495	
370	91416	275	1144	457	
371	91691	341	637	416	
372	92032	200	770	597	
373	92232	350	664	511	
374	92582	300	1096	497	
375	92881	208	1051	484	
376	93090	383	569	284	
377	93631	708	814	700	
378	94339	58	956	1067	
379	94888	117	941	1074	
380	95005	125	1141	1073	
381	95130	508	1109	1096	
382	95938	300	785	464	
383	96237	283	307	452	
384	96521	208	203	373	
385	96729	92	306	951	
386	96820	50	279	884	
387	96870	117	307	922	
388	96987	191	232	956	
389	97179	191	269	463	
390	97370	217	314	537	
391	97587	200	316	972	
392	97786	275	1156	872	
393	98061	208	1151	767	
394	98269	241	1127	514	
395	98511	258	1152	410	
396	98769	350	1159	882	
397	99119	108	1164	697	
398	99227	283	1140	492	
399	99510	233	1159	366	
400	99743	150	1147	331	
401	99893	250	816	312	
402	100143	325	783	168	
403	100468	258	1070	488	
404	100726	216	1155	528	
405	100943	300	1144	878	
406	101242	208	1176	759	
407	101451	50	1147	800	
408	101501	117	1178	750	
409	101617	225	1149	397	
410	101842	341	1170	327	
411	102183	325	747	257	
412	102508	67	990	605	
413	102575	142	968	689	
414	102716	283	1124	490	
415	103000	225	1150	339	
416	103224	383	768	206	
417	103607	300	669	318	
418	103907	291	629	270	
419	104199	108	1027	468	
420	104307	50	1039	433	
421	104357	117	1025	490	
422	104474	250	1089	526	
423	104723	275	1155	347	
424	104998	233	811	292	
425	105231	267	756	111	
426	105498	150	1269	51	
427	105648	258	1270	0	
428	105906	108	999	526	
429	106014	50	1042	505	
430	106064	258	1000	518	
431	106322	50	1015	554	
432	106630	133	829	603	
433	107013	92	1079	658	
434	107105	100	1060	618	
435	107205	275	1180	1013	
436	107480	225	843	1013	
437	107705	466	1127	1064	
438	108171	441	575	429	
439	108612	208	930	343	
440	108821	233	581	507	
441	109054	258	217	639	
442	109312	67	215	577	
443	109379	133	226	656	
444	109512	158	357	998	
445	109670	266	309	846	
446	109936	408	357	481	
447	110345	358	341	563	
448	110703	233	1051	221	
449	110936	550	1130	154	
450	111485	191	1184	217	
451	111677	275	1172	923	
452	111952	242	1161	852	
453	112193	516	1181	184	
454	112710	92	1122	345	
455	112801	200	1083	719	
456	113001	300	1131	815	
457	113301	350	1071	208	
458	113651	325	813	301	
459	113975	466	538	498	
460	114442	308	493	482	
461	114750	325	789	341	
462	115075	233	845	280	
463	115308	183	398	578	
464	115491	133	584	841	
465	115624	150	578	923	
466	115774	117	715	817	
467	115891	67	693	783	
468	115957	117	713	825	
469	116074	50	763	698	
470	116124	208	870	664	
471	116332	117	871	406	
472	116449	874	865	287	
473	117323	208	1127	143	
474	117531	300	1167	172	
475	118048	142	928	263	
476	118189	633	1141	200	
477	119088	150	748	389	
478	119238	58	761	352	
479	119297	191	1201	31	
480	119488	283	1260	-17	
481	119996	8	994	989	
482	120129	75	877	1161	
483	120204	191	680	518	
484	120396	242	534	281	
485	120638	483	273	295	
486	121120	358	217	344	
487	121479	183	278	343	
488	121662	75	700	270	
489	121737	100	721	314	
490	121837	100	642	885	
491	121937	191	585	957	
492	122128	133	638	793	
493	122261	83	660	737	
494	122345	308	686	235	
495	122653	208	628	200	
496	122861	267	581	868	
497	123127	225	1120	901	
498	123352	158	1187	885	
499	123510	191	1183	575	
500	123702	75	1190	521	
501	123777	117	1155	540	
502	123894	50	1177	468	
503	123943	183	1160	535	
504	124127	208	1171	903	
505	124335	275	1031	522	
506	124610	316	976	551	
507	124926	475	782	355	
508	125401	308	653	196	
509	125709	166	463	830	
510	125875	192	1067	866	
511	126067	333	1156	899	
512	126400	208	1161	861	
513	126608	675	656	833	
514	127283	300	1086	706	
515	127583	58	1001	883	
516	127641	58	1033	907	
517	127699	166	1009	872	
518	127866	50	652	789	
519	127916	75	653	726	
520	127991	208	651	763	
521	128199	208	930	785	
522	128407	83	495	856	
523	128490	58	476	648	
524	128549	100	493	849	
525	128649	58	226	760	
526	128707	116	255	820	
527	128823	58	310	229	
528	128882	250	344	270	
529	129132	258	687	284	
530	129390	50	786	305	
531	129440	208	759	340	
532	129648	191	884	816	
533	129839	291	841	891	
534	130131	583	1101	890	
535	130972	341	936	709	
536	131314	117	671	629	
537	131430	50	677	587	
538	131480	108	682	647	
539	131588	50	1033	685	
540	131638	291	1004	708	
541	131930	283	974	819	
542	132213	67	1023	803	
543	132279	75	989	855	
544	132354	158	1002	801	
545	132663	42	998	902	
546	132704	100	1018	709	
547	132804	183	1016	768	
548	132987	108	651	522	
549	133096	341	378	384	
550	133437	208	538	1000	
551	133645	258	476	788	
552	133903	292	369	416	
553	134195	300	399	480	
554	134495	233	500	349	
555	134728	100	330	785	
556	134828	67	308	751	
557	134894	175	316	843	
558	135069	458	191	512	
559	135527	233	452	439	
560	135760	417	949	305	
561	136177	300	503	390	
562	136477	108	254	452	
563	136585	67	250	408	
564	136652	291	261	460	
565	136943	383	528	386	
566	137326	233	295	462	
567	137559	200	380	592	
568	137759	150	346	556	
569	137909	142	665	350	
570	138051	150	1022	237	
571	138200	217	1095	176	
572	138417	167	1140	113	
573	138584	275	1098	881	
574	138858	1282	1135	842	
575	140141	166	1193	190	
576	140307	466	1138	125	
577	140774	250	1094	882	
578	141024	208	1130	827	
579	141232	167	1175	866	
580	141398	250	1166	186	
581	141648	341	1127	128	
582	141989	300	1054	178	
583	142289	391	787	312	
584	142681	158	753	335	
585	142839	458	1128	182	
586	143297	58	1215	160	
587	143505	650	1287	-2	
588	144155	766	1235	-3	
589	144921	241	933	282	
590	145162	266	1129	393	
591	145429	266	482	432	
592	145695	92	400	408	
593	145787	50	377	366	
594	145837	175	405	405	
595	146012	216	810	968	
596	146228	308	1146	829	
597	146536	208	1113	774	
598	146745	208	1095	469	
599	146953	500	1111	275	
600	147452	325	1170	281	
601	147777	233	1168	736	
602	148010	225	1131	871	
603	148235	308	1153	916	
604	148543	200	1021	845	
605	148743	75	613	887	
606	148818	383	609	932	
607	149201	358	1124	878	
608	149559	441	1120	756	
609	150001	275	1140	311	
610	150275	217	1110	254	
611	150492	200	1101	193	
612	150692	208	1144	282	
613	150900	383	560	426	
614	151283	300	654	536	
615	151583	300	355	348	
616	151883	391	335	190	
617	152274	175	1080	235	
618	152449	416	1180	241	
619	152865	241	1183	941	
620	153107	67	1188	819	
621	153174	233	1177	875	
622	153407	200	1199	205	
623	153607	391	1149	244	
624	153998	283	628	359	
625	154281	191	501	401	
626	154473	266	313	405	
627	154739	433	1090	288	
628	155464	92	801	652	
629	155555	75	925	1007	
630	155630	83	897	1117	
631	155713	208	880	1182	
632	155922	83	636	1221	
633	156005	175	638	1259	
634	156180	83	684	1185	
635	156263	250	675	1223	
636	156513	67	768	1271	
637	156580	50	744	1198	
638	156788	75	629	310	
639	156863	508	592	370	
640	157371	208	1020	349	
641	157579	58	1114	568	
642	157637	67	1145	523	
643	157704	325	1123	563	
644	158029	341	383	232	
645	158370	308	747	255	
646	158678	208	937	878	
647	158886	266	1149	894	
648	159153	641	1127	559	
649	159794	283	1164	613	
650	160077	275	1142	938	
651	160352	208	1138	854	
652	160560	108	742	819	
653	160668	308	721	851	
654	160977	383	1136	913	
655	161360	75	800	837	
656	161435	50	820	774	
657	161485	158	783	835	
658	161643	133	735	841	
659	161776	491	1165	633	
660	162267	158	1111	494	
661	162426	241	766	249	
662	162667	258	686	174	
663	162925	200	1089	848	
664	163125	191	1114	922	
665	163317	225	1152	924	
666	163542	300	1152	671	
667	163841	225	1180	865	
668	164066	158	1144	914	
669	164224	191	548	844	
670	164416	266	283	849	
671	164682	50	324	766	
672	164732	100	351	806	
673	164832	283	458	213	
674	165115	275	737	183	
675	165390	258	716	860	
676	165648	416	1128	896	
677	166065	366	1146	589	
678	166606	58	1016	693	
679	166664	192	973	770	
680	166856	500	1159	568	
681	167356	50	1156	613	
682	167564	266	760	586	
683	167830	308	1075	904	
684	168138	75	831	854	
685	168213	58	816	890	
686	168272	166	838	861	
687	168438	75	829	699	
688	168805	58	991	595	
689	168863	108	940	635	
690	169221	308	946	568	
691	169529	200	715	287	
692	169729	308	333	464	
693	170037	225	1057	237	
694	170262	525	1139	186	
695	170787	250	1161	224	
696	171036	325	1149	924	
697	171361	175	1157	889	
698	171536	483	1166	226	
699	172019	591	928	209	
700	172610	625	1158	210	
701	173235	350	1116	147	
702	173585	2340	1164	225	
703	175925	225	1114	199	
704	176150	333	1120	156	
705	176483	466	1175	237	
706	176949	266	1103	157	
707	177216	1041	1141	173	
708	178257	375	1156	217	
709	178631	50	1210	646	
710	178898	100	1173	964	
711	178998	858	1182	907	
712	179997	108	1225	729	
713	180105	183	1228	779	
714	180288	383	1308	949	
715	180672	741	995	817	
716	181413	83	1070	867	
717	181496	50	1052	900	
718	181546	67	1068	867	
719	181613	67	1023	754	
720	181679	75	989	803	
721	182062	242	1017	875	
722	182304	92	1143	1086	
723	182395	50	1185	1041	
724	182445	167	1154	1076	
725	182612	208	912	534	
726	182820	233	500	365	
727	183053	300	403	169	
728	183353	92	663	491	
729	183445	175	669	547	
730	183620	142	806	827	
731	183761	291	1120	394	
732	184053	308	1149	357	
733	184361	425	1165	402	
734	184786	450	1168	271	
735	185235	300	1164	397	
736	185535	200	1107	724	
737	185735	433	1146	851	
738	186168	258	1174	800	
739	186426	50	1129	845	
740	186476	300	1171	779	
741	186776	333	1162	417	
742	187109	283	835	467	
743	187392	233	1116	861	
744	187625	466	1175	791	
745	188092	350	1136	696	
746	188441	600	1142	408	
747	189041	83	945	524	
748	189449	125	782	682	
749	189574	350	641	580	
750	189924	450	601	444	
751	190373	283	560	359	
752	190657	325	884	519	
753	190981	208	792	508	
754	191190	241	701	591	
755	191431	266	928	962	
756	191698	291	1176	847	
757	191989	183	1172	740	
758	192172	566	1168	415	
759	193255	166	887	622	
760	193638	508	881	597	
761	194146	208	744	460	
762	194354	200	1156	571	
763	194554	250	451	265	
764	194804	333	286	219	
765	195137	216	991	605	
766	195353	75	1009	545	
767	195428	75	823	485	
768	195503	75	824	394	
769	195578	67	802	473	
770	195645	275	316	223	
771	195920	258	286	177	
772	196178	241	699	385	
773	196419	266	544	299	
774	196686	325	310	211	
775	197011	258	215	196	
776	197269	67	402	210	
777	197335	108	404	252	
778	197444	275	543	313	
779	197718	191	728	402	
780	197910	375	1096	596	
781	198285	258	770	917	
782	198543	142	819	800	
783	198684	258	919	449	
784	198943	291	727	327	
785	199234	366	981	486	
786	199600	325	1161	655	
787	199925	83	1157	594	
788	200008	341	810	401	
789	200350	92	881	946	
790	200441	192	1053	862	
791	200633	191	1138	888	
792	200825	341	763	840	
793	201166	283	962	873	
794	201449	225	1124	892	
795	201674	58	1096	924	
796	201732	625	1140	899	
797	202357	275	745	825	
798	202632	283	693	330	
799	202915	433	382	216	
800	203348	258	651	525	
801	203606	83	808	355	
802	203689	67	829	325	
803	203756	241	799	353	
804	203997	316	484	256	
805	204314	175	772	430	
806	205005	92	833	687	
807	205097	441	1109	869	
808	205538	433	1148	1084	
809	205971	108	719	646	
810	206079	58	672	636	
811	206138	258	930	493	
812	206396	258	637	242	
813	206654	758	768	358	
814	207412	333	361	244	
815	207745	358	326	140	
816	208103	283	551	210	
817	208386	175	765	319	
818	208561	191	1004	562	
819	208752	58	1028	472	
820	208811	150	1018	640	
821	208961	466	1163	530	
822	209427	175	1177	789	
823	209602	158	1164	899	
824	209760	233	1176	864	
825	209993	600	1171	537	
826	210593	283	1065	558	
827	210876	142	1103	972	
828	211018	158	1155	897	
829	211176	50	1196	885	
830	211226	75	1157	895	
831	211301	192	738	856	
832	211492	200	315	860	
833	211692	50	322	805	
834	211742	150	322	850	
835	211892	58	364	574	
836	211950	441	347	178	
837	212392	266	386	914	
838	212658	117	866	862	
839	212775	50	915	811	
840	212825	425	872	861	
841	213249	92	516	851	
842	213341	50	453	629	
843	213391	150	509	871	
844	213541	316	278	835	
845	213857	216	807	876	
846	214074	142	760	931	
847	214215	241	687	302	
848	214457	250	675	172	
849	214707	308	725	307	
850	215015	225	701	162	
851	215240	83	665	948	
852	215323	83	701	923	
853	215406	283	704	837	
854	215689	491	730	312	
855	216489	841	1019	543	
856	217721	133	1101	802	
857	217855	50	1107	755	
858	217904	266	1088	813	
859	218171	291	931	425	
860	218462	192	905	274	
861	218654	758	1146	329	
862	219412	266	321	516	
863	219678	325	220	571	
864	220003	158	367	993	
865	220161	183	348	912	
866	220344	100	211	940	
867	220444	75	159	881	
868	220519	75	227	863	
869	220594	266	263	510	
870	220861	325	434	396	
871	221186	283	491	475	
872	221469	75	698	318	
873	221544	167	697	282	
874	221710	333	712	186	
875	222043	516	1028	280	
876	222560	266	1156	357	
877	222826	225	1120	341	
878	223051	275	752	302	
879	223326	325	837	251	
880	223651	458	1108	322	
881	224108	1549	1169	331	
882	225658	300	1033	331	
883	225957	325	1157	341	
884	226282	400	835	245	
885	226682	275	485	544	
886	226957	183	526	445	
887	227140	275	1159	374	
888	227415	483	1170	336	
889	227898	225	1132	968	
890	228122	58	1205	878	
891	228181	433	1158	886	
892	228989	133	928	560	
893	229313	91	1260	835	
894	229405	92	1265	872	
895	229780	8	1275	833	
896	229946	91	893	642	
897	230038	300	800	503	
898	230338	425	371	323	
899	230762	58	424	492	
900	230821	150	462	455	
901	230971	225	507	543	
902	231195	83	505	460	
903	231279	166	450	458	
904	231445	133	339	246	
905	231578	58	338	210	
906	231637	308	349	246	
907	231945	216	775	522	
908	232161	175	1041	790	
909	232336	208	1137	533	
910	232544	241	1147	486	
911	232786	191	1182	483	
912	232977	316	381	280	
913	233294	83	442	807	
914	233377	208	492	876	
915	233585	58	195	815	
916	233644	117	232	871	
917	233760	625	1164	871	
918	234385	300	1147	523	
919	234685	375	1176	473	
920	235059	358	1160	944	
921	235417	292	1170	863	
922	235709	241	1197	517	
923	235950	1141	1163	471	
924	237091	200	1162	957	
925	237291	183	1170	825	
926	237474	558	1141	507	
927	238032	125	1130	980	
928	238157	250	1147	872	
929	238407	150	1176	821	
930	238557	50	1110	737	
931	238607	167	1063	783	
932	238773	550	1060	479	
933	239323	58	1087	445	
934	239381	550	1056	475	
935	239931	275	1068	439	
936	240564	175	1014	658	
937	240739	58	1038	612	
938	241030	266	1120	428	
939	241297	416	912	448	
940	241896	92	1068	413	
941	241988	83	1042	476	
942	242071	175	1041	311	
943	242246	67	434	297	
944	242313	50	436	258	
945	242363	125	427	305	
946	242488	366	246	314	
947	242854	266	426	224	
948	243120	183	560	394	
949	243304	166	571	476	
950	243470	142	503	1034	
951	243612	208	505	860	
952	243820	83	461	903	
953	243903	67	424	905	
954	243970	108	457	938	
955	244078	92	524	549	
956	244170	208	518	512	
957	244378	183	770	456	
958	244561	141	952	908	
959	244703	50	976	948	
960	244753	67	933	919	
961	244819	83	967	900	
962	244903	333	1073	335	
963	245236	799	1159	421	
964	246035	233	1166	976	
965	246268	50	1195	877	
966	246318	350	1155	878	
967	246668	166	1015	475	
968	246835	283	892	280	
969	247118	75	422	268	
970	247193	67	430	232	
971	247259	92	405	277	
972	247351	366	218	356	
973	247717	67	288	870	
974	247784	117	324	869	
975	247900	50	280	784	
976	247950	50	315	836	
977	248000	50	315	912	
978	248050	50	262	740	
979	248100	67	337	875	
980	248167	83	878	838	
981	248250	92	854	868	
982	248342	225	887	845	
983	248567	125	1118	890	
984	248692	200	1174	896	
985	248891	225	1143	305	
986	249116	167	1066	345	
987	249283	233	764	296	
988	249516	266	504	311	
989	249782	358	586	502	
990	250141	208	1132	458	
991	250349	250	1160	408	
992	250599	192	1177	980	
993	250790	808	1166	900	
994	251598	50	1226	882	
995	251648	117	1165	896	
996	251765	158	1112	1016	
997	251923	50	1073	1038	
998	251973	233	1101	1009	
999	252539	191	831	977	
1000	253005	225	703	443	
1001	253230	175	1091	59	
1002	253405	600	1270	-7	
1003	254005	525	1222	1	
1004	254529	233	557	316	
1005	254762	75	606	467	
1006	254837	125	627	421	
1007	254962	133	859	245	
1008	255095	158	737	650	
1009	255254	116	741	901	
1010	255370	175	757	823	
1011	255545	450	852	183	
1012	255995	117	969	390	
1013	256111	250	1155	428	
1014	256361	258	1183	367	
1015	256619	116	1173	974	
1016	256736	133	1121	977	
1017	256869	891	1165	864	
1018	257760	466	1141	383	
1019	258226	258	227	520	
1020	258485	92	223	555	
1021	258576	150	301	1021	
1022	258726	216	332	881	
1023	258943	325	212	940	
1024	259267	50	165	852	
1025	259317	125	222	936	
1026	259442	108	217	893	
1027	259551	142	228	931	
1028	259692	50	127	804	
1029	259742	208	230	925	
1030	259950	108	234	880	
1031	260059	225	477	363	
1032	260283	108	584	348	
1033	260392	116	586	398	
1034	260508	125	449	672	
1035	260633	58	404	769	
1036	260691	50	382	733	
1037	260741	108	470	886	
1038	260850	50	476	929	
1039	260900	158	471	886	
1040	261058	241	533	351	
1041	261299	358	581	394	
1042	261657	208	632	896	
1043	261866	233	628	790	
1044	262099	283	634	748	
1045	262382	242	617	335	
1046	262623	216	837	185	
1047	262840	67	849	141	
1048	262907	58	834	175	
1049	262965	217	789	205	
1050	263181	258	797	831	
1051	263440	250	796	772	
1052	263689	75	858	705	
1053	263764	192	896	820	
1054	263956	366	1133	903	
1055	264322	208	1166	464	
1056	264531	458	1126	396	
1057	265422	250	1067	564	
1058	265671	250	1238	362	
1059	266054	58	1281	327	
1060	266113	433	1330	369	
1061	266546	75	1297	425	
1062	266621	325	1312	383	
1063	267120	42	1214	480	
1064	267162	325	1214	527	
1065	267487	883	1313	678	
1066	268370	383	498	410	
1067	268752	283	997	515	
1068	269327	83	930	581	
1069	269410	566	1178	709	
1070	269977	58	1023	557	
1071	270035	325	1001	601	
1072	270360	116	1139	564	
1073	270476	67	1110	584	
1074	270543	50	1099	666	
1075	270593	142	1129	564	
1076	270735	117	1149	525	
1077	271151	291	1115	545	
1078	271442	216	752	358	
1079	271659	208	322	434	
1080	271867	216	557	889	
1081	272084	67	596	832	
1082	272150	142	623	770	
1083	272292	308	663	171	
1084	272983	42	1082	447	
1085	273025	358	1177	498	
1086	273383	358	1174	540	
1087	273741	366	1167	457	
