Data properties:				
Recording date: 2021/10/3				
Recording time: 16:05:18:000 (corresponds to time 0)				
Study: Test1				
Subject: p15				
Recording: Rec 11				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	57	233	560	510
2	290	250	359	474
3	540	250	1027	196
4	790	216	1136	175
5	1006	300	644	295
6	1306	100	989	153
7	1406	133	968	210
8	1539	217	346	808
9	1756	300	223	502
10	2055	250	883	167
11	2305	133	871	216
12	2438	300	776	780
13	2738	350	301	531
14	3088	433	151	659
15	3521	250	631	730
16	3771	216	220	620
17	3987	150	283	528
18	4287	283	698	284
19	4570	200	988	890
20	4770	250	1119	871
21	5020	250	236	860
22	5270	350	969	251
23	5619	216	474	428
24	5836	200	527	861
25	6036	200	874	825
26	6236	283	949	229
27	6519	416	619	290
28	6935	266	359	350
29	7202	250	282	459
30	7452	233	224	439
31	7684	233	1067	169
32	7917	516	1152	171
33	8433	283	779	221
34	8716	566	1144	165
35	9283	266	1181	131
36	9549	183	968	119
37	9732	333	355	413
38	10065	266	786	261
39	10332	266	600	550
40	10598	316	504	528
41	11064	533	458	502
42	11597	649	509	528
43	12247	183	350	573
44	12430	183	1031	203
45	12613	350	1152	219
46	12963	150	941	227
47	13113	117	1120	212
48	13229	133	1138	178
49	13362	250	466	426
50	13612	200	237	580
51	13812	416	841	220
52	14228	400	504	432
53	14628	333	931	207
54	14961	183	892	852
55	15144	100	889	813
56	15244	200	1108	808
57	15444	285	1176	204
58	15729	267	1036	153
59	15995	300	800	213
60	16295	200	322	632
61	16495	266	1131	253
62	16762	233	604	902
63	16995	300	337	861
64	17295	200	941	842
65	17494	333	980	298
66	17828	250	295	607
67	18077	316	187	636
68	18544	217	278	717
69	18760	116	737	392
70	18877	233	773	344
71	19110	550	899	176
72	19660	200	647	569
73	19860	200	307	844
74	20059	233	181	509
75	20293	250	920	214
76	20542	416	693	243
77	20959	250	551	336
78	21209	300	1110	186
79	21509	166	1161	198
80	21675	400	521	426
81	22075	200	918	223
82	22275	183	568	502
83	22458	233	680	502
84	22691	583	826	518
85	23274	200	385	335
86	23474	350	194	215
87	23824	200	249	418
88	24024	366	1036	367
89	24390	150	1087	573
90	24540	333	1116	513
91	24873	283	589	393
92	25156	166	350	346
93	25323	550	181	200
94	25872	166	228	482
95	26039	117	231	444
96	26156	283	1029	355
97	26439	183	1089	598
98	26622	200	1120	548
99	26822	250	1122	933
100	27072	200	937	854
101	27272	166	1082	901
102	27438	533	1162	516
103	27971	300	962	410
104	28271	100	992	359
105	28371	250	611	412
106	28621	266	409	879
107	28887	316	1035	407
108	29204	233	721	345
109	29437	383	327	315
110	29820	416	903	641
111	30236	233	662	320
112	30469	266	684	287
113	30736	100	881	197
114	30836	200	868	285
115	31036	416	418	333
116	31452	466	252	423
117	31919	300	924	343
118	32218	250	997	337
119	32468	233	1127	520
120	32701	266	668	406
121	32968	316	365	301
122	33284	183	609	542
123	33468	250	807	489
124	33967	416	656	517
125	34384	183	317	301
126	34567	333	1108	597
127	34900	150	680	287
128	35050	216	689	349
129	35266	650	833	369
130	35916	316	1073	584
131	36232	349	1113	647
132	36581	250	413	302
133	36831	400	245	364
134	37230	550	637	237
135	37780	233	1077	546
136	38013	333	1131	663
137	38346	200	808	652
138	38546	350	488	398
139	38896	266	686	636
140	39162	133	675	845
141	39296	117	729	836
142	39412	350	1091	530
143	39995	83	983	364
144	40078	283	968	415
145	40362	100	1161	605
146	40462	100	1166	547
147	40561	433	1162	595
148	40994	166	848	408
149	41161	150	848	371
150	41311	266	444	264
151	41577	433	201	373
152	42011	383	1057	497
153	42394	400	631	276
154	42793	266	947	401
155	43060	316	1088	573
156	43376	400	1113	626
157	43776	133	1137	580
158	43909	266	818	336
159	44176	283	555	242
160	44459	167	734	530
161	44625	1349	537	544
162	45975	200	1020	200
163	46174	233	1154	127
164	46408	150	1176	79
165	46558	550	545	435
166	47107	233	1028	192
167	47340	466	1160	101
168	47807	266	825	282
169	48073	100	1083	158
170	48173	166	1112	138
171	48340	316	1156	118
172	48656	250	786	812
173	48906	300	688	255
174	49206	233	1026	180
175	49439	416	1129	93
176	49855	233	730	865
177	50089	166	1061	848
178	50255	167	402	880
179	50422	100	350	867
180	50522	200	541	427
181	50721	550	208	930
182	51271	333	1051	221
183	51604	299	533	391
184	51904	333	200	924
185	52237	283	202	964
186	52520	400	290	556
187	52920	583	906	240
188	53502	100	917	348
189	53602	117	897	264
190	53719	216	668	908
191	53936	416	874	252
192	54352	416	1112	122
193	54768	433	1159	108
194	55201	216	1013	785
195	55418	333	1101	869
196	55751	183	475	817
197	55934	200	567	481
198	56134	250	776	505
199	56384	283	656	500
200	56667	316	835	513
201	57183	583	723	432
202	57766	283	1068	307
203	58049	383	300	309
204	58432	283	194	335
205	58715	483	486	255
206	59198	283	1054	284
207	59482	316	1125	284
208	59798	566	1162	297
209	60364	233	1105	210
210	60597	316	795	477
211	60914	200	719	274
212	61114	250	1106	214
213	61364	633	1148	274
214	62196	1382	1163	265
215	63579	283	1079	916
216	63862	117	1113	846
217	63978	233	1171	206
218	64211	167	1049	198
219	64378	283	610	201
220	64661	117	350	266
221	64778	100	368	313
222	64878	583	346	277
223	65461	316	883	305
224	65777	300	628	213
225	66077	333	421	300
226	66410	416	214	295
227	66826	200	1070	292
228	67026	400	1128	886
229	67426	300	916	236
230	67726	433	625	524
231	68159	616	499	532
232	68775	166	740	380
233	68942	166	1103	637
234	69108	167	1116	595
235	69275	366	616	300
236	69641	300	376	302
237	69941	250	1088	625
238	70191	450	1136	648
239	70640	316	737	376
240	70957	550	484	278
241	71506	200	877	902
242	71706	416	581	289
243	72123	300	917	418
244	72423	117	683	266
245	72539	133	719	242
246	72672	550	328	247
247	73222	283	687	384
248	73505	183	1024	517
249	73688	216	988	537
250	73905	383	475	300
251	74288	233	641	278
252	74521	483	878	383
253	75004	183	1024	546
254	75187	116	1051	493
255	75304	267	1056	533
256	75570	233	705	276
257	75803	100	708	326
258	75903	683	691	219
259	76586	250	983	789
260	76836	216	647	632
261	77052	283	462	281
262	77336	583	282	347
263	77919	167	545	991
264	78085	150	865	595
265	78235	233	871	543
266	78468	350	627	367
267	78818	216	682	538
268	79034	167	790	529
269	79201	200	579	537
270	79401	233	515	528
271	79634	533	667	536
272	80167	383	1090	467
273	80550	366	318	318
274	80916	200	1078	477
275	81116	250	1140	454
276	81366	250	521	360
277	81616	316	211	316
278	81932	166	508	315
279	82099	267	1067	408
280	82365	333	598	313
281	82699	366	201	309
282	83065	400	697	389
283	83465	200	269	297
284	83664	216	200	285
285	83881	200	236	178
286	84081	167	287	731
287	84247	166	633	405
288	84414	266	455	277
289	84680	250	602	328
290	84930	150	621	482
291	85080	133	647	439
292	85213	300	842	505
293	85513	300	634	366
294	85813	150	1000	484
295	85963	133	965	509
296	86096	166	1132	439
297	86263	100	1122	486
298	86363	100	1132	440
299	86463	266	1092	899
300	86729	183	561	870
301	86912	200	237	805
302	87112	416	249	186
303	87528	233	696	373
304	87762	250	461	366
305	88011	200	532	216
306	88211	266	591	294
307	88478	183	640	520
308	88661	283	685	911
309	88944	116	991	696
310	89061	283	1126	860
311	89344	383	1146	450
312	89727	383	576	326
313	90110	167	679	455
314	90277	100	670	524
315	90376	816	489	516
316	91193	266	548	523
317	91459	233	1057	450
318	91692	167	1130	465
319	91859	183	1150	424
320	92042	300	1146	323
321	92342	300	1154	506
322	92841	133	1189	338
323	92975	283	454	325
324	93258	283	265	328
325	93541	583	818	240
326	94124	300	1097	530
327	94424	266	1135	827
328	94690	250	1054	407
329	94940	333	775	246
330	95273	117	834	199
331	95390	283	825	243
332	95673	400	553	325
333	96072	266	366	394
334	96339	100	1037	357
335	96439	300	1014	384
336	96739	100	785	261
337	96839	216	810	293
338	97055	300	909	324
339	97355	550	922	380
340	97904	266	1084	839
341	98171	166	1124	844
342	98337	266	1190	366
343	98604	300	1148	504
344	98904	217	1162	610
345	99120	316	1168	398
346	99437	300	484	390
347	99736	300	246	385
348	100036	267	993	611
349	100303	233	1139	881
350	100536	100	960	341
351	100636	283	959	381
352	100919	350	1160	430
353	101269	150	1157	349
354	101419	250	702	489
355	101668	183	671	543
356	101852	266	849	481
357	102118	250	851	528
358	102368	300	820	511
359	102668	216	1110	211
360	102884	200	1143	153
361	103084	516	1064	242
362	103600	366	435	497
363	103967	266	1045	257
364	104233	150	1020	291
365	104383	233	1078	248
366	104616	117	436	519
367	104733	250	443	557
368	104983	100	218	624
369	105083	116	213	586
370	105199	283	965	317
371	105482	250	1068	852
372	105732	183	1144	882
373	105915	333	859	304
374	106249	250	452	525
375	106498	150	449	478
376	106648	167	1051	248
377	106815	133	1128	99
378	106948	450	1153	135
379	107398	117	1187	124
380	107514	283	712	351
381	107797	200	1075	185
382	107997	233	626	368
383	108231	200	1146	170
384	108430	716	1179	145
385	109146	167	1016	365
386	109313	150	1086	281
387	109463	200	1138	923
388	109663	433	1131	852
389	110096	233	536	870
390	110329	117	788	251
391	110446	117	797	311
392	110562	516	338	504
393	111078	267	318	437
394	111345	216	955	218
395	111562	167	1103	138
396	111728	233	519	375
397	111961	250	1080	165
398	112211	216	1147	133
399	112428	250	792	273
400	112677	450	654	526
401	113127	550	511	525
402	113677	200	992	407
403	113877	300	1124	596
404	114176	100	1156	551
405	114276	117	1147	587
406	114393	150	1156	540
407	114543	483	805	268
408	115226	150	1130	482
409	115376	466	1158	528
410	115842	250	1161	577
411	116092	383	995	513
412	116475	216	770	302
413	116691	450	1152	606
414	117141	117	1076	591
415	117258	366	771	323
416	117624	433	723	283
417	118057	116	746	318
418	118174	300	470	278
419	118473	183	313	325
420	118657	200	972	891
421	118856	233	1123	898
422	119090	200	491	743
423	119290	167	239	821
424	119456	550	1072	509
425	120006	233	1123	531
426	120239	216	750	409
427	120455	183	761	368
428	120639	167	820	378
429	120805	166	1153	516
430	120972	117	1118	517
431	121088	166	789	324
432	121255	100	783	251
433	121355	133	795	325
434	121488	366	1029	477
435	121854	433	1149	533
436	122287	316	1005	507
437	122604	766	1111	528
438	123370	183	738	268
439	123553	166	423	279
440	123720	233	618	527
441	123953	150	671	512
442	124103	600	836	509
443	124702	150	622	381
444	124852	133	1138	194
445	124986	433	1169	153
446	125419	233	770	313
447	125652	333	318	417
448	125985	300	1066	184
449	126285	316	1163	131
450	126601	216	806	232
451	126818	233	273	352
452	127051	100	259	449
453	127151	100	292	424
454	127251	133	659	371
455	127384	183	646	298
456	127567	166	600	309
457	127734	150	429	389
458	127884	183	1043	254
459	128067	333	1169	101
460	128400	266	899	355
461	128666	233	1110	169
462	128899	416	760	275
463	129316	283	1106	139
464	129749	100	895	154
465	129849	233	900	246
466	130082	333	638	343
467	130415	200	778	290
468	130615	233	851	410
469	130848	383	1137	126
470	131231	450	951	307
471	131681	333	1069	150
472	132014	383	1135	109
473	132397	250	1053	138
474	132647	433	1113	104
475	133080	500	573	357
476	133580	300	949	832
477	133879	167	1073	881
478	134046	233	1210	194
479	134279	483	1138	137
480	134762	200	665	527
481	134962	266	805	525
482	135228	267	630	540
483	135495	783	854	532
484	136278	400	1154	314
485	136677	316	1170	241
486	136994	100	1182	192
487	137310	117	1140	334
488	137427	233	917	394
489	137660	233	564	297
490	137893	266	1133	263
491	138160	416	1098	394
492	138576	366	1105	608
493	138942	450	1089	789
494	139392	450	1109	406
495	139842	216	1062	806
496	140058	250	443	912
497	140308	166	272	851
498	140475	550	352	234
499	141024	316	343	362
500	141341	217	594	869
501	141557	183	356	886
502	141741	150	1105	827
503	141890	116	1150	241
504	142007	117	1138	299
505	142124	200	549	1000
506	142323	150	642	902
507	142473	500	1104	898
508	142973	150	1151	263
509	143123	100	1157	324
510	143223	533	1167	210
511	143756	233	1088	333
512	143989	583	1149	240
513	144572	233	986	274
514	144805	300	568	361
515	145105	217	1152	261
516	145321	516	1165	201
517	145837	283	1126	424
518	146121	166	1076	786
519	146287	167	685	591
520	146454	633	697	541
521	147220	83	537	469
522	147303	433	542	555
523	147736	300	1127	497
524	148036	217	1155	536
525	148253	233	930	252
526	148486	250	974	230
527	148736	450	1144	579
528	149185	216	658	263
529	149402	300	318	223
530	149701	117	687	174
531	149818	233	706	136
532	150051	267	939	884
533	150318	100	1127	404
534	150418	250	1137	446
535	150668	183	1105	357
536	150851	116	1082	399
537	150967	316	962	188
538	151284	117	533	116
539	151400	183	519	150
540	151584	400	292	205
541	151983	300	721	149
542	152283	183	1062	469
543	152466	100	1114	458
544	152566	333	1132	541
545	152899	150	1144	506
546	153049	233	1157	621
547	153282	150	678	318
548	153433	133	686	277
549	153565	400	425	204
550	153965	316	975	322
551	154448	100	1129	420
552	154548	133	1141	453
553	154681	400	1136	523
554	155081	433	861	195
555	155514	483	496	170
556	155997	500	1009	309
557	156497	383	1099	445
558	156880	250	1155	586
559	157130	250	1010	390
560	157379	383	885	207
561	157763	266	633	544
562	158029	350	827	513
563	158379	450	859	401
564	158828	117	1159	190
565	158945	116	1156	225
566	159062	166	1140	190
567	159228	267	819	198
568	159495	300	536	314
569	159794	117	292	415
570	159911	133	322	509
571	160044	183	468	361
572	160227	333	521	318
573	160561	200	464	331
574	160760	183	248	529
575	160944	150	269	492
576	161094	283	548	312
577	161377	350	326	513
578	161726	283	185	565
579	162009	183	246	515
580	162193	333	451	366
581	162526	266	208	558
582	162792	250	611	263
583	163042	150	591	297
584	163192	316	646	170
585	163508	267	499	894
586	163775	516	1008	894
587	164291	616	1121	922
588	164907	183	466	885
589	165091	250	244	888
