System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 11				
Recording date:	 2021/10/3				
Recording time:	 16:05:18				
Recording resolution:	 1280 x 1024				
Export date:	 2021/10/3				
Export time:	 17:26:54				
Participant:	 p15				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9980	ImageEnd	16	0	0	6282.jpg
10038	InstructionStart	2048	0	0	Instruction Element
11950	KeyPress	4	32	0	Space
11952	InstructionEnd	4096	0	0	Instruction Element
11989	ImageStart	8	0	0	5428.jpg
21981	ImageEnd	16	0	0	5428.jpg
22001	InstructionStart	2048	0	0	Instruction Element
22995	KeyPress	4	32	0	Space
23010	InstructionEnd	4096	0	0	Instruction Element
23053	ImageStart	8	0	0	1699.jpg
33045	ImageEnd	16	0	0	1699.jpg
33058	InstructionStart	2048	0	0	Instruction Element
34063	KeyPress	4	32	0	Space
34064	InstructionEnd	4096	0	0	Instruction Element
34104	ImageStart	8	0	0	5273.jpg
44082	ImageEnd	16	0	0	5273.jpg
44208	InstructionStart	2048	0	0	Instruction Element
45607	KeyPress	4	32	0	Space
45609	InstructionEnd	4096	0	0	Instruction Element
45645	ImageStart	8	0	0	3251.jpg
55634	ImageEnd	16	0	0	3251.jpg
55677	InstructionStart	2048	0	0	Instruction Element
57433	KeyPress	4	32	0	Space
57440	InstructionEnd	4096	0	0	Instruction Element
57478	ImageStart	8	0	0	1718.jpg
67466	ImageEnd	16	0	0	1718.jpg
67483	InstructionStart	2048	0	0	Instruction Element
68521	KeyPress	4	32	0	Space
68522	InstructionEnd	4096	0	0	Instruction Element
68561	ImageStart	8	0	0	5274.jpg
78540	ImageEnd	16	0	0	5274.jpg
78558	InstructionStart	2048	0	0	Instruction Element
79803	KeyPress	4	32	0	Space
79816	InstructionEnd	4096	0	0	Instruction Element
79854	ImageStart	8	0	0	6065.jpg
89833	ImageEnd	16	0	0	6065.jpg
89848	InstructionStart	2048	0	0	Instruction Element
91117	KeyPress	4	32	0	Space
91131	InstructionEnd	4096	0	0	Instruction Element
91171	ImageStart	8	0	0	2091.jpg
101155	ImageEnd	16	0	0	2091.jpg
101172	InstructionStart	2048	0	0	Instruction Element
102344	KeyPress	4	32	0	Space
102345	InstructionEnd	4096	0	0	Instruction Element
102385	ImageStart	8	0	0	6272.jpg
112365	ImageEnd	16	0	0	6272.jpg
112378	InstructionStart	2048	0	0	Instruction Element
113380	KeyPress	4	32	0	Space
113382	InstructionEnd	4096	0	0	Instruction Element
113421	ImageStart	8	0	0	3299.jpg
123406	ImageEnd	16	0	0	3299.jpg
123420	InstructionStart	2048	0	0	Instruction Element
124468	KeyPress	4	32	0	Space
124469	InstructionEnd	4096	0	0	Instruction Element
124506	ImageStart	8	0	0	2345.jpg
134493	ImageEnd	16	0	0	2345.jpg
134510	InstructionStart	2048	0	0	Instruction Element
135985	KeyPress	4	32	0	Space
135986	InstructionEnd	4096	0	0	Instruction Element
136024	ImageStart	8	0	0	1771.jpg
146005	ImageEnd	16	0	0	1771.jpg
146069	InstructionStart	2048	0	0	Instruction Element
147438	KeyPress	4	32	0	Space
147439	InstructionEnd	4096	0	0	Instruction Element
147478	ImageStart	8	0	0	2624.jpg
157466	ImageEnd	16	0	0	2624.jpg
157504	InstructionStart	2048	0	0	Instruction Element
158547	KeyPress	4	32	0	Space
158548	InstructionEnd	4096	0	0	Instruction Element
158584	ImageStart	8	0	0	6112.jpg
168566	ImageEnd	16	0	0	6112.jpg
168581	InstructionStart	2048	0	0	Instruction Element
169581	KeyPress	4	32	0	Space
169596	InstructionEnd	4096	0	0	Instruction Element
169634	ImageStart	8	0	0	5535.jpg
179612	ImageEnd	16	0	0	5535.jpg
179627	InstructionStart	2048	0	0	Instruction Element
180552	KeyPress	4	32	0	Space
180553	InstructionEnd	4096	0	0	Instruction Element
180592	ImageStart	8	0	0	3537.jpg
190572	ImageEnd	16	0	0	3537.jpg
190590	InstructionStart	2048	0	0	Instruction Element
192648	KeyPress	4	32	0	Space
192662	InstructionEnd	4096	0	0	Instruction Element
192699	ImageStart	8	0	0	6147.jpg
202687	ImageEnd	16	0	0	6147.jpg
202701	InstructionStart	2048	0	0	Instruction Element
203865	KeyPress	4	32	0	Space
203876	InstructionEnd	4096	0	0	Instruction Element
203915	ImageStart	8	0	0	5586.jpg
213897	ImageEnd	16	0	0	5586.jpg
214038	InstructionStart	2048	0	0	Instruction Element
215319	KeyPress	4	32	0	Space
215320	InstructionEnd	4096	0	0	Instruction Element
215358	ImageStart	8	0	0	6173.jpg
225342	ImageEnd	16	0	0	6173.jpg
225464	InstructionStart	2048	0	0	Instruction Element
226407	KeyPress	4	32	0	Space
226408	InstructionEnd	4096	0	0	Instruction Element
226488	ImageStart	8	0	0	1736.jpg
236470	ImageEnd	16	0	0	1736.jpg
236590	InstructionStart	2048	0	0	Instruction Element
238408	KeyPress	4	32	0	Space
238410	InstructionEnd	4096	0	0	Instruction Element
238447	ImageStart	8	0	0	6360.jpg
248425	ImageEnd	16	0	0	6360.jpg
248440	InstructionStart	2048	0	0	Instruction Element
249411	KeyPress	4	32	0	Space
249423	InstructionEnd	4096	0	0	Instruction Element
249459	ImageStart	8	0	0	1633.jpg
259449	ImageEnd	16	0	0	1633.jpg
259463	InstructionStart	2048	0	0	Instruction Element
260724	KeyPress	4	32	0	Space
260725	InstructionEnd	4096	0	0	Instruction Element
260762	ImageStart	8	0	0	1871.jpg
270740	ImageEnd	16	0	0	1871.jpg
270754	InstructionStart	2048	0	0	Instruction Element
271727	KeyPress	4	32	0	Space
271739	InstructionEnd	4096	0	0	Instruction Element
271778	ImageStart	8	0	0	2478.jpg
281759	ImageEnd	16	0	0	2478.jpg
281772	InstructionStart	2048	0	0	Instruction Element
282880	KeyPress	4	32	0	Space
282883	InstructionEnd	4096	0	0	Instruction Element
282922	ImageStart	8	0	0	3187.jpg
292904	ImageEnd	16	0	0	3187.jpg
293044	InstructionStart	2048	0	0	Instruction Element
293989	KeyPress	4	32	0	Space
293991	InstructionEnd	4096	0	0	Instruction Element
294029	ImageStart	8	0	0	1635.jpg
303999	ImageEnd	16	0	0	1635.jpg
304103	InstructionStart	2048	0	0	Instruction Element
305228	KeyPress	4	32	0	Space
305229	InstructionEnd	4096	0	0	Instruction Element
305266	ImageStart	8	0	0	6044.jpg
315244	ImageEnd	16	0	0	6044.jpg
315332	InstructionStart	2048	0	0	Instruction Element
316209	KeyPress	4	32	0	Space
316210	InstructionEnd	4096	0	0	Instruction Element
316250	ImageStart	8	0	0	6326.jpg
326228	ImageEnd	16	0	0	6326.jpg
326286	InstructionStart	2048	0	0	Instruction Element
328209	KeyPress	4	32	0	Space
328223	InstructionEnd	4096	0	0	Instruction Element
328263	ImageStart	8	0	0	5303.jpg
338242	ImageEnd	16	0	0	5303.jpg
338256	InstructionStart	2048	0	0	Instruction Element
340429	KeyPress	4	32	0	Space
340440	InstructionEnd	4096	0	0	Instruction Element
340480	ImageStart	8	0	0	1682.jpg
350455	ImageEnd	16	0	0	1682.jpg
350470	InstructionStart	2048	0	0	Instruction Element
352159	KeyPress	4	32	0	Space
352161	InstructionEnd	4096	0	0	Instruction Element
352201	ImageStart	8	0	0	2533.jpg
362180	ImageEnd	16	0	0	2533.jpg
362209	InstructionStart	2048	0	0	Instruction Element
363053	KeyPress	4	32	0	Space
363055	InstructionEnd	4096	0	0	Instruction Element
363092	ImageStart	8	0	0	3595.jpg
373070	ImageEnd	16	0	0	3595.jpg
373133	InstructionStart	2048	0	0	Instruction Element
374743	KeyPress	4	32	0	Space
374744	InstructionEnd	4096	0	0	Instruction Element
374781	ImageStart	8	0	0	5513.jpg
384764	ImageEnd	16	0	0	5513.jpg
384822	InstructionStart	2048	0	0	Instruction Element
