System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 nuc				
Machine Name:	 DESKTOP-CHDADVS				
Data properties:					
Recording name:	 Rec 12				
Recording date:	 2021/10/3				
Recording time:	 16:39:12				
Recording resolution:	 1280 x 1024				
Export date:	 2021/10/3				
Export time:	 17:27:40				
Participant:	 P16				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	6282.jpg
9980	ImageEnd	16	0	0	6282.jpg
10099	InstructionStart	2048	0	0	Instruction Element
10630	KeyPress	4	32	0	Space
10642	InstructionEnd	4096	0	0	Instruction Element
10672	ImageStart	8	0	0	5428.jpg
20666	ImageEnd	16	0	0	5428.jpg
20683	InstructionStart	2048	0	0	Instruction Element
22383	KeyPress	4	32	0	Space
22384	InstructionEnd	4096	0	0	Instruction Element
22412	ImageStart	8	0	0	1699.jpg
32396	ImageEnd	16	0	0	1699.jpg
32565	InstructionStart	2048	0	0	Instruction Element
33794	KeyPress	4	32	0	Space
33795	InstructionEnd	4096	0	0	Instruction Element
33825	ImageStart	8	0	0	5273.jpg
43798	ImageEnd	16	0	0	5273.jpg
43815	InstructionStart	2048	0	0	Instruction Element
46095	KeyPress	4	32	0	Space
46096	InstructionEnd	4096	0	0	Instruction Element
46123	ImageStart	8	0	0	3251.jpg
56102	ImageEnd	16	0	0	3251.jpg
56119	InstructionStart	2048	0	0	Instruction Element
56743	KeyPress	4	32	0	Space
56751	InstructionEnd	4096	0	0	Instruction Element
56781	ImageStart	8	0	0	1718.jpg
66753	ImageEnd	16	0	0	1718.jpg
66767	InstructionStart	2048	0	0	Instruction Element
67200	KeyPress	4	32	0	Space
67211	InstructionEnd	4096	0	0	Instruction Element
67239	ImageStart	8	0	0	5274.jpg
77223	ImageEnd	16	0	0	5274.jpg
77239	InstructionStart	2048	0	0	Instruction Element
78556	KeyPress	4	32	0	Space
78568	InstructionEnd	4096	0	0	Instruction Element
78596	ImageStart	8	0	0	6065.jpg
88587	ImageEnd	16	0	0	6065.jpg
88680	InstructionStart	2048	0	0	Instruction Element
89838	KeyPress	4	32	0	Space
89848	InstructionEnd	4096	0	0	Instruction Element
89875	ImageStart	8	0	0	2091.jpg
99846	ImageEnd	16	0	0	2091.jpg
99864	InstructionStart	2048	0	0	Instruction Element
101290	KeyPress	4	32	0	Space
101297	InstructionEnd	4096	0	0	Instruction Element
101325	ImageStart	8	0	0	6272.jpg
111304	ImageEnd	16	0	0	6272.jpg
111397	InstructionStart	2048	0	0	Instruction Element
113022	KeyPress	4	32	0	Space
113024	InstructionEnd	4096	0	0	Instruction Element
113051	ImageStart	8	0	0	3299.jpg
123031	ImageEnd	16	0	0	3299.jpg
123224	InstructionStart	2048	0	0	Instruction Element
123682	KeyPress	4	32	0	Space
123695	InstructionEnd	4096	0	0	Instruction Element
123722	ImageStart	8	0	0	2345.jpg
133703	ImageEnd	16	0	0	2345.jpg
133722	InstructionStart	2048	0	0	Instruction Element
136723	KeyPress	4	32	0	Space
136738	InstructionEnd	4096	0	0	Instruction Element
136766	ImageStart	8	0	0	1771.jpg
146745	ImageEnd	16	0	0	1771.jpg
146766	InstructionStart	2048	0	0	Instruction Element
151299	KeyPress	4	32	0	Space
151312	InstructionEnd	4096	0	0	Instruction Element
151341	ImageStart	8	0	0	2624.jpg
161318	ImageEnd	16	0	0	2624.jpg
161520	InstructionStart	2048	0	0	Instruction Element
161905	KeyPress	4	32	0	Space
161906	InstructionEnd	4096	0	0	Instruction Element
161932	ImageStart	8	0	0	6112.jpg
171914	ImageEnd	16	0	0	6112.jpg
171931	InstructionStart	2048	0	0	Instruction Element
173905	KeyPress	4	32	0	Space
173906	InstructionEnd	4096	0	0	Instruction Element
173933	ImageStart	8	0	0	5535.jpg
183918	ImageEnd	16	0	0	5535.jpg
183935	InstructionStart	2048	0	0	Instruction Element
185658	KeyPress	4	32	0	Space
185672	InstructionEnd	4096	0	0	Instruction Element
185700	ImageStart	8	0	0	3537.jpg
195677	ImageEnd	16	0	0	3537.jpg
195696	InstructionStart	2048	0	0	Instruction Element
196628	KeyPress	4	32	0	Space
196639	InstructionEnd	4096	0	0	Instruction Element
196668	ImageStart	8	0	0	6147.jpg
206650	ImageEnd	16	0	0	6147.jpg
206840	InstructionStart	2048	0	0	Instruction Element
208231	KeyPress	4	32	0	Space
208232	InstructionEnd	4096	0	0	Instruction Element
208261	ImageStart	8	0	0	5586.jpg
218240	ImageEnd	16	0	0	5586.jpg
218348	InstructionStart	2048	0	0	Instruction Element
220458	KeyPress	4	32	0	Space
220460	InstructionEnd	4096	0	0	Instruction Element
220488	ImageStart	8	0	0	6173.jpg
230469	ImageEnd	16	0	0	6173.jpg
230645	InstructionStart	2048	0	0	Instruction Element
231707	KeyPress	4	32	0	Space
231718	InstructionEnd	4096	0	0	Instruction Element
231746	ImageStart	8	0	0	1736.jpg
241724	ImageEnd	16	0	0	1736.jpg
241784	InstructionStart	2048	0	0	Instruction Element
243857	KeyPress	4	32	0	Space
243859	InstructionEnd	4096	0	0	Instruction Element
243886	ImageStart	8	0	0	6360.jpg
253863	ImageEnd	16	0	0	6360.jpg
254007	InstructionStart	2048	0	0	Instruction Element
255836	KeyPress	4	32	0	Space
255851	InstructionEnd	4096	0	0	Instruction Element
255879	ImageStart	8	0	0	1633.jpg
265865	ImageEnd	16	0	0	1633.jpg
265913	InstructionStart	2048	0	0	Instruction Element
268267	KeyPress	4	32	0	Space
268283	InstructionEnd	4096	0	0	Instruction Element
268311	ImageStart	8	0	0	1871.jpg
278289	ImageEnd	16	0	0	1871.jpg
278330	InstructionStart	2048	0	0	Instruction Element
278935	KeyPress	4	32	0	Space
278936	InstructionEnd	4096	0	0	Instruction Element
278964	ImageStart	8	0	0	2478.jpg
288947	ImageEnd	16	0	0	2478.jpg
289067	InstructionStart	2048	0	0	Instruction Element
289637	KeyPress	4	32	0	Space
289639	InstructionEnd	4096	0	0	Instruction Element
289664	ImageStart	8	0	0	3187.jpg
299642	ImageEnd	16	0	0	3187.jpg
299660	InstructionStart	2048	0	0	Instruction Element
300619	KeyPress	4	32	0	Space
300624	InstructionEnd	4096	0	0	Instruction Element
300653	ImageStart	8	0	0	1635.jpg
310627	ImageEnd	16	0	0	1635.jpg
310644	InstructionStart	2048	0	0	Instruction Element
318511	KeyPress	4	32	0	Space
318524	InstructionEnd	4096	0	0	Instruction Element
318552	ImageStart	8	0	0	6044.jpg
328532	ImageEnd	16	0	0	6044.jpg
328709	InstructionStart	2048	0	0	Instruction Element
329019	KeyPress	4	32	0	Space
329021	InstructionEnd	4096	0	0	Instruction Element
329046	ImageStart	8	0	0	6326.jpg
339033	ImageEnd	16	0	0	6326.jpg
339257	InstructionStart	2048	0	0	Instruction Element
339732	KeyPress	4	32	0	Space
339733	InstructionEnd	4096	0	0	Instruction Element
339761	ImageStart	8	0	0	5303.jpg
349746	ImageEnd	16	0	0	5303.jpg
349762	InstructionStart	2048	0	0	Instruction Element
351786	KeyPress	4	32	0	Space
351787	InstructionEnd	4096	0	0	Instruction Element
351816	ImageStart	8	0	0	1682.jpg
361796	ImageEnd	16	0	0	1682.jpg
361816	InstructionStart	2048	0	0	Instruction Element
362306	KeyPress	4	32	0	Space
362317	InstructionEnd	4096	0	0	Instruction Element
362346	ImageStart	8	0	0	2533.jpg
372342	ImageEnd	16	0	0	2533.jpg
372362	InstructionStart	2048	0	0	Instruction Element
373995	KeyPress	4	32	0	Space
374013	InstructionEnd	4096	0	0	Instruction Element
374041	ImageStart	8	0	0	3595.jpg
384024	ImageEnd	16	0	0	3595.jpg
384160	InstructionStart	2048	0	0	Instruction Element
384471	KeyPress	4	32	0	Space
384473	InstructionEnd	4096	0	0	Instruction Element
384501	ImageStart	8	0	0	5513.jpg
394492	ImageEnd	16	0	0	5513.jpg
394659	InstructionStart	2048	0	0	Instruction Element
