Data properties:				
Recording date: 2021/10/3				
Recording time: 16:39:12:000 (corresponds to time 0)				
Study: Test1				
Subject: P16				
Recording: Rec 12				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	239	169	633	516
2	408	317	466	452
3	725	183	539	358
4	908	433	265	468
5	1341	199	602	387
6	1540	200	251	527
7	1740	233	203	460
8	1973	233	411	420
9	2206	133	416	484
10	2340	316	370	519
11	2656	200	615	300
12	2856	233	935	209
13	3089	882	1121	192
14	3971	217	887	877
15	4188	283	1088	883
16	4471	283	917	805
17	4754	250	1005	282
18	5003	266	1012	200
19	5270	216	1127	200
20	5486	366	595	370
21	5853	150	703	609
22	6002	250	603	620
23	6252	233	415	548
24	6485	366	747	394
25	6852	566	666	421
26	7418	285	632	352
27	7703	250	570	336
28	8086	616	690	304
29	8702	250	677	345
30	8952	250	581	358
31	9202	283	506	434
32	9485	183	727	417
33	9668	150	676	471
34	9818	200	657	306
35	10018	267	1076	192
36	10285	150	675	487
37	10435	450	510	534
38	10884	167	700	280
39	11051	233	999	213
40	11284	233	267	573
41	11517	217	222	610
42	11900	250	255	603
43	12150	250	289	653
44	12400	465	408	552
45	12865	516	461	448
46	13381	166	438	491
47	13714	17	437	453
48	13881	250	507	428
49	14131	233	844	207
50	14364	183	1028	126
51	14547	2148	1122	228
52	16695	133	1082	208
53	16979	283	1084	213
54	17511	284	1029	217
55	17796	733	1079	235
56	18528	683	1116	230
57	19211	333	729	787
58	19544	366	891	241
59	19911	217	757	255
60	20311	633	692	367
61	20944	217	625	474
62	21160	200	682	524
63	21360	250	825	549
64	21610	999	556	532
65	22609	150	503	451
66	22759	150	266	402
67	22909	217	192	167
68	23126	283	230	204
69	23409	250	628	342
70	23659	200	404	385
71	23858	317	404	332
72	24175	483	352	365
73	24658	383	408	329
74	25041	333	503	373
75	25374	416	618	368
76	25791	317	648	395
77	26107	183	799	360
78	26290	350	886	275
79	26640	217	1010	330
80	26857	267	1049	412
81	27123	650	1081	522
82	28039	600	1121	514
83	28639	633	1050	537
84	29272	1383	1089	522
85	30654	250	870	486
86	30904	583	1125	533
