Data properties:				
Recording date: 2021/9/22				
Recording time: 18:16:08:000 (corresponds to time 0)				
Study: Test1				
Subject: P12				
Recording: Rec 08				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
0	15	184	185	532
1	198	216	573	435
2	415	183	859	325
3	598	433	1057	187
4	1031	266	704	283
5	1297	167	610	244
6	1464	366	1109	239
7	1830	350	1171	229
8	2180	450	943	252
9	2630	300	1057	204
10	2929	500	1186	217
11	3429	217	814	289
12	3646	200	906	311
13	3846	100	952	262
14	3945	100	919	288
15	4228	716	958	359
16	4945	283	622	326
17	5228	999	805	322
18	6227	366	595	760
19	6593	500	943	295
20	7093	316	620	245
21	7410	633	987	192
22	8042	300	631	256
23	8342	300	1075	232
24	8642	267	792	306
25	8909	166	280	402
26	9075	183	329	419
27	9258	250	630	323
28	9508	200	930	304
29	9708	183	934	265
30	10058	83	1162	191
31	10141	150	1146	230
32	10291	117	709	559
33	10407	100	680	586
34	10507	250	474	530
35	10757	233	386	527
36	10990	266	774	540
37	11257	316	512	290
38	11573	200	1024	243
39	11773	433	1158	241
40	12206	566	1123	227
41	12772	216	1176	234
42	12989	283	1070	209
43	13272	749	1177	250
44	14021	483	847	235
45	14504	216	740	199
46	14721	250	451	432
47	14971	251	614	334
48	15222	283	736	253
49	15505	383	830	257
50	15888	683	1175	253
51	16571	317	807	254
52	16887	100	733	258
53	16987	100	736	305
54	17253	800	928	220
55	18236	616	569	215
56	19052	383	597	427
57	19436	516	326	579
58	19952	216	570	823
59	20168	350	1121	843
60	20518	383	1173	810
61	20901	700	1135	841
62	21601	150	680	285
63	21751	150	749	480
64	21901	267	484	490
65	22167	233	397	516
66	22400	333	784	550
67	22733	383	570	534
68	23116	250	1165	534
69	23366	166	799	385
70	23533	217	207	270
71	23750	183	154	151
72	23933	233	821	297
73	24166	200	959	250
74	24366	200	1073	484
75	24565	216	1064	560
76	24782	183	362	533
77	24965	183	1082	479
78	25148	233	1143	548
79	25382	216	1060	1002
80	25598	200	1107	899
81	25798	117	1142	939
82	25915	416	282	885
83	26331	233	1122	906
84	26564	150	1144	564
85	26714	450	1172	540
86	27164	350	1115	530
87	27514	683	1131	916
88	28363	566	265	455
89	28929	283	1114	503
90	29212	233	1168	540
91	29446	233	918	502
92	29679	233	437	437
93	29912	200	970	522
94	30112	183	405	447
95	30295	200	1001	484
96	30495	416	1104	551
97	30911	866	1137	537
98	31778	233	1170	518
99	32011	300	965	325
100	32310	283	523	365
101	32727	483	958	272
102	33210	167	652	669
103	33376	200	571	480
104	33576	183	448	498
105	33759	283	846	534
106	34043	250	509	247
107	34292	216	743	273
108	34509	533	1100	540
109	35042	450	1161	599
110	35492	167	1066	550
111	35658	383	1161	918
112	36041	416	456	860
113	36458	183	914	847
114	36641	283	473	156
115	36924	366	418	106
116	37290	317	336	800
117	37607	283	373	777
118	37890	366	1099	870
119	38256	266	1108	526
120	38523	266	597	291
121	38939	316	646	227
122	39256	383	735	249
123	39639	550	1121	584
124	40188	450	1020	875
125	40638	250	443	842
126	40888	183	349	790
127	41071	333	1130	644
128	41604	84	1168	527
129	41687	117	1174	563
130	41804	316	693	361
131	42120	166	768	286
132	42287	516	1163	585
133	42803	267	1057	527
134	43070	183	686	266
135	43386	183	646	207
136	43569	266	422	138
137	43836	333	737	255
138	44169	233	559	521
139	44402	233	598	13
140	44635	116	1251	2
141	44752	133	1227	37
142	44885	167	1259	20
143	45052	316	1297	9
144	45518	133	1131	-17
145	45651	100	1346	-44
146	45751	116	1284	20
147	46051	133	747	478
148	46184	333	529	534
149	46517	416	822	547
150	46934	366	490	527
151	47300	316	824	553
152	47617	266	465	519
153	47883	167	1112	119
154	48050	166	1300	-66
155	48216	583	1257	-5
156	48933	166	801	283
157	49099	283	610	562
158	49648	183	686	472
159	49832	832	1265	-24
160	50663	516	653	591
161	51180	216	411	561
162	51396	333	836	554
163	51946	166	601	536
164	52112	216	399	541
165	52329	316	819	553
166	52645	383	564	556
167	53028	250	738	543
168	53278	316	511	539
169	53595	250	406	542
170	53845	233	736	549
171	54478	349	634	598
172	54827	134	490	579
173	54961	117	485	535
174	55077	283	872	547
175	55526	33	532	831
176	55660	100	631	522
177	55760	217	1011	23
178	55976	200	1375	-81
179	56176	183	1280	-51
180	56625	450	497	526
181	57076	233	949	242
182	57308	300	1185	137
183	57608	200	801	153
184	57808	350	868	204
