System Properties:					
Operating System:	 Microsoft Windows NT 6.2.9200.0				
System User Name:	 gaozh				
Machine Name:	 DESKTOP-D1BOOAD				
Data properties:					
Recording name:	 WWYX				
Recording date:	 2019/11/5				
Recording time:	 16:42:22				
Recording resolution:	 1280 x 1024				
Export date:	 2019/11/5				
Export time:	 16:53:03				
Participant:	 WWYX				
Timestamp	Event	EventKey	Data1	Data2	Descriptor
0	ImageStart	8	0	0	5309_1.jpg
9972	ImageEnd	16	0	0	5309_1.jpg
10185	InstructionStart	2048	0	0	Instruction Element
10895	KeyPress	4	32	0	Space
10911	InstructionEnd	4096	0	0	Instruction Element
11003	ImageStart	8	0	0	2650_2.jpg
20958	ImageEnd	16	0	0	2650_2.jpg
21174	InstructionStart	2048	0	0	Instruction Element
22941	KeyPress	4	32	0	Space
22945	InstructionEnd	4096	0	0	Instruction Element
23025	ImageStart	8	0	0	2576_2.jpg
32989	ImageEnd	16	0	0	2576_2.jpg
33106	InstructionStart	2048	0	0	Instruction Element
35370	KeyPress	4	32	0	Space
35379	InstructionEnd	4096	0	0	Instruction Element
35450	ImageStart	8	0	0	5393_3.jpg
45410	ImageEnd	16	0	0	5393_3.jpg
45615	InstructionStart	2048	0	0	Instruction Element
47669	KeyPress	4	32	0	Space
47678	InstructionEnd	4096	0	0	Instruction Element
47762	ImageStart	8	0	0	2201_2.jpg
57725	ImageEnd	16	0	0	2201_2.jpg
57882	InstructionStart	2048	0	0	Instruction Element
62773	KeyPress	4	32	0	Space
62785	InstructionEnd	4096	0	0	Instruction Element
62878	ImageStart	8	0	0	2450_1.jpg
72829	ImageEnd	16	0	0	2450_1.jpg
73043	InstructionStart	2048	0	0	Instruction Element
76678	KeyPress	4	32	0	Space
76696	InstructionEnd	4096	0	0	Instruction Element
76792	ImageStart	8	0	0	2818_1.jpg
86740	ImageEnd	16	0	0	2818_1.jpg
86950	InstructionStart	2048	0	0	Instruction Element
90161	KeyPress	4	32	0	Space
90181	InstructionEnd	4096	0	0	Instruction Element
90255	ImageStart	8	0	0	2212_3.jpg
100221	ImageEnd	16	0	0	2212_3.jpg
100428	InstructionStart	2048	0	0	Instruction Element
105160	KeyPress	4	32	0	Space
105164	InstructionEnd	4096	0	0	Instruction Element
105262	ImageStart	8	0	0	3621_2.jpg
115203	ImageEnd	16	0	0	3621_2.jpg
115397	InstructionStart	2048	0	0	Instruction Element
118643	KeyPress	4	32	0	Space
118646	InstructionEnd	4096	0	0	Instruction Element
118723	ImageStart	8	0	0	3134_2.jpg
128692	ImageEnd	16	0	0	3134_2.jpg
128935	InstructionStart	2048	0	0	Instruction Element
131849	KeyPress	4	32	0	Space
131859	InstructionEnd	4096	0	0	Instruction Element
131929	ImageStart	8	0	0	2007_1.jpg
141890	ImageEnd	16	0	0	2007_1.jpg
142222	InstructionStart	2048	0	0	Instruction Element
145822	KeyPress	4	32	0	Space
145828	InstructionEnd	4096	0	0	Instruction Element
145884	ImageStart	8	0	0	3471_2.jpg
155844	ImageEnd	16	0	0	3471_2.jpg
155964	InstructionStart	2048	0	0	Instruction Element
158471	KeyPress	4	32	0	Space
158484	InstructionEnd	4096	0	0	Instruction Element
158574	ImageStart	8	0	0	1958_2.jpg
168520	ImageEnd	16	0	0	1958_2.jpg
168663	InstructionStart	2048	0	0	Instruction Element
170371	KeyPress	4	32	0	Space
170373	InstructionEnd	4096	0	0	Instruction Element
170408	ImageStart	8	0	0	3339_1.jpg
180398	ImageEnd	16	0	0	3339_1.jpg
180469	InstructionStart	2048	0	0	Instruction Element
