Data properties:				
Recording date: 2019/11/5				
Recording time: 16:42:22:000 (corresponds to time 0)				
Study: Test2				
Subject: WWYX				
Recording: WWYX				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
1	215	233	596	439
2	448	108	455	330
3	557	216	1031	607
4	773	250	1042	872
5	1023	158	738	875
6	1181	291	841	472
7	1473	325	1033	558
8	1797	67	1100	679
9	1864	200	1071	885
10	2064	300	740	862
11	2364	250	768	445
12	2613	225	1033	528
13	2838	275	1101	632
14	3113	292	839	534
15	3405	375	654	448
16	3779	266	932	502
17	4046	192	840	554
18	4237	250	1068	603
19	4654	208	971	501
20	4862	208	965	885
21	5070	241	598	873
22	5312	200	718	456
23	5512	242	1037	538
24	5753	258	429	246
25	6011	183	871	415
26	6194	275	945	890
27	6469	525	602	883
28	6994	242	923	873
29	7236	274	755	435
30	7510	200	949	496
31	7710	300	1077	595
32	8010	283	802	540
33	8293	475	570	393
34	8768	358	933	490
35	9126	216	816	489
36	9534	83	570	462
37	9617	175	412	750
38	9792	217	335	852
39	10009	308	417	175
40	10317	283	759	364
41	10600	416	618	419
42	11016	241	566	420
43	11258	108	695	412
44	11541	108	721	317
45	11649	250	647	231
46	11899	208	844	454
47	12107	166	741	426
48	12273	142	710	360
49	12415	650	1085	560
50	13065	308	1049	900
51	13373	258	828	877
52	13631	558	984	564
53	14189	450	958	525
54	14639	1074	1101	607
55	15863	100	1051	627
56	15963	50	1065	564
57	16013	208	1137	565
58	16221	416	1115	882
59	16637	266	905	472
60	16904	150	739	398
61	17054	350	694	315
62	17403	175	833	430
63	17578	341	1010	542
64	17920	341	894	516
65	18261	241	811	496
66	18503	683	956	526
67	19186	450	1107	560
68	19635	316	942	495
69	19952	158	806	464
70	20110	100	676	392
71	20210	158	618	247
72	20368	133	680	278
73	20701	100	860	401
74	20801	242	1014	525
75	21043	400	877	494
76	21442	150	669	522
77	21592	100	-143	615
78	21692	141	-111	649
79	21834	158	622	-93
80	21992	92	612	-25
81	22217	42	740	-27
82	22533	217	721	284
83	22750	200	734	373
84	22950	358	692	339
85	23308	191	757	258
86	23499	183	1019	141
87	23682	208	1141	99
88	23891	175	1027	175
89	24066	391	1022	895
90	24457	258	919	195
91	24715	158	802	178
92	24873	241	568	350
93	25115	208	477	397
94	25323	233	361	462
95	25556	250	659	222
96	25806	191	870	148
97	25998	225	1017	129
98	26406	108	684	223
99	26514	208	514	329
100	26722	216	438	431
101	26939	266	679	263
102	27205	325	726	910
103	27530	108	741	843
104	27638	233	524	824
105	27872	200	723	263
106	28071	475	1016	838
107	28546	233	668	854
108	28779	183	518	820
109	28962	291	650	202
110	29254	283	788	161
111	29537	241	477	371
112	29912	42	422	399
113	29953	225	671	245
114	30178	217	832	171
115	30395	233	904	205
116	30628	225	1114	98
117	30853	241	1046	95
118	31094	166	829	135
119	31261	217	678	238
120	31477	325	442	408
121	31802	167	508	394
122	31969	241	982	131
123	32210	183	547	336
124	32393	233	342	455
125	32626	275	961	172
126	32901	166	1025	124
127	33301	150	1175	64
128	33451	141	915	172
129	34025	83	503	1184
130	34350	42	623	1216
131	34983	8	894	22
132	35108	200	558	167
133	35308	400	706	347
134	35707	150	1036	228
135	35857	133	1003	245
136	35990	192	897	447
137	36182	316	828	554
138	36499	133	898	445
139	36632	83	905	399
140	36715	333	621	458
141	37048	275	775	582
142	37323	208	821	568
143	37531	200	900	413
144	37731	67	935	338
145	37964	141	1008	265
146	38106	366	1088	168
147	38472	608	898	480
148	39080	283	922	406
149	39363	325	988	857
150	39688	283	822	879
151	39971	216	908	822
152	40188	208	959	350
153	40396	433	1073	830
154	40829	200	1116	170
155	41029	733	1167	76
156	42153	125	1053	835
157	42278	116	1063	477
158	42395	150	1130	185
159	42545	308	1170	80
160	42853	267	1078	178
161	43119	250	942	349
162	43602	75	870	568
163	43677	225	481	505
164	43902	291	531	449
165	44194	275	901	799
166	44468	192	1010	887
167	44660	216	1029	283
168	44876	158	1091	162
169	45034	383	1165	52
170	45418	491	1046	793
171	46392	142	789	29
172	46866	67	875	344
173	46933	233	889	310
174	47166	383	803	330
175	47549	458	737	346
176	48008	225	825	239
177	48232	158	729	208
178	48391	333	359	245
179	48724	91	639	269
180	48965	216	1087	463
181	49182	92	1066	566
182	49273	75	1091	540
183	49348	158	1065	568
184	49507	200	1003	935
185	49706	275	697	908
186	49981	183	758	232
187	50164	300	758	152
188	50464	108	893	262
189	50573	141	879	301
190	50714	266	960	431
191	50980	625	1006	508
192	51605	167	673	361
193	51772	175	466	285
194	51946	208	306	280
195	52155	400	212	369
196	52554	291	326	260
197	52846	383	485	249
198	53229	192	659	257
199	53420	250	721	234
200	53670	166	530	261
201	54020	150	796	355
202	54170	216	878	288
203	54387	208	774	196
204	54595	283	503	215
205	54878	366	334	264
206	55244	158	299	290
207	55402	283	635	270
208	55686	167	897	405
209	55852	350	1013	493
210	56202	216	1056	580
211	56568	50	1046	576
212	56618	225	1063	518
213	56843	433	1066	562
214	57276	766	1106	530
215	58492	416	414	916
216	59233	16	387	435
217	59516	216	239	306
218	59733	233	578	335
219	59966	200	288	281
220	60166	75	27	262
221	60241	100	44	305
222	60341	92	30	264
223	60432	75	-610	8
224	61173	92	813	299
225	61265	816	702	322
226	62314	8	726	401
227	62456	117	698	326
228	62573	141	662	316
229	62714	341	698	327
230	63055	100	847	453
231	63280	109	1045	385
232	63389	100	1057	300
233	63489	341	432	211
234	63830	191	480	215
235	64022	300	531	335
236	64488	133	630	447
237	64621	258	666	527
238	64879	191	579	431
239	65071	233	756	501
240	65304	250	954	473
241	65554	208	1072	356
242	65762	175	1086	309
243	65937	291	637	331
244	66229	166	832	413
245	66395	117	1046	371
246	66512	117	1060	334
247	66628	191	1108	293
248	66820	50	1055	309
249	67095	158	809	533
250	67253	192	1003	453
251	67444	158	1031	411
252	67603	241	560	333
253	67844	133	505	234
254	67977	258	473	141
255	68235	275	1155	178
256	68510	441	474	144
257	68952	475	1142	146
258	69660	141	1147	223
259	69801	217	1132	292
260	70018	183	924	464
261	70201	125	861	617
262	70326	291	1065	918
263	70617	183	694	883
264	70801	275	972	424
265	71075	175	1116	272
266	71250	333	523	233
267	71583	225	548	334
268	71808	241	712	489
269	72050	475	798	550
270	72732	75	631	248
271	72807	516	506	241
272	73832	83	585	1065
273	74390	133	1015	23
274	74648	158	714	-58
275	74806	133	1068	-212
276	74939	58	1107	-230
277	75139	8	1299	-100
278	76247	108	436	267
279	76355	291	677	443
280	76646	333	731	376
281	76979	200	613	285
282	77179	175	618	213
283	77354	250	376	238
284	77604	316	978	323
285	77921	350	1062	398
286	78270	416	1095	500
287	78687	366	923	256
288	79053	208	971	324
289	79261	241	1096	527
290	79503	150	1108	618
291	79653	608	1058	964
292	80261	275	1080	564
293	80694	216	1012	436
294	80910	325	969	882
295	81235	166	831	906
296	81402	258	1068	554
297	81660	183	1036	395
298	81843	383	918	228
299	82226	233	957	306
300	82459	250	644	246
301	82709	133	620	201
302	82842	350	454	182
303	83192	291	515	160
304	83484	375	741	179
305	83858	283	949	208
306	84141	192	1006	383
307	84441	42	1049	647
308	84483	142	1085	484
309	84624	266	780	228
310	84891	358	718	174
311	85249	275	1042	441
312	85524	266	1088	539
313	85990	42	1107	493
314	86032	366	1115	598
315	86398	166	583	508
316	86565	216	955	438
317	86781	100	946	290
318	86881	191	965	248
319	87073	125	713	282
320	87906	17	636	1191
321	88039	8	619	1173
322	88697	158	668	1238
323	89920	258	767	221
324	90179	108	861	336
325	90595	41	812	406
326	90637	250	974	518
327	90886	167	681	260
328	91053	266	618	204
329	91320	192	582	223
330	91511	325	818	392
331	91836	117	887	445
332	91952	233	733	257
333	92185	192	698	224
334	92377	441	604	195
335	93052	225	762	278
336	93277	216	818	377
337	93493	200	773	338
338	93693	208	716	252
339	93901	275	853	434
340	94176	308	912	536
341	94484	383	857	459
342	94867	150	782	365
343	95017	258	744	274
344	95275	325	685	237
345	95600	391	846	440
346	96183	42	1006	431
347	96225	125	976	506
348	96350	475	1034	548
349	96824	108	1006	684
350	96932	275	998	898
351	97207	275	772	930
352	97482	175	732	927
353	97657	266	908	531
354	97923	325	991	507
355	98248	158	788	339
356	98640	267	1074	567
357	98906	208	806	403
358	99114	275	591	316
359	99389	391	904	443
360	99780	183	649	296
361	99964	242	579	276
362	100205	333	951	456
363	100763	67	756	422
364	100830	341	506	476
365	101171	258	706	626
366	101429	191	610	695
367	101621	167	575	650
368	101787	167	871	761
369	102121	17	962	822
370	102762	67	236	-518
371	103153	8	-174	-556
372	103470	8	705	-97
373	103603	167	758	385
374	103769	325	631	461
375	104094	308	707	332
376	104719	600	705	331
377	105318	225	690	383
378	105543	200	641	393
379	105743	141	767	220
380	105884	283	1013	177
381	106168	175	1089	131
382	106342	117	759	222
383	106684	58	694	244
384	106742	158	625	379
385	106901	183	936	206
386	107084	425	970	165
387	107508	400	690	230
388	107908	258	993	148
