Data properties:				
Recording date: 2019/11/5				
Recording time: 16:18:20:000 (corresponds to time 0)				
Study: Test3				
Subject: CY				
Recording: CY				
Screen resolution: 1280 x 1024				
Coordinate unit: Pixels				
Filter settings:				
Eye: Average				
Validity: Normal				
Fixation filter: Tobii fixation filter				
Fixation radius: 35				
FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY
2	97	67	673	507
3	164	233	636	520
4	397	83	1083	525
5	480	142	1142	576
6	622	109	1159	613
7	731	58	1151	571
8	788	200	1152	609
9	988	200	1107	598
10	1188	83	1101	552
11	1271	50	948	467
12	1321	67	965	399
13	1388	108	936	455
14	1496	50	937	381
15	1546	166	858	366
16	1712	67	756	217
17	1779	183	747	265
18	1962	50	571	227
19	2012	217	590	273
20	2229	241	1145	697
21	2470	133	1094	896
22	2604	75	1059	941
23	2679	83	1025	927
24	2762	75	1059	909
25	2837	92	1039	943
26	2929	174	1061	594
27	3103	50	1088	543
28	3153	133	1082	589
29	3287	75	1091	639
30	3362	124	1101	605
31	3486	92	1026	606
32	3579	50	1057	573
33	3628	150	1020	601
34	3778	83	1055	859
35	3862	74	999	877
36	3936	59	1036	867
37	3995	50	1073	836
38	4045	141	1146	639
39	4319	67	1164	535
40	4386	117	1137	589
41	4502	58	1171	543
42	4561	75	1140	585
43	4636	258	1152	941
44	4894	133	1119	968
45	5185	75	1061	538
46	5260	58	1011	622
47	5318	100	967	451
48	5418	50	1004	434
49	5468	233	765	319
50	5701	283	624	252
51	5985	83	402	163
52	6068	92	403	206
53	6160	233	756	264
54	6393	191	818	356
55	6584	76	1077	559
56	6660	74	1112	540
57	6734	150	1092	577
58	6884	266	1154	599
59	7151	59	1034	566
60	7351	83	1032	459
61	7434	75	999	480
62	7509	75	1021	420
63	7584	83	1016	460
64	7667	183	919	398
65	7850	58	918	340
66	7908	50	886	399
67	7958	83	821	315
68	8042	50	826	250
69	8092	50	801	334
70	8142	108	818	298
71	8250	200	840	361
72	8450	625	835	314
73	9074	150	1137	533
74	9224	67	1120	590
75	9465	42	1137	475
76	9507	250	1155	578
77	9757	75	1105	649
78	9832	216	1059	749
79	10049	266	1104	604
80	10315	250	769	508
81	10857	191	713	428
82	11048	159	557	420
83	11207	133	545	454
84	11697	250	580	509
85	11947	175	521	547
86	12339	142	529	466
87	12480	300	679	499
88	12964	258	592	463
89	13221	225	1002	516
90	13446	283	1133	485
91	13729	92	1096	539
92	13821	175	1063	567
93	13996	58	970	619
94	14054	258	1018	590
95	14312	100	1057	613
96	14412	66	1054	568
97	14479	67	1031	634
98	14670	42	1171	467
99	14712	100	1162	418
100	14812	250	1156	468
101	15062	67	1102	882
102	15128	50	1045	887
103	15178	216	1100	893
104	15395	125	1134	868
105	15520	125	1081	858
106	15645	92	1132	480
107	15736	258	1108	508
108	15995	66	1160	439
109	16061	58	1086	502
110	16119	58	1127	476
111	16178	208	1084	584
112	16386	341	1030	580
113	16727	425	1042	647
114	17152	167	1032	610
115	17460	50	992	448
116	17510	125	891	349
117	17635	58	886	308
118	17693	58	894	343
119	17752	241	801	285
120	17993	325	490	178
121	18318	134	999	552
122	18452	74	983	590
123	18526	109	1035	584
124	18635	174	1082	575
125	18809	325	1072	630
126	19135	50	1134	602
127	19184	58	1067	593
128	19359	75	1117	488
129	19434	91	1073	571
130	19525	75	1064	533
131	19734	91	1042	508
132	19825	117	601	251
133	19942	59	599	215
134	20001	50	568	254
135	20051	150	549	143
136	20200	566	372	200
137	20767	191	380	124
138	20958	216	565	128
139	21174	259	378	155
140	21541	83	363	188
141	21624	92	371	255
142	21716	67	380	210
143	21783	58	352	188
144	21841	233	385	213
145	22074	166	513	128
146	22240	192	547	93
147	22432	83	1088	439
148	22516	167	1123	410
149	22682	174	1163	449
150	22856	50	1124	494
151	23015	324	929	488
152	23339	133	833	357
153	23781	58	592	430
154	23839	75	630	391
155	23914	75	513	386
156	23989	167	503	470
157	24430	58	519	389
158	24489	183	530	457
159	24672	383	699	462
160	25055	208	833	535
161	25263	50	797	530
162	25313	100	882	412
163	25413	91	895	361
164	25505	125	953	292
165	25630	58	967	230
166	25688	100	1112	205
167	25788	50	1127	262
168	25838	225	1152	234
169	26063	308	1053	268
170	26371	67	1062	412
171	26437	166	1034	473
172	26604	117	1069	859
173	26721	58	1134	872
174	26779	108	1052	886
175	26887	233	1088	960
176	27120	158	879	920
177	27278	67	874	877
178	27345	217	893	467
179	27562	166	875	427
180	27728	341	915	306
181	28070	100	925	879
182	28170	283	892	908
183	28453	100	855	647
184	28553	158	856	544
185	28711	100	842	581
186	28811	200	837	508
187	29127	84	524	366
188	29211	150	529	407
189	29361	50	316	248
190	29411	225	327	329
191	29635	233	669	397
192	29868	92	969	384
193	29960	324	1017	369
194	30401	83	1128	201
195	30660	58	1143	260
196	30718	192	1177	244
197	30910	274	1125	962
198	31184	216	1127	1006
199	31576	308	1142	279
200	31884	66	1018	285
201	31950	75	973	267
202	32025	225	977	302
203	32250	83	856	417
204	32333	67	847	376
205	32400	183	826	405
206	32583	58	566	461
207	32641	134	576	422
208	32775	58	624	400
209	32833	209	826	429
210	33042	250	633	445
211	33291	158	448	473
212	33449	67	417	538
213	33516	50	446	461
214	33566	209	606	510
215	33932	400	1064	271
216	34332	50	1045	235
217	34382	166	981	312
218	34757	375	694	389
219	35131	392	866	405
220	35523	108	793	350
221	35631	50	1388	-548
222	36789	58	816	428
223	36847	341	693	382
224	37188	233	802	400
225	37422	92	750	292
226	37513	59	738	255
227	37572	266	561	323
228	37838	433	502	465
229	38271	83	510	524
230	38355	191	581	271
231	38546	75	837	199
232	38621	92	1051	165
233	38712	108	1079	187
234	38821	92	1131	205
235	38912	50	1138	254
236	38962	209	1167	232
237	39171	416	866	199
238	39587	117	1141	989
239	39704	191	1075	1034
240	39895	133	619	964
241	40028	50	661	927
242	40186	8	649	919
243	40378	50	586	700
244	40428	117	572	339
245	40703	183	538	235
246	40886	142	504	456
247	41027	275	596	230
248	41303	108	630	201
249	41411	92	860	192
250	41503	174	866	152
251	41852	308	520	478
252	42160	50	624	266
253	42210	92	627	219
254	42302	200	986	215
255	42501	50	1105	229
256	42551	67	1077	199
257	42618	283	1088	252
258	42901	241	799	856
259	43143	333	539	938
260	43476	275	517	515
261	43751	175	563	324
262	43925	341	578	229
263	44267	208	584	884
264	44475	92	530	927
265	44567	50	569	903
266	44617	75	527	927
267	44692	241	503	975
268	44933	233	524	481
269	45166	66	520	430
270	45233	67	514	471
271	45300	50	531	440
272	45349	183	516	476
273	45533	75	496	512
274	45608	158	469	925
275	45766	333	495	960
276	46099	350	479	573
277	46449	50	506	529
278	46499	316	503	471
279	46815	67	562	336
280	46882	108	554	377
281	46990	83	580	233
282	47073	50	574	293
283	47123	100	576	218
284	47223	142	575	265
285	47365	92	583	227
286	47456	283	723	334
287	47973	50	712	495
288	48023	200	715	406
289	48223	225	554	400
290	48448	183	589	383
291	48631	50	674	329
